Date,NDA-DK.CO
2015-08-24,67.34712219238281
2015-08-25,69.72462463378906
2015-08-26,69.49602508544922
2015-08-27,71.87350463867188
2015-08-28,71.96495056152344
2015-08-31,71.69064331054688
2015-09-01,69.8160629272461
2015-09-02,70.91336822509766
2015-09-03,73.01652526855469
2015-09-04,70.50186920166016
2015-09-07,70.45616149902344
2015-09-08,71.73634338378906
2015-09-09,72.74221801757812
2015-09-10,72.83365631103516
2015-09-11,73.062255859375
2015-09-14,71.09626007080078
2015-09-15,71.78206634521484
2015-09-16,71.50773620605469
2015-09-17,71.91924285888672
2015-09-18,70.73046875
2015-09-21,71.32485961914062
2015-09-22,69.54173278808594
2015-09-23,68.90164184570312
2015-09-24,66.02120208740234
2015-09-25,68.58159637451172
2015-09-28,67.30140686035156
2015-09-29,66.70702362060547
2015-09-30,67.62145233154297
2015-10-01,68.67303466796875
2015-10-02,69.6331787109375
2015-10-05,71.2334213256836
2015-10-06,72.01067352294922
2015-10-07,72.33071899414062
2015-10-08,71.3705825805664
2015-10-09,71.59918975830078
2015-10-12,71.27912902832031
2015-10-13,70.6390380859375
2015-10-14,69.4045639038086
2015-10-15,69.95323181152344
2015-10-16,70.8676528930664
2015-10-19,71.78206634521484
2015-10-20,72.1478500366211
2015-10-21,68.2158203125
2015-10-22,69.8160629272461
2015-10-23,71.82778930664062
2015-10-26,70.59331512451172
2015-10-27,69.99895477294922
2015-10-28,69.58746337890625
2015-10-29,68.44441986083984
2015-10-30,68.99307250976562
2015-11-02,70.31900024414062
2015-11-03,70.41043853759766
2015-11-04,71.00481414794922
2015-11-05,69.49602508544922
2015-11-06,69.58746337890625
2015-11-09,69.6331787109375
2015-11-10,69.4045639038086
2015-11-11,69.8617935180664
2015-11-12,69.8160629272461
2015-11-13,68.94735717773438
2015-11-16,68.94735717773438
2015-11-17,70.18183135986328
2015-11-18,70.41043853759766
2015-11-19,71.05052947998047
2015-11-20,70.50186920166016
2015-11-23,70.50186920166016
2015-11-24,69.22169494628906
2015-11-25,70.09037780761719
2015-11-26,70.41043853759766
2015-11-27,70.8676528930664
2015-11-30,70.8676528930664
2015-12-01,71.32485961914062
2015-12-02,72.1478500366211
2015-12-03,70.22755432128906
2015-12-04,69.08453369140625
2015-12-07,69.08453369140625
2015-12-08,68.07865905761719
2015-12-09,68.17010498046875
2015-12-10,67.02708435058594
2015-12-11,67.02708435058594
2015-12-14,65.33540344238281
2015-12-15,67.80432891845703
2015-12-16,67.07279205322266
2015-12-17,68.2158203125
2015-12-18,67.3928451538086
2015-12-21,67.3928451538086
2015-12-22,67.43856811523438
2015-12-23,68.90164184570312
2015-12-28,68.90164184570312
2015-12-29,69.67888641357422
2015-12-30,69.31312561035156
2016-01-04,69.31312561035156
2016-01-05,67.43856811523438
2016-01-06,66.93563842773438
2016-01-07,66.34125518798828
2016-01-08,65.56401062011719
2016-01-11,65.74688720703125
2016-01-12,66.38697814941406
2016-01-13,66.93563842773438
2016-01-14,65.701171875
2016-01-15,63.64371109008789
2016-01-18,63.18650817871094
2016-01-19,63.55228042602539
2016-01-20,61.22050094604492
2016-01-21,62.2720832824707
2016-01-22,65.1067886352539
2016-01-25,64.96964263916016
2016-01-26,66.06693267822266
2016-01-27,62.63785171508789
2016-01-28,61.266231536865234
2016-01-29,62.91218566894531
2016-02-01,62.7750244140625
2016-02-02,61.03761291503906
2016-02-03,59.66598892211914
2016-02-04,61.22050094604492
2016-02-05,59.75742721557617
2016-02-08,57.56282043457031
2016-02-09,55.87113571166992
2016-02-10,59.11733627319336
2016-02-11,56.00830078125
2016-02-12,57.288490295410156
2016-02-15,60.03176498413086
2016-02-16,59.9403190612793
2016-02-17,61.631996154785156
2016-02-18,61.22050094604492
2016-02-19,60.26036834716797
2016-02-22,62.2720832824707
2016-02-23,61.86058807373047
2016-02-24,60.26036834716797
2016-02-25,61.49482727050781
2016-02-26,62.500701904296875
2016-02-29,62.08920669555664
2016-03-01,63.095069885253906
2016-03-02,64.14665985107422
2016-03-03,64.05521392822266
2016-03-04,64.23809814453125
2016-03-07,63.46083068847656
2016-03-08,63.18650817871094
2016-03-09,63.96376419067383
2016-03-10,64.51242065429688
2016-03-11,66.34125518798828
2016-03-14,66.38697814941406
2016-03-15,65.92977142333984
2016-03-16,65.74688720703125
2016-03-17,64.05521392822266
2016-03-18,61.04671096801758
2016-03-21,60.58529281616211
2016-03-22,59.84700393676758
2016-03-23,59.29328536987305
2016-03-29,57.81672286987305
2016-03-30,58.78572463989258
2016-03-31,57.90901184082031
2016-04-01,57.77057647705078
2016-04-04,57.26301574707031
2016-04-05,55.27888107299805
2016-04-06,55.60187911987305
2016-04-07,55.04817199707031
2016-04-08,56.47858810424805
2016-04-11,56.89387512207031
2016-04-12,56.61701202392578
2016-04-13,58.50886535644531
2016-04-14,58.78572463989258
2016-04-15,58.32429504394531
2016-04-18,58.27815246582031
2016-04-19,59.43171691894531
2016-04-20,59.70857238769531
2016-04-21,60.76984786987305
2016-04-25,59.29328536987305
2016-04-26,59.57014846801758
2016-04-27,59.84700393676758
2016-04-28,59.98543167114258
2016-04-29,58.23200988769531
2016-05-02,58.18587112426758
2016-05-03,56.61701202392578
2016-05-04,55.87873458862305
2016-05-09,56.15558624267578
2016-05-10,56.80158615112305
2016-05-11,56.38630294799805
2016-05-12,55.60187911987305
2016-05-13,55.97101974487305
2016-05-17,56.43244934082031
2016-05-18,56.75543975830078
2016-05-19,56.57087326049805
2016-05-20,57.26301574707031
2016-05-23,56.70930099487305
2016-05-24,58.41658020019531
2016-05-25,60.40070724487305
2016-05-26,60.30842208862305
2016-05-27,60.72370910644531
2016-05-30,60.67757034301758
2016-05-31,59.80085754394531
2016-06-01,59.57014846801758
2016-06-02,59.75471878051758
2016-06-03,59.01642990112305
2016-06-06,58.27815246582031
2016-06-07,60.03157424926758
2016-06-08,59.29328536987305
2016-06-09,58.37043380737305
2016-06-10,56.29401397705078
2016-06-13,55.694156646728516
2016-06-14,54.30988693237305
2016-06-15,55.14045333862305
2016-06-16,53.80231475830078
2016-06-17,55.74030685424805
2016-06-20,57.86286926269531
2016-06-21,57.35530090332031
2016-06-22,57.72444534301758
2016-06-23,54.49445724487305
2016-06-24,51.67974853515625
2016-06-27,49.741764068603516
2016-06-28,50.756900787353516
2016-06-29,51.26447677612305
2016-06-30,51.495182037353516
2016-07-01,52.00274658203125
2016-07-04,51.12604522705078
2016-07-05,49.55718994140625
2016-07-06,48.449771881103516
2016-07-07,49.46491241455078
2016-07-08,50.756900787353516
2016-07-11,51.495182037353516
2016-07-12,52.279605865478516
2016-07-13,51.95661163330078
2016-07-14,52.510318756103516
2016-07-15,53.017887115478516
2016-07-18,53.38703536987305
2016-07-19,53.15632247924805
2016-07-20,54.95587921142578
2016-07-21,54.81745529174805
2016-07-22,54.17145538330078
2016-07-25,54.77130889892578
2016-07-26,54.67902374267578
2016-07-27,54.77130889892578
2016-07-28,54.12531661987305
2016-07-29,54.90973663330078
2016-08-01,54.17145538330078
2016-08-02,53.479312896728516
2016-08-03,53.479312896728516
2016-08-04,54.21759796142578
2016-08-05,55.04817199707031
2016-08-08,55.41730880737305
2016-08-09,56.61701202392578
2016-08-10,56.75543975830078
2016-08-11,57.21686935424805
2016-08-12,57.07844543457031
2016-08-15,56.98615646362305
2016-08-16,56.43244934082031
2016-08-17,55.83259582519531
2016-08-18,56.06330490112305
2016-08-19,55.55574035644531
2016-08-22,55.55574035644531
2016-08-23,56.43244934082031
2016-08-24,57.35530090332031
2016-08-25,57.12458419799805
2016-08-26,57.40143966674805
2016-08-29,57.30915832519531
2016-08-30,58.41658020019531
2016-08-31,60.21614456176758
2016-09-01,60.12385559082031
2016-09-02,61.18513870239258
2016-09-05,61.23128128051758
2016-09-06,60.72370910644531
2016-09-07,61.277427673339844
2016-09-08,61.55427551269531
2016-09-09,61.55427551269531
2016-09-12,60.81599807739258
2016-09-13,60.40070724487305
2016-09-14,59.98543167114258
2016-09-15,60.53914260864258
2016-09-16,60.07771682739258
2016-09-19,60.49300003051758
2016-09-20,61.000572204589844
2016-09-21,61.04671096801758
2016-09-22,61.60041809082031
2016-09-23,61.09284591674805
2016-09-26,60.03157424926758
2016-09-27,59.15486145019531
2016-09-28,59.57014846801758
2016-09-29,60.58529281616211
2016-09-30,60.16999053955078
2016-10-03,62.43098831176758
2016-10-04,63.123138427734375
2016-10-05,63.446128845214844
2016-10-06,64.18441009521484
2016-10-07,63.99983215332031
2016-10-10,64.13826751708984
2016-10-11,62.200279235839844
2016-10-12,62.89241027832031
2016-10-13,61.96955108642578
2016-10-14,63.446128845214844
2016-10-17,63.538414001464844
2016-10-18,64.73812103271484
2016-10-19,64.9688491821289
2016-10-20,64.78425598144531
2016-10-21,65.38410949707031
2016-10-24,65.70710754394531
2016-10-25,65.52254486083984
2016-10-26,66.53767395019531
2016-10-27,65.89169311523438
2016-10-28,66.03012084960938
2016-10-31,65.89169311523438
2016-11-01,64.83039855957031
2016-11-02,63.63068771362305
2016-11-03,64.04598999023438
2016-11-04,63.07699203491211
2016-11-07,64.32283020019531
2016-11-08,64.9688491821289
2016-11-09,65.33796691894531
2016-11-10,66.58381652832031
2016-11-11,66.95297241210938
2016-11-14,67.13754272460938
2016-11-15,67.55281829833984
2016-11-16,67.32209777832031
2016-11-17,67.50666809082031
2016-11-18,67.92195892333984
2016-11-21,67.87582397460938
2016-11-22,68.84481811523438
2016-11-23,68.56796264648438
2016-11-24,68.29109954833984
2016-11-25,68.1526870727539
2016-11-28,66.72225189208984
2016-11-29,67.36824798583984
2016-11-30,67.73738861083984
2016-12-01,67.41439819335938
2016-12-02,67.22982025146484
2016-12-05,67.73738861083984
2016-12-06,68.66024780273438
2016-12-07,69.58309173583984
2016-12-08,71.05966186523438
2016-12-09,72.4439468383789
2016-12-12,72.12094116210938
2016-12-13,72.62850189208984
2016-12-14,71.61336517333984
2016-12-15,72.76692962646484
2016-12-16,72.95150756835938
2016-12-19,72.3978042602539
2016-12-20,72.25938415527344
2016-12-21,72.85922241210938
2016-12-22,72.5823745727539
2016-12-23,72.72079467773438
2016-12-27,72.72079467773438
2016-12-28,72.76692962646484
2016-12-29,72.4439468383789
2016-12-30,72.5823745727539
2017-01-02,72.99765014648438
2017-01-03,74.10508728027344
