Date,UNP
2015-08-03,77.03553009033203
2015-08-04,76.43663787841797
2015-08-05,75.91754913330078
2015-08-06,74.90342712402344
2015-08-07,73.86531829833984
2015-08-10,74.64787292480469
2015-08-11,73.71360778808594
2015-08-12,74.12085723876953
2015-08-13,74.0250244140625
2015-08-14,74.05697631835938
2015-08-17,74.05697631835938
2015-08-18,74.08889770507812
2015-08-19,73.59384155273438
2015-08-20,71.32594299316406
2015-08-21,69.03411865234375
2015-08-24,66.00764465332031
2015-08-25,64.33070373535156
2015-08-26,67.15753936767578
2015-08-27,69.35193634033203
2015-08-28,69.84224700927734
2015-08-31,68.91786193847656
2015-09-01,67.02088928222656
2015-09-02,68.41148376464844
2015-09-03,68.88572692871094
2015-09-04,68.1462173461914
2015-09-08,70.62194061279297
2015-09-09,69.89048767089844
2015-09-10,70.01103973388672
2015-09-11,69.22331237792969
2015-09-14,68.90982818603516
2015-09-15,70.71835327148438
2015-09-16,72.17327117919922
2015-09-17,72.11698150634766
2015-09-18,70.5576171875
2015-09-21,70.93541717529297
2015-09-22,69.66542053222656
2015-09-23,68.86962890625
2015-09-24,68.18641662597656
2015-09-25,69.6010971069336
2015-09-28,68.2989501953125
2015-09-29,69.56893920898438
2015-09-30,71.06402587890625
2015-10-01,72.6635971069336
2015-10-02,73.86927032470703
2015-10-05,75.32415008544922
2015-10-06,75.06694793701172
2015-10-07,76.44949340820312
2015-10-08,78.00885772705078
2015-10-09,78.00080871582031
2015-10-12,76.5700454711914
2015-10-13,75.39651489257812
2015-10-14,74.68112182617188
2015-10-15,75.76624298095703
2015-10-16,74.70520782470703
2015-10-19,74.52037048339844
2015-10-20,75.34827423095703
2015-10-21,75.08302307128906
2015-10-22,77.97669219970703
2015-10-23,77.90436553955078
2015-10-26,76.49771881103516
2015-10-27,72.53496551513672
2015-10-28,72.42243957519531
2015-10-29,72.76002502441406
2015-10-30,71.81957244873047
2015-11-02,71.61862182617188
2015-11-03,71.29713439941406
2015-11-04,70.88720703125
2015-11-05,70.09944915771484
2015-11-06,69.11076354980469
2015-11-09,69.26348876953125
2015-11-10,68.1944580078125
2015-11-11,67.81666564941406
2015-11-12,67.47908020019531
2015-11-13,67.34241485595703
2015-11-16,67.80058288574219
2015-11-17,68.4034423828125
2015-11-18,70.01908111572266
2015-11-19,69.96282196044922
2015-11-20,69.72166442871094
2015-11-23,68.41148376464844
2015-11-24,68.16230010986328
2015-11-25,68.4697265625
2015-11-27,68.36457824707031
2015-11-30,67.91959381103516
2015-12-01,68.28365325927734
2015-12-02,66.40665435791016
2015-12-03,64.07657623291016
2015-12-04,63.35654067993164
2015-12-07,62.53133773803711
2015-12-08,61.164024353027344
2015-12-09,62.73358154296875
2015-12-10,62.6607666015625
2015-12-11,62.52322769165039
2015-12-14,62.199607849121094
2015-12-15,61.81937026977539
2015-12-16,63.84198760986328
2015-12-17,62.563690185546875
2015-12-18,61.02650451660156
2015-12-21,61.07503890991211
2015-12-22,62.345218658447266
2015-12-23,63.72871017456055
2015-12-24,63.752994537353516
2015-12-28,63.380828857421875
2015-12-29,63.8905143737793
2015-12-30,63.518348693847656
2015-12-31,63.26753234863281
2016-01-04,63.8905143737793
2016-01-05,63.27566146850586
2016-01-06,60.54108810424805
2016-01-07,59.125244140625
2016-01-08,59.756290435791016
2016-01-11,60.5248908996582
2016-01-12,61.706085205078125
2016-01-13,59.748199462890625
2016-01-14,61.01838302612305
2016-01-15,59.95853042602539
2016-01-19,59.950469970703125
2016-01-20,59.554046630859375
2016-01-21,57.442405700683594
2016-01-22,56.625267028808594
2016-01-25,55.65440368652344
2016-01-26,56.66571807861328
2016-01-27,55.87284851074219
2016-01-28,56.762821197509766
2016-01-29,58.251468658447266
2016-02-01,59.133331298828125
2016-02-02,58.016845703125
2016-02-03,58.46181106567383
2016-02-04,61.09929656982422
2016-02-05,60.70286560058594
2016-02-08,61.51192855834961
2016-02-09,62.393795013427734
2016-02-10,62.24814987182617
2016-02-11,61.115474700927734
2016-02-12,62.45848846435547
2016-02-16,64.2141342163086
2016-02-17,64.69149017333984
2016-02-18,63.63972473144531
2016-02-19,64.64292907714844
2016-02-22,66.02641296386719
2016-02-23,63.87435531616211
2016-02-24,64.79666137695312
2016-02-25,64.61742401123047
2016-02-26,65.17138671875
2016-02-29,64.24269104003906
2016-03-01,65.2691421508789
2016-03-02,64.76406860351562
2016-03-03,65.17955017089844
2016-03-04,65.57872009277344
2016-03-07,66.35261535644531
2016-03-08,63.74579620361328
2016-03-09,65.28545379638672
2016-03-10,64.66630554199219
2016-03-11,66.19783020019531
2016-03-14,65.45652770996094
2016-03-15,65.2935791015625
2016-03-16,65.42395782470703
