Date,MCHP
2015-08-03,17.625629425048828
2015-08-04,17.625629425048828
2015-08-05,18.05402183532715
2015-08-06,17.806875228881836
2015-08-07,17.942808151245117
2015-08-10,18.297046661376953
2015-08-11,18.00870704650879
2015-08-12,18.0622501373291
2015-08-13,17.87277603149414
2015-08-14,17.831588745117188
2015-08-17,17.926326751708984
2015-08-18,17.68330192565918
2015-08-19,17.580320358276367
2015-08-20,17.106618881225586
2015-08-21,16.82240867614746
2015-08-24,16.53407096862793
2015-08-25,16.299278259277344
2015-08-26,16.92538833618164
2015-08-27,17.600914001464844
2015-08-28,17.810989379882812
2015-08-31,17.50617790222168
2015-09-01,16.616456985473633
2015-09-02,16.92538833618164
2015-09-03,17.193126678466797
2015-09-04,16.888315200805664
2015-09-08,18.47828483581543
2015-09-09,18.423473358154297
2015-09-10,18.352888107299805
2015-09-11,18.224164962768555
2015-09-14,18.236629486083984
2015-09-15,18.273988723754883
2015-09-16,18.23247528076172
2015-09-17,17.99163818359375
2015-09-18,17.771577835083008
2015-09-21,17.742507934570312
2015-09-22,17.43524742126465
2015-09-23,17.169496536254883
2015-09-24,17.140438079833984
2015-09-25,17.181961059570312
2015-09-28,16.96604347229004
2015-09-29,17.302370071411133
2015-09-30,17.89199447631836
2015-10-01,17.51828956604004
2015-10-02,18.012401580810547
2015-10-05,18.718294143676758
2015-10-06,18.83454704284668
2015-10-07,19.09198760986328
2015-10-08,19.370187759399414
2015-10-09,19.21240234375
2015-10-12,19.2165584564209
2015-10-13,19.12520980834961
2015-10-14,19.644237518310547
2015-10-15,19.65254020690918
2015-10-16,19.490602493286133
2015-10-19,19.611019134521484
2015-10-20,19.681604385375977
2015-10-21,19.581951141357422
2015-10-22,20.287830352783203
2015-10-23,20.391643524169922
2015-10-26,20.142505645751953
2015-10-27,19.901674270629883
2015-10-28,20.163259506225586
2015-10-29,19.677448272705078
2015-10-30,20.051156997680664
2015-11-02,20.300283432006836
2015-11-03,20.27123260498047
2015-11-04,20.341812133789062
2015-11-05,19.893367767333984
2015-11-06,19.86846351623535
2015-11-09,19.855998992919922
2015-11-10,19.581951141357422
2015-11-11,19.557039260864258
2015-11-12,19.253921508789062
2015-11-13,18.950809478759766
2015-11-16,19.07952880859375
2015-11-17,19.133506774902344
2015-11-18,19.660381317138672
2015-11-19,19.744077682495117
2015-11-20,19.82777214050293
2015-11-23,19.501352310180664
2015-11-24,19.765005111694336
2015-11-25,19.731525421142578
2015-11-27,19.957504272460938
2015-11-30,20.204410552978516
2015-12-01,20.29229736328125
2015-12-02,19.526466369628906
2015-12-03,19.43021583557129
2015-12-04,19.823589324951172
2015-12-07,19.534832000732422
2015-12-08,19.338146209716797
2015-12-09,19.045211791992188
2015-12-10,18.978254318237305
2015-12-11,18.68113136291504
2015-12-14,18.668575286865234
2015-12-15,19.279563903808594
2015-12-16,19.714786529541016
2015-12-17,19.434396743774414
2015-12-18,19.287927627563477
2015-12-21,19.605976104736328
2015-12-22,19.739900588989258
2015-12-23,19.798486709594727
2015-12-24,19.777557373046875
2015-12-28,19.890548706054688
2015-12-29,20.137449264526367
2015-12-30,19.978429794311523
2015-12-31,19.476253509521484
2016-01-04,19.241899490356445
2016-01-05,19.099613189697266
2016-01-06,18.802488327026367
2016-01-07,17.85253143310547
2016-01-08,17.379638671875
2016-01-11,17.36709213256836
2016-01-12,17.513553619384766
2016-01-13,17.28757667541504
2016-01-14,17.59307098388672
2016-01-15,16.95697021484375
2016-01-19,17.450794219970703
2016-01-20,17.932039260864258
2016-01-21,18.250091552734375
2016-01-22,18.053401947021484
2016-01-25,18.078506469726562
2016-01-26,18.517925262451172
2016-01-27,18.132911682128906
2016-01-28,18.061765670776367
2016-01-29,18.752269744873047
2016-02-01,18.593242645263672
2016-02-02,18.07014274597168
2016-02-03,17.71024513244629
2016-02-04,17.88600730895996
2016-02-05,17.668399810791016
2016-02-08,17.249906539916992
2016-02-09,17.266647338867188
2016-02-10,16.852352142333984
2016-02-11,16.592893600463867
2016-02-12,16.910938262939453
2016-02-16,17.421491622924805
2016-02-17,17.85253143310547
2016-02-18,17.717058181762695
2016-02-19,17.881654739379883
2016-02-22,18.17707061767578
2016-02-23,17.835229873657227
2016-02-24,18.434520721435547
2016-02-25,18.4893856048584
2016-02-26,18.940956115722656
2016-02-29,18.776371002197266
2016-03-01,19.084455490112305
2016-03-02,19.303911209106445
2016-03-03,19.46428108215332
2016-03-04,19.763933181762695
2016-03-07,20.13953971862793
2016-03-08,19.696401596069336
2016-03-09,20.050912857055664
2016-03-10,19.87788200378418
2016-03-11,20.515155792236328
2016-03-14,20.299911499023438
2016-03-15,20.295696258544922
2016-03-16,20.270370483398438
2016-03-17,20.439189910888672
2016-03-18,20.72617530822754
2016-03-21,20.574234008789062
2016-03-22,20.38854217529297
2016-03-23,20.24083137512207
2016-03-24,20.308353424072266
2016-03-28,20.261930465698242
2016-03-29,20.599557876586914
2016-03-30,20.612224578857422
2016-03-31,20.342119216918945
2016-04-01,20.375885009765625
2016-04-04,20.418087005615234
2016-04-05,20.532039642333984
2016-04-06,20.527814865112305
2016-04-07,20.207063674926758
2016-04-08,20.447628021240234
2016-04-11,20.426523208618164
2016-04-12,20.38432502746582
2016-04-13,20.77259635925293
2016-04-14,20.793697357177734
2016-04-15,20.578449249267578
2016-04-18,20.637544631958008
2016-04-19,20.4771671295166
2016-04-20,20.92874526977539
2016-04-21,20.861225128173828
2016-04-22,20.979394912719727
2016-04-25,20.920305252075195
2016-04-26,21.13555335998535
2016-04-27,21.24527359008789
2016-04-28,20.89498519897461
2016-04-29,20.506710052490234
2016-05-02,20.82746124267578
2016-05-03,20.5953426361084
2016-05-04,20.434965133666992
2016-05-05,20.18174934387207
2016-05-06,20.236610412597656
2016-05-09,20.07624053955078
2016-05-10,20.401206970214844
2016-05-11,20.39276695251465
2016-05-12,19.97494888305664
2016-05-13,19.9031982421875
2016-05-16,20.236610412597656
2016-05-17,20.164859771728516
2016-05-18,20.396984100341797
2016-05-19,20.256669998168945
2016-05-20,20.75840187072754
2016-05-23,20.775415420532227
2016-05-24,21.243135452270508
2016-05-25,21.332426071166992
2016-05-26,21.540781021118164
2016-05-27,21.681095123291016
2016-05-31,21.974489212036133
2016-06-01,21.98723793029785
2016-06-02,21.99150276184082
2016-06-03,22.029762268066406
2016-06-06,22.008499145507812
2016-06-07,22.45496940612793
2016-06-08,22.53150177001953
2016-06-09,22.437957763671875
2016-06-10,22.216854095458984
2016-06-13,22.072282791137695
2016-06-14,22.195589065551758
2016-06-15,22.153074264526367
2016-06-16,22.13181495666504
2016-06-17,21.774641036987305
2016-06-20,22.055273056030273
2016-06-21,22.072282791137695
2016-06-22,21.936216354370117
2016-06-23,22.467727661132812
2016-06-24,21.459993362426758
2016-06-27,20.465015411376953
2016-06-28,20.988019943237305
2016-06-29,21.132583618164062
2016-06-30,21.583295822143555
2016-07-01,21.438732147216797
2016-07-05,21.192113876342773
2016-07-06,21.043291091918945
2016-07-07,21.430227279663086
2016-07-08,22.055273056030273
2016-07-11,22.259368896484375
2016-07-12,22.57828140258789
2016-07-13,22.64205551147461
2016-07-14,22.795124053955078
2016-07-15,22.863161087036133
2016-07-18,22.977970123291016
2016-07-19,22.837646484375
2016-07-20,23.10552978515625
2016-07-21,22.875917434692383
2016-07-22,23.033241271972656
2016-07-25,23.075759887695312
2016-07-26,24.38113784790039
2016-07-27,24.27058219909668
2016-07-28,24.10475730895996
2016-07-29,23.65828514099121
2016-08-01,23.730579376220703
2016-08-02,23.37765884399414
2016-08-03,23.52647590637207
2016-08-04,23.705062866210938
2016-08-05,24.04947853088379
2016-08-08,24.079238891601562
2016-08-09,25.78005599975586
2016-08-10,25.660993576049805
2016-08-11,25.839580535888672
2016-08-12,25.72903060913086
2016-08-15,26.026670455932617
2016-08-16,25.865095138549805
2016-08-17,25.916112899780273
2016-08-18,26.18986701965332
2016-08-19,26.219802856445312
2016-08-22,26.20697784423828
2016-08-23,26.26258087158203
2016-08-24,26.10004425048828
2016-08-25,26.147090911865234
2016-08-26,26.33957290649414
2016-08-29,26.34812355041504
2016-08-30,26.27541160583496
2016-08-31,26.48072052001953
2016-09-01,26.86139678955078
2016-09-02,26.814348220825195
2016-09-06,26.634708404541016
2016-09-07,25.997386932373047
2016-09-08,25.946060180664062
2016-09-09,25.030717849731445
2016-09-12,25.603878021240234
2016-09-13,25.291629791259766
2016-09-14,25.41139793395996
2016-09-15,25.851953506469727
2016-09-16,25.796358108520508
2016-09-19,25.916112899780273
2016-09-20,25.749305725097656
2016-09-21,26.142812728881836
2016-09-22,26.168474197387695
2016-09-23,25.9375
2016-09-26,25.864788055419922
2016-09-27,26.22835922241211
2016-09-28,26.3695125579834
2016-09-29,26.506385803222656
2016-09-30,26.579097747802734
2016-10-03,26.442222595214844
2016-10-04,26.22835922241211
2016-10-05,26.57054901123047
2016-10-06,26.76729393005371
2016-10-07,26.544879913330078
2016-10-10,26.224079132080078
2016-10-11,25.531166076660156
2016-10-12,25.23603057861328
