Date,NUE
2015-08-03,35.06359100341797
2015-08-04,35.42580795288086
2015-08-05,35.81950759887695
2015-08-06,35.9848518371582
2015-08-07,35.54389953613281
2015-08-10,36.76439666748047
2015-08-11,35.654136657714844
2015-08-12,35.22893142700195
2015-08-13,35.795867919921875
2015-08-14,36.46518325805664
2015-08-17,36.97700500488281
2015-08-18,36.58328628540039
2015-08-19,36.260440826416016
2015-08-20,35.2840576171875
2015-08-21,34.126564025878906
2015-08-24,32.63047790527344
2015-08-25,31.921794891357422
2015-08-26,32.74069595336914
2015-08-27,33.961204528808594
2015-08-28,34.10293197631836
2015-08-31,34.08718490600586
2015-09-01,33.095054626464844
2015-09-02,33.70135498046875
2015-09-03,33.76435089111328
2015-09-04,32.81155776977539
2015-09-08,33.51237106323242
2015-09-09,32.71708679199219
2015-09-10,32.93755340576172
2015-09-11,33.16591262817383
2015-09-14,32.0714111328125
2015-09-15,32.20526123046875
2015-09-16,32.7879524230957
2015-09-17,32.559600830078125
2015-09-18,31.693450927734375
2015-09-21,31.72494888305664
2015-09-22,30.811542510986328
2015-09-23,30.283977508544922
2015-09-24,30.417829513549805
2015-09-25,30.323348999023438
2015-09-28,29.41929817199707
2015-09-29,29.546520233154297
2015-09-30,29.856618881225586
2015-10-01,29.904319763183594
2015-10-02,30.214420318603516
2015-10-05,31.661529541015625
2015-10-06,31.741052627563477
2015-10-07,32.26581573486328
2015-10-08,32.806488037109375
2015-10-09,32.97346496582031
2015-10-12,32.822391510009766
2015-10-13,33.021175384521484
2015-10-14,33.021175384521484
2015-10-15,33.53800964355469
2015-10-16,33.5221061706543
2015-10-19,32.71108627319336
2015-10-20,32.504356384277344
2015-10-21,32.043190002441406
2015-10-22,33.87194061279297
2015-10-23,34.587547302246094
2015-10-26,33.697025299072266
2015-10-27,33.70497512817383
2015-10-28,33.91170120239258
2015-10-29,33.641357421875
2015-10-30,33.633419036865234
2015-11-02,34.61935806274414
2015-11-03,34.50008010864258
2015-11-04,33.967369079589844
2015-11-05,33.61750793457031
2015-11-06,33.474395751953125
2015-11-09,33.2199592590332
2015-11-10,33.172245025634766
2015-11-11,32.77469253540039
2015-11-12,31.892114639282227
2015-11-13,32.30558776855469
2015-11-16,32.67927551269531
2015-11-17,32.2340202331543
2015-11-18,33.5300407409668
2015-11-19,33.24380874633789
2015-11-20,32.85420227050781
2015-11-23,32.32942581176758
2015-11-24,33.5221061706543
2015-11-25,33.108642578125
2015-11-27,33.19609069824219
2015-11-30,32.95756530761719
2015-12-01,33.5221061706543
2015-12-02,32.798545837402344
2015-12-03,32.504356384277344
2015-12-04,32.67927551269531
2015-12-07,32.043190002441406
2015-12-08,31.375274658203125
2015-12-09,31.80463981628418
2015-12-10,32.623619079589844
2015-12-11,31.796695709228516
2015-12-14,31.915964126586914
2015-12-15,31.93981170654297
2015-12-16,30.739200592041016
2015-12-17,30.588119506835938
2015-12-18,30.906160354614258
2015-12-21,31.589963912963867
2015-12-22,32.695167541503906
2015-12-23,32.6315803527832
2015-12-24,32.655418395996094
2015-12-28,32.297611236572266
2015-12-29,32.4862060546875
2015-12-30,32.373863220214844
2015-12-31,32.34174728393555
2016-01-04,31.739871978759766
2016-01-05,32.06889343261719
2016-01-06,31.587392807006836
2016-01-07,29.97430419921875
2016-01-08,29.244007110595703
2016-01-11,29.003257751464844
2016-01-12,29.123638153076172
2016-01-13,28.5859375
2016-01-14,29.067453384399414
2016-01-15,28.208755493164062
2016-01-19,28.305057525634766
2016-01-20,28.072324752807617
2016-01-21,28.096397399902344
2016-01-22,28.377275466918945
2016-01-25,27.97602653503418
2016-01-26,29.324268341064453
2016-01-27,28.650136947631836
2016-01-28,29.404512405395508
2016-01-29,31.35465431213379
2016-02-01,31.442928314208984
2016-02-02,30.889184951782227
2016-02-03,32.02878189086914
2016-02-04,32.478179931640625
2016-02-05,32.03680419921875
2016-02-08,31.611461639404297
2016-02-09,31.226245880126953
2016-02-10,31.258344650268555
2016-02-11,30.776832580566406
2016-02-12,32.125064849853516
2016-02-16,32.245452880859375
2016-02-17,32.7109260559082
2016-02-18,32.125064849853516
2016-02-19,31.611461639404297
2016-02-22,31.90839385986328
2016-02-23,31.21822738647461
2016-02-24,31.314531326293945
2016-02-25,31.90036392211914
2016-02-26,32.06889343261719
2016-02-29,31.571331024169922
2016-03-01,32.87141799926758
2016-03-02,33.89866256713867
2016-03-03,34.30794143676758
2016-03-04,34.47646713256836
2016-03-07,35.9210205078125
2016-03-08,35.56790542602539
2016-03-09,34.94195556640625
2016-03-10,36.1056022644043
2016-03-11,36.418582916259766
2016-03-14,36.23400115966797
2016-03-15,36.153751373291016
2016-03-16,36.50687026977539
2016-03-17,37.43778991699219
2016-03-18,37.4779167175293
2016-03-21,37.24518966674805
2016-03-22,37.3896484375
2016-03-23,36.95627212524414
2016-03-24,37.301361083984375
2016-03-28,37.6063232421875
2016-03-29,38.21711730957031
2016-03-30,39.08274841308594
2016-03-31,38.26566696166992
2016-04-01,38.443641662597656
2016-04-04,37.76408386230469
2016-04-05,37.8449821472168
2016-04-06,38.200927734375
2016-04-07,37.666996002197266
2016-04-08,38.25756072998047
2016-04-11,38.56499099731445
2016-04-12,38.90475845336914
2016-04-13,39.71377182006836
2016-04-14,39.89175033569336
2016-04-15,40.05354690551758
2016-04-18,40.336692810058594
2016-04-19,40.82209396362305
2016-04-20,40.676475524902344
2016-04-21,40.045467376708984
2016-04-22,40.08591079711914
2016-04-25,39.738033294677734
2016-04-26,40.05354690551758
2016-04-27,40.943443298339844
2016-04-28,40.40142059326172
2016-04-29,40.27196502685547
2016-05-02,40.69267272949219
2016-05-03,39.422515869140625
2016-05-04,39.23645782470703
2016-05-05,39.20408630371094
2016-05-06,39.51960754394531
2016-05-09,37.60227966308594
2016-05-10,38.767242431640625
2016-05-11,38.51645278930664
2016-05-12,38.37890625
2016-05-13,38.07149124145508
2016-05-16,38.67824172973633
2016-05-17,37.666996002197266
2016-05-18,37.1006965637207
2016-05-19,37.65081787109375
2016-05-20,37.64272689819336
2016-05-23,37.885433197021484
2016-05-24,38.15240478515625
2016-05-25,39.1474723815918
2016-05-26,39.24454879760742
2016-05-27,39.1474723815918
2016-05-31,39.24454879760742
2016-06-01,39.479156494140625
2016-06-02,39.7703857421875
2016-06-03,40.35287857055664
2016-06-06,40.789730072021484
2016-06-07,40.74927520751953
2016-06-08,41.873802185058594
2016-06-09,40.89490509033203
2016-06-10,40.85445022583008
2016-06-13,40.433780670166016
2016-06-14,40.0616340637207
2016-06-15,40.81400680541992
2016-06-16,40.97580337524414
2016-06-17,40.73310852050781
2016-06-20,41.501644134521484
2016-06-21,40.44186782836914
2016-06-22,40.10208511352539
2016-06-23,40.85445022583008
2016-06-24,38.72677993774414
2016-06-27,37.46474838256836
2016-06-28,38.602516174316406
2016-06-29,39.0837287902832
2016-06-30,40.29896926879883
2016-07-01,40.755699157714844
2016-07-05,39.931949615478516
2016-07-06,41.66102600097656
2016-07-07,42.0117301940918
2016-07-08,43.38194274902344
2016-07-11,44.41776657104492
2016-07-12,45.951107025146484
2016-07-13,46.016361236572266
2016-07-14,46.318119049072266
2016-07-15,46.22026062011719
2016-07-18,46.407840728759766
2016-07-19,45.4372673034668
2016-07-20,44.116004943847656
2016-07-21,42.67237091064453
2016-07-22,42.99862289428711
2016-07-25,42.729469299316406
2016-07-26,43.80607223510742
2016-07-27,43.60216522216797
2016-07-28,43.88763427734375
2016-07-29,43.74897766113281
2016-08-01,43.45535659790039
2016-08-02,43.22697830200195
2016-08-03,43.6429443359375
2016-08-04,43.47166442871094
2016-08-05,43.67557144165039
2016-08-08,43.6429443359375
2016-08-09,43.055702209472656
2016-08-10,42.696842193603516
2016-08-11,42.696842193603516
2016-08-12,41.34294128417969
2016-08-15,42.0606803894043
2016-08-16,41.37556838989258
2016-08-17,41.204288482666016
2016-08-18,41.54683303833008
2016-08-19,40.820953369140625
2016-08-22,41.03301239013672
2016-08-23,40.80464553833008
2016-08-24,39.90747833251953
2016-08-25,39.874855041503906
2016-08-26,39.711727142333984
2016-08-29,40.32344436645508
2016-08-30,39.638328552246094
2016-08-31,39.5649299621582
2016-09-01,40.20925521850586
2016-09-02,39.989044189453125
2016-09-06,40.437625885009766
2016-09-07,40.755699157714844
2016-09-08,40.00536346435547
2016-09-09,38.19471740722656
2016-09-12,38.91244125366211
2016-09-13,37.534061431884766
2016-09-14,36.98761749267578
2016-09-15,37.20782470703125
2016-09-16,37.30570983886719
2016-09-19,37.51777267456055
2016-09-20,37.656410217285156
2016-09-21,39.0347785949707
2016-09-22,39.04293441772461
2016-09-23,39.80959701538086
2016-09-26,39.899314880371094
2016-09-27,40.021663665771484
2016-09-28,40.872318267822266
2016-09-29,40.157283782958984
2016-09-30,40.64217758178711
2016-10-03,40.1244010925293
2016-10-04,39.13813400268555
2016-10-05,39.491546630859375
2016-10-06,39.41758346557617
2016-10-07,38.94911575317383
2016-10-10,39.22854232788086
2016-10-11,38.95732498168945
2016-10-12,38.834049224853516
2016-10-13,38.25050735473633
2016-10-14,38.51350402832031
2016-10-17,38.464195251464844
2016-10-18,38.75185012817383
2016-10-19,39.47511672973633
2016-10-20,39.74633026123047
2016-10-21,39.343597412109375
2016-10-24,39.18744659423828
2016-10-25,38.628578186035156
2016-10-26,38.90800857543945
2016-10-27,38.41488265991211
2016-10-28,39.12992858886719
2016-10-31,40.14905548095703
2016-11-01,39.310733795166016
2016-11-02,39.573734283447266
2016-11-03,40.09151077270508
2016-11-04,41.05313491821289
2016-11-07,42.18732452392578
2016-11-08,42.22021484375
2016-11-09,47.356990814208984
2016-11-10,48.60625076293945
2016-11-11,48.28571319580078
2016-11-14,48.98432540893555
2016-11-15,49.584293365478516
2016-11-16,49.189788818359375
2016-11-17,48.86103439331055
2016-11-18,48.359676361083984
2016-11-21,49.03363037109375
2016-11-22,51.21161651611328
2016-11-23,51.37599182128906
2016-11-25,51.655433654785156
2016-11-28,50.932193756103516
2016-11-29,50.652732849121094
2016-11-30,51.11299514770508
2016-12-01,50.915740966796875
2016-12-02,51.80337905883789
