Date,JNJ
2015-08-03,75.72463989257812
2015-08-04,75.55807495117188
2015-08-05,76.10319519042969
2015-08-06,75.00538635253906
2015-08-07,74.83885192871094
2015-08-10,75.5505142211914
2015-08-11,74.95997619628906
2015-08-12,74.73283386230469
2015-08-13,74.55872344970703
2015-08-14,74.80854797363281
2015-08-17,75.611083984375
2015-08-18,75.23252868652344
2015-08-19,75.18708038330078
2015-08-20,74.79341888427734
2015-08-21,72.9014663696289
2015-08-24,70.81116485595703
2015-08-25,69.21671295166016
2015-08-26,72.55815124511719
2015-08-27,73.40493774414062
2015-08-28,72.60392761230469
2015-08-31,71.69609069824219
2015-09-01,70.25423431396484
2015-09-02,71.21549224853516
2015-09-03,70.67384338378906
2015-09-04,69.65922546386719
2015-09-08,71.66558074951172
2015-09-09,70.35340881347656
2015-09-10,70.73486328125
2015-09-11,70.89507293701172
2015-09-14,71.19259643554688
2015-09-15,72.01652526855469
2015-09-16,72.17671966552734
2015-09-17,72.35218811035156
2015-09-18,71.2459945678711
2015-09-21,71.04767608642578
2015-09-22,71.13156127929688
2015-09-23,70.94084167480469
2015-09-24,70.55177307128906
2015-09-25,69.42268371582031
2015-09-28,69.70496368408203
2015-09-29,70.9789810180664
2015-09-30,71.21549224853516
2015-10-01,71.07816314697266
2015-10-02,71.6579360961914
2015-10-05,72.29114532470703
2015-10-06,71.26886749267578
2015-10-07,72.45896911621094
2015-10-08,72.53527069091797
2015-10-09,72.75650787353516
2015-10-12,73.22949981689453
2015-10-13,72.8175277709961
2015-10-14,72.11565399169922
2015-10-15,74.11444854736328
2015-10-16,74.94598388671875
2015-10-19,74.7171401977539
2015-10-20,74.45011138916016
2015-10-21,74.48063659667969
2015-10-22,75.93009185791016
2015-10-23,76.52516174316406
2015-10-26,76.24290466308594
2015-10-27,76.43363189697266
2015-10-28,76.65486145019531
2015-10-29,77.33385467529297
2015-10-30,77.07445526123047
2015-11-02,77.94413757324219
2015-11-03,77.78392791748047
2015-11-04,77.7686767578125
2015-11-05,78.06621551513672
2015-11-06,77.75343322753906
2015-11-09,76.92949676513672
2015-11-10,77.39485168457031
2015-11-11,77.70763397216797
2015-11-12,76.49466705322266
2015-11-13,76.19711303710938
2015-11-16,77.21939849853516
2015-11-17,77.4330062866211
2015-11-18,78.32556915283203
2015-11-19,78.18828582763672
2015-11-20,78.75696563720703
2015-11-23,78.97981262207031
2015-11-24,78.41881561279297
2015-11-25,78.35733032226562
2015-11-27,78.67242431640625
2015-11-30,77.80399322509766
2015-12-01,78.66475677490234
2015-12-02,78.42649841308594
2015-12-03,77.45817565917969
2015-12-04,79.11814880371094
2015-12-07,79.40251159667969
2015-12-08,78.71083068847656
2015-12-09,78.50333404541016
2015-12-10,78.87992095947266
2015-12-11,78.14213562011719
2015-12-14,78.50333404541016
2015-12-15,80.02499389648438
2015-12-16,80.88573455810547
2015-12-17,79.6484375
2015-12-18,78.34963989257812
2015-12-21,78.0653076171875
2015-12-22,78.93370056152344
2015-12-23,79.53314971923828
2015-12-24,79.70989990234375
2015-12-28,79.32564544677734
2015-12-29,79.9481430053711
2015-12-30,79.75601959228516
2015-12-31,78.94139862060547
2016-01-04,77.21993255615234
2016-01-05,77.5427017211914
2016-01-06,77.1507797241211
2016-01-07,76.2516098022461
2016-01-08,75.4369888305664
2016-01-11,74.98356628417969
2016-01-12,75.49848175048828
2016-01-13,74.56087493896484
2016-01-14,75.99803161621094
2016-01-15,74.54551696777344
2016-01-19,74.92977905273438
2016-01-20,73.5848617553711
2016-01-21,73.73089599609375
2016-01-22,74.35340118408203
2016-01-25,74.08442687988281
2016-01-26,77.75790405273438
2016-01-27,78.51102447509766
2016-01-28,78.59554290771484
2016-01-29,80.26326751708984
2016-02-01,80.2094497680664
2016-02-02,79.47167205810547
2016-02-03,80.03266143798828
2016-02-04,79.84825134277344
2016-02-05,77.26604461669922
2016-02-08,78.3880844116211
2016-02-09,78.36502838134766
2016-02-10,78.18059539794922
2016-02-11,78.15753173828125
2016-02-12,78.24972534179688
2016-02-16,78.63398742675781
2016-02-17,78.77233123779297
2016-02-18,80.1095199584961
2016-02-19,80.62816619873047
2016-02-22,81.0848617553711
2016-02-23,80.56623840332031
2016-02-24,81.24742889404297
2016-02-25,82.34661865234375
2016-02-26,81.8821792602539
2016-02-29,81.44095611572266
2016-03-01,82.99684143066406
2016-03-02,82.85752868652344
2016-03-03,82.55563354492188
2016-03-04,82.43952178955078
2016-03-07,82.62528991699219
2016-03-08,82.22276306152344
2016-03-09,82.70268249511719
2016-03-10,82.93492889404297
2016-03-11,83.37615966796875
2016-03-14,83.33745574951172
2016-03-15,83.41484832763672
2016-03-16,83.14392852783203
2016-03-17,82.62528991699219
2016-03-18,83.21359252929688
2016-03-21,83.04328155517578
2016-03-22,83.1207275390625
2016-03-23,83.98770141601562
2016-03-24,83.8405990600586
2016-03-28,83.77870178222656
2016-03-29,84.48308563232422
2016-03-30,84.3592300415039
2016-03-31,83.75546264648438
2016-04-01,84.52179718017578
2016-04-04,84.05732727050781
2016-04-05,84.33601379394531
2016-04-06,84.69983673095703
2016-04-07,84.58370971679688
2016-04-08,84.45210266113281
2016-04-11,84.35150909423828
2016-04-12,84.83917236328125
2016-04-13,85.04817199707031
2016-04-14,85.02493286132812
2016-04-15,85.2881088256836
2016-04-18,85.86866760253906
2016-04-19,87.22332000732422
2016-04-20,87.92002868652344
2016-04-21,87.9122543334961
2016-04-22,87.7187271118164
2016-04-25,87.86581420898438
2016-04-26,87.4013671875
2016-04-27,87.2929916381836
2016-04-28,87.06851959228516
2016-04-29,86.75889587402344
2016-05-02,87.27754211425781
2016-05-03,87.23106384277344
2016-05-04,86.86724853515625
2016-05-05,87.3781509399414
2016-05-06,87.269775390625
2016-05-09,88.02838134765625
2016-05-10,88.76375579833984
2016-05-11,88.53152465820312
2016-05-12,88.42315673828125
2016-05-13,87.90453338623047
2016-05-16,88.58570861816406
2016-05-17,88.11351776123047
2016-05-18,87.92774200439453
2016-05-19,87.35492706298828
2016-05-20,87.81488800048828
2016-05-23,87.44068908691406
2016-05-24,87.85387420654297
2016-05-25,88.36841583251953
2016-05-26,88.01760864257812
2016-05-27,88.14231872558594
2016-05-31,87.85387420654297
2016-06-01,87.92403411865234
2016-06-02,89.25717163085938
2016-06-03,89.46765899658203
2016-06-06,90.25505828857422
2016-06-07,90.22386169433594
2016-06-08,90.2784423828125
2016-06-09,91.2139663696289
2016-06-10,91.2217788696289
2016-06-13,91.05026245117188
2016-06-14,91.30752563476562
2016-06-15,90.75402069091797
2016-06-16,90.93334197998047
2016-06-17,90.02897644042969
2016-06-20,90.85533142089844
2016-06-21,90.57470703125
2016-06-22,90.7929916381836
2016-06-23,91.51023864746094
2016-06-24,90.14590454101562
2016-06-27,90.8631591796875
2016-06-28,92.17290496826172
2016-06-29,93.03046417236328
2016-06-30,94.5662841796875
2016-07-01,94.55847930908203
2016-07-05,95.322509765625
2016-07-06,95.61095428466797
2016-07-07,95.5096206665039
2016-07-08,95.77469635009766
2016-07-11,95.8370361328125
2016-07-12,95.82923126220703
2016-07-13,95.89161682128906
2016-07-14,96.03195190429688
2016-07-15,95.89161682128906
2016-07-18,96.00077819824219
2016-07-19,97.64573669433594
2016-07-20,97.55998229980469
2016-07-21,97.5677719116211
2016-07-22,97.4742202758789
2016-07-25,97.36507415771484
2016-07-26,97.5677719116211
2016-07-27,97.27153015136719
2016-07-28,97.02984619140625
2016-07-29,97.63015747070312
2016-08-01,97.76266479492188
2016-08-02,97.33389282226562
2016-08-03,96.59326171875
2016-08-04,96.56207275390625
2016-08-05,96.85832977294922
2016-08-08,96.39836883544922
2016-08-09,96.22685241699219
2016-08-10,96.17230224609375
2016-08-11,96.49192810058594
2016-08-12,96.0631332397461
2016-08-15,95.35369110107422
2016-08-16,93.81005859375
2016-08-17,94.57411193847656
2016-08-18,94.1141128540039
2016-08-19,94.11410522460938
2016-08-22,93.4941177368164
2016-08-23,93.73741149902344
2016-08-24,93.16449737548828
2016-08-25,93.05462646484375
2016-08-26,93.42346954345703
2016-08-29,94.11410522460938
2016-08-30,93.76094055175781
2016-08-31,93.65890502929688
2016-09-01,93.45488739013672
2016-09-02,93.64323425292969
2016-09-06,93.98068237304688
2016-09-07,93.87084197998047
2016-09-08,93.76094055175781
2016-09-09,92.78778839111328
2016-09-12,93.51765441894531
2016-09-13,92.30120849609375
2016-09-14,92.4974365234375
2016-09-15,93.10171508789062
2016-09-16,92.80347442626953
2016-09-19,92.34046936035156
2016-09-20,92.56804656982422
2016-09-21,93.32146453857422
2016-09-22,93.75311279296875
2016-09-23,93.24298095703125
2016-09-26,92.43464660644531
2016-09-27,93.56475067138672
2016-09-28,93.69815826416016
2016-09-29,92.03436279296875
2016-09-30,92.70933532714844
2016-10-03,93.24298095703125
2016-10-04,93.25081634521484
2016-10-05,93.5333480834961
2016-10-06,93.19586181640625
2016-10-07,93.58042907714844
2016-10-10,94.01992797851562
2016-10-11,92.32475280761719
2016-10-12,92.58372497558594
2016-10-13,92.81133270263672
2016-10-14,92.261962890625
2016-10-17,92.9918212890625
2016-10-18,90.57463836669922
2016-10-19,89.93110656738281
2016-10-20,90.1508560180664
2016-10-21,89.02857971191406
2016-10-24,89.1619873046875
2016-10-25,89.43667602539062
2016-10-26,89.90754699707031
2016-10-27,90.80221557617188
2016-10-28,90.51185607910156
2016-10-31,91.02980041503906
2016-11-01,90.51968383789062
2016-11-02,90.1429672241211
2016-11-03,90.27640533447266
2016-11-04,90.33921813964844
2016-11-07,91.5556411743164
2016-11-08,91.86172485351562
2016-11-09,94.4201889038086
2016-11-10,93.81590270996094
2016-11-11,92.97616577148438
2016-11-14,91.50855255126953
2016-11-15,91.28880310058594
2016-11-16,91.3201904296875
2016-11-17,91.4850082397461
2016-11-18,91.1610107421875
2016-11-21,90.87652587890625
2016-11-22,89.09061431884766
2016-11-23,89.35138702392578
2016-11-25,90.18903350830078
2016-11-28,89.39881134033203
2016-11-29,88.8851547241211
2016-11-30,87.95269012451172
2016-12-01,88.01588439941406
2016-12-02,88.4742431640625
2016-12-05,88.45843505859375
2016-12-06,88.5532455444336
2016-12-07,87.7946548461914
2016-12-08,87.70771026611328
2016-12-09,88.71131134033203
2016-12-12,91.1610107421875
2016-12-13,91.57984161376953
2016-12-14,90.86863708496094
2016-12-15,91.57984161376953
2016-12-16,91.57193756103516
2016-12-19,91.68257141113281
2016-12-20,91.3980941772461
2016-12-21,91.12152099609375
2016-12-22,91.22422790527344
2016-12-23,91.6351547241211
2016-12-27,91.59564208984375
2016-12-28,90.95555877685547
2016-12-29,91.26373291015625
2016-12-30,91.04246520996094
2017-01-03,91.54032897949219
2017-01-04,91.39018249511719
2017-01-05,92.34635162353516
2017-01-06,91.90384674072266
2017-01-09,91.88800048828125
2017-01-10,91.7931900024414
2017-01-11,90.6631851196289
2017-01-12,90.57625579833984
2017-01-13,90.5604248046875
2017-01-17,90.77379608154297
2017-01-18,90.63946533203125
2017-01-19,90.24433898925781
2017-01-20,90.20484161376953
2017-01-23,90.01520538330078
2017-01-24,88.31619262695312
2017-01-25,89.13803100585938
2017-01-26,88.3794174194336
2017-01-27,89.59635162353516
2017-01-30,89.39881134033203
2017-01-31,89.49361419677734
2017-02-01,89.47782135009766
2017-02-02,89.74649047851562
2017-02-03,89.80180358886719
2017-02-06,89.61215209960938
2017-02-07,89.6753921508789
2017-02-08,89.61215209960938
2017-02-09,90.14952087402344
2017-02-10,91.06620025634766
2017-02-13,91.57193756103516
2017-02-14,91.95124053955078
2017-02-15,92.61503601074219
2017-02-16,93.3104476928711
2017-02-17,93.92681121826172
2017-02-21,94.55901336669922
2017-02-22,94.4483642578125
2017-02-23,96.17106628417969
2017-02-24,97.62677001953125
2017-02-27,97.3642578125
2017-02-28,97.21312713623047
2017-03-01,98.52564239501953
2017-03-02,98.34268188476562
2017-03-03,98.469970703125
2017-03-06,98.40631103515625
2017-03-07,98.50177001953125
2017-03-08,98.71656799316406
2017-03-09,100.18814849853516
2017-03-10,100.39496612548828
2017-03-13,100.76883697509766
2017-03-14,101.06316375732422
2017-03-15,102.58248138427734
2017-03-16,102.1847915649414
2017-03-17,101.86656951904297
2017-03-20,101.87452697753906
2017-03-21,101.22222900390625
2017-03-22,100.43476104736328
2017-03-23,100.14835357666016
2017-03-24,99.81431579589844
2017-03-27,100.06883239746094
2017-03-28,99.95745849609375
2017-03-29,99.36882019042969
2017-03-30,99.16199493408203
2017-03-31,99.07450866699219
2017-04-03,99.18587493896484
2017-04-04,99.17790985107422
2017-04-05,99.27337646484375
2017-04-06,99.47223663330078
2017-04-07,99.36882019042969
2017-04-10,98.90746307373047
2017-04-11,98.81201171875
2017-04-12,99.75065612792969
2017-04-13,99.42452239990234
2017-04-17,100.00520324707031
2017-04-18,96.90292358398438
2017-04-19,96.54495239257812
2017-04-20,96.94268035888672
2017-04-21,96.85515594482422
2017-04-24,97.75405883789062
2017-04-25,98.18359375
