Date,WELL
2015-08-03,46.897579193115234
2015-08-04,46.481204986572266
2015-08-05,46.03794479370117
2015-08-06,45.99765396118164
2015-08-07,46.22538375854492
2015-08-10,45.797115325927734
2015-08-11,46.09621810913086
2015-08-12,46.36134338378906
2015-08-13,46.12340545654297
2015-08-14,46.17781448364258
2015-08-17,47.14309310913086
2015-08-18,47.12948989868164
2015-08-19,46.945945739746094
2015-08-20,47.15668487548828
2015-08-21,46.510887145996094
2015-08-24,44.702659606933594
2015-08-25,43.02359390258789
2015-08-26,43.791748046875
2015-08-27,44.403560638427734
2015-08-28,44.240413665771484
2015-08-31,43.06437683105469
2015-09-01,42.411781311035156
2015-09-02,42.976009368896484
2015-09-03,42.731285095214844
2015-09-04,41.75239562988281
2015-09-08,42.540950775146484
2015-09-09,42.08549499511719
2015-09-10,42.044700622558594
2015-09-11,42.69730758666992
2015-09-14,43.06437683105469
2015-09-15,43.37027359008789
2015-09-16,43.83253479003906
2015-09-17,44.98816680908203
2015-09-18,45.79032516479492
2015-09-21,46.041839599609375
2015-09-22,45.91267395019531
2015-09-23,46.33415603637695
2015-09-24,46.16420364379883
2015-09-25,45.98746871948242
2015-09-28,44.94058609008789
2015-09-29,45.76991653442383
2015-09-30,46.035037994384766
2015-10-01,46.02143859863281
2015-10-02,46.38174057006836
2015-10-05,47.04792022705078
2015-10-06,46.97315216064453
2015-10-07,47.326629638671875
2015-10-08,47.35383224487305
2015-10-09,47.081905364990234
2015-10-12,46.93915557861328
2015-10-13,46.891571044921875
2015-10-14,46.00784683227539
2015-10-15,46.47010040283203
2015-10-16,47.109092712402344
2015-10-19,47.680118560791016
2015-10-20,47.381011962890625
2015-10-21,47.958824157714844
2015-10-22,48.203556060791016
2015-10-23,46.55168533325195
2015-10-26,46.10981750488281
2015-10-27,46.27296447753906
2015-10-28,45.4232292175293
2015-10-29,45.511592864990234
2015-10-30,44.097660064697266
2015-11-02,44.7706413269043
2015-11-03,44.05007553100586
2015-11-04,44.0296630859375
2015-11-05,44.13164520263672
2015-11-06,42.014404296875
2015-11-09,40.63043975830078
2015-11-10,40.89897537231445
2015-11-11,40.63043975830078
2015-11-12,40.89209747314453
2015-11-13,40.07962417602539
2015-11-16,40.71306228637695
2015-11-17,40.520263671875
2015-11-18,41.016014099121094
2015-11-19,41.6907844543457
2015-11-20,42.461944580078125
2015-11-23,42.861297607421875
2015-11-24,42.87506866455078
2015-11-25,43.005882263183594
2015-11-27,43.508514404296875
2015-11-30,43.508514404296875
2015-12-01,44.62394714355469
2015-12-02,43.68753433227539
2015-12-03,43.178016662597656
