Date,AZM.MI
2015-08-24,9.244583129882812
2015-08-25,9.799060821533203
2015-08-26,9.710737228393555
2015-08-27,9.872663497924805
2015-08-28,9.60278606414795
2015-08-31,9.646946907043457
2015-09-01,9.293651580810547
2015-09-02,9.519368171691895
2015-09-03,10.044405937194824
2015-09-04,9.553715705871582
2015-09-07,9.558623313903809
2015-09-08,10.010055541992188
2015-09-09,10.152359008789062
2015-09-10,10.000244140625
2015-09-11,9.956083297729492
2015-09-14,9.799060821533203
2015-09-15,10.103287696838379
2015-09-16,10.113101959228516
2015-09-17,10.122916221618652
2015-09-18,9.725458145141602
2015-09-21,9.80887222290039
2015-09-22,9.421231269836426
2015-09-23,9.293651580810547
2015-09-24,9.298558235168457
2015-09-25,9.700923919677734
2015-09-28,9.121910095214844
2015-09-29,9.126816749572754
2015-09-30,9.411417961120605
2015-10-01,9.244583129882812
2015-10-02,9.337814331054688
2015-10-05,9.749991416931152
2015-10-06,9.931547164916992
2015-10-07,10.000244140625
2015-10-08,10.250494003295898
2015-10-09,10.15726375579834
2015-10-12,9.882477760314941
2015-10-13,9.789247512817383
2015-10-14,9.558623313903809
2015-10-15,9.637134552001953
2015-10-16,9.720551490783691
2015-10-19,9.98552131652832
2015-10-20,9.799060821533203
2015-10-21,9.764711380004883
2015-10-22,10.17198371887207
2015-10-23,10.76081371307373
2015-10-26,10.790250778198242
2015-10-27,10.628326416015625
2015-10-28,10.858948707580566
2015-10-29,10.706835746765137
2015-10-30,10.741183280944824
2015-11-02,10.697021484375
2015-11-03,10.68720817565918
2015-11-04,10.481118202209473
2015-11-05,10.76081371307373
2015-11-06,11.143550872802734
2015-11-09,10.996341705322266
2015-11-10,11.123920440673828
2015-11-11,11.23187255859375
2015-11-12,10.91783332824707
2015-11-13,10.89329719543457
2015-11-16,11.015969276428223
2015-11-17,11.217150688171387
2015-11-18,11.19752311706543
2015-11-19,11.428149223327637
2015-11-20,11.452683448791504
2015-11-23,11.496845245361328
2015-11-24,11.138642311096191
2015-11-25,11.57535457611084
2015-11-26,11.653864860534668
2015-11-27,11.727469444274902
2015-11-30,11.859955787658691
2015-12-01,11.801072120666504
2015-12-02,11.855047225952148
2015-12-03,11.526287078857422
2015-12-04,11.462496757507324
2015-12-07,11.693121910095215
2015-12-08,11.369267463684082
2015-12-09,11.398706436157227
2015-12-10,11.369267463684082
2015-12-11,10.981620788574219
2015-12-14,10.623418807983398
2015-12-15,11.030691146850586
2015-12-16,11.26622200012207
2015-12-17,11.570448875427246
2015-12-18,11.334918975830078
2015-12-21,11.187710762023926
2015-12-22,11.109199523925781
2015-12-23,11.158269882202148
2015-12-28,11.256409645080566
2015-12-29,11.334918975830078
2015-12-30,11.315289497375488
2015-12-31,11.315289497375488
2016-01-04,10.829507827758789
2016-01-05,10.706835746765137
2016-01-06,10.4860258102417
2016-01-07,10.191612243652344
2016-01-08,9.911919593811035
2016-01-11,9.936452865600586
2016-01-12,10.225961685180664
2016-01-13,10.000244140625
2016-01-14,9.617506980895996
2016-01-15,9.332906723022461
2016-01-18,9.151351928710938
2016-01-19,9.377066612243652
2016-01-20,8.856938362121582
2016-01-21,9.259303092956543
2016-01-22,9.538994789123535
2016-01-25,9.4899263381958
2016-01-26,9.509554862976074
2016-01-27,9.401601791381836
2016-01-28,9.126816749572754
2016-01-29,9.494833946228027
2016-02-01,9.435951232910156
2016-02-02,9.151351928710938
2016-02-03,8.847124099731445
2016-02-04,8.994331359863281
2016-02-05,8.798055648803711
2016-02-08,8.057113647460938
2016-02-09,7.8657450675964355
2016-02-10,8.326992988586426
2016-02-11,7.610588550567627
2016-02-12,7.679283618927002
2016-02-15,8.101277351379395
2016-02-16,7.870652198791504
2016-02-17,8.537989616394043
2016-02-18,8.78333568572998
2016-02-19,8.469293594360352
2016-02-22,8.616499900817871
2016-02-23,8.503641128540039
2016-02-24,8.214134216308594
2016-02-25,8.469293594360352
2016-02-26,8.690102577209473
2016-02-29,8.719544410705566
2016-03-01,9.126816749572754
2016-03-02,9.293651580810547
2016-03-03,9.308371543884277
2016-03-04,9.47520637512207
2016-03-07,9.09737777709961
2016-03-08,9.220047950744629
2016-03-09,9.411417961120605
2016-03-10,9.48011302947998
2016-03-11,9.779433250427246
2016-03-14,9.66166877746582
2016-03-15,9.435951232910156
2016-03-16,9.47520637512207
2016-03-17,9.494833946228027
2016-03-18,9.794153213500977
2016-03-21,9.774528503417969
2016-03-22,9.686202049255371
2016-03-23,9.646946907043457
2016-03-24,9.47520637512207
2016-03-29,9.617506980895996
2016-03-30,9.725458145141602
2016-03-31,9.936452865600586
2016-04-01,10.235774040222168
2016-04-04,10.304469108581543
2016-04-05,9.8383150100708
2016-04-06,9.911919593811035
2016-04-07,9.568435668945312
2016-04-08,9.98552131652832
2016-04-11,9.931547164916992
2016-04-12,9.745083808898926
2016-04-13,10.378074645996094
2016-04-14,10.544907569885254
2016-04-15,10.436956405639648
2016-04-18,10.55472183227539
2016-04-19,10.505653381347656
2016-04-20,10.54981517791748
2016-04-21,10.500744819641113
2016-04-22,10.569441795349121
2016-04-25,10.417327880859375
2016-04-26,10.481118202209473
2016-04-27,10.741183280944824
2016-04-28,10.844229698181152
2016-04-29,10.785346031188965
2016-05-02,10.598883628845215
