Date,NKE
2015-08-03,50.869529724121094
2015-08-04,51.28594970703125
2015-08-05,51.72008514404297
2015-08-06,50.99800491333008
2015-08-07,50.72776412963867
2015-08-10,51.10433578491211
2015-08-11,50.705623626708984
2015-08-12,50.08542251586914
2015-08-13,50.324649810791016
2015-08-14,50.661312103271484
2015-08-17,50.93598175048828
2015-08-18,50.86509323120117
2015-08-19,50.927120208740234
2015-08-20,49.74873733520508
2015-08-21,47.3432502746582
2015-08-24,46.01426696777344
2015-08-25,45.863643646240234
2015-08-26,48.1805305480957
2015-08-27,49.8905029296875
2015-08-28,49.83734893798828
2015-08-31,49.50509262084961
2015-09-01,48.122947692871094
2015-09-02,49.039947509765625
2015-09-03,49.23090744018555
2015-09-04,48.71574020385742
2015-09-08,49.6306266784668
2015-09-09,48.791236877441406
2015-09-10,49.02218246459961
2015-09-11,49.661720275878906
2015-09-14,49.69280242919922
2015-09-15,50.55884552001953
2015-09-16,51.33162307739258
2015-09-17,51.193931579589844
2015-09-18,51.09623336791992
2015-09-21,51.766845703125
2015-09-22,51.504825592041016
2015-09-23,51.2650032043457
2015-09-24,50.98076248168945
2015-09-25,55.51525115966797
2015-09-28,54.24506759643555
2015-09-29,53.14808654785156
2015-09-30,54.613677978515625
2015-10-01,54.9956169128418
2015-10-02,55.6085205078125
2015-10-05,55.191036224365234
2015-10-06,54.71138381958008
2015-10-07,54.22728729248047
2015-10-08,55.475284576416016
2015-10-09,55.48860168457031
2015-10-12,56.15034103393555
2015-10-13,55.87498474121094
2015-10-14,55.88829040527344
2015-10-15,57.19846725463867
2015-10-16,57.94459915161133
2015-10-19,59.161502838134766
2015-10-20,58.78841018676758
2015-10-21,58.83283233642578
2015-10-22,58.806190490722656
2015-10-23,57.97123718261719
2015-10-26,58.3487548828125
2015-10-27,58.10005187988281
2015-10-28,58.30877685546875
2015-10-29,58.23326873779297
2015-10-30,58.19330596923828
2015-11-02,58.26435089111328
2015-11-03,58.35763168334961
2015-11-04,57.895729064941406
2015-11-05,58.561927795410156
2015-11-06,58.52639389038086
2015-11-09,57.94902801513672
2015-11-10,57.73585510253906
2015-11-11,56.59001922607422
2015-11-12,55.950496673583984
2015-11-13,54.120704650878906
2015-11-16,54.831302642822266
2015-11-17,54.44047164916992
2015-11-18,55.861656188964844
2015-11-19,55.861656188964844
2015-11-20,58.91278076171875
2015-11-23,58.828392028808594
2015-11-24,58.850589752197266
2015-11-25,59.57007598876953
2015-11-27,59.65889358520508
2015-11-30,58.74846267700195
2015-12-01,59.205875396728516
2015-12-02,58.91278076171875
2015-12-03,57.34503173828125
2015-12-04,58.77066421508789
2015-12-07,58.588134765625
2015-12-08,58.63265609741211
2015-12-09,57.359371185302734
2015-12-10,57.27034378051758
2015-12-11,56.224117279052734
2015-12-14,56.9230842590332
2015-12-15,57.256980895996094
2015-12-16,58.28985595703125
2015-12-17,57.97374725341797
2015-12-18,57.21689987182617
2015-12-21,57.78676986694336
2015-12-22,58.69941329956055
2015-12-23,57.301517486572266
2015-12-24,56.25528335571289
2015-12-28,56.81624221801758
2015-12-29,57.21689987182617
2015-12-30,56.31761932373047
2015-12-31,55.64983367919922
2016-01-04,54.77722930908203
2016-01-05,55.54296875
2016-01-06,54.75052261352539
2016-01-07,53.29026794433594
2016-01-08,52.41767883300781
2016-01-11,53.02314376831055
2016-01-12,53.37040328979492
2016-01-13,52.33753967285156
2016-01-14,52.09713363647461
2016-01-15,51.25125503540039
2016-01-19,51.92796325683594
2016-01-20,52.56904602050781
2016-01-21,53.922447204589844
2016-01-22,54.20737075805664
2016-01-25,54.047096252441406
2016-01-26,54.41216278076172
2016-01-27,53.049861907958984
2016-01-28,54.4923095703125
2016-01-29,55.21351623535156
2016-02-01,56.237483978271484
2016-02-02,55.694339752197266
2016-02-03,55.64091873168945
2016-02-04,53.5751953125
2016-02-05,50.90401077270508
2016-02-08,49.0074577331543
2016-02-09,49.57730484008789
2016-02-10,51.117698669433594
2016-02-11,49.86223602294922
2016-02-12,50.236209869384766
2016-02-16,51.456058502197266
2016-02-17,51.79439926147461
2016-02-18,52.177268981933594
2016-02-19,52.809452056884766
2016-02-22,53.5751953125
2016-02-23,53.61081314086914
2016-02-24,53.779991149902344
2016-02-25,55.54296875
2016-02-26,55.738853454589844
2016-02-29,54.83955764770508
2016-03-01,56.02376937866211
2016-03-02,55.4005126953125
2016-03-03,54.873817443847656
2016-03-04,54.68635177612305
2016-03-07,52.89204406738281
2016-03-08,53.3919563293457
2016-03-09,52.070762634277344
2016-03-10,52.56175994873047
2016-03-11,53.632972717285156
2016-03-14,54.28463363647461
2016-03-15,54.81132888793945
2016-03-16,55.221981048583984
2016-03-17,56.400325775146484
2016-03-18,56.230716705322266
2016-03-21,57.77507400512695
2016-03-22,57.93574905395508
2016-03-23,55.73972702026367
2016-03-24,55.03451156616211
2016-03-28,54.75776672363281
2016-03-29,54.89167404174805
2016-03-30,55.38264465332031
2016-03-31,54.873817443847656
2016-04-01,54.98093032836914
2016-04-04,53.5347785949707
2016-04-05,53.2669792175293
2016-04-06,53.83829116821289
2016-04-07,53.829368591308594
2016-04-08,53.04378890991211
2016-04-11,51.70475387573242
2016-04-12,52.26715087890625
2016-04-13,53.18663024902344
2016-04-14,53.10628890991211
2016-04-15,53.1152229309082
2016-04-18,53.177696228027344
2016-04-19,53.168792724609375
2016-04-20,53.22232437133789
2016-04-21,53.632972717285156
2016-04-22,53.05271911621094
2016-04-25,52.85633087158203
2016-04-26,53.15091323852539
2016-04-27,52.9099006652832
2016-04-28,52.25822830200195
2016-04-29,52.61529541015625
2016-05-02,53.19556427001953
2016-05-03,53.13307571411133
2016-05-04,52.767059326171875
2016-05-05,51.9457893371582
2016-05-06,52.160037994384766
2016-05-09,52.418914794921875
2016-05-10,52.847412109375
2016-05-11,50.89241027832031
2016-05-12,51.767250061035156
2016-05-13,51.160221099853516
2016-05-16,51.008460998535156
2016-05-17,50.97274398803711
2016-05-18,50.0979118347168
2016-05-19,50.919193267822266
2016-05-20,50.419281005859375
2016-05-23,49.98186492919922
2016-05-24,50.51747512817383
2016-05-25,49.98186492919922
2016-05-26,49.847957611083984
2016-05-27,50.1603889465332
2016-05-31,49.29449462890625
2016-06-01,49.03561782836914
2016-06-02,48.82073211669922
2016-06-03,47.85382080078125
2016-06-06,48.614810943603516
2016-06-07,47.94334411621094
2016-06-08,48.45366668701172
2016-06-09,49.18780517578125
2016-06-10,49.340003967285156
2016-06-13,49.160945892333984
2016-06-14,48.45366668701172
2016-06-15,48.62378692626953
2016-06-16,47.871726989746094
2016-06-17,48.08658981323242
2016-06-20,48.66853713989258
2016-06-21,49.035606384277344
2016-06-22,48.85655212402344
2016-06-23,48.45366668701172
2016-06-24,47.083858489990234
2016-06-27,46.4571533203125
2016-06-28,47.53150177001953
2016-06-29,49.35792922973633
2016-06-30,49.420589447021484
2016-07-01,49.78766632080078
2016-07-05,49.420589447021484
2016-07-06,49.957767486572266
2016-07-07,50.06520462036133
2016-07-08,50.78143310546875
2016-07-11,50.87993240356445
2016-07-12,51.981143951416016
2016-07-13,51.91847610473633
2016-07-14,52.36613845825195
2016-07-15,51.81102752685547
2016-07-18,51.69466781616211
2016-07-19,51.71255111694336
2016-07-20,51.71255111694336
2016-07-21,51.02317428588867
2016-07-22,50.790401458740234
2016-07-25,51.157470703125
2016-07-26,50.46809005737305
2016-07-27,49.948822021484375
2016-07-28,49.644412994384766
2016-07-29,49.68918228149414
2016-08-01,49.60860061645508
2016-08-02,49.1699104309082
2016-08-03,49.01770782470703
2016-08-04,49.05351257324219
2016-08-05,50.002532958984375
2016-08-08,50.11892318725586
2016-08-09,49.930912017822266
2016-08-10,49.35792922973633
2016-08-11,50.790401458740234
2016-08-12,50.53973388671875
2016-08-15,50.82620620727539
2016-08-16,50.92469024658203
2016-08-17,50.90678405761719
2016-08-18,51.22014236450195
2016-08-19,52.73320388793945
2016-08-22,52.518333435058594
2016-08-23,53.377803802490234
2016-08-24,53.91499710083008
2016-08-25,53.03761672973633
2016-08-26,52.82272720336914
2016-08-29,52.49147415161133
2016-08-30,51.927425384521484
