Date,CLEAN.NS
2021-07-19,1568.956298828125
2021-07-20,1719.69091796875
2021-07-22,1677.03369140625
2021-07-23,1618.591064453125
2021-07-26,1635.51513671875
2021-07-27,1660.0107421875
2021-07-28,1617.749755859375
2021-07-29,1605.774169921875
2021-07-30,1664.7119140625
2021-08-02,1649.321533203125
2021-08-03,1655.4580078125
2021-08-04,1628.3394775390625
2021-08-05,1620.5703125
2021-08-06,1639.9193115234375
2021-08-09,1585.9300537109375
2021-08-10,1504.8223876953125
2021-08-11,1559.157958984375
2021-08-12,1560.7415771484375
2021-08-13,1595.77783203125
2021-08-16,1511.997802734375
2021-08-17,1481.5638427734375
2021-08-18,1528.7735595703125
2021-08-20,1528.229248046875
2021-08-23,1469.3905029296875
2021-08-24,1447.86376953125
2021-08-25,1444.39990234375
2021-08-26,1414.757568359375
2021-08-27,1422.0814208984375
2021-08-30,1451.4764404296875
2021-08-31,1506.8511962890625
2021-09-01,1482.801025390625
2021-09-02,1544.757568359375
2021-09-03,1603.79443359375
2021-09-06,1636.059326171875
2021-09-07,1602.90380859375
2021-09-08,1597.163330078125
2021-09-09,1639.8699951171875
2021-09-13,1654.666259765625
2021-09-14,1680.9432373046875
2021-09-15,1795.206787109375
2021-09-16,1927.6314697265625
2021-09-17,1862.4583740234375
2021-09-20,1907.5401611328125
2021-09-21,2076.28759765625
2021-09-22,2100.78369140625
2021-09-23,2100.5361328125
2021-09-24,2028.5830078125
2021-09-27,1974.643310546875
2021-09-28,2006.80908203125
2021-09-29,1984.0948486328125
2021-09-30,2026.207763671875
2021-10-01,2074.95166015625
2021-10-04,2116.61865234375
2021-10-05,2112.263916015625
2021-10-06,2200.84423828125
2021-10-07,2180.9013671875
2021-10-08,2237.018310546875
2021-10-11,2287.2470703125
2021-10-12,2257.15966796875
2021-10-13,2185.602294921875
2021-10-14,2124.68505859375
2021-10-18,2138.194580078125
2021-10-19,2101.674072265625
2021-10-20,2000.8709716796875
2021-10-21,2002.10791015625
2021-10-22,2008.986572265625
2021-10-25,1913.8248291015625
2021-10-26,1988.6478271484375
2021-10-27,2095.141845703125
2021-10-28,2075.24853515625
2021-10-29,2052.5341796875
2021-11-01,2045.012451171875
2021-11-02,2041.004150390625
2021-11-03,2001.464599609375
2021-11-04,2048.921875
2021-11-08,2090.98486328125
2021-11-09,2102.267822265625
2021-11-10,2061.9365234375
2021-11-11,1991.8643798828125
2021-11-12,1997.802734375
2021-11-15,2007.007080078125
2021-11-16,2116.1240234375
2021-11-17,2176.942138671875
2021-11-18,2117.162841796875
2021-11-22,2065.845947265625
2021-11-23,2096.32958984375
2021-11-24,2104.39599609375
2021-11-25,2186.691162109375
2021-11-26,2100.981201171875
2021-11-29,1989.5880126953125
2021-11-30,2117.361083984375
2021-12-01,2160.2158203125
2021-12-02,2282.644775390625
2021-12-03,2446.839111328125
2021-12-06,2481.529296875
2021-12-07,2542.05078125
2021-12-08,2516.466064453125
2021-12-09,2514.5859375
2021-12-10,2423.3828125
2021-12-13,2440.60400390625
2021-12-14,2423.135498046875
2021-12-15,2379.587890625
2021-12-16,2372.263916015625
2021-12-17,2363.25732421875
2021-12-20,2278.239990234375
2021-12-21,2251.468505859375
2021-12-22,2423.283935546875
2021-12-23,2418.038330078125
2021-12-24,2376.02490234375
2021-12-27,2450.699462890625
2021-12-28,2449.263916015625
2021-12-29,2416.05908203125
2021-12-30,2407.84423828125
2021-12-31,2467.722412109375
2022-01-03,2456.489013671875
2022-01-04,2634.49072265625
2022-01-05,2577.631103515625
2022-01-06,2596.7822265625
2022-01-07,2566.69482421875
2022-01-10,2539.724853515625
2022-01-11,2485.636474609375
2022-01-12,2515.179443359375
2022-01-13,2506.96533203125
2022-01-14,2516.466064453125
2022-01-17,2508.845458984375
2022-01-18,2409.873291015625
2022-01-19,2388.693359375
2022-01-20,2408.685546875
2022-01-21,2358.358154296875
2022-01-24,2203.170166015625
2022-01-25,2283.5849609375
2022-01-27,2261.761474609375
2022-01-28,2257.3076171875
2022-01-31,2207.27734375
2022-02-01,2222.96435546875
2022-02-02,2281.55615234375
2022-02-03,2268.639892578125
2022-02-04,2308.97119140625
2022-02-07,2284.079833984375
2022-02-08,2185.404541015625
2022-02-09,2167.29248046875
2022-02-10,2148.8837890625
2022-02-11,2068.9140625
2022-02-14,1960.2923583984375
2022-02-15,1954.5518798828125
2022-02-16,2031.35400390625
2022-02-17,2038.0347900390625
2022-02-18,1992.55712890625
2022-02-21,1916.7940673828125
2022-02-22,1843.2081298828125
2022-02-23,1854.0455322265625
2022-02-24,1728.598388671875
2022-02-25,1753.4898681640625
2022-02-28,1805.84619140625
2022-03-02,1966.6759033203125
2022-03-03,1974.1484375
2022-03-04,1918.57568359375
2022-03-07,1866.912109375
2022-03-08,1855.3817138671875
2022-03-09,1889.87353515625
2022-03-10,2014.87548828125
2022-03-11,2033.779052734375
2022-03-14,1998.1492919921875
2022-03-15,1981.8681640625
2022-03-16,2044.71533203125
2022-03-17,2078.316162109375
2022-03-21,2066.736572265625
2022-03-22,2045.853759765625
2022-03-23,2036.3028564453125
2022-03-24,1999.1387939453125
2022-03-25,1969.991455078125
2022-03-28,1940.54736328125
2022-03-29,1966.5277099609375
2022-03-30,1992.8541259765625
2022-03-31,1971.92138671875
2022-04-01,1995.7242431640625
2022-04-04,2022.5457763671875
2022-04-05,2009.8277587890625
2022-04-06,1978.800048828125
2022-04-07,1969.744140625
2022-04-08,1969.9420166015625
2022-04-11,1955.3438720703125
2022-04-12,1924.8602294921875
2022-04-13,1933.2728271484375
2022-04-18,1912.1422119140625
2022-04-19,1885.964111328125
2022-04-20,1881.21337890625
2022-04-21,1890.56640625
2022-04-22,1962.667724609375
2022-04-25,1933.86669921875
2022-04-26,1906.4017333984375
2022-04-27,1885.4197998046875
2022-04-28,1877.699951171875
2022-04-29,1925.4046630859375
2022-05-02,1881.0650634765625
2022-05-04,1850.28466796875
2022-05-05,1847.068115234375
2022-05-06,1803.4215087890625
2022-05-09,1781.4991455078125
2022-05-10,1749.4320068359375
2022-05-11,1742.75146484375
2022-05-12,1704.89453125
2022-05-13,1696.877685546875
2022-05-16,1706.5277099609375
2022-05-17,1711.82275390625
2022-05-18,1691.6322021484375
2022-05-19,1683.615478515625
2022-05-20,1692.3250732421875
2022-05-23,1686.08984375
2022-05-24,1681.1907958984375
2022-05-25,1648.8267822265625
