Date,WAB
2015-08-03,94.41803741455078
2015-08-04,93.33233642578125
2015-08-05,94.23866271972656
2015-08-06,92.83197784423828
2015-08-07,92.19944763183594
2015-08-10,94.17256927490234
2015-08-11,93.55891418457031
2015-08-12,93.51173400878906
2015-08-13,94.13532257080078
2015-08-14,95.089599609375
2015-08-17,96.31790924072266
2015-08-18,95.97779846191406
2015-08-19,94.83453369140625
2015-08-20,91.46138763427734
2015-08-21,88.79692077636719
2015-08-24,87.2190170288086
2015-08-25,85.85845184326172
2015-08-26,88.35283660888672
2015-08-27,91.37637329101562
2015-08-28,91.63145446777344
2015-08-31,90.47874450683594
2015-09-01,86.86941528320312
2015-09-02,87.79536437988281
2015-09-03,88.46621704101562
2015-09-04,86.35920715332031
2015-09-08,88.4284439086914
2015-09-09,88.485107421875
2015-09-10,89.1654052734375
2015-09-11,89.64729309082031
2015-09-14,88.9764404296875
2015-09-15,90.44098663330078
2015-09-16,92.15116119384766
2015-09-17,92.25505065917969
2015-09-18,89.85514831542969
2015-09-21,90.01577758789062
2015-09-22,88.44733428955078
2015-09-23,87.42688751220703
2015-09-24,85.02698516845703
2015-09-25,84.1104736328125
2015-09-28,81.11530303955078
2015-09-29,81.0396957397461
2015-09-30,83.1939697265625
2015-10-01,82.26800537109375
2015-10-02,83.02388000488281
2015-10-05,86.39703369140625
2015-10-06,86.00960540771484
2015-10-07,88.04103088378906
2015-10-08,87.73866271972656
2015-10-09,88.485107421875
2015-10-12,88.85360717773438
2015-10-13,87.18123626708984
2015-10-14,86.34031677246094
2015-10-15,86.95447540283203
2015-10-16,85.80174255371094
2015-10-19,84.38448333740234
2015-10-20,84.2805404663086
2015-10-21,83.6664047241211
2015-10-22,79.12165832519531
2015-10-23,78.61145782470703
2015-10-26,78.94214630126953
2015-10-27,76.91072845458984
2015-10-28,77.37370300292969
2015-10-29,77.17526245117188
2015-10-30,78.29962921142578
2015-11-02,77.70438385009766
2015-11-03,76.42884063720703
2015-11-04,75.51235961914062
2015-11-05,73.16912078857422
2015-11-06,73.32026672363281
2015-11-09,71.7424087524414
2015-11-10,73.0368423461914
2015-11-11,72.85730743408203
2015-11-12,72.37496185302734
2015-11-13,72.61141204833984
2015-11-16,73.62344360351562
2015-11-17,71.62774658203125
2015-11-18,73.4626693725586
2015-11-19,73.53832244873047
2015-11-20,72.58301544189453
2015-11-23,73.23567199707031
2015-11-24,74.635498046875
2015-11-25,76.15824890136719
2015-11-27,76.61225891113281
2015-11-30,75.7799301147461
2015-12-01,75.7042465209961
2015-12-02,74.60710906982422
2015-12-03,71.55207824707031
2015-12-04,72.06282043457031
2015-12-07,71.8736343383789
2015-12-08,69.43339538574219
2015-12-09,68.94158935546875
2015-12-10,68.28894805908203
2015-12-11,66.32161712646484
2015-12-14,65.46090698242188
2015-12-15,66.27433013916016
2015-12-16,67.29586029052734
2015-12-17,66.51079559326172
2015-12-18,65.15824890136719
2015-12-21,67.93898010253906
2015-12-22,69.12128448486328
2015-12-23,69.66985321044922
2015-12-24,69.16856384277344
2015-12-28,68.5632553100586
2015-12-29,68.11871337890625
2015-12-30,67.33365631103516
2015-12-31,67.2674789428711
2016-01-04,66.35945892333984
2016-01-05,65.19611358642578
2016-01-06,62.916648864746094
2016-01-07,60.81689453125
2016-01-08,59.7386474609375
2016-01-11,59.38868713378906
2016-01-12,59.899436950683594
2016-01-13,58.31044006347656
2016-01-14,59.92780685424805
2016-01-15,60.145355224609375
2016-01-19,59.606231689453125
2016-01-20,58.97252655029297
2016-01-21,60.15481185913086
2016-01-22,60.71285629272461
2016-01-25,59.1900634765625
2016-01-26,59.776485443115234
2016-01-27,59.00090408325195
2016-01-28,58.78336715698242
2016-01-29,60.48585891723633
2016-02-01,60.438568115234375
2016-02-02,59.265724182128906
2016-02-03,60.27777099609375
