Date,SLB
2015-08-03,61.92817687988281
2015-08-04,62.071529388427734
2015-08-05,62.24508285522461
2015-08-06,63.06746292114258
2015-08-07,62.056427001953125
2015-08-10,63.70878601074219
2015-08-11,63.648406982421875
2015-08-12,64.00302124023438
2015-08-13,63.444698333740234
2015-08-14,63.27119064331055
2015-08-17,62.999534606933594
2015-08-18,62.735496520996094
2015-08-19,60.86436080932617
2015-08-20,59.93632507324219
2015-08-21,58.472652435302734
2015-08-24,55.73385238647461
2015-08-25,54.715309143066406
2015-08-26,52.881893157958984
2015-08-27,55.7187614440918
2015-08-28,57.38618850708008
2015-08-31,58.76084518432617
2015-09-01,57.279850006103516
2015-09-02,57.27225875854492
2015-09-03,57.91781997680664
2015-09-04,56.96087646484375
2015-09-08,57.37099075317383
2015-09-09,56.50518798828125
2015-09-10,56.25455856323242
2015-09-11,55.97355651855469
2015-09-14,55.32040023803711
2015-09-15,55.8900032043457
2015-09-16,57.84186553955078
2015-09-17,57.1887092590332
2015-09-18,55.09254455566406
2015-09-21,55.34318542480469
2015-09-22,55.11533737182617
2015-09-23,54.6368522644043
2015-09-24,55.20647430419922
2015-09-25,55.36597442626953
2015-09-28,52.68500900268555
2015-09-29,52.47994613647461
2015-09-30,52.38121795654297
2015-10-01,51.378700256347656
2015-10-02,53.4065055847168
2015-10-05,54.750789642333984
2015-10-06,56.155826568603516
2015-10-07,57.226688385009766
2015-10-08,58.206398010253906
2015-10-09,57.99374771118164
2015-10-12,56.915306091308594
2015-10-13,56.68745803833008
2015-10-14,56.96845245361328
2015-10-15,57.84186553955078
2015-10-16,56.58872604370117
2015-10-19,56.30771255493164
2015-10-20,57.378597259521484
2015-10-21,57.439334869384766
2015-10-22,59.436771392822266
2015-10-23,59.50513458251953
2015-10-26,58.593753814697266
2015-10-27,58.44184494018555
2015-10-28,60.097511291503906
2015-10-29,59.76333999633789
2015-10-30,59.3608283996582
2015-11-02,60.32534408569336
2015-11-03,61.912654876708984
2015-11-04,60.993690490722656
2015-11-05,59.84690475463867
2015-11-06,60.04434585571289
2015-11-09,59.170936584472656
2015-11-10,59.8240966796875
2015-11-11,58.95828628540039
2015-11-12,58.176025390625
2015-11-13,57.82668685913086
2015-11-16,59.48994064331055
2015-11-17,58.28236389160156
2015-11-18,59.657020568847656
2015-11-19,59.17852783203125
2015-11-20,58.593753814697266
2015-11-23,58.64689254760742
2015-11-24,59.37600326538086
2015-11-25,58.882347106933594
2015-11-27,58.73044967651367
2015-11-30,58.975074768066406
2015-12-01,59.7547721862793
2015-12-02,57.95073318481445
2015-12-03,57.18632888793945
2015-12-04,57.109886169433594
2015-12-07,55.64985656738281
2015-12-08,54.65608596801758
2015-12-09,55.13003158569336
2015-12-10,54.64080047607422
2015-12-11,53.37187576293945
2015-12-14,53.524749755859375
2015-12-15,54.91598892211914
2015-12-16,54.44205093383789
2015-12-17,52.89791488647461
2015-12-18,51.47608947753906
2015-12-21,51.942405700683594
2015-12-22,53.11961364746094
2015-12-23,54.28152084350586
2015-12-24,53.91460418701172
2015-12-28,53.830509185791016
2015-12-29,53.89931869506836
2015-12-30,53.23424530029297
2015-12-31,53.318359375
2016-01-04,52.88263702392578
2016-01-05,53.12724304199219
2016-01-06,51.75129699707031
2016-01-07,50.59701156616211
2016-01-08,49.748512268066406
2016-01-11,49.55740737915039
2016-01-12,49.48860168457031
2016-01-13,48.884700775146484
2016-01-14,49.4427375793457
2016-01-15,48.1661491394043
2016-01-19,48.02091598510742
2016-01-20,46.675533294677734
2016-01-21,46.973655700683594
2016-01-22,49.84023666381836
2016-01-25,48.38784408569336
2016-01-26,49.93962478637695
2016-01-27,50.107791900634766
2016-01-28,53.134883880615234
2016-01-29,55.244693756103516
2016-02-01,54.625492095947266
2016-02-02,52.62273025512695
2016-02-03,54.1439208984375
2016-02-04,53.92225646972656
2016-02-05,52.59980010986328
2016-02-08,53.34128952026367
2016-02-09,51.82773971557617
2016-02-10,51.77421951293945
2016-02-11,52.61507797241211
2016-02-12,54.13969039916992
2016-02-16,55.248531341552734
2016-02-17,56.15715789794922
2016-02-18,55.96464920043945
2016-02-19,56.1109504699707
2016-02-22,57.2659797668457
2016-02-23,55.50265121459961
2016-02-24,55.60273742675781
2016-02-25,55.71055221557617
2016-02-26,55.802940368652344
2016-02-29,55.22542953491211
2016-03-01,56.98877716064453
2016-03-02,57.29676818847656
2016-03-03,57.63557815551758
2016-03-04,57.62018585205078
2016-03-07,58.64430236816406
2016-03-08,55.98005676269531
2016-03-09,56.01853942871094
2016-03-10,56.349639892578125
2016-03-11,57.7510871887207
2016-03-14,56.54985427856445
2016-03-15,56.38814926147461
2016-03-16,56.48054122924805
2016-03-17,57.396881103515625
2016-03-18,56.611454010009766
2016-03-21,57.666378021240234
2016-03-22,56.68075942993164
2016-03-23,56.18026351928711
2016-03-24,55.88763427734375
2016-03-28,56.057064056396484
2016-03-29,56.21105194091797
2016-03-30,57.29676818847656
2016-03-31,56.78855514526367
2016-04-01,55.5334358215332
2016-04-04,55.9338493347168
2016-04-05,55.949241638183594
2016-04-06,56.334251403808594
2016-04-07,55.44874954223633
2016-04-08,56.86555480957031
2016-04-11,56.88865661621094
2016-04-12,58.444087982177734
2016-04-13,59.57602310180664
2016-04-14,59.414310455322266
2016-04-15,58.7213020324707
2016-04-18,59.63762283325195
2016-04-19,61.32394027709961
2016-04-20,62.448150634765625
2016-04-21,61.80904769897461
2016-04-22,61.5472526550293
2016-04-25,60.65402603149414
2016-04-26,60.98512649536133
2016-04-27,62.06312942504883
2016-04-28,61.431766510009766
2016-04-29,61.86295700073242
2016-05-02,61.13914108276367
2016-05-03,59.468223571777344
2016-05-04,58.31317138671875
2016-05-05,58.05908966064453
2016-05-06,57.84346389770508
2016-05-09,56.033939361572266
2016-05-10,57.18126678466797
2016-05-11,56.83475875854492
2016-05-12,57.050350189208984
2016-05-13,55.77212905883789
2016-05-16,56.98106384277344
2016-05-17,57.658687591552734
2016-05-18,56.34196090698242
2016-05-19,57.135066986083984
2016-05-20,57.720298767089844
2016-05-23,57.75876998901367
2016-05-24,58.22849655151367
2016-05-25,59.9918098449707
2016-05-26,59.968711853027344
2016-05-27,59.805965423583984
2016-05-31,59.13173294067383
2016-06-01,58.79075241088867
2016-06-02,58.47297668457031
2016-06-03,58.61248779296875
2016-06-06,61.2939453125
2016-06-07,62.07669448852539
2016-06-08,62.626930236816406
2016-06-09,61.968196868896484
2016-06-10,60.85995101928711
2016-06-13,60.17022705078125
2016-06-14,60.030731201171875
2016-06-15,59.55795669555664
2016-06-16,59.16274642944336
2016-06-17,60.061729431152344
2016-06-20,60.1314811706543
2016-06-21,60.85220718383789
2016-06-22,60.65846252441406
2016-06-23,61.68144989013672
2016-06-24,59.41073989868164
2016-06-27,58.17850112915039
2016-06-28,59.38746643066406
2016-06-29,60.31747055053711
2016-06-30,61.28620910644531
2016-07-01,61.627201080322266
2016-07-05,60.16246032714844
2016-07-06,60.49571228027344
2016-07-07,60.216712951660156
2016-07-08,61.0226936340332
2016-07-11,60.4647102355957
2016-07-12,61.72794723510742
2016-07-13,61.13120651245117
2016-07-14,61.30170822143555
2016-07-15,61.495452880859375
2016-07-18,61.766693115234375
2016-07-19,61.85195541381836
2016-07-20,62.46415710449219
2016-07-21,62.014705657958984
2016-07-22,63.246925354003906
2016-07-25,62.54945373535156
2016-07-26,62.46415710449219
2016-07-27,61.90620040893555
2016-07-28,61.262962341308594
2016-07-29,62.40217590332031
2016-08-01,60.80569839477539
2016-08-02,61.13896560668945
2016-08-03,61.7047004699707
2016-08-04,62.30143356323242
2016-08-05,62.929195404052734
2016-08-08,63.93666458129883
2016-08-09,63.417415618896484
2016-08-10,62.6579475402832
2016-08-11,63.161678314208984
2016-08-12,62.929195404052734
2016-08-15,63.58019256591797
2016-08-16,63.487205505371094
2016-08-17,63.71190643310547
2016-08-18,64.99065399169922
2016-08-19,64.5644302368164
2016-08-22,63.58793258666992
2016-08-23,63.35543441772461
2016-08-24,63.029945373535156
2016-08-25,63.03768539428711
2016-08-26,62.69667053222656
2016-08-29,62.882694244384766
2016-08-30,62.49517822265625
2016-08-31,61.22420120239258
2016-09-01,61.193214416503906
2016-09-02,61.26340866088867
2016-09-06,61.442779541015625
2016-09-07,61.310203552246094
2016-09-08,61.910728454589844
2016-09-09,60.49126434326172
2016-09-12,61.45840835571289
2016-09-13,60.11690139770508
2016-09-14,59.563148498535156
2016-09-15,59.89853286743164
2016-09-16,59.531951904296875
2016-09-19,59.24338912963867
2016-09-20,58.78321838378906
2016-09-21,59.71134948730469
2016-09-22,60.06231689453125
2016-09-23,59.21220397949219
2016-09-26,58.947025299072266
2016-09-27,58.75202941894531
2016-09-28,60.84226608276367
2016-09-29,60.34309005737305
2016-09-30,61.33357238769531
2016-10-03,61.536376953125
