Date,BBAR.BA
2015-08-24,46.088653564453125
2015-08-25,46.1572380065918
2015-08-26,49.3464241027832
2015-08-27,52.261253356933594
2015-08-28,53.461463928222656
2015-08-31,53.49576950073242
2015-09-01,50.752376556396484
2015-09-02,50.82096481323242
2015-09-03,52.02120590209961
2015-09-04,52.501285552978516
2015-09-07,52.80992126464844
2015-09-08,54.86745071411133
2015-09-09,55.41611862182617
2015-09-10,55.8276252746582
2015-09-11,55.89620590209961
2015-09-14,55.21036148071289
2015-09-15,55.038909912109375
2015-09-16,54.86745071411133
2015-09-17,54.5245246887207
2015-09-18,53.83868408203125
2015-09-21,52.46699523925781
2015-09-22,49.38069534301758
2015-09-23,48.009010314941406
2015-09-24,47.323177337646484
2015-09-25,51.4382209777832
2015-09-28,49.037784576416016
2015-09-29,49.38069534301758
2015-09-30,49.586463928222656
2015-10-01,46.843082427978516
2015-10-02,47.66608810424805
2015-10-05,48.69485092163086
2015-10-06,47.323177337646484
2015-10-07,50.06654357910156
2015-10-08,53.15283203125
2015-10-09,52.46699523925781
2015-10-13,52.80992126464844
2015-10-14,53.15283203125
2015-10-15,53.83868408203125
2015-10-16,56.13624954223633
2015-10-19,55.24465560913086
2015-10-20,56.03337097167969
2015-10-21,55.07319641113281
2015-10-22,57.199317932128906
2015-10-23,59.66834259033203
2015-10-26,65.56658935546875
2015-10-27,66.35530853271484
2015-10-28,73.72811889648438
2015-10-29,71.32768249511719
2015-10-30,71.4991455078125
2015-11-02,70.9847640991211
2015-11-03,69.06439208984375
2015-11-04,70.57324981689453
2015-11-05,72.3907241821289
2015-11-09,73.72811889648438
2015-11-10,74.34539031982422
2015-11-11,73.72811889648438
2015-11-12,74.79118347167969
2015-11-13,75.09980773925781
2015-11-16,78.18610382080078
2015-11-17,78.18610382080078
2015-11-18,78.80337524414062
2015-11-19,78.87195587158203
2015-11-20,83.67286682128906
2015-11-24,72.8708267211914
2015-11-25,69.2701644897461
2015-11-26,73.04228973388672
2015-11-27,73.04228973388672
2015-11-30,73.38519287109375
2015-12-01,72.01351928710938
2015-12-02,70.64183044433594
2015-12-03,68.65289306640625
2015-12-04,69.8188247680664
2015-12-09,71.32768249511719
2015-12-10,68.65289306640625
2015-12-11,67.2126235961914
2015-12-14,65.15508270263672
2015-12-15,64.46925354003906
2015-12-16,64.46925354003906
2015-12-17,66.86969757080078
2015-12-18,62.27454376220703
2015-12-21,59.66834259033203
2015-12-22,60.697113037109375
2015-12-23,63.02898025512695
2015-12-28,61.3829460144043
2015-12-29,62.06878662109375
2015-12-30,62.41171646118164
2016-01-04,60.285614013671875
2016-01-05,61.348663330078125
2016-01-06,62.41171646118164
2016-01-07,62.41171646118164
2016-01-08,62.343135833740234
2016-01-11,63.097557067871094
2016-01-12,62.686058044433594
2016-01-13,62.41171646118164
2016-01-14,62.41171646118164
2016-01-15,57.9537353515625
2016-01-18,57.9537353515625
2016-01-19,57.610809326171875
2016-01-20,53.83868408203125
2016-01-21,56.54776382446289
2016-01-22,60.525657653808594
2016-01-25,58.811038970947266
2016-01-26,60.55995559692383
2016-01-27,62.30883026123047
2016-01-28,61.55442428588867
2016-01-29,63.78341293334961
2016-02-01,65.32654571533203
2016-02-02,64.43494415283203
2016-02-03,63.44049072265625
2016-02-04,65.22368621826172
2016-02-05,66.21814727783203
2016-02-10,66.86969757080078
2016-02-11,64.57212829589844
2016-02-12,64.81216430664062
2016-02-15,66.52676391601562
2016-02-16,67.86416625976562
2016-02-17,73.04228973388672
2016-02-18,72.45931243896484
2016-02-19,72.01351928710938
2016-02-22,73.38519287109375
2016-02-23,73.31661987304688
2016-02-24,76.64295959472656
2016-02-25,80.175048828125
2016-02-26,81.6153335571289
2016-02-29,80.65514373779297
2016-03-01,80.5865707397461
2016-03-02,79.55778503417969
2016-03-03,77.84320068359375
2016-03-04,73.5909652709961
2016-03-07,71.87635040283203
2016-03-08,74.48255157470703
2016-03-09,74.41397857666016
2016-03-10,73.89959716796875
2016-03-11,72.3564453125
2016-03-14,71.67060852050781
2016-03-15,69.90572357177734
2016-03-16,71.83987426757812
2016-03-17,71.49449157714844
2016-03-18,71.83987426757812
2016-03-21,71.14910888671875
2016-03-22,71.14910888671875
2016-03-23,69.42218780517578
2016-03-28,70.80372619628906
2016-03-29,68.66233825683594
2016-03-30,66.65910339355469
2016-03-31,68.38603973388672
2016-04-01,68.17880249023438
2016-04-04,68.17880249023438
2016-04-05,66.03742218017578
2016-04-06,63.48158645629883
2016-04-07,60.82212829589844
2016-04-08,63.55064010620117
2016-04-11,62.16911697387695
