Date,NVR
2015-08-03,1488.989990234375
2015-08-04,1476.52001953125
2015-08-05,1470.010009765625
2015-08-06,1460.6600341796875
2015-08-07,1472.5999755859375
2015-08-10,1486.1500244140625
2015-08-11,1512.77001953125
2015-08-12,1511.9200439453125
2015-08-13,1526.989990234375
2015-08-14,1524.989990234375
2015-08-17,1559.72998046875
2015-08-18,1569.280029296875
2015-08-19,1583.760009765625
2015-08-20,1562.75
2015-08-21,1540.989990234375
2015-08-24,1488.97998046875
2015-08-25,1459.199951171875
2015-08-26,1487.3599853515625
2015-08-27,1509.6300048828125
2015-08-28,1509.8499755859375
2015-08-31,1519.949951171875
2015-09-01,1502.0
2015-09-02,1535.469970703125
2015-09-03,1552.010009765625
2015-09-04,1545.43994140625
2015-09-08,1574.43994140625
2015-09-09,1550.5
2015-09-10,1547.280029296875
2015-09-11,1575.469970703125
2015-09-14,1571.5
2015-09-15,1574.989990234375
2015-09-16,1574.989990234375
2015-09-17,1587.5
2015-09-18,1571.239990234375
2015-09-21,1567.0999755859375
2015-09-22,1553.3199462890625
2015-09-23,1572.47998046875
2015-09-24,1581.0
2015-09-25,1592.0
2015-09-28,1557.4300537109375
2015-09-29,1517.0400390625
2015-09-30,1525.219970703125
2015-10-01,1548.3399658203125
2015-10-02,1547.06005859375
2015-10-05,1568.469970703125
2015-10-06,1534.0
2015-10-07,1560.0
2015-10-08,1569.1300048828125
2015-10-09,1570.0
2015-10-12,1602.0
2015-10-13,1580.2900390625
2015-10-14,1547.3499755859375
2015-10-15,1560.0
2015-10-16,1553.0899658203125
2015-10-19,1555.0
2015-10-20,1590.0
2015-10-21,1627.510009765625
2015-10-22,1650.0
2015-10-23,1665.0
2015-10-26,1661.81005859375
2015-10-27,1634.0
2015-10-28,1639.510009765625
2015-10-29,1634.3199462890625
2015-10-30,1637.760009765625
2015-11-02,1649.9000244140625
2015-11-03,1646.9000244140625
2015-11-04,1658.3399658203125
2015-11-05,1655.719970703125
2015-11-06,1632.5
2015-11-09,1619.52001953125
2015-11-10,1639.989990234375
2015-11-11,1659.0
2015-11-12,1630.010009765625
2015-11-13,1623.0
2015-11-16,1659.1400146484375
2015-11-17,1642.010009765625
2015-11-18,1654.72998046875
2015-11-19,1653.0
2015-11-20,1668.93994140625
2015-11-23,1677.8299560546875
2015-11-24,1660.97998046875
2015-11-25,1675.5699462890625
2015-11-27,1684.949951171875
2015-11-30,1682.47998046875
2015-12-01,1702.9200439453125
2015-12-02,1677.3699951171875
2015-12-03,1662.9200439453125
2015-12-04,1705.75
2015-12-07,1720.0
2015-12-08,1690.489990234375
2015-12-09,1632.989990234375
2015-12-10,1661.0699462890625
2015-12-11,1660.0
2015-12-14,1667.0
2015-12-15,1658.68994140625
2015-12-16,1666.22998046875
2015-12-17,1653.989990234375
2015-12-18,1656.56005859375
2015-12-21,1650.0
2015-12-22,1658.1300048828125
2015-12-23,1657.8299560546875
2015-12-24,1654.9100341796875
2015-12-28,1649.9200439453125
2015-12-29,1650.0
2015-12-30,1649.5400390625
2015-12-31,1643.0
2016-01-04,1555.6600341796875
2016-01-05,1594.0899658203125
2016-01-06,1587.06005859375
2016-01-07,1552.3199462890625
2016-01-08,1541.4200439453125
2016-01-11,1543.3699951171875
2016-01-12,1576.8199462890625
2016-01-13,1526.739990234375
2016-01-14,1515.0
2016-01-15,1512.02001953125
2016-01-19,1519.6600341796875
2016-01-20,1519.0
2016-01-21,1525.4100341796875
2016-01-22,1544.510009765625
2016-01-25,1561.0899658203125
2016-01-26,1630.0
2016-01-27,1621.8599853515625
2016-01-28,1627.949951171875
2016-01-29,1651.0
2016-02-01,1647.6700439453125
2016-02-02,1629.239990234375
2016-02-03,1611.8599853515625
2016-02-04,1614.8499755859375
2016-02-05,1585.1199951171875
2016-02-08,1554.06005859375
2016-02-09,1550.1300048828125
2016-02-10,1558.0999755859375
2016-02-11,1520.989990234375
2016-02-12,1535.0
2016-02-16,1546.5
2016-02-17,1581.6500244140625
2016-02-18,1579.4000244140625
2016-02-19,1591.6199951171875
2016-02-22,1576.97998046875
2016-02-23,1585.97998046875
2016-02-24,1583.0
2016-02-25,1610.449951171875
2016-02-26,1626.3900146484375
2016-02-29,1637.0
2016-03-01,1648.0
2016-03-02,1635.43994140625
2016-03-03,1655.06005859375
2016-03-04,1654.5
2016-03-07,1638.8199462890625
2016-03-08,1639.97998046875
2016-03-09,1644.5
2016-03-10,1647.31005859375
2016-03-11,1672.010009765625
2016-03-14,1655.5
2016-03-15,1661.7099609375
2016-03-16,1690.0
2016-03-17,1709.800048828125
2016-03-18,1730.0
2016-03-21,1724.0
2016-03-22,1724.3199462890625
2016-03-23,1729.1099853515625
2016-03-24,1726.0
2016-03-28,1745.3699951171875
2016-03-29,1799.22998046875
2016-03-30,1762.6600341796875
2016-03-31,1732.4000244140625
2016-04-01,1749.2900390625
2016-04-04,1717.56005859375
2016-04-05,1708.6199951171875
2016-04-06,1721.56005859375
2016-04-07,1736.989990234375
2016-04-08,1753.47998046875
2016-04-11,1765.0
2016-04-12,1775.449951171875
2016-04-13,1789.4300537109375
2016-04-14,1787.6400146484375
2016-04-15,1781.780029296875
2016-04-18,1780.0
2016-04-19,1761.9100341796875
2016-04-20,1747.0
2016-04-21,1689.3499755859375
2016-04-22,1695.56005859375
2016-04-25,1682.4300537109375
2016-04-26,1676.0
2016-04-27,1695.43994140625
2016-04-28,1665.300048828125
2016-04-29,1661.2900390625
2016-05-02,1680.0
2016-05-03,1651.010009765625
2016-05-04,1651.3699951171875
2016-05-05,1645.5
2016-05-06,1636.0
2016-05-09,1646.75
2016-05-10,1656.1300048828125
2016-05-11,1642.8800048828125
2016-05-12,1652.0
2016-05-13,1641.800048828125
2016-05-16,1669.81005859375
2016-05-17,1703.6400146484375
2016-05-18,1680.0
2016-05-19,1675.0
2016-05-20,1694.969970703125
2016-05-23,1684.0
2016-05-24,1734.0
2016-05-25,1704.219970703125
2016-05-26,1717.949951171875
2016-05-27,1737.7900390625
2016-05-31,1733.0
2016-06-01,1725.530029296875
2016-06-02,1717.1400146484375
2016-06-03,1717.1400146484375
2016-06-06,1725.4100341796875
2016-06-07,1732.0
2016-06-08,1745.0
2016-06-09,1738.0999755859375
2016-06-10,1721.77001953125
2016-06-13,1715.550048828125
2016-06-14,1705.6400146484375
2016-06-15,1708.0
2016-06-16,1722.6600341796875
2016-06-17,1705.0
2016-06-20,1726.97998046875
2016-06-21,1723.9599609375
2016-06-22,1703.1300048828125
2016-06-23,1727.6199951171875
2016-06-24,1695.6199951171875
2016-06-27,1675.0699462890625
2016-06-28,1684.0
2016-06-29,1734.0
2016-06-30,1780.3399658203125
2016-07-01,1782.8299560546875
2016-07-05,1770.0
2016-07-06,1790.0
2016-07-07,1788.199951171875
2016-07-08,1830.0
2016-07-11,1820.97998046875
2016-07-12,1803.5699462890625
2016-07-13,1797.0
2016-07-14,1774.969970703125
2016-07-15,1761.18994140625
2016-07-18,1750.0
2016-07-19,1751.68994140625
2016-07-20,1752.469970703125
2016-07-21,1742.469970703125
2016-07-22,1730.0
2016-07-25,1721.510009765625
2016-07-26,1723.280029296875
2016-07-27,1700.0
2016-07-28,1720.0
2016-07-29,1705.0
2016-08-01,1698.0
2016-08-02,1674.4300537109375
2016-08-03,1681.949951171875
2016-08-04,1688.3199462890625
2016-08-05,1710.0
2016-08-08,1705.0
2016-08-09,1705.0
2016-08-10,1702.0
2016-08-11,1709.260009765625
2016-08-12,1698.9300537109375
2016-08-15,1704.8800048828125
2016-08-16,1700.0
2016-08-17,1678.0
2016-08-18,1680.3599853515625
2016-08-19,1682.0
2016-08-22,1680.489990234375
2016-08-23,1696.8599853515625
2016-08-24,1687.989990234375
2016-08-25,1688.0999755859375
2016-08-26,1676.510009765625
2016-08-29,1680.75
2016-08-30,1686.9300537109375
2016-08-31,1686.800048828125
2016-09-01,1690.0
2016-09-02,1696.0
2016-09-06,1699.5
2016-09-07,1704.6400146484375
2016-09-08,1692.8900146484375
2016-09-09,1665.0999755859375
2016-09-12,1670.6300048828125
2016-09-13,1656.0
2016-09-14,1660.18994140625
2016-09-15,1664.52001953125
2016-09-16,1657.0
2016-09-19,1658.0799560546875
2016-09-20,1646.0
2016-09-21,1651.050048828125
2016-09-22,1655.0
2016-09-23,1651.300048828125
2016-09-26,1646.27001953125
2016-09-27,1644.0
2016-09-28,1644.97998046875
2016-09-29,1639.9300537109375
2016-09-30,1639.8699951171875
2016-10-03,1640.77001953125
2016-10-04,1620.31005859375
2016-10-05,1618.1400146484375
2016-10-06,1631.9599609375
2016-10-07,1620.0899658203125
2016-10-10,1625.0
2016-10-11,1620.0
2016-10-12,1616.75
2016-10-13,1607.8299560546875
2016-10-14,1590.7099609375
2016-10-17,1584.0
2016-10-18,1602.4000244140625
2016-10-19,1619.2099609375
2016-10-20,1577.199951171875
2016-10-21,1580.199951171875
2016-10-24,1577.0799560546875
2016-10-25,1557.0
2016-10-26,1544.0
2016-10-27,1519.7900390625
2016-10-28,1524.489990234375
2016-10-31,1523.0
2016-11-01,1507.8800048828125
2016-11-02,1497.18994140625
2016-11-03,1499.06005859375
2016-11-04,1503.1800537109375
2016-11-07,1518.0
2016-11-08,1519.47998046875
2016-11-09,1520.0
2016-11-10,1511.8599853515625
2016-11-11,1528.510009765625
2016-11-14,1547.5
2016-11-15,1555.9599609375
2016-11-16,1569.2900390625
2016-11-17,1580.0
2016-11-18,1598.6199951171875
2016-11-21,1596.5
2016-11-22,1595.1300048828125
2016-11-23,1596.1800537109375
2016-11-25,1601.0
2016-11-28,1595.0
2016-11-29,1613.3800048828125
2016-11-30,1595.0
2016-12-01,1581.2900390625
2016-12-02,1576.93994140625
2016-12-05,1584.9200439453125
2016-12-06,1612.2900390625
2016-12-07,1626.989990234375
2016-12-08,1655.6800537109375
2016-12-09,1650.9000244140625
2016-12-12,1665.5
2016-12-13,1674.1400146484375
2016-12-14,1635.8499755859375
2016-12-15,1615.4599609375
2016-12-16,1638.5999755859375
2016-12-19,1652.7900390625
2016-12-20,1650.6400146484375
2016-12-21,1665.3399658203125
2016-12-22,1665.5
2016-12-23,1670.0
2016-12-27,1684.0
2016-12-28,1679.0
2016-12-29,1680.0
2016-12-30,1669.0
2017-01-03,1649.989990234375
2017-01-04,1678.77001953125
2017-01-05,1689.4000244140625
2017-01-06,1678.0999755859375
2017-01-09,1681.5
2017-01-10,1690.969970703125
2017-01-11,1690.760009765625
2017-01-12,1703.6300048828125
2017-01-13,1700.0
2017-01-17,1679.1099853515625
2017-01-18,1686.969970703125
2017-01-19,1673.56005859375
2017-01-20,1673.3499755859375
2017-01-23,1672.3499755859375
2017-01-24,1700.0
2017-01-25,1880.6099853515625
2017-01-26,1901.719970703125
2017-01-27,1860.0
2017-01-30,1876.8299560546875
2017-01-31,1858.0
2017-02-01,1856.93994140625
2017-02-02,1875.0
2017-02-03,1884.449951171875
2017-02-06,1879.9599609375
2017-02-07,1875.77001953125
2017-02-08,1889.8299560546875
2017-02-09,1885.1500244140625
2017-02-10,1903.4100341796875
2017-02-13,1904.3800048828125
2017-02-14,1884.31005859375
2017-02-15,1893.31005859375
2017-02-16,1897.3199462890625
2017-02-17,1896.3499755859375
2017-02-21,1922.199951171875
2017-02-22,1923.4599609375
2017-02-23,1915.0
2017-02-24,1928.5799560546875
2017-02-27,1954.52001953125
2017-02-28,1934.969970703125
2017-03-01,1977.8599853515625
2017-03-02,1960.760009765625
2017-03-03,1965.6199951171875
2017-03-06,1982.989990234375
2017-03-07,1984.300048828125
2017-03-08,2015.8199462890625
2017-03-09,2002.0
2017-03-10,2042.02001953125
2017-03-13,2016.2099609375
2017-03-14,2005.010009765625
2017-03-15,2007.0
2017-03-16,2058.340087890625
2017-03-17,2059.050048828125
2017-03-20,2053.0
2017-03-21,2037.260009765625
2017-03-22,2038.1199951171875
2017-03-23,2052.3701171875
2017-03-24,2054.340087890625
2017-03-27,2066.14990234375
2017-03-28,2060.0
2017-03-29,2072.02001953125
2017-03-30,2098.1298828125
2017-03-31,2106.8798828125
2017-04-03,2113.02001953125
2017-04-04,2112.0
2017-04-05,2090.110107421875
2017-04-06,2084.340087890625
2017-04-07,2066.409912109375
2017-04-10,2066.889892578125
2017-04-11,2112.080078125
2017-04-12,2109.4599609375
2017-04-13,2118.199951171875
2017-04-17,2146.639892578125
2017-04-18,2145.52001953125
2017-04-19,2157.81005859375
2017-04-20,2065.080078125
2017-04-21,2092.409912109375
2017-04-24,2095.0
2017-04-25,2081.340087890625
2017-04-26,2076.669921875
2017-04-27,2106.0
2017-04-28,2111.25
2017-05-01,2124.0
2017-05-02,2118.0
2017-05-03,2130.219970703125
2017-05-04,2150.719970703125
2017-05-05,2163.570068359375
2017-05-08,2162.31005859375
2017-05-09,2175.590087890625
2017-05-10,2195.419921875
2017-05-11,2189.969970703125
2017-05-12,2190.6298828125
2017-05-15,2235.25
2017-05-16,2264.659912109375
2017-05-17,2232.669921875
2017-05-18,2262.010009765625
2017-05-19,2325.97998046875
2017-05-22,2357.27001953125
2017-05-23,2296.0
2017-05-24,2307.330078125
2017-05-25,2294.93994140625
2017-05-26,2285.6298828125
2017-05-30,2284.030029296875
2017-05-31,2282.3798828125
2017-06-01,2317.989990234375
2017-06-02,2331.889892578125
2017-06-05,2349.3798828125
2017-06-06,2339.159912109375
2017-06-07,2377.669921875
2017-06-08,2395.570068359375
2017-06-09,2376.090087890625
2017-06-12,2396.070068359375
2017-06-13,2431.280029296875
2017-06-14,2457.969970703125
2017-06-15,2440.6201171875
2017-06-16,2444.679931640625
2017-06-19,2467.820068359375
2017-06-20,2477.3701171875
2017-06-21,2488.590087890625
2017-06-22,2452.090087890625
2017-06-23,2426.60009765625
2017-06-26,2444.1201171875
2017-06-27,2434.179931640625
2017-06-28,2445.179931640625
2017-06-29,2340.0
2017-06-30,2410.610107421875
2017-07-03,2410.610107421875
2017-07-05,2422.43994140625
2017-07-06,2448.8798828125
2017-07-07,2497.7900390625
2017-07-10,2526.919921875
2017-07-11,2514.699951171875
2017-07-12,2524.800048828125
2017-07-13,2526.18994140625
2017-07-14,2530.800048828125
2017-07-17,2536.7900390625
2017-07-18,2483.2099609375
2017-07-19,2482.72998046875
2017-07-20,2447.2900390625
2017-07-21,2648.449951171875
2017-07-24,2664.68994140625
2017-07-25,2673.510009765625
2017-07-26,2678.93994140625
2017-07-27,2643.43994140625
2017-07-28,2625.0
2017-07-31,2610.43994140625
2017-08-01,2646.010009765625
2017-08-02,2675.610107421875
2017-08-03,2704.699951171875
2017-08-04,2675.52001953125
2017-08-07,2695.570068359375
2017-08-08,2733.419921875
2017-08-09,2741.030029296875
2017-08-10,2665.929931640625
2017-08-11,2705.699951171875
2017-08-14,2742.090087890625
2017-08-15,2735.5
2017-08-16,2760.179931640625
2017-08-17,2749.739990234375
2017-08-18,2683.550048828125
2017-08-21,2702.889892578125
2017-08-22,2711.8798828125
2017-08-23,2691.5400390625
2017-08-24,2682.9599609375
2017-08-25,2694.110107421875
2017-08-28,2670.0
2017-08-29,2645.360107421875
2017-08-30,2659.330078125
2017-08-31,2720.85009765625
2017-09-01,2708.2099609375
2017-09-05,2704.949951171875
2017-09-06,2704.0
2017-09-07,2712.699951171875
2017-09-08,2751.699951171875
2017-09-11,2818.989990234375
2017-09-12,2799.610107421875
2017-09-13,2791.580078125
2017-09-14,2778.830078125
2017-09-15,2750.18994140625
2017-09-18,2794.550048828125
2017-09-19,2835.949951171875
2017-09-20,2795.43994140625
2017-09-21,2808.489990234375
