Date,ELECON.NS
2015-08-21,37.60550308227539
2015-08-24,33.281944274902344
2015-08-25,33.02062225341797
2015-08-26,33.37696075439453
2015-08-27,33.94710159301758
2015-08-28,33.44822311401367
2015-08-31,33.02062225341797
2015-09-01,32.094146728515625
2015-09-02,32.260433197021484
2015-09-03,33.73329544067383
2015-09-04,32.212928771972656
2015-09-07,31.69029426574707
2015-09-08,30.858840942382812
2015-09-09,33.068138122558594
2015-09-10,33.471988677978516
2015-09-11,33.40071487426758
2015-09-14,34.73103713989258
2015-09-15,33.82831954956055
2015-09-16,33.73329544067383
2015-09-18,34.01837158203125
2015-09-21,34.25593185424805
2015-09-22,32.90184783935547
2015-09-23,33.804561614990234
2015-09-24,34.63601303100586
2015-09-28,33.49573516845703
2015-09-29,33.424468994140625
2015-09-30,34.089637756347656
2015-10-01,34.39846420288086
2015-10-05,34.82606506347656
2015-10-06,34.82606506347656
2015-10-07,36.79779815673828
2015-10-08,36.20390319824219
2015-10-09,35.25367736816406
2015-10-12,34.754798889160156
2015-10-13,34.82606506347656
2015-10-14,34.849822998046875
2015-10-15,35.491233825683594
2015-10-16,35.3249397277832
2015-10-19,35.467472076416016
2015-10-20,37.34418869018555
2015-10-21,39.55348587036133
2015-10-23,38.00934982299805
2015-10-26,36.96409606933594
2015-10-27,37.17789077758789
2015-10-28,35.82381820678711
2015-10-29,37.08287811279297
2015-10-30,36.5839958190918
2015-11-02,37.48672103881836
2015-11-03,39.38719177246094
2015-11-04,37.41545486450195
2015-11-05,37.154144287109375
2015-11-06,36.5364875793457
2015-11-09,36.180152893066406
2015-11-10,35.063629150390625
2015-11-13,35.776309967041016
2015-11-16,37.367942810058594
2015-11-17,37.17789077758789
2015-11-18,37.53423309326172
2015-11-19,37.819297790527344
2015-11-20,39.55348587036133
2015-11-23,41.0738525390625
2015-11-24,40.69376754760742
2015-11-26,41.5014533996582
2015-11-27,41.5489616394043
2015-11-30,41.31140899658203
2015-12-01,41.66775131225586
2015-12-02,43.0693473815918
2015-12-03,42.0478401184082
2015-12-04,40.836299896240234
2015-12-07,41.21638488769531
2015-12-08,40.50371551513672
2015-12-09,38.67451477050781
2015-12-10,39.67226028442383
2015-12-11,38.722023010253906
2015-12-14,40.47996139526367
2015-12-15,39.90981674194336
2015-12-16,40.05236053466797
2015-12-17,41.47770309448242
2015-12-18,41.45394515991211
2015-12-21,41.8577995300293
2015-12-22,41.12137222290039
2015-12-23,41.52521896362305
2015-12-24,40.836299896240234
2015-12-28,40.47996139526367
2015-12-29,40.50371551513672
2015-12-30,39.62474822998047
2015-12-31,40.00483703613281
2016-01-01,40.07611083984375
2016-01-04,39.10211944580078
2016-01-05,39.458457946777344
2016-01-06,39.00709533691406
2016-01-07,36.41770553588867
2016-01-08,37.225406646728516
2016-01-11,36.441463470458984
2016-01-12,35.63376998901367
2016-01-13,34.944847106933594
2016-01-14,34.7072868347168
2016-01-15,32.40296936035156
2016-01-18,30.64504051208496
2016-01-19,31.85658836364746
2016-01-20,29.861093521118164
2016-01-21,30.573768615722656
2016-01-22,31.500253677368164
2016-01-25,29.932363510131836
2016-01-27,30.74005889892578
2016-01-28,30.45499038696289
2016-01-29,31.025131225585938
2016-02-01,32.925601959228516
2016-02-02,30.763816833496094
2016-02-03,30.312456130981445
2016-02-04,30.122411727905273
2016-02-05,29.69480323791504
2016-02-08,29.100908279418945
2016-02-09,28.03189468383789
2016-02-10,26.012649536132812
2016-02-11,25.157440185546875
2016-02-12,23.6845760345459
2016-02-15,24.87236785888672
2016-02-16,23.32823944091797
2016-02-17,23.898380279541016
2016-02-18,23.898380279541016
2016-02-19,24.13593864440918
2016-02-22,24.516027450561523
2016-02-23,23.779600143432617
2016-02-24,23.161951065063477
2016-02-25,22.73434066772461
2016-02-26,22.211715698242188
2016-02-29,20.40627098083496
2016-03-01,23.161951065063477
2016-03-02,24.516027450561523
2016-03-03,24.325984954833984
2016-03-04,25.086172103881836
2016-03-08,26.98664093017578
2016-03-09,26.4164981842041
2016-03-10,26.98664093017578
2016-03-11,27.841848373413086
2016-03-14,27.794340133666992
2016-03-15,27.556779861450195
2016-03-16,26.98664093017578
2016-03-17,26.74907875061035
2016-03-18,26.98664093017578
2016-03-21,27.105419158935547
2016-03-22,27.746824264526367
2016-03-23,27.628049850463867
2016-03-28,25.70382308959961
2016-03-29,25.44251251220703
2016-03-30,26.297718048095703
2016-03-31,25.94137954711914
2016-04-01,26.772836685180664
2016-04-04,27.41424560546875
2016-04-05,28.15067481994629
2016-04-06,29.52851676940918
2016-04-07,29.172176361083984
2016-04-08,29.481000900268555
2016-04-11,29.647293090820312
2016-04-12,29.90860939025879
2016-04-13,30.21743392944336
2016-04-18,30.003629684448242
2016-04-20,30.66879653930664
2016-04-21,30.241188049316406
2016-04-22,30.098651885986328
2016-04-25,30.241188049316406
2016-04-26,30.93010902404785
2016-04-27,31.428987503051758
2016-04-28,29.647293090820312
2016-04-29,29.62353515625
2016-05-02,29.90860939025879
2016-05-03,30.264944076538086
2016-05-04,29.362226486206055
2016-05-05,29.552268981933594
2016-05-06,30.146163940429688
2016-05-09,30.62128448486328
2016-05-10,30.573768615722656
2016-05-11,30.19367790222168
2016-05-12,30.027389526367188
2016-05-13,29.504758834838867
2016-05-16,29.647293090820312
2016-05-17,29.267200469970703
2016-05-18,29.124664306640625
2016-05-19,29.005887985229492
2016-05-20,28.86334800720215
2016-05-23,28.364479064941406
2016-05-24,27.77058219909668
2016-05-25,27.841848373413086
2016-05-26,28.43574333190918
2016-05-27,27.746824264526367
2016-05-30,27.675559997558594
2016-05-31,27.556779861450195
2016-06-01,27.675559997558594
2016-06-02,27.485511779785156
2016-06-03,27.580533981323242
2016-06-06,27.366729736328125
2016-06-07,27.533023834228516
2016-06-08,28.554523468017578
2016-06-09,29.52851676940918
2016-06-10,29.267200469970703
2016-06-13,29.005887985229492
2016-06-14,29.100908279418945
2016-06-15,29.861093521118164
2016-06-16,30.64504051208496
2016-06-17,30.21743392944336
2016-06-20,29.83734130859375
2016-06-21,29.766071319580078
2016-06-22,29.45724868774414
2016-06-23,29.172176361083984
2016-06-24,28.079404830932617
2016-06-27,28.625791549682617
2016-06-28,28.934619903564453
2016-06-29,29.290958404541016
2016-06-30,30.74005889892578
2016-07-01,30.763816833496094
2016-07-04,31.191421508789062
2016-07-05,30.64504051208496
2016-07-07,30.74005889892578
2016-07-08,30.21743392944336
2016-07-11,30.40747833251953
2016-07-12,29.671052932739258
2016-07-13,29.861093521118164
2016-07-14,30.62128448486328
2016-07-15,30.241188049316406
2016-07-18,30.313709259033203
2016-07-19,29.830236434936523
2016-07-20,30.096149444580078
2016-07-21,29.92693328857422
2016-07-22,30.07197380065918
2016-07-25,30.942222595214844
2016-07-26,30.02362823486328
2016-07-27,28.911640167236328
2016-07-28,28.452342987060547
2016-07-29,28.766597747802734
2016-08-01,28.234777450561523
2016-08-02,28.065563201904297
2016-08-03,27.29201316833496
2016-08-04,26.881057739257812
2016-08-05,27.09861946105957
2016-08-08,27.43705177307129
2016-08-09,27.001924514770508
2016-08-10,26.95357894897461
2016-08-11,26.518451690673828
2016-08-12,27.171142578125
2016-08-16,27.823829650878906
2016-08-17,27.847999572753906
2016-08-18,27.509571075439453
2016-08-19,26.977746963500977
2016-08-22,27.243661880493164
2016-08-23,27.219486236572266
2016-08-24,27.219486236572266
2016-08-25,28.42816734313965
2016-08-26,27.63043785095215
2016-08-29,27.146963119506836
2016-08-30,27.58209228515625
2016-08-31,27.702959060668945
2016-09-01,27.58209228515625
2016-09-02,28.210603713989258
2016-09-06,27.65461540222168
2016-09-07,27.267837524414062
2016-09-08,28.28312873840332
2016-09-09,28.694076538085938
2016-09-12,27.60626220703125
2016-09-14,28.258953094482422
2016-09-15,28.57320785522461
2016-09-16,28.597383499145508
2016-09-19,29.54015350341797
2016-09-20,29.346769332885742
2016-09-21,29.85441017150879
2016-09-22,30.62796401977539
2016-09-23,29.975282669067383
2016-09-26,29.39511489868164
2016-09-27,29.491811752319336
2016-09-28,29.322595596313477
2016-09-29,27.364530563354492
2016-09-30,28.0172176361084
2016-10-03,28.93581199645996
2016-10-04,28.621557235717773
2016-10-05,29.250072479248047
2016-10-06,30.410404205322266
2016-10-07,30.12032127380371
2016-10-10,31.256479263305664
2016-10-13,31.2323055267334
2016-10-14,32.92446517944336
2016-10-17,32.150909423828125
2016-10-18,34.08478927612305
2016-10-19,34.76165771484375
2016-10-20,34.08478927612305
2016-10-21,33.311241149902344
2016-10-24,32.344295501708984
2016-10-25,32.92446517944336
2016-10-26,32.247596740722656
2016-10-27,31.884994506835938
2016-10-28,32.150909423828125
2016-11-01,32.32012939453125
2016-11-02,31.159788131713867
2016-11-03,30.942222595214844
2016-11-04,29.588502883911133
2016-11-07,30.265363693237305
2016-11-08,29.830236434936523
2016-11-09,29.20172691345215
2016-11-10,27.968870162963867
2016-11-11,26.445932388305664
2016-11-15,24.367000579833984
2016-11-16,23.303359985351562
2016-11-17,23.593446731567383
2016-11-18,23.52092933654785
2016-11-21,22.674848556518555
2016-11-22,22.04633331298828
2016-11-23,22.795717239379883
2016-11-24,22.529808044433594
2016-11-25,23.279191970825195
2016-11-28,25.261425018310547
2016-11-29,25.16472816467285
2016-11-30,25.285600662231445
2016-12-01,26.107501983642578
2016-12-02,25.309772491455078
2016-12-05,25.793245315551758
2016-12-06,25.67237663269043
2016-12-07,25.430641174316406
2016-12-08,25.986635208129883
2016-12-09,29.346769332885742
2016-12-12,28.93581199645996
2016-12-13,29.612674713134766
2016-12-14,28.52486228942871
2016-12-15,28.621557235717773
2016-12-16,29.105031967163086
2016-12-19,28.162260055541992
2016-12-20,27.557920455932617
2016-12-21,27.65461540222168
2016-12-22,27.195316314697266
2016-12-23,27.001924514770508
2016-12-26,25.93828582763672
2016-12-27,26.687667846679688
2016-12-28,27.364530563354492
2016-12-29,27.79965591430664
2016-12-30,27.509571075439453
2017-01-02,27.267837524414062
2017-01-03,27.58209228515625
