Date,CLNX.MC
2015-08-24,11.061441421508789
2015-08-25,11.291119575500488
2015-08-26,11.11330509185791
2015-08-27,11.365206718444824
2015-08-28,11.498563766479492
2015-08-31,11.735647201538086
2015-09-01,11.524496078491211
2015-09-02,11.409661293029785
2015-09-03,11.424478530883789
2015-09-04,11.43188762664795
2015-09-07,11.483747482299805
2015-09-08,11.676379203796387
2015-09-09,11.86900806427002
2015-09-10,11.8541898727417
2015-09-11,11.754170417785645
2015-09-14,11.30593490600586
2015-09-15,11.324456214904785
2015-09-16,11.368911743164062
2015-09-17,11.502267837524414
2015-09-18,11.46152114868164
2015-09-21,11.55783462524414
2015-09-22,11.454111099243164
2015-09-23,11.739355087280273
2015-09-24,11.41336441040039
2015-09-25,11.620811462402344
2015-09-28,11.572653770446777
2015-09-29,11.187393188476562
2015-09-30,11.261483192443848
2015-10-01,11.324456214904785
2015-10-02,11.242958068847656
2015-10-05,11.468931198120117
2015-10-06,11.346683502197266
2015-10-07,11.187393188476562
2015-10-08,11.335570335388184
2015-10-09,11.235548973083496
2015-10-12,11.242958068847656
2015-10-13,11.187393188476562
2015-10-14,10.93178653717041
2015-10-15,10.846586227416992
2015-10-16,11.07625961303711
2015-10-19,11.11330509185791
2015-10-20,11.150351524353027
2015-10-21,11.142940521240234
2015-10-22,11.261483192443848
2015-10-23,11.554130554199219
2015-10-26,11.454111099243164
2015-10-27,11.483747482299805
2015-10-28,11.520791053771973
2015-10-29,11.728240013122559
2015-10-30,11.69119644165039
2015-11-02,11.650445938110352
2015-11-03,11.68378734588623
2015-11-04,11.706015586853027
2015-11-05,11.88382625579834
2015-11-06,11.743059158325195
2015-11-09,11.609698295593262
2015-11-10,11.798624038696289
2015-11-11,11.798624038696289
2015-11-12,11.631924629211426
2015-11-13,11.676379203796387
2015-11-16,11.780098915100098
2015-11-17,11.743059158325195
2015-11-18,11.809739112854004
2015-11-19,11.809739112854004
2015-11-20,11.728240013122559
2015-11-23,11.806035041809082
2015-11-24,11.706015586853027
2015-11-25,11.91346263885498
2015-11-26,12.306132316589355
2015-11-27,12.357993125915527
2015-11-30,12.73954963684082
2015-12-01,12.7247314453125
2015-12-02,12.472832679748535
2015-12-03,12.580519676208496
2015-12-04,12.602794647216797
2015-12-07,12.714192390441895
2015-12-08,12.587943077087402
2015-12-09,12.7216215133667
2015-12-10,12.632501602172852
2015-12-11,12.030954360961914
2015-12-14,12.053234100341797
2015-12-15,12.394854545593262
2015-12-16,12.379999160766602
2015-12-17,12.439412117004395
2015-12-18,12.476544380187988
2015-12-21,12.120071411132812
2015-12-22,12.11635684967041
2015-12-23,12.498825073242188
2015-12-24,12.305737495422363
2015-12-28,12.446837425231934
2015-12-29,12.625076293945312
2015-12-30,12.632501602172852
2015-12-31,12.803312301635742
2016-01-04,12.7216215133667
2016-01-05,12.699341773986816
2016-01-06,12.550809860229492
2016-01-07,12.573089599609375
2016-01-08,12.261177062988281
2016-01-11,12.17577075958252
2016-01-12,12.231470108032227
2016-01-13,12.224043846130371
2016-01-14,11.986395835876465
2016-01-15,11.956687927246094
2016-01-18,11.882425308227539
2016-01-19,11.960403442382812
2016-01-20,11.518522262573242
2016-01-21,11.577936172485352
2016-01-22,11.815583229064941
2016-01-25,11.856433868408203
2016-01-26,11.767312049865723
2016-01-27,11.759886741638184
2016-01-28,11.62621021270752
2016-01-29,11.774736404418945
2016-02-01,11.9418363571167
2016-02-02,11.860145568847656
2016-02-03,11.696760177612305
2016-02-04,11.678193092346191
2016-02-05,11.384847640991211
2016-02-08,10.657049179077148
2016-02-09,10.267155647277832
2016-02-10,10.308001518249512
2016-02-11,10.066641807556152
2016-02-12,9.973810195922852
2016-02-15,10.24116325378418
2016-02-16,10.178037643432617
2016-02-17,10.282010078430176
2016-02-18,10.493666648864746
2016-02-19,10.735027313232422
2016-02-22,11.117491722106934
2016-02-23,11.080361366271973
