Date,KIRLOSENG.NS
2015-08-21,236.00247192382812
2015-08-24,228.93179321289062
2015-08-25,226.5886688232422
2015-08-26,222.19009399414062
2015-08-27,224.1221923828125
2015-08-28,229.42514038085938
2015-08-31,225.0676727294922
2015-09-01,221.86117553710938
2015-09-02,221.98451232910156
2015-09-03,221.08018493652344
2015-09-04,221.20346069335938
2015-09-07,221.1212615966797
2015-09-08,224.40994262695312
2015-09-09,230.16510009765625
2015-09-10,231.7272186279297
2015-09-11,232.5904541015625
2015-09-14,241.0176544189453
2015-09-15,246.19732666015625
2015-09-16,246.8551025390625
2015-09-18,276.8640441894531
2015-09-21,279.0016784667969
2015-09-22,250.4725799560547
2015-09-23,237.15354919433594
2015-09-24,235.3447265625
2015-09-28,233.4537353515625
2015-09-29,227.57525634765625
2015-09-30,230.69944763183594
2015-10-01,229.0962677001953
2015-10-05,227.78079223632812
2015-10-06,234.31703186035156
2015-10-07,239.61996459960938
2015-10-08,238.22230529785156
2015-10-09,233.4537353515625
2015-10-12,233.33041381835938
2015-10-13,232.54937744140625
2015-10-14,231.52166748046875
2015-10-15,230.7405548095703
2015-10-16,231.8505096435547
2015-10-19,230.08285522460938
2015-10-20,229.7540283203125
2015-10-21,229.05514526367188
2015-10-23,233.74147033691406
2015-10-26,229.83621215820312
2015-10-27,229.01405334472656
2015-10-28,230.2883758544922
2015-10-29,227.986328125
2015-10-30,223.0122528076172
2015-11-02,219.60028076171875
2015-11-03,215.90048217773438
2015-11-04,215.2838897705078
2015-11-05,215.69497680664062
2015-11-06,216.59933471679688
2015-11-09,216.14715576171875
2015-11-10,217.09263610839844
2015-11-13,216.35269165039062
2015-11-16,215.3249969482422
2015-11-17,215.73605346679688
2015-11-18,216.5582275390625
2015-11-19,215.530517578125
2015-11-20,218.73695373535156
2015-11-23,223.09445190429688
2015-11-24,224.77989196777344
2015-11-26,216.39382934570312
2015-11-27,217.99703979492188
2015-11-30,216.22938537597656
2015-12-01,219.2302703857422
2015-12-02,219.76467895507812
2015-12-03,220.54574584960938
2015-12-04,216.88711547851562
2015-12-07,216.39382934570312
2015-12-08,214.58506774902344
2015-12-09,209.36427307128906
2015-12-10,209.81649780273438
2015-12-11,209.446533203125
2015-12-14,202.91030883789062
2015-12-15,198.96392822265625
2015-12-16,201.430419921875
2015-12-17,198.71726989746094
2015-12-18,198.96392822265625
2015-12-21,198.96392822265625
2015-12-22,199.1283721923828
2015-12-23,199.1695098876953
2015-12-24,201.47154235839844
2015-12-28,200.97821044921875
2015-12-29,197.97732543945312
2015-12-30,198.6350555419922
2015-12-31,205.04795837402344
2016-01-01,205.70565795898438
2016-01-04,201.9647979736328
2016-01-05,202.37588500976562
2016-01-06,202.12925720214844
2016-01-07,197.85401916503906
2016-01-08,199.29278564453125
2016-01-11,202.62254333496094
2016-01-12,196.78518676757812
2016-01-13,193.7431640625
2016-01-14,197.31956481933594
2016-01-15,197.31956481933594
2016-01-18,197.31956481933594
2016-01-19,194.07203674316406
2016-01-20,193.24986267089844
2016-01-21,189.2623748779297
2016-01-22,190.00233459472656
2016-01-25,189.67344665527344
2016-01-27,203.1980743408203
2016-01-28,197.2373809814453
2016-01-29,197.89511108398438
2016-02-01,192.50990295410156
2016-02-02,190.5778350830078
2016-02-03,192.34552001953125
2016-02-04,186.919189453125
2016-02-05,186.67254638671875
2016-02-08,183.63055419921875
2016-02-09,181.2051544189453
2016-02-10,175.65557861328125
2016-02-11,178.2042694091797
2016-02-12,175.24444580078125
2016-02-15,177.99871826171875
2016-02-16,177.2176513671875
2016-02-17,171.8735809326172
2016-02-18,172.4490966796875
2016-02-19,171.09251403808594
2016-02-22,171.7913360595703
2016-02-23,169.85928344726562
2016-02-24,167.59832763671875
2016-02-25,167.55722045898438
2016-02-26,172.69577026367188
2016-02-29,172.77793884277344
2016-03-01,172.613525390625
2016-03-02,172.819091796875
2016-03-03,184.98712158203125
2016-03-04,180.0541534423828
2016-03-08,176.76547241210938
2016-03-09,172.613525390625
2016-03-10,172.98350524902344
2016-03-11,172.86016845703125
2016-03-14,174.9567108154297
2016-03-15,173.8056640625
2016-03-16,172.28465270996094
2016-03-17,172.28465270996094
2016-03-18,174.68507385253906
2016-03-21,177.63304138183594
2016-03-22,176.95921325683594
2016-03-23,178.68582153320312
2016-03-28,176.87498474121094
2016-03-29,174.39031982421875
2016-03-30,176.201171875
2016-03-31,177.71725463867188
2016-04-01,178.68582153320312
2016-04-04,181.9706573486328
2016-04-05,181.9706573486328
2016-04-06,193.21485900878906
2016-04-07,189.80374145507812
2016-04-08,198.3526611328125
2016-04-11,195.65745544433594
2016-04-12,197.0892791748047
2016-04-13,202.14280700683594
2016-04-18,206.39630126953125
2016-04-20,211.02874755859375
2016-04-21,203.65892028808594
2016-04-22,199.1107177734375
2016-04-25,194.309814453125
2016-04-26,195.2783966064453
2016-04-27,204.5011749267578
2016-04-28,201.4690399169922
2016-04-29,199.4476318359375
2016-05-02,195.44688415527344
2016-05-03,197.0892791748047
2016-05-04,191.40402221679688
2016-05-05,193.72023010253906
2016-05-06,197.55252075195312
2016-05-09,198.52113342285156
2016-05-10,196.58387756347656
2016-05-11,198.18418884277344
2016-05-12,198.94224548339844
2016-05-13,198.18418884277344
2016-05-16,198.22630310058594
2016-05-17,204.08004760742188
2016-05-18,226.27365112304688
2016-05-19,216.50338745117188
2016-05-20,209.21783447265625
2016-05-23,204.7959747314453
2016-05-24,201.1742706298828
2016-05-25,202.47975158691406
2016-05-26,201.4690399169922
2016-05-27,201.38479614257812
2016-05-30,207.02796936035156
2016-05-31,206.26995849609375
2016-06-01,203.99583435058594
2016-06-02,207.154296875
2016-06-03,213.9766387939453
2016-06-06,212.2920684814453
2016-06-07,210.81814575195312
2016-06-08,214.01873779296875
2016-06-09,215.4506072998047
2016-06-10,215.1558074951172
2016-06-13,212.67112731933594
2016-06-14,215.3663330078125
2016-06-15,219.24073791503906
2016-06-16,219.5355682373047
2016-06-17,217.3035888671875
2016-06-20,219.1986541748047
2016-06-21,219.5776824951172
2016-06-22,218.9880828857422
2016-06-23,223.49420166015625
2016-06-24,223.8311004638672
2016-06-27,223.19937133789062
2016-06-28,223.70474243164062
2016-06-29,224.50491333007812
2016-06-30,226.10525512695312
2016-07-01,225.7682342529297
2016-07-04,226.5263214111328
2016-07-05,226.86322021484375
2016-07-07,224.5470428466797
2016-07-08,225.59986877441406
2016-07-11,221.43063354492188
2016-07-12,215.32424926757812
2016-07-13,219.07229614257812
2016-07-14,221.93603515625
2016-07-15,223.1151580810547
2016-07-18,221.22006225585938
2016-07-19,224.42068481445312
2016-07-20,226.2315216064453
2016-07-21,224.58912658691406
2016-07-22,227.2843475341797
2016-07-25,227.87396240234375
2016-07-26,228.2108917236328
2016-07-27,231.62200927734375
2016-07-28,232.80120849609375
2016-07-29,233.51707458496094
2016-08-01,231.0745391845703
2016-08-02,231.8746795654297
2016-08-03,228.2950439453125
2016-08-04,229.3057861328125
2016-08-05,244.3401641845703
2016-08-08,241.47650146484375
2016-08-09,236.6756134033203
2016-08-10,236.7598419189453
2016-08-11,238.61273193359375
2016-08-12,241.43434143066406
2016-08-16,241.64492797851562
2016-08-17,240.04464721679688
2016-08-18,242.78196716308594
2016-08-19,240.80267333984375
2016-08-22,239.9182891845703
2016-08-23,235.03318786621094
2016-08-24,237.47572326660156
2016-08-25,236.29656982421875
2016-08-26,233.47496032714844
2016-08-29,235.79122924804688
2016-08-30,232.9696502685547
2016-08-31,236.33863830566406
2016-09-01,239.32867431640625
2016-09-02,240.63421630859375
2016-09-06,242.8240966796875
2016-09-07,252.29953002929688
2016-09-08,250.0675506591797
2016-09-09,250.1097412109375
2016-09-12,244.71914672851562
2016-09-14,248.46722412109375
2016-09-15,253.2681427001953
2016-09-16,252.973388671875
2016-09-19,257.2267761230469
2016-09-20,261.77490234375
2016-09-21,276.7250671386719
2016-09-22,296.4341125488281
2016-09-23,291.38055419921875
2016-09-26,278.5359802246094
2016-09-27,277.1042175292969
2016-09-28,279.5467224121094
2016-09-29,273.4402770996094
2016-09-30,281.61029052734375
2016-10-03,286.11639404296875
2016-10-04,300.7295837402344
2016-10-05,297.8658752441406
2016-10-06,295.7602844238281
2016-10-07,299.9715881347656
2016-10-10,300.4769287109375
2016-10-13,296.265625
2016-10-14,295.507568359375
2016-10-17,294.9179992675781
2016-10-18,295.5496826171875
2016-10-19,294.7495422363281
2016-10-20,294.7916259765625
2016-10-21,296.3919372558594
2016-10-24,294.70745849609375
2016-10-25,294.7916259765625
2016-10-26,292.6017761230469
2016-10-27,290.6224060058594
2016-10-28,290.7066650390625
2016-11-01,293.94940185546875
2016-11-02,290.9593505859375
2016-11-03,290.3698425292969
2016-11-04,290.1592712402344
2016-11-07,292.433349609375
2016-11-08,291.5489196777344
2016-11-09,287.3797607421875
2016-11-10,294.9179992675781
2016-11-11,294.7495422363281
2016-11-15,289.61175537109375
2016-11-16,280.978515625
2016-11-17,284.7265930175781
2016-11-18,285.9900207519531
2016-11-21,273.7772521972656
2016-11-22,268.8920593261719
2016-11-23,271.882080078125
2016-11-24,274.4089050292969
2016-11-25,275.4196472167969
2016-11-28,273.7351379394531
2016-11-29,275.4196472167969
2016-11-30,282.07342529296875
2016-12-01,277.73583984375
2016-12-02,275.25115966796875
2016-12-05,271.7558288574219
2016-12-06,273.6929931640625
2016-12-07,273.7772521972656
2016-12-08,273.7351379394531
2016-12-09,274.49310302734375
2016-12-12,273.7351379394531
2016-12-13,273.7351379394531
2016-12-14,274.0299072265625
2016-12-15,273.81939697265625
2016-12-16,274.1562194824219
2016-12-19,273.7772521972656
2016-12-20,273.9035949707031
2016-12-21,273.7351379394531
2016-12-22,273.9456787109375
2016-12-23,273.8614807128906
2016-12-26,273.7351379394531
2016-12-27,274.5352478027344
2016-12-28,272.80865478515625
2016-12-29,273.6929931640625
2016-12-30,273.6508483886719
2017-01-02,273.5666809082031
2017-01-03,271.3346862792969
2017-01-04,273.9877624511719
2017-01-05,284.4739074707031
2017-01-06,281.2734069824219
2017-01-09,276.3460693359375
2017-01-10,278.0727844238281
2017-01-11,280.13629150390625
2017-01-12,277.8622131347656
2017-01-13,277.9464416503906
2017-01-16,278.40960693359375
2017-01-17,275.4617004394531
2017-01-18,277.4831848144531
2017-01-19,278.0727844238281
2017-01-20,278.40960693359375
2017-01-23,278.0727844238281
2017-01-24,279.6730651855469
2017-01-25,278.2411804199219
2017-01-27,277.8622131347656
2017-01-30,275.8408203125
2017-01-31,277.9885559082031
2017-02-01,287.0007019042969
2017-02-02,286.3690185546875
2017-02-03,288.8114929199219
2017-02-06,290.7909240722656
2017-02-07,290.7066650390625
2017-02-08,292.0543212890625
2017-02-09,300.434814453125
2017-02-10,292.5597229003906
2017-02-13,298.5818176269531
2017-02-14,294.4547119140625
2017-02-15,291.422607421875
2017-02-16,295.2127990722656
2017-02-17,294.07574462890625
2017-02-20,294.9179992675781
2017-02-21,294.9179992675781
2017-02-22,294.4547119140625
2017-02-23,295.1285705566406
2017-02-27,296.4761657714844
2017-02-28,296.1393127441406
2017-03-01,302.3299560546875
2017-03-02,303.93017578125
2017-03-03,317.8695983886719
2017-03-06,333.619873046875
2017-03-07,328.9874572753906
2017-03-08,326.8818664550781
2017-03-09,320.81756591796875
2017-03-10,321.8282775878906
2017-03-14,317.4063415527344
2017-03-15,324.77618408203125
2017-03-16,325.5763854980469
2017-03-17,329.1559143066406
2017-03-20,328.52423095703125
2017-03-21,336.02032470703125
2017-03-22,327.9346923828125
2017-03-23,328.6083984375
2017-03-24,329.7876281738281
2017-03-27,327.2187805175781
2017-03-28,326.4185485839844
2017-03-29,326.03948974609375
2017-03-30,329.61920166015625
2017-03-31,327.1344909667969
2017-04-03,325.3236083984375
2017-04-05,328.06097412109375
2017-04-06,328.9454040527344
2017-04-07,333.7463073730469
2017-04-10,331.219482421875
2017-04-11,330.6299133300781
2017-04-12,330.3350830078125
2017-04-13,328.4821472167969
2017-04-17,331.8090515136719
2017-04-18,332.9882507324219
2017-04-19,333.5357360839844
2017-04-20,333.3251953125
2017-04-21,333.619873046875
2017-04-24,333.3251953125
2017-04-25,332.7355041503906
2017-04-26,332.60919189453125
2017-04-27,334.3779296875
2017-04-28,332.7355041503906
2017-05-02,334.8833312988281
2017-05-03,338.5049743652344
2017-05-04,337.57855224609375
2017-05-05,336.23089599609375
2017-05-08,336.3994445800781
2017-05-09,335.4728698730469
2017-05-10,336.7784729003906
2017-05-11,334.1673889160156
2017-05-12,335.2623291015625
2017-05-15,333.5357360839844
2017-05-16,334.4200744628906
2017-05-17,329.7876281738281
2017-05-18,332.60919189453125
2017-05-19,328.2715759277344
2017-05-22,326.1658935546875
2017-05-23,324.4393005371094
2017-05-24,317.7433166503906
2017-05-25,320.35430908203125
2017-05-26,323.0074157714844
2017-05-29,322.207275390625
2017-05-30,321.95452880859375
2017-05-31,323.30224609375
2017-06-01,322.58624267578125
2017-06-02,326.5870361328125
2017-06-05,324.6919860839844
2017-06-06,321.57562255859375
2017-06-07,320.6490783691406
2017-06-08,324.77618408203125
2017-06-09,324.1023864746094
2017-06-12,325.19732666015625
2017-06-13,323.2601013183594
2017-06-14,325.2394104003906
2017-06-15,325.3236083984375
2017-06-16,324.27081298828125
2017-06-19,323.4285583496094
2017-06-20,325.99737548828125
2017-06-21,345.74847412109375
2017-06-22,345.2852783203125
2017-06-23,342.21099853515625
2017-06-27,340.1474304199219
2017-06-28,336.44146728515625
2017-06-29,336.9468688964844
2017-06-30,336.9468688964844
2017-07-03,334.3779296875
2017-07-04,327.3029479980469
2017-07-05,330.8404541015625
2017-07-06,333.0724792480469
2017-07-07,331.42999267578125
2017-07-10,332.90399169921875
2017-07-11,330.46142578125
2017-07-12,328.7769470214844
2017-07-13,332.56707763671875
2017-07-14,332.60919189453125
2017-07-17,330.3771667480469
2017-07-18,333.0724792480469
2017-07-19,336.0624694824219
2017-07-20,336.86260986328125
2017-07-21,336.86260986328125
2017-07-24,336.90472412109375
2017-07-25,336.86260986328125
2017-07-26,336.7784729003906
2017-07-27,341.38421630859375
2017-07-28,341.1709899902344
2017-07-31,344.32684326171875
2017-08-01,343.90032958984375
2017-08-02,341.1709899902344
2017-08-03,341.1709899902344
2017-08-04,341.4268493652344
2017-08-07,341.1709899902344
2017-08-08,337.1622314453125
2017-08-09,335.4990234375
2017-08-10,332.684326171875
2017-08-11,328.2491455078125
2017-08-14,331.1064758300781
2017-08-16,336.5224914550781
2017-08-17,335.1578369140625
2017-08-18,328.71826171875
2017-08-21,324.83740234375
2017-08-22,326.5006408691406
2017-08-23,327.9079895019531
2017-08-24,321.2124938964844
2017-08-28,320.4021911621094
2017-08-29,320.7860107421875
2017-08-30,320.7860107421875
2017-08-31,316.9905090332031
2017-09-01,319.5492858886719
2017-09-04,314.9861145019531
2017-09-05,316.2654724121094
2017-09-06,312.7259216308594
2017-09-07,312.7685546875
2017-09-08,308.2906188964844
2017-09-11,305.8597717285156
2017-09-12,311.3612060546875
2017-09-13,306.2435607910156
2017-09-14,302.9598083496094
2017-09-15,307.6509704589844
2017-09-18,307.18182373046875
2017-09-19,307.13922119140625
2017-09-20,307.3950500488281
2017-09-21,308.8876953125
2017-09-22,308.1626892089844
2017-09-25,307.0112609863281
2017-09-26,308.8450012207031
2017-09-27,307.26708984375
2017-09-28,308.8450012207031
2017-09-29,311.1479187011719
2017-10-03,309.2288513183594
2017-10-04,307.09649658203125
2017-10-05,302.74658203125
2017-10-06,302.2774658203125
2017-10-09,307.13922119140625
2017-10-10,307.0539245605469
2017-10-11,307.0539245605469
2017-10-12,308.2479553222656
2017-10-13,317.37432861328125
2017-10-16,307.2245178222656
2017-10-17,307.2245178222656
2017-10-18,306.1583557128906
2017-10-19,314.4743957519531
2017-10-23,306.6700439453125
2017-10-24,307.43768310546875
2017-10-25,305.7745361328125
2017-10-26,307.18182373046875
2017-10-27,307.0539245605469
2017-10-30,303.8981018066406
2017-10-31,303.6421813964844
2017-11-01,302.74658203125
2017-11-02,302.61859130859375
2017-11-03,301.38189697265625
2017-11-06,304.5376892089844
2017-11-07,299.292236328125
2017-11-08,305.1774597167969
2017-11-09,303.1730651855469
2017-11-10,296.4349670410156
2017-11-13,289.9100646972656
2017-11-14,288.67333984375
2017-11-15,285.9439697265625
2017-11-16,294.2173767089844
2017-11-17,294.8143615722656
2017-11-20,297.8849182128906
2017-11-21,305.3480529785156
2017-11-22,303.5569152832031
2017-11-23,301.8936462402344
2017-11-24,296.94677734375
2017-11-27,300.52899169921875
2017-11-28,302.7892761230469
2017-11-29,296.26434326171875
2017-11-30,298.52459716796875
2017-12-01,301.0408020019531
2017-12-04,301.0834655761719
2017-12-05,301.6378173828125
2017-12-06,306.1156921386719
2017-12-07,315.3699645996094
2017-12-08,318.0566101074219
2017-12-11,319.63458251953125
2017-12-12,317.4169921875
2017-12-13,310.97735595703125
2017-12-14,314.8155822753906
2017-12-15,315.8817138671875
2017-12-18,319.16546630859375
2017-12-19,326.415283203125
2017-12-20,324.70947265625
2017-12-21,324.70947265625
2017-12-22,323.34478759765625
2017-12-26,355.07366943359375
2017-12-27,331.06378173828125
2017-12-28,328.8035583496094
2017-12-29,324.5815124511719
2018-01-01,322.9609069824219
2018-01-02,326.4579772949219
2018-01-03,327.140380859375
2018-01-04,329.95501708984375
2018-01-05,330.552001953125
2018-01-08,329.1873474121094
2018-01-09,329.4432373046875
2018-01-10,324.2403564453125
2018-01-11,323.643310546875
2018-01-12,322.74774169921875
2018-01-15,322.9609069824219
2018-01-16,319.9331359863281
2018-01-17,321.68157958984375
2018-01-18,323.0462646484375
2018-01-19,334.0917053222656
2018-01-22,343.81512451171875
2018-01-23,347.5679931640625
2018-01-24,349.9561767578125
2018-01-25,340.40338134765625
2018-01-29,341.08575439453125
2018-01-30,332.76959228515625
2018-01-31,324.9653015136719
2018-02-01,327.06878662109375
2018-02-02,327.2834777832031
2018-02-05,324.5789794921875
2018-02-06,304.2740173339844
2018-02-07,313.76116943359375
2018-02-08,322.0033264160156
2018-02-09,321.9174499511719
2018-02-12,325.4375915527344
2018-02-14,331.705078125
2018-02-15,330.4601745605469
2018-02-16,320.2432861328125
2018-02-19,307.49365234375
2018-02-20,309.2107849121094
2018-02-21,305.9912109375
2018-02-22,305.4330749511719
2018-02-23,303.4584655761719
2018-02-26,307.3648986816406
2018-02-27,309.6829833984375
2018-02-28,306.37750244140625
2018-03-01,309.1248779296875
2018-03-05,309.9405517578125
2018-03-06,310.9278564453125
2018-03-07,309.9405517578125
2018-03-08,310.8849182128906
2018-03-09,309.2966003417969
2018-03-12,312.08697509765625
2018-03-13,311.4000549316406
2018-03-14,312.6449890136719
2018-03-15,313.2030944824219
2018-03-16,315.4783020019531
2018-03-19,303.2008361816406
2018-03-20,298.9938659667969
2018-03-21,293.842529296875
2018-03-22,291.7819519042969
2018-03-23,289.9790344238281
2018-03-26,288.7769775390625
2018-03-27,288.7769775390625
2018-03-28,279.2041015625
2018-04-02,282.8958435058594
2018-04-03,282.6383056640625
2018-04-04,279.2041015625
2018-04-05,281.04998779296875
2018-04-06,291.65325927734375
2018-04-09,296.71868896484375
2018-04-10,297.6630859375
2018-04-11,296.2464599609375
2018-04-12,294.615234375
2018-04-13,298.30706787109375
2018-04-16,303.4584655761719
2018-04-17,294.2718200683594
2018-04-18,296.11767578125
2018-04-19,304.87506103515625
2018-04-20,295.0016174316406
2018-04-23,299.8954162597656
2018-04-24,292.9839172363281
2018-04-25,288.5624084472656
