Date,SBAC
2015-08-03,113.16650390625
2015-08-04,113.16650390625
2015-08-05,112.69046020507812
2015-08-06,113.3905258178711
2015-08-07,113.66119384765625
2015-08-10,115.2386703491211
2015-08-11,116.0134048461914
2015-08-12,117.31085205078125
2015-08-13,117.48817443847656
2015-08-14,118.91630554199219
2015-08-17,119.48568725585938
2015-08-18,118.07624816894531
2015-08-19,118.44960021972656
2015-08-20,115.05198669433594
2015-08-21,112.4197998046875
2015-08-24,106.85665893554688
2015-08-25,106.1565933227539
2015-08-26,107.33270263671875
2015-08-27,110.99168395996094
2015-08-28,111.29035949707031
2015-08-31,110.32894134521484
2015-09-01,106.91264343261719
2015-09-02,108.13542938232422
2015-09-03,108.89151763916016
2015-09-04,107.76206970214844
2015-09-08,110.00224304199219
2015-09-09,107.4260482788086
2015-09-10,104.28044128417969
2015-09-11,103.65509033203125
2015-09-14,104.53247833251953
2015-09-15,105.3538818359375
2015-09-16,105.493896484375
2015-09-17,104.99917602539062
2015-09-18,103.9071044921875
2015-09-21,104.36445617675781
2015-09-22,101.73224639892578
2015-09-23,101.73224639892578
2015-09-24,99.1653823852539
2015-09-25,98.6520004272461
2015-09-28,98.2413101196289
2015-09-29,96.71049499511719
2015-09-30,97.76526641845703
2015-10-01,96.85983276367188
2015-10-02,98.37196350097656
2015-10-05,102.21761322021484
2015-10-06,101.05085754394531
2015-10-07,102.63764953613281
2015-10-08,103.16036224365234
2015-10-09,102.8616714477539
2015-10-12,101.81626892089844
2015-10-13,101.88158416748047
2015-10-14,101.64826202392578
2015-10-15,103.37504577636719
2015-10-16,103.02967071533203
2015-10-19,103.44037628173828
2015-10-20,104.691162109375
2015-10-21,103.73907470703125
2015-10-22,108.05142974853516
2015-10-23,108.35011291503906
2015-10-26,109.79690551757812
2015-10-27,109.43287658691406
2015-10-28,109.53553771972656
2015-10-29,110.85165405273438
2015-10-30,111.09432983398438
2015-11-02,113.09184265136719
2015-11-03,112.12109375
2015-11-04,109.79690551757812
2015-11-05,102.44164276123047
2015-11-06,101.22821807861328
2015-11-09,99.6880874633789
2015-11-10,98.68000030517578
2015-11-11,99.78141784667969
2015-11-12,98.99736022949219
2015-11-13,98.2226333618164
2015-11-16,100.1734619140625
2015-11-17,98.9320068359375
2015-11-18,98.74533081054688
2015-11-19,98.2226333618164
2015-11-20,96.1597900390625
2015-11-23,95.68374633789062
2015-11-24,98.47464752197266
2015-11-25,98.6053237915039
2015-11-27,99.30537414550781
2015-11-30,98.15729522705078
2015-12-01,102.16161346435547
2015-12-02,100.92952728271484
2015-12-03,99.78141784667969
2015-12-04,101.30287170410156
2015-12-07,101.76957702636719
2015-12-08,100.71482849121094
2015-12-09,98.01728820800781
2015-12-10,97.68125915527344
2015-12-11,94.3489990234375
2015-12-14,94.98369598388672
2015-12-15,95.75843811035156
2015-12-16,96.97187042236328
2015-12-17,94.28363800048828
2015-12-18,93.7329330444336
2015-12-21,94.6383285522461
2015-12-22,94.9090347290039
2015-12-23,96.4958267211914
2015-12-24,97.11188507080078
2015-12-28,97.9426040649414
2015-12-29,99.12803649902344
2015-12-30,98.10127258300781
2015-12-31,98.07328033447266
2016-01-04,98.71733856201172
2016-01-05,100.01477813720703
2016-01-06,99.10003662109375
2016-01-07,95.75843811035156
2016-01-08,94.8716812133789
2016-01-11,96.95320129394531
2016-01-12,94.11563110351562
2016-01-13,91.21272277832031
2016-01-14,92.85553741455078
2016-01-15,85.83629608154297
2016-01-19,84.772216796875
2016-01-20,82.66271209716797
2016-01-21,81.66395568847656
2016-01-22,87.75911712646484
2016-01-25,87.46976470947266
2016-01-26,90.5780029296875
2016-01-27,88.9072036743164
2016-01-28,88.73918914794922
2016-01-29,92.66883850097656
2016-02-01,91.60477447509766
2016-02-02,89.98995971679688
2016-02-03,89.40192413330078
2016-02-04,89.51392364501953
2016-02-05,87.18037414550781
2016-02-08,81.06656646728516
2016-02-09,80.03050994873047
2016-02-10,80.59053802490234
2016-02-11,79.30242919921875
2016-02-12,82.87741088867188
2016-02-16,84.50151824951172
2016-02-17,85.55625915527344
2016-02-18,85.47225952148438
2016-02-19,83.67078399658203
2016-02-22,86.8257064819336
2016-02-23,86.58301544189453
2016-02-24,89.32723236083984
2016-02-25,90.16731262207031
2016-02-26,88.35649871826172
2016-02-29,88.57117462158203
2016-03-01,89.91529846191406
2016-03-02,89.60726165771484
2016-03-03,90.37267303466797
2016-03-04,90.1486587524414
2016-03-07,90.03663635253906
2016-03-08,87.3017578125
2016-03-09,85.64962005615234
2016-03-10,85.7522964477539
2016-03-11,88.25381469726562
2016-03-14,88.08580780029297
2016-03-15,88.73918914794922
2016-03-16,89.2059097290039
2016-03-17,92.69683074951172
2016-03-18,92.56619262695312
2016-03-21,91.8754653930664
2016-03-22,91.23139190673828
2016-03-23,90.4939956665039
2016-03-24,91.39006805419922
2016-03-28,91.2220687866211
2016-03-29,93.51825714111328
2016-03-30,93.30355834960938
2016-03-31,93.49958038330078
2016-04-01,95.24504089355469
2016-04-04,95.06771087646484
2016-04-05,93.4249038696289
2016-04-06,93.8916244506836
2016-04-07,92.47281646728516
2016-04-08,93.16356658935547
2016-04-11,92.19280242919922
2016-04-12,93.72359466552734
2016-04-13,94.70368957519531
2016-04-14,94.14363861083984
2016-04-15,94.82501983642578
2016-04-18,95.4130859375
2016-04-19,95.0770492553711
2016-04-20,96.53315734863281
2016-04-21,96.14115142822266
2016-04-22,96.83184814453125
2016-04-25,96.59849548339844
2016-04-26,97.38256072998047
2016-04-27,97.83992004394531
2016-04-28,97.12122344970703
2016-04-29,96.17845153808594
2016-05-02,98.18529510498047
2016-05-03,92.43550109863281
2016-05-04,93.14486694335938
2016-05-05,93.30355834960938
2016-05-06,94.20896911621094
2016-05-09,93.53691864013672
2016-05-10,95.33839416503906
2016-05-11,94.8996810913086
2016-05-12,94.44231414794922
2016-05-13,93.34091186523438
2016-05-16,93.23823547363281
2016-05-17,92.59417724609375
2016-05-18,91.89411163330078
2016-05-19,90.95138549804688
2016-05-20,90.8207015991211
2016-05-23,91.12872314453125
2016-05-24,91.92212677001953
2016-05-25,91.9781265258789
2016-05-26,92.12745666503906
2016-05-27,92.26746368408203
2016-05-31,92.78086853027344
2016-06-01,91.81009674072266
2016-06-02,94.97435760498047
2016-06-03,95.20770263671875
2016-06-06,95.34774780273438
2016-06-07,97.4665756225586
2016-06-08,97.17720794677734
2016-06-09,96.92518615722656
2016-06-10,94.29296875
2016-06-13,94.05029296875
2016-06-14,93.5649185180664
2016-06-15,93.76094055175781
2016-06-16,93.77027893066406
2016-06-17,93.06086730957031
2016-06-20,95.2823715209961
2016-06-21,95.82377624511719
2016-06-22,96.04779815673828
2016-06-23,100.117431640625
2016-06-24,96.43046569824219
2016-06-27,94.25564575195312
2016-06-28,96.6451644897461
2016-06-29,100.28546905517578
2016-06-30,100.7521743774414
2016-07-01,102.57231140136719
2016-07-05,101.68559265136719
2016-07-06,102.34828186035156
2016-07-07,103.25370025634766
2016-07-08,106.79131317138672
2016-07-11,105.75523376464844
2016-07-12,105.26988220214844
2016-07-13,104.62580108642578
2016-07-14,105.9139175415039
2016-07-15,106.4366226196289
2016-07-18,106.18460083007812
2016-07-19,105.3351821899414
2016-07-20,105.12053680419922
2016-07-21,104.50447082519531
2016-07-22,105.63390350341797
2016-07-25,105.3351821899414
2016-07-26,104.89651489257812
2016-07-27,105.24187469482422
2016-07-28,104.98983764648438
2016-07-29,107.34203338623047
2016-08-01,108.28478240966797
2016-08-02,105.73658752441406
2016-08-03,105.67121887207031
2016-08-04,106.02592468261719
2016-08-05,106.2779541015625
2016-08-08,107.31403350830078
2016-08-09,108.65814208984375
2016-08-10,108.4248046875
2016-08-11,108.41544342041016
2016-08-12,108.57413482666016
2016-08-15,108.070068359375
2016-08-16,106.72598266601562
2016-08-17,106.8379898071289
2016-08-18,107.07134246826172
2016-08-19,105.67121887207031
2016-08-22,105.92324829101562
2016-08-23,105.43787384033203
2016-08-24,105.74591827392578
2016-08-25,106.52063751220703
2016-08-26,106.26861572265625
2016-08-29,106.6233139038086
2016-08-30,106.38063049316406
2016-08-31,106.54863739013672
2016-09-01,106.57662963867188
2016-09-02,108.15412139892578
2016-09-06,109.78756713867188
2016-09-07,110.58098602294922
2016-09-08,109.52620697021484
2016-09-09,102.97367858886719
2016-09-12,104.0844497680664
2016-09-13,101.73224639892578
2016-09-14,101.48957061767578
2016-09-15,101.64826202392578
2016-09-16,101.12551879882812
2016-09-19,102.99234008789062
2016-09-20,101.92823791503906
2016-09-21,103.17903137207031
2016-09-22,105.1951904296875
2016-09-23,104.43914031982422
2016-09-26,103.98175048828125
2016-09-27,104.43914031982422
2016-09-28,105.60589599609375
2016-09-29,104.16844177246094
2016-09-30,104.691162109375
2016-10-03,104.3364486694336
2016-10-04,104.26178741455078
2016-10-05,101.78825378417969
2016-10-06,102.26427459716797
2016-10-07,101.9095687866211
2016-10-10,102.51631164550781
2016-10-11,101.25624084472656
2016-10-12,103.1417007446289
2016-10-13,103.78575134277344
2016-10-14,104.43914031982422
2016-10-17,103.4497299194336
2016-10-18,103.93507385253906
2016-10-19,104.5884780883789
2016-10-20,104.10311126708984
2016-10-21,105.94190216064453
2016-10-24,107.5193862915039
2016-10-25,107.46338653564453
2016-10-26,107.58470916748047
2016-10-27,107.02466583251953
2016-10-28,106.137939453125
2016-10-31,105.73658752441406
2016-11-01,103.5057144165039
2016-11-02,100.276123046875
2016-11-03,100.7521743774414
2016-11-04,98.9320068359375
2016-11-07,100.42546844482422
2016-11-08,101.69490051269531
2016-11-09,96.66383361816406
2016-11-10,93.34091186523438
2016-11-11,92.42616271972656
2016-11-14,90.45667266845703
2016-11-15,90.5966796875
2016-11-16,92.63152313232422
2016-11-17,93.92893981933594
2016-11-18,94.04094696044922
2016-11-21,94.85301971435547
2016-11-22,95.18904876708984
2016-11-23,93.79827880859375
2016-11-25,94.3489990234375
2016-11-28,92.98621368408203
2016-11-29,93.16356658935547
2016-11-30,92.37014770507812
2016-12-01,89.70062255859375
2016-12-02,90.23265075683594
2016-12-05,91.53007507324219
2016-12-06,91.29672241210938
2016-12-07,93.69559478759766
2016-12-08,92.67816925048828
2016-12-09,91.98744201660156
2016-12-12,93.10755920410156
2016-12-13,96.31848907470703
2016-12-14,94.61034393310547
2016-12-15,95.17040252685547
2016-12-16,95.00235748291016
2016-12-19,97.75593566894531
2016-12-20,97.00920867919922
2016-12-21,97.6065902709961
2016-12-22,97.66256713867188
2016-12-23,97.85860443115234
2016-12-27,98.31596374511719
2016-12-28,97.1678695678711
2016-12-29,97.0278549194336
2016-12-30,96.38381958007812
2017-01-03,98.50263977050781
2017-01-04,98.64266204833984
2017-01-05,97.33589935302734
2017-01-06,96.62649536132812
2017-01-09,96.13179016113281
2017-01-10,95.76776123046875
2017-01-11,97.73726654052734
2017-01-12,98.11994934082031
2017-01-13,98.54000091552734
2017-01-17,98.54000091552734
2017-01-18,99.9307632446289
2017-01-19,98.71733856201172
2017-01-20,98.50263977050781
2017-01-23,97.85860443115234
2017-01-24,97.1678695678711
