Date,AVB
2015-08-03,124.99851989746094
2015-08-04,124.05003356933594
2015-08-05,123.85603332519531
2015-08-06,124.13626861572266
2015-08-07,124.91226196289062
2015-08-10,124.84754180908203
2015-08-11,125.89663696289062
2015-08-12,126.24151611328125
2015-08-13,126.51448822021484
2015-08-14,127.26179504394531
2015-08-17,128.3179931640625
2015-08-18,129.11550903320312
2015-08-19,127.9946517944336
2015-08-20,127.46295166015625
2015-08-21,124.61767578125
2015-08-24,118.94864654541016
2015-08-25,116.74282836914062
2015-08-26,119.62405395507812
2015-08-27,121.16883850097656
2015-08-28,121.2191390991211
2015-08-31,118.5965805053711
2015-09-01,116.26863861083984
2015-09-02,117.20988464355469
2015-09-03,117.20988464355469
2015-09-04,115.34175872802734
2015-09-08,116.95121002197266
2015-09-09,115.77288055419922
2015-09-10,116.29737854003906
2015-09-11,119.10674285888672
2015-09-14,118.44573211669922
2015-09-15,120.01923370361328
2015-09-16,121.1257095336914
2015-09-17,122.03824615478516
2015-09-18,122.74239349365234
2015-09-21,123.81291961669922
2015-09-22,122.51966094970703
2015-09-23,123.15911102294922
2015-09-24,121.67179870605469
2015-09-25,122.61305236816406
2015-09-28,121.04960632324219
2015-09-29,125.0811996459961
2015-09-30,126.53607177734375
2015-10-01,126.8472900390625
2015-10-02,127.24544525146484
2015-10-05,128.14291381835938
2015-10-06,127.07890319824219
2015-10-07,127.9547119140625
2015-10-08,129.0042724609375
2015-10-09,129.51812744140625
2015-10-12,130.42294311523438
2015-10-13,130.08995056152344
2015-10-14,128.64231872558594
2015-10-15,130.8427734375
2015-10-16,132.76080322265625
2015-10-19,134.09262084960938
2015-10-20,133.68003845214844
2015-10-21,133.3471221923828
2015-10-22,133.75244140625
2015-10-23,132.3482666015625
2015-10-26,131.73304748535156
2015-10-27,129.49642944335938
2015-10-28,128.15740966796875
2015-10-29,128.80157470703125
2015-10-30,126.54332733154297
2015-11-02,130.3939666748047
2015-11-03,128.62791442871094
2015-11-04,128.91021728515625
2015-11-05,128.41799926757812
2015-11-06,125.18253326416016
2015-11-09,123.19933319091797
2015-11-10,124.849609375
2015-11-11,125.89913940429688
2015-11-12,125.81231689453125
2015-11-13,124.95818328857422
2015-11-16,126.24655151367188
2015-11-17,126.78221893310547
2015-11-18,127.6797103881836
2015-11-19,128.403564453125
2015-11-20,130.29986572265625
2015-11-23,131.37112426757812
2015-11-24,129.88731384277344
2015-11-25,131.03814697265625
2015-11-27,131.9863739013672
2015-11-30,131.5810546875
2015-12-01,133.8248291015625
2015-12-02,130.9078826904297
2015-12-03,127.54219055175781
2015-12-04,131.81263732910156
2015-12-07,129.5832977294922
2015-12-08,129.8222198486328
2015-12-09,128.20079040527344
2015-12-10,125.78331756591797
2015-12-11,126.60842895507812
2015-12-14,126.1742172241211
2015-12-15,128.01988220214844
2015-12-16,130.95130920410156
2015-12-17,129.54708862304688
2015-12-18,128.98976135253906
2015-12-21,130.2492218017578
2015-12-22,130.87890625
2015-12-23,132.5074920654297
2015-12-24,132.2614288330078
2015-12-28,133.1082305908203
2015-12-29,135.21435546875
2015-12-30,135.0540313720703
2015-12-31,134.1868133544922
2016-01-04,131.7017822265625
2016-01-05,134.73341369628906
2016-01-06,133.7277069091797
2016-01-07,133.1155548095703
2016-01-08,130.7543182373047
2016-01-11,131.57052612304688
2016-01-12,130.81991577148438
2016-01-13,128.9907684326172
2016-01-14,128.3931884765625
2016-01-15,128.0433349609375
2016-01-19,129.97457885742188
2016-01-20,124.99713897705078
2016-01-21,124.8368148803711
2016-01-22,127.04496002197266
2016-01-25,127.00123596191406
2016-01-26,129.7195281982422
2016-01-27,127.96319580078125
2016-01-28,124.42874908447266
2016-01-29,124.97528076171875
2016-02-01,125.3250732421875
2016-02-02,122.73799896240234
2016-02-03,123.22625732421875
2016-02-04,124.7056655883789
2016-02-05,121.1711654663086
2016-02-08,119.18891143798828
2016-02-09,117.41072845458984
2016-02-10,119.90311431884766
2016-02-11,117.73869323730469
2016-02-12,119.8229751586914
2016-02-16,120.51526641845703
2016-02-17,122.25701141357422
2016-02-18,122.69427490234375
2016-02-19,123.96959686279297
2016-02-22,124.669189453125
2016-02-23,124.2319564819336
2016-02-24,123.69261932373047
2016-02-25,125.86432647705078
2016-02-26,124.92425537109375
2016-02-29,125.08462524414062
2016-03-01,129.44992065429688
2016-03-02,130.10574340820312
2016-03-03,131.02403259277344
2016-03-04,131.19163513183594
2016-03-07,131.33009338378906
2016-03-08,130.70335388183594
2016-03-09,131.5049591064453
2016-03-10,130.7689208984375
2016-03-11,133.516357421875
2016-03-14,133.5819854736328
2016-03-15,134.1139373779297
2016-03-16,134.95205688476562
2016-03-17,137.6993865966797
2016-03-18,136.3074951171875
2016-03-21,134.84268188476562
2016-03-22,135.4402618408203
2016-03-23,135.19247436523438
2016-03-24,134.8864288330078
2016-03-28,136.2273712158203
2016-03-29,139.1856231689453
2016-03-30,138.61306762695312
2016-03-31,139.61871337890625
2016-04-01,139.37644958496094
2016-04-04,139.25167846679688
2016-04-05,139.23703002929688
2016-04-06,139.06814575195312
2016-04-07,137.9597625732422
2016-04-08,138.8846435546875
2016-04-11,136.19798278808594
2016-04-12,136.24935913085938
2016-04-13,134.3995361328125
2016-04-14,130.8686981201172
2016-04-15,133.17364501953125
2016-04-18,134.4142303466797
2016-04-19,134.78855895996094
2016-04-20,131.6981964111328
2016-04-21,130.38421630859375
2016-04-22,132.2560272216797
2016-04-25,133.34246826171875
2016-04-26,133.4158935546875
2016-04-27,131.7788848876953
2016-04-28,131.80831909179688
2016-04-29,129.77488708496094
2016-05-02,132.74050903320312
2016-05-03,133.14427185058594
2016-05-04,135.91172790527344
2016-05-05,136.9247283935547
2016-05-06,137.79090881347656
2016-05-09,138.72312927246094
2016-05-10,140.2059326171875
2016-05-11,137.32843017578125
2016-05-12,137.74685668945312
2016-05-13,136.60174560546875
2016-05-16,137.7542266845703
2016-05-17,135.32447814941406
2016-05-18,133.49668884277344
2016-05-19,131.62477111816406
2016-05-20,132.4542694091797
2016-05-23,132.28541564941406
2016-05-24,132.1973419189453
2016-05-25,132.725830078125
2016-05-26,132.08726501464844
2016-05-27,132.24136352539062
2016-05-31,132.0431671142578
2016-06-01,129.50331115722656
2016-06-02,129.59877014160156
2016-06-03,127.29378509521484
2016-06-06,124.95948028564453
2016-06-07,124.63645935058594
2016-06-08,124.50440216064453
2016-06-09,124.97417449951172
2016-06-10,124.8346939086914
2016-06-13,125.25315856933594
2016-06-14,124.7906494140625
2016-06-15,126.70657348632812
2016-06-16,127.87369537353516
2016-06-17,127.35987091064453
2016-06-20,127.7269058227539
2016-06-21,128.5123748779297
2016-06-22,128.4242706298828
2016-06-23,128.26278686523438
2016-06-24,126.67719268798828
2016-06-27,128.4462432861328
2016-06-28,131.6125030517578
2016-06-29,131.7900390625
2016-06-30,133.44712829589844
2016-07-01,133.6912841796875
2016-07-05,135.31137084960938
2016-07-06,134.5494384765625
2016-07-07,133.78744506835938
2016-07-08,136.81312561035156
2016-07-11,136.5245819091797
2016-07-12,137.3531494140625
2016-07-13,138.65509033203125
2016-07-14,137.19039916992188
2016-07-15,135.5702667236328
2016-07-18,135.49632263183594
2016-07-19,136.29527282714844
2016-07-20,135.94754028320312
2016-07-21,136.11769104003906
2016-07-22,137.09423828125
2016-07-25,136.98324584960938
2016-07-26,134.94882202148438
2016-07-27,132.98106384277344
2016-07-28,134.8452911376953
2016-07-29,137.33828735351562
2016-08-01,138.13726806640625
2016-08-02,136.70216369628906
2016-08-03,135.252197265625
2016-08-04,134.25344848632812
2016-08-05,135.09678649902344
2016-08-08,137.47145080566406
2016-08-09,137.5824737548828
2016-08-10,135.92538452148438
2016-08-11,134.12774658203125
2016-08-12,133.74305725097656
2016-08-15,134.46800231933594
2016-08-16,132.3004608154297
2016-08-17,131.90101623535156
2016-08-18,131.10948181152344
2016-08-19,130.31788635253906
2016-08-22,130.16258239746094
2016-08-23,129.43756103515625
2016-08-24,129.0751190185547
2016-08-25,129.59295654296875
2016-08-26,128.3870849609375
2016-08-29,129.8666229248047
2016-08-30,129.0306854248047
2016-08-31,129.4671630859375
2016-09-01,130.05902099609375
2016-09-02,129.80007934570312
2016-09-06,132.29307556152344
2016-09-07,133.02542114257812
2016-09-08,130.15513610839844
2016-09-09,125.53153228759766
2016-09-12,127.64732360839844
2016-09-13,124.95454406738281
2016-09-14,126.69303131103516
2016-09-15,128.18731689453125
2016-09-16,128.224365234375
2016-09-19,129.76307678222656
2016-09-20,130.31051635742188
2016-09-21,132.27835083007812
2016-09-22,134.71954345703125
2016-09-23,135.20774841308594
2016-09-26,135.7330322265625
2016-09-27,134.4606170654297
2016-09-28,135.34010314941406
2016-09-29,133.70785522460938
2016-09-30,132.54519653320312
2016-10-03,129.4819793701172
2016-10-04,128.6621551513672
2016-10-05,124.53314208984375
2016-10-06,124.42882537841797
2016-10-07,123.4449691772461
2016-10-10,124.55548095703125
2016-10-11,124.37664031982422
2016-10-12,124.95796203613281
2016-10-13,125.2933578491211
2016-10-14,125.90453338623047
2016-10-17,126.02373504638672
2016-10-18,125.78526306152344
2016-10-19,126.0610122680664
2016-10-20,125.30081939697266
2016-10-21,125.16665649414062
2016-10-24,125.37535858154297
2016-10-25,124.36914825439453
2016-10-26,126.05353546142578
2016-10-27,123.49717712402344
2016-10-28,124.80889129638672
2016-10-31,127.58142852783203
2016-11-01,126.15044403076172
2016-11-02,126.38153076171875
2016-11-03,127.1566162109375
2016-11-04,127.90196228027344
2016-11-07,127.23860168457031
2016-11-08,128.87823486328125
2016-11-09,126.18028259277344
2016-11-10,124.11579895019531
2016-11-11,124.95796203613281
2016-11-14,127.59638214111328
2016-11-15,123.07231140136719
2016-11-16,124.23504638671875
2016-11-17,122.29722595214844
2016-11-18,120.97801971435547
2016-11-21,119.06266021728516
2016-11-22,121.03764343261719
2016-11-23,119.57686614990234
2016-11-25,119.91970825195312
2016-11-28,121.79786682128906
2016-11-29,122.79659271240234
2016-11-30,122.5953598022461
2016-12-01,121.85753631591797
2016-12-02,122.6996841430664
2016-12-05,122.69222259521484
2016-12-06,122.37918853759766
2016-12-07,125.28584289550781
2016-12-08,125.78526306152344
2016-12-09,125.99394989013672
2016-12-12,127.00010681152344
