Date,RMD
2015-08-03,48.94184494018555
2015-08-04,49.38356018066406
2015-08-05,49.07435989379883
2015-08-06,48.43830490112305
2015-08-07,48.48247146606445
2015-08-10,48.97718811035156
2015-08-11,48.72983169555664
2015-08-12,48.747501373291016
2015-08-13,48.85350036621094
2015-08-14,49.33938980102539
2015-08-17,48.85350036621094
2015-08-18,48.75580596923828
2015-08-19,48.373863220214844
2015-08-20,47.9030876159668
2015-08-21,46.63288879394531
2015-08-24,44.00369644165039
2015-08-25,44.87416458129883
2015-08-26,46.019996643066406
2015-08-27,45.877906799316406
2015-08-28,46.60624694824219
2015-08-31,46.135475158691406
2015-09-01,45.07847213745117
2015-09-02,46.108829498291016
2015-09-03,45.86012268066406
2015-09-04,45.45153045654297
2015-09-08,46.108829498291016
2015-09-09,44.77646255493164
2015-09-10,45.051822662353516
2015-09-11,45.72687911987305
2015-09-14,45.2561149597168
2015-09-15,45.21170425415039
2015-09-16,45.21170425415039
2015-09-17,45.522586822509766
2015-09-18,45.300537109375
2015-09-21,44.6521110534668
2015-09-22,44.22575759887695
2015-09-23,44.181339263916016
2015-09-24,45.940067291259766
2015-09-25,44.87416458129883
2015-09-28,43.90598678588867
2015-09-29,44.9630012512207
2015-09-30,45.264991760253906
2015-10-01,45.522586822509766
2015-10-02,45.8956413269043
2015-10-05,46.7750244140625
2015-10-06,47.00595474243164
2015-10-07,48.02745056152344
2015-10-08,47.88533020019531
2015-10-09,48.23173522949219
2015-10-12,48.45378875732422
2015-10-13,48.427154541015625
2015-10-14,49.075584411621094
2015-10-15,50.034881591796875
2015-10-16,50.185882568359375
2015-10-19,51.420536041259766
2015-10-20,50.150360107421875
2015-10-21,49.92829132080078
2015-10-22,49.297637939453125
2015-10-23,49.96382522583008
2015-10-26,49.95493698120117
2015-10-27,50.99418258666992
2015-10-28,51.251773834228516
2015-10-29,50.905357360839844
2015-10-30,51.171836853027344
2015-11-02,51.713661193847656
2015-11-03,52.01565933227539
2015-11-04,51.989013671875
2015-11-05,51.944610595703125
2015-11-06,51.838016510009766
2015-11-09,51.49159622192383
2015-11-10,51.42942810058594
2015-11-11,51.84690475463867
2015-11-12,50.949764251708984
2015-11-13,50.91423797607422
2015-11-16,51.011940002441406
2015-11-17,51.413753509521484
2015-11-18,51.913787841796875
2015-11-19,52.003074645996094
2015-11-20,52.78884506225586
2015-11-23,52.190589904785156
2015-11-24,52.76205825805664
2015-11-25,53.16386795043945
2015-11-27,53.59245681762695
2015-11-30,53.190650939941406
2015-12-01,53.5120964050293
2015-12-02,53.47639083862305
2015-12-03,52.074501037597656
2015-12-04,51.61021041870117
2015-12-07,50.47620391845703
2015-12-08,50.37797546386719
2015-12-09,49.163631439208984
2015-12-10,49.71723937988281
2015-12-11,49.38684844970703
2015-12-14,49.6993522644043
2015-12-15,49.744014739990234
2015-12-16,50.11902618408203
2015-12-17,49.27970886230469
2015-12-18,48.21714401245117
2015-12-21,47.243873596191406
2015-12-22,47.80640411376953
2015-12-23,48.32428741455078
2015-12-24,48.14570617675781
2015-12-28,48.32428741455078
2015-12-29,48.66360855102539
2015-12-30,48.547515869140625
2015-12-31,47.94034957885742
2016-01-04,46.61883544921875
2016-01-05,46.824214935302734
2016-01-06,45.89557647705078
2016-01-07,46.30630874633789
2016-01-08,46.53845977783203
2016-01-11,46.7170524597168
2016-01-12,47.440311431884766
2016-01-13,47.43138122558594
2016-01-14,48.368927001953125
2016-01-15,47.58317565917969
2016-01-19,47.91354751586914
2016-01-20,48.00284194946289
2016-01-21,48.25284957885742
2016-01-22,51.40483093261719
2016-01-25,52.378089904785156
2016-01-26,52.69954299926758
2016-01-27,51.40483093261719
2016-01-28,50.226200103759766
2016-01-29,50.62799835205078
2016-02-01,51.10124588012695
2016-02-02,50.94052505493164
2016-02-03,51.413753509521484
2016-02-04,51.628055572509766
2016-02-05,51.2708854675293
2016-02-08,50.93159103393555
2016-02-09,51.326541900634766
2016-02-10,51.8292121887207
2016-02-11,51.272682189941406
2016-02-12,51.954891204833984
2016-02-16,52.987144470214844
2016-02-17,53.18464279174805
2016-02-18,53.1397590637207
2016-02-19,52.8704719543457
2016-02-22,53.19361114501953
2016-02-23,52.05363464355469
2016-02-24,51.874088287353516
2016-02-25,51.52402114868164
2016-02-26,51.8292121887207
2016-02-29,51.08417892456055
2016-03-01,51.46120834350586
2016-03-02,51.38937759399414
2016-03-03,51.550941467285156
2016-03-04,51.92796325683594
2016-03-07,52.1523551940918
2016-03-08,52.01771545410156
2016-03-09,52.05363464355469
2016-03-10,52.78070831298828
2016-03-11,54.18100357055664
2016-03-14,53.0410270690918
2016-03-15,52.762760162353516
2016-03-16,51.43425750732422
2016-03-17,50.2673454284668
2016-03-18,50.572532653808594
2016-03-21,50.43788528442383
2016-03-22,50.599464416503906
2016-03-23,50.581512451171875
2016-03-24,49.791595458984375
2016-03-28,50.240413665771484
2016-03-29,50.50071716308594
2016-03-30,51.066226959228516
2016-03-31,51.90102767944336
2016-04-01,52.95125198364258
2016-04-04,52.762760162353516
2016-04-05,52.224178314208984
2016-04-06,53.426998138427734
2016-04-07,52.96023941040039
2016-04-08,52.583221435546875
2016-04-11,52.708885192871094
2016-04-12,53.32825469970703
2016-04-13,54.028411865234375
2016-04-14,53.37314224243164
2016-04-15,53.63345718383789
2016-04-18,53.768096923828125
2016-04-19,53.5616455078125
2016-04-20,53.87582778930664
2016-04-21,54.2528076171875
2016-04-22,54.50415802001953
2016-04-25,54.89912033081055
2016-04-26,54.71059799194336
2016-04-27,50.85080337524414
2016-04-28,50.71613693237305
2016-04-29,50.087806701660156
2016-05-02,50.384033203125
2016-05-03,49.944190979003906
2016-05-04,50.294273376464844
2016-05-05,50.635353088378906
2016-05-06,50.69819641113281
2016-05-09,51.0213508605957
2016-05-10,51.65865707397461
2016-05-11,51.65865707397461
2016-05-12,51.892051696777344
2016-05-13,51.559932708740234
2016-05-16,52.14338684082031
2016-05-17,51.638099670410156
2016-05-18,51.34035110473633
2016-05-19,51.28621292114258
2016-05-20,51.989994049072266
2016-05-23,51.80953598022461
2016-05-24,52.45016098022461
2016-05-25,52.08023452758789
2016-05-26,52.5313720703125
2016-05-27,52.72987747192383
2016-05-31,53.2892951965332
2016-06-01,53.3885498046875
2016-06-02,53.73141098022461
2016-06-03,53.7224006652832
2016-06-06,54.01112365722656
2016-06-07,54.0291748046875
2016-06-08,54.34497833251953
2016-06-09,54.588592529296875
2016-06-10,53.95698928833008
2016-06-13,53.43367004394531
2016-06-14,53.75849533081055
2016-06-15,53.21711730957031
2016-06-16,53.00056457519531
2016-06-17,52.65769958496094
2016-06-20,54.002105712890625
2016-06-21,55.7435302734375
2016-06-22,56.23978805541992
2016-06-23,57.81880187988281
2016-06-24,54.60663986206055
2016-06-27,53.43367004394531
2016-06-28,54.44424057006836
2016-06-29,55.96910095214844
2016-06-30,57.05185317993164
2016-07-01,57.322540283203125
2016-07-05,57.385684967041016
2016-07-06,57.6654167175293
2016-07-07,57.160133361816406
2016-07-08,58.206783294677734
2016-07-11,57.9992561340332
2016-07-12,57.76465606689453
2016-07-13,58.134605407714844
2016-07-14,58.7391357421875
2016-07-15,58.46844482421875
2016-07-18,59.44291305541992
2016-07-19,59.10908126831055
2016-07-20,59.66849899291992
2016-07-21,59.45193862915039
2016-07-22,59.48802947998047
2016-07-25,59.10908126831055
2016-07-26,59.5060920715332
2016-07-27,58.766197204589844
2016-07-28,59.28050994873047
2016-07-29,62.1497802734375
2016-08-01,63.025020599365234
2016-08-02,62.60093688964844
2016-08-03,62.07759094238281
2016-08-04,62.348297119140625
2016-08-05,63.025020599365234
2016-08-08,63.67466354370117
2016-08-09,63.764892578125
2016-08-10,63.313751220703125
2016-08-11,63.62053680419922
2016-08-12,63.539329528808594
2016-08-15,63.701725006103516
2016-08-16,62.63203811645508
2016-08-17,62.07904815673828
2016-08-18,63.06716537475586
2016-08-19,63.52043533325195
2016-08-22,63.25753402709961
2016-08-23,61.02745056152344
2016-08-24,61.64392852783203
2016-08-25,62.042789459228516
2016-08-26,62.57763671875
2016-08-29,61.55326843261719
2016-08-30,60.93682098388672
2016-08-31,60.45635986328125
2016-09-01,60.84618377685547
2016-09-02,60.79179382324219
2016-09-06,61.1634521484375
2016-09-07,61.28130340576172
2016-09-08,60.79179382324219
2016-09-09,59.332271575927734
2016-09-12,59.5045051574707
2016-09-13,58.67050552368164
2016-09-14,58.80646896362305
2016-09-15,58.88807678222656
2016-09-16,58.43479537963867
2016-09-19,57.773040771484375
2016-09-20,57.51921844482422
2016-09-21,57.83649826049805
2016-09-22,57.999664306640625
2016-09-23,57.337894439697266
2016-09-26,57.64613723754883
2016-09-27,58.471065521240234
2016-09-28,58.68863296508789
2016-09-29,58.208160400390625
2016-09-30,58.733951568603516
2016-10-03,58.31695556640625
2016-10-04,58.126583099365234
2016-10-05,57.936214447021484
2016-10-06,58.471065521240234
2016-10-07,57.954345703125
2016-10-10,59.06937789916992
2016-10-11,58.090335845947266
2016-10-12,58.072181701660156
2016-10-13,57.8818244934082
2016-10-14,58.60704803466797
2016-10-17,58.18096923828125
2016-10-18,58.915260314941406
2016-10-19,58.48919677734375
2016-10-20,57.63705825805664
2016-10-21,57.763973236083984
2016-10-24,57.80023956298828
2016-10-25,58.135650634765625
2016-10-26,54.89027404785156
2016-10-27,54.23758316040039
2016-10-28,54.708961486816406
2016-10-31,54.18318176269531
2016-11-01,52.74181365966797
2016-11-02,52.17068099975586
2016-11-03,51.98031997680664
2016-11-04,52.0528450012207
2016-11-07,52.5423698425293
2016-11-08,52.505897521972656
2016-11-09,53.20792770385742
2016-11-10,54.083160400390625
2016-11-11,54.566375732421875
2016-11-14,53.39027404785156
2016-11-15,53.35379409790039
2016-11-16,52.660892486572266
2016-11-17,53.59996032714844
2016-11-18,53.362918853759766
2016-11-21,53.35379409790039
2016-11-22,52.94351577758789
2016-11-23,53.08939743041992
2016-11-25,53.81877517700195
2016-11-28,55.2592887878418
2016-11-29,56.62687301635742
2016-11-30,56.0524787902832
2016-12-01,54.30199432373047
2016-12-02,54.26551818847656
2016-12-05,54.639320373535156
2016-12-06,54.502559661865234
2016-12-07,55.01313018798828
2016-12-08,55.95219802856445
2016-12-09,56.73628234863281
2016-12-12,57.22860336303711
2016-12-13,57.11009216308594
2016-12-14,56.71804428100586
2016-12-15,56.80921173095703
2016-12-16,57.00978088378906
2016-12-19,56.80009078979492
2016-12-20,56.553932189941406
2016-12-21,56.18013000488281
2016-12-22,56.18013000488281
2016-12-23,56.553932189941406
2016-12-27,56.39892578125
2016-12-28,56.23482894897461
2016-12-29,56.927730560302734
2016-12-30,56.57215881347656
2017-01-03,56.48099136352539
2017-01-04,56.845680236816406
2017-01-05,56.408050537109375
2017-01-06,56.654232025146484
2017-01-09,57.67533493041992
2017-01-10,58.57795333862305
2017-01-11,58.4503059387207
2017-01-12,58.587074279785156
2017-01-13,59.562618255615234
2017-01-17,58.514122009277344
2017-01-18,57.70270538330078
2017-01-19,57.34713363647461
2017-01-20,58.03091812133789
2017-01-23,57.985328674316406
2017-01-24,63.56503677368164
2017-01-25,63.68358612060547
2017-01-26,62.35246658325195
2017-01-27,62.124542236328125
2017-01-30,61.723388671875
2017-01-31,61.57750701904297
2017-02-01,61.039588928222656
2017-02-02,61.085174560546875
2017-02-03,62.18836212158203
2017-02-06,62.6259651184082
2017-02-07,63.148170471191406
2017-02-08,63.54210662841797
2017-02-09,63.945186614990234
2017-02-10,64.33912658691406
2017-02-13,64.91625213623047
2017-02-14,65.1086654663086
2017-02-15,65.6858139038086
2017-02-16,65.88735961914062
2017-02-17,66.20802307128906
2017-02-21,66.15304565429688
2017-02-22,66.30879211425781
2017-02-23,65.6125259399414
2017-02-24,65.92402648925781
2017-02-27,65.97896575927734
2017-02-28,65.98814392089844
2017-03-01,66.83097076416016
2017-03-02,66.4004135131836
2017-03-03,66.30879211425781
2017-03-06,65.79574584960938
2017-03-07,65.52092742919922
2017-03-08,64.79717254638672
2017-03-09,64.84298706054688
2017-03-10,65.44763946533203
2017-03-13,65.6675033569336
2017-03-14,65.0445327758789
2017-03-15,65.49342346191406
2017-03-16,65.30107116699219
2017-03-17,65.63085174560547
2017-03-20,65.32852935791016
2017-03-21,64.78801727294922
2017-03-22,65.31021881103516
