Date,FINEORG.NS
2018-07-02,803.7003173828125
2018-07-03,802.6747436523438
2018-07-04,799.7443237304688
2018-07-05,801.16064453125
2018-07-06,788.3159790039062
2018-07-09,786.4600219726562
2018-07-10,789.1461791992188
2018-07-11,790.904541015625
2018-07-12,800.6234130859375
2018-07-13,787.0949096679688
2018-07-16,772.101318359375
2018-07-17,771.56396484375
2018-07-18,762.2846069335938
2018-07-19,763.8474731445312
2018-07-20,734.1041870117188
2018-07-23,733.07861328125
2018-07-24,752.9072875976562
2018-07-25,743.7744140625
2018-07-26,766.7289428710938
2018-07-27,791.002197265625
2018-07-30,805.8492431640625
2018-07-31,808.535400390625
2018-08-01,785.5809936523438
2018-08-02,781.9178466796875
2018-08-03,776.2525634765625
2018-08-06,781.5271606445312
2018-08-07,789.2438354492188
2018-08-08,788.0228271484375
2018-08-09,782.2110595703125
2018-08-10,781.038818359375
2018-08-13,775.5199584960938
2018-08-14,798.8652954101562
2018-08-16,810.537841796875
2018-08-17,807.8027954101562
2018-08-20,821.331298828125
2018-08-21,877.5942993164062
2018-08-23,952.6602783203125
2018-08-24,951.9765014648438
2018-08-27,947.043701171875
2018-08-28,934.736328125
2018-08-29,974.393798828125
2018-08-30,980.8406372070312
2018-08-31,1027.286865234375
2018-09-03,1088.1405029296875
2018-09-04,1071.3887939453125
2018-09-05,1113.68359375
2018-09-06,1112.560302734375
2018-09-07,1099.5205078125
2018-09-10,1081.40087890625
2018-09-11,1072.4632568359375
2018-09-12,1070.8515625
2018-09-14,1106.9437255859375
2018-09-17,1096.00390625
2018-09-18,1083.8916015625
2018-09-19,1041.0333251953125
2018-09-21,1081.13916015625
2018-09-24,1144.78759765625
2018-09-25,1099.2264404296875
2018-09-26,1086.0050048828125
2018-09-27,1079.2222900390625
2018-09-28,1040.591064453125
2018-10-01,1051.25634765625
2018-10-03,1011.3471069335938
2018-10-04,1004.3678588867188
2018-10-05,1002.9917602539062
2018-10-08,1021.8160400390625
2018-10-09,1016.458740234375
2018-10-10,1094.6553955078125
2018-10-11,1041.573974609375
2018-10-12,1080.942626953125
2018-10-15,1071.456787109375
2018-10-16,1097.506103515625
2018-10-17,1076.4208984375
2018-10-19,1038.575927734375
2018-10-22,1022.5530395507812
2018-10-23,1025.207275390625
2018-10-24,1017.2450561523438
2018-10-25,1022.0125122070312
2018-10-26,1020.6853637695312
2018-10-29,1075.6839599609375
2018-10-30,1058.6781005859375
2018-10-31,1109.302001953125
2018-11-01,1121.8349609375
2018-11-02,1108.1221923828125
2018-11-05,1062.4134521484375
2018-11-06,1082.024169921875
2018-11-07,1101.58544921875
2018-11-09,1101.2906494140625
2018-11-12,1128.126220703125
2018-11-13,1195.657470703125
2018-11-14,1146.5572509765625
2018-11-15,1150.29248046875
2018-11-16,1127.73291015625
2018-11-19,1103.797119140625
2018-11-20,1109.4002685546875
2018-11-21,1101.388916015625
2018-11-22,1119.573974609375
2018-11-26,1110.67822265625
2018-11-27,1119.7706298828125
2018-11-28,1100.9957275390625
2018-11-29,1100.7501220703125
2018-11-30,1098.882080078125
2018-12-03,1112.447265625
2018-12-04,1107.581787109375
2018-12-05,1128.17529296875
2018-12-06,1117.3621826171875
2018-12-07,1137.2677001953125
2018-12-10,1120.99951171875
2018-12-11,1126.0618896484375
2018-12-12,1180.3228759765625
2018-12-13,1169.2642822265625
2018-12-14,1157.9598388671875
2018-12-17,1151.226318359375
2018-12-18,1154.7156982421875
2018-12-19,1176.7840576171875
2018-12-20,1196.5914306640625
2018-12-21,1162.97314453125
2018-12-24,1147.736572265625
2018-12-26,1148.523193359375
2018-12-27,1157.3701171875
2018-12-28,1156.1414794921875
2018-12-31,1167.789794921875
2019-01-01,1191.430419921875
2019-01-02,1182.09228515625
2019-01-03,1180.0279541015625
2019-01-04,1183.2225341796875
2019-01-07,1154.6175537109375
2019-01-08,1157.3701171875
2019-01-09,1177.6195068359375
2019-01-10,1159.2376708984375
2019-01-11,1170.39453125
2019-01-14,1166.1185302734375
2019-01-15,1166.41357421875
2019-01-16,1162.97314453125
2019-01-17,1172.802978515625
2019-01-18,1150.2435302734375
2019-01-21,1126.7008056640625
2019-01-22,1124.538330078125
2019-01-23,1148.1790771484375
2019-01-24,1128.66650390625
2019-01-25,1106.0087890625
2019-01-28,1049.388916015625
2019-01-29,1011.3963012695312
2019-01-30,1015.7214965820312
2019-01-31,1098.4891357421875
2019-02-01,1081.041015625
2019-02-04,1052.28857421875
2019-02-05,1035.0369873046875
2019-02-06,1048.2093505859375
2019-02-07,1074.1600341796875
2019-02-08,1061.72509765625
2019-02-11,1082.367919921875
2019-02-12,1066.9351806640625
2019-02-14,1111.4644775390625
2019-02-15,1125.668701171875
2019-02-18,1091.6080322265625
2019-02-19,1083.989990234375
2019-02-20,1108.2696533203125
2019-02-21,1104.9278564453125
2019-02-22,1128.66650390625
2019-02-25,1110.6287841796875
2019-02-26,1106.64794921875
2019-02-27,1111.75927734375
2019-02-28,1125.91455078125
2019-03-01,1117.509765625
2019-03-05,1128.47021484375
2019-03-06,1159.97509765625
2019-03-07,1180.9617919921875
2019-03-08,1180.5191650390625
2019-03-11,1166.26611328125
2019-03-12,1183.861572265625
2019-03-13,1182.7802734375
2019-03-14,1174.7197265625
2019-03-15,1210.2056884765625
2019-03-18,1268.054443359375
2019-03-19,1288.0582275390625
2019-03-20,1254.6859130859375
2019-03-22,1239.4984130859375
2019-03-25,1236.107177734375
2019-03-26,1206.666748046875
2019-03-27,1246.232177734375
2019-03-28,1246.4287109375
2019-04-01,1269.922119140625
2019-04-02,1298.62548828125
2019-04-03,1310.863525390625
2019-04-04,1292.727294921875
2019-04-05,1292.08837890625
2019-04-08,1299.1663818359375
2019-04-09,1317.056396484375
2019-04-10,1284.8145751953125
2019-04-11,1287.3701171875
2019-04-12,1273.70654296875
2019-04-15,1295.381591796875
2019-04-16,1323.15087890625
2019-04-18,1286.0924072265625
2019-04-22,1279.850341796875
2019-04-23,1298.2322998046875
2019-04-24,1359.767333984375
2019-04-25,1367.090576171875
2019-04-26,1366.205810546875
2019-04-30,1365.9110107421875
2019-05-02,1403.854248046875
2019-05-03,1411.4232177734375
2019-05-06,1397.6123046875
2019-05-07,1395.3515625
2019-05-08,1343.4005126953125
2019-05-09,1337.3551025390625
2019-05-10,1346.74267578125
2019-05-13,1332.833251953125
2019-05-14,1327.427001953125
2019-05-15,1327.18115234375
2019-05-16,1339.370361328125
2019-05-17,1339.8126220703125
2019-05-20,1358.53857421875
2019-05-21,1357.948486328125
2019-05-22,1397.7105712890625
2019-05-23,1407.4913330078125
2019-05-24,1475.36669921875
2019-05-27,1473.4007568359375
2019-05-28,1447.74462890625
2019-05-29,1463.914794921875
2019-05-30,1473.3023681640625
2019-05-31,1519.699462890625
2019-06-03,1557.24951171875
2019-06-04,1550.5653076171875
2019-06-06,1490.5537109375
2019-06-07,1464.7996826171875
2019-06-10,1468.780517578125
2019-06-11,1454.8714599609375
2019-06-12,1453.9375
2019-06-13,1434.8184814453125
2019-06-14,1418.30419921875
2019-06-17,1423.6121826171875
2019-06-18,1418.30419921875
2019-06-19,1397.21923828125
