Date,INOXWIND.NS
2015-08-21,96.5374984741211
2015-08-24,85.61250305175781
2015-08-25,86.6875
2015-08-26,85.82499694824219
2015-08-27,88.9749984741211
2015-08-28,89.75
2015-08-31,91.51249694824219
2015-09-01,93.57499694824219
2015-09-02,95.0374984741211
2015-09-03,95.57499694824219
2015-09-04,94.2750015258789
2015-09-07,91.125
2015-09-08,93.07499694824219
2015-09-09,98.0875015258789
2015-09-10,95.125
2015-09-11,93.8499984741211
2015-09-14,94.05000305175781
2015-09-15,93.36250305175781
2015-09-16,94.0
2015-09-18,92.98750305175781
2015-09-21,92.38749694824219
2015-09-22,90.86250305175781
2015-09-23,89.4124984741211
2015-09-24,89.36250305175781
2015-09-28,87.2750015258789
2015-09-29,86.625
2015-09-30,89.69999694824219
2015-10-01,89.1500015258789
2015-10-05,90.3499984741211
2015-10-06,91.875
2015-10-07,91.3375015258789
2015-10-08,91.01249694824219
2015-10-09,91.5374984741211
2015-10-12,93.32499694824219
2015-10-13,95.48750305175781
2015-10-14,95.19999694824219
2015-10-15,96.875
2015-10-16,98.82499694824219
2015-10-19,98.98750305175781
2015-10-20,100.5374984741211
2015-10-21,100.0999984741211
2015-10-23,99.23750305175781
2015-10-26,97.38749694824219
2015-10-27,100.8499984741211
2015-10-28,100.375
2015-10-29,100.3499984741211
2015-10-30,99.25
2015-11-02,97.4749984741211
2015-11-03,97.1500015258789
2015-11-04,97.07499694824219
2015-11-05,95.94999694824219
2015-11-06,94.4124984741211
2015-11-09,92.23750305175781
2015-11-10,91.8375015258789
2015-11-13,89.94999694824219
2015-11-16,91.4749984741211
2015-11-17,91.05000305175781
2015-11-18,89.9124984741211
2015-11-19,92.4124984741211
2015-11-20,91.5875015258789
2015-11-23,91.38749694824219
2015-11-24,91.625
2015-11-26,90.11250305175781
2015-11-27,90.3499984741211
2015-11-30,90.36250305175781
2015-12-01,90.7874984741211
2015-12-02,90.5999984741211
2015-12-03,90.19999694824219
2015-12-04,89.44999694824219
2015-12-07,89.2249984741211
2015-12-08,87.4000015258789
2015-12-09,86.98750305175781
2015-12-10,87.6500015258789
2015-12-11,85.57499694824219
2015-12-14,85.48750305175781
2015-12-15,87.125
2015-12-16,87.9375
2015-12-17,87.94999694824219
2015-12-18,88.0625
2015-12-21,91.51249694824219
2015-12-22,89.98750305175781
2015-12-23,91.3125
2015-12-24,91.4375
2015-12-28,91.13749694824219
2015-12-29,89.9375
2015-12-30,90.2125015258789
2015-12-31,89.88749694824219
2016-01-01,89.9749984741211
2016-01-04,89.9000015258789
2016-01-05,89.7874984741211
2016-01-06,91.0625
2016-01-07,87.375
2016-01-08,88.0875015258789
2016-01-11,86.5625
2016-01-12,86.7874984741211
2016-01-13,85.375
2016-01-14,83.0625
2016-01-15,79.8125
2016-01-18,77.8499984741211
2016-01-19,80.625
2016-01-20,80.1500015258789
2016-01-21,78.2249984741211
2016-01-22,77.4749984741211
2016-01-25,77.0
2016-01-27,79.2249984741211
2016-01-28,79.38749694824219
2016-01-29,79.2249984741211
2016-02-01,77.51249694824219
2016-02-02,75.625
2016-02-03,73.63749694824219
2016-02-04,71.75
2016-02-05,73.67500305175781
2016-02-08,68.48750305175781
2016-02-09,67.4000015258789
2016-02-10,64.17500305175781
2016-02-11,61.01250076293945
2016-02-12,61.32500076293945
2016-02-15,62.150001525878906
2016-02-16,58.07500076293945
2016-02-17,58.0
2016-02-18,56.849998474121094
2016-02-19,58.125
2016-02-22,59.23749923706055
2016-02-23,57.337501525878906
2016-02-24,56.79999923706055
2016-02-25,55.63750076293945
2016-02-26,54.67499923706055
2016-02-29,54.70000076293945
2016-03-01,57.9375
2016-03-02,59.587501525878906
2016-03-03,71.07499694824219
2016-03-04,73.98750305175781
2016-03-08,72.13749694824219
2016-03-09,70.5625
2016-03-10,67.57499694824219
2016-03-11,64.625
2016-03-14,63.150001525878906
2016-03-15,63.150001525878906
2016-03-16,66.48750305175781
2016-03-17,66.375
2016-03-18,66.75
2016-03-21,67.8499984741211
2016-03-22,67.9625015258789
2016-03-23,66.8499984741211
2016-03-28,64.48750305175781
2016-03-29,62.912498474121094
2016-03-30,65.5374984741211
2016-03-31,64.80000305175781
2016-04-01,66.73750305175781
2016-04-04,64.9000015258789
2016-04-05,61.525001525878906
2016-04-06,61.88750076293945
2016-04-07,61.9375
2016-04-08,61.17499923706055
2016-04-11,61.1875
2016-04-12,63.23749923706055
2016-04-13,63.67499923706055
2016-04-18,63.76250076293945
2016-04-20,68.73750305175781
2016-04-21,68.13749694824219
2016-04-22,67.4749984741211
2016-04-25,67.73750305175781
2016-04-26,66.1624984741211
2016-04-27,67.4375
2016-04-28,67.36250305175781
2016-04-29,67.94999694824219
2016-05-02,72.1624984741211
2016-05-03,70.7249984741211
2016-05-04,71.125
2016-05-05,72.86250305175781
2016-05-06,60.38750076293945
2016-05-09,62.48749923706055
2016-05-10,60.6875
2016-05-11,58.42499923706055
2016-05-12,59.1875
2016-05-13,59.974998474121094
2016-05-16,61.162498474121094
2016-05-17,61.25
2016-05-18,59.88750076293945
2016-05-19,59.26250076293945
2016-05-20,58.099998474121094
2016-05-23,58.75
2016-05-24,57.912498474121094
2016-05-25,56.962501525878906
2016-05-26,57.13750076293945
2016-05-27,56.04999923706055
2016-05-30,56.375
2016-05-31,54.662498474121094
2016-06-01,54.73749923706055
2016-06-02,54.337501525878906
2016-06-03,54.587501525878906
2016-06-06,53.54999923706055
2016-06-07,57.1875
2016-06-08,58.212501525878906
2016-06-09,58.32500076293945
2016-06-10,60.3125
2016-06-13,60.849998474121094
2016-06-14,62.037498474121094
2016-06-15,61.1875
2016-06-16,60.26250076293945
2016-06-17,58.13750076293945
2016-06-20,57.525001525878906
2016-06-21,58.275001525878906
2016-06-22,59.11249923706055
2016-06-23,57.912498474121094
2016-06-24,56.36249923706055
2016-06-27,57.400001525878906
2016-06-28,57.712501525878906
2016-06-29,58.76250076293945
2016-06-30,59.4375
