Date,HSX.L
2016-03-21,955.6149291992188
2016-03-22,957.611083984375
2016-03-23,963.10009765625
2016-03-24,952.1218872070312
2016-03-29,961.1041259765625
2016-03-30,967.59130859375
2016-03-31,967.0925903320312
2016-04-01,963.10009765625
2016-04-04,965.0962524414062
2016-04-05,956.6130981445312
2016-04-06,962.1022338867188
2016-04-07,953.6188354492188
2016-04-08,954.1179809570312
2016-04-11,951.6228637695312
2016-04-12,946.1337280273438
2016-04-13,961.6030883789062
2016-04-14,963.10009765625
2016-04-15,935.1553344726562
2016-04-18,921.6820068359375
2016-04-19,921.182861328125
2016-04-20,918.188720703125
2016-04-21,909.2064208984375
2016-04-22,912.2007446289062
2016-04-25,906.2125854492188
2016-04-26,909.70556640625
2016-04-27,914.19677734375
2016-04-28,905.71337890625
2016-04-29,898.7271728515625
2016-05-03,902.2203369140625
2016-05-04,912.2007446289062
2016-05-05,907.2106323242188
2016-05-06,920.683837890625
2016-05-09,928.1689453125
2016-05-10,945.1356811523438
2016-05-11,950.1258544921875
2016-05-12,955.1160278320312
2016-05-13,953.1199951171875
2016-05-16,956.6130981445312
2016-05-17,968.0902099609375
2016-05-18,978.0707397460938
2016-05-19,974.5775756835938
2016-05-20,982.5618286132812
2016-05-23,987.5519409179688
2016-05-24,993.0411376953125
2016-05-25,979.0687255859375
2016-05-26,974.07861328125
2016-05-27,973.57958984375
2016-05-31,981.5638427734375
2016-06-01,980.0667724609375
2016-06-02,974.5775756835938
2016-06-03,971.5835571289062
2016-06-06,977.5717163085938
2016-06-07,972.5814208984375
2016-06-08,971.08447265625
2016-06-09,972.0825805664062
2016-06-10,947.6307373046875
2016-06-13,950.1258544921875
2016-06-14,948.6288452148438
2016-06-15,950.1258544921875
2016-06-16,947.6307373046875
2016-06-17,961.1041259765625
2016-06-20,985.555908203125
2016-06-21,990.0470581054688
2016-06-22,998.0313110351562
2016-06-23,1013.999755859375
2016-06-24,991.0450439453125
2016-06-27,913.6975708007812
2016-06-28,938.1493530273438
2016-06-29,986.0548706054688
2016-06-30,1029.9681396484375
2016-07-01,1038.9505615234375
2016-07-04,1020.9860229492188
2016-07-05,1016.9940185546875
2016-07-06,1007.0136108398438
2016-07-07,1004.0194091796875
2016-07-08,1021.9841918945312
2016-07-11,1048.9307861328125
2016-07-12,1050.927001953125
2016-07-13,1040.9466552734375
2016-07-14,1044.93896484375
2016-07-15,1040.9466552734375
2016-07-18,1051.925048828125
2016-07-19,1050.927001953125
2016-07-20,1068.8916015625
2016-07-21,1063.9012451171875
2016-07-22,1066.8953857421875
2016-07-25,1064.8992919921875
2016-07-26,1070.8876953125
2016-07-27,1065.8975830078125
2016-07-28,1055.9171142578125
2016-07-29,1057.9130859375
2016-08-01,1053.9212646484375
2016-08-02,1083.8619384765625
2016-08-03,1051.925048828125
2016-08-04,1061.9910888671875
2016-08-05,1073.96826171875
2016-08-08,1075.96435546875
2016-08-09,1082.951171875
2016-08-10,1085.945556640625
2016-08-11,1088.9400634765625
2016-08-12,1087.9417724609375
2016-08-15,1087.9417724609375
2016-08-16,1074.9664306640625
2016-08-17,1063.987060546875
2016-08-18,1063.987060546875
2016-08-19,1052.010009765625
2016-08-22,1056.002197265625
2016-08-23,1057.00048828125
2016-08-24,1057.00048828125
2016-08-25,1052.010009765625
2016-08-26,1050.0135498046875
2016-08-30,1052.010009765625
2016-08-31,1042.0286865234375
2016-09-01,1047.0191650390625
2016-09-02,1077.960693359375
2016-09-05,1067.979736328125
2016-09-06,1052.010009765625
2016-09-07,1059.9947509765625
2016-09-08,1063.987060546875
2016-09-09,1048.0172119140625
2016-09-12,1044.0250244140625
2016-09-13,1051.0115966796875
2016-09-14,1051.0115966796875
2016-09-15,1064.9852294921875
2016-09-16,1065.9835205078125
2016-09-19,1072.970458984375
2016-09-20,1081.953369140625
2016-09-21,1091.9344482421875
2016-09-22,1094.928466796875
2016-09-23,1080.9549560546875
2016-09-26,1066.9814453125
2016-09-27,1049.0155029296875
2016-09-28,1054.006103515625
2016-09-29,1053.0076904296875
2016-09-30,1040.0323486328125
2016-10-03,1059.9947509765625
2016-10-04,1065.9835205078125
2016-10-05,1052.010009765625
2016-10-06,1039.034423828125
2016-10-07,1035.0419921875
2016-10-10,1039.034423828125
2016-10-11,1040.0323486328125
2016-10-12,1032.047607421875
2016-10-13,1034.043701171875
2016-10-14,1032.047607421875
2016-10-17,1025.06103515625
2016-10-18,1039.034423828125
2016-10-19,1043.0269775390625
2016-10-20,1046.02099609375
2016-10-21,1046.02099609375
2016-10-24,1038.036376953125
2016-10-25,1042.0286865234375
2016-10-26,1036.0400390625
2016-10-27,1025.06103515625
2016-10-28,1021.068359375
2016-10-31,1019.0721435546875
2016-11-01,1030.0511474609375
2016-11-02,1026.0587158203125
2016-11-03,1029.0531005859375
2016-11-04,1023.0645751953125
2016-11-07,1037.0380859375
2016-11-08,1049.0155029296875
2016-11-09,1052.010009765625
2016-11-10,1058.996826171875
2016-11-11,1055.0042724609375
2016-11-14,1054.006103515625
2016-11-15,1057.00048828125
2016-11-16,1066.9814453125
2016-11-17,1072.970458984375
2016-11-18,1074.9664306640625
2016-11-21,1068.977783203125
2016-11-22,1079.957275390625
2016-11-23,1061.9910888671875
2016-11-24,1063.987060546875
2016-11-25,1063.987060546875
2016-11-28,1057.99853515625
2016-11-29,1054.006103515625
2016-11-30,1045.0233154296875
2016-12-01,1027.0570068359375
2016-12-02,1019.0721435546875
2016-12-05,1022.0664672851562
2016-12-06,1028.05517578125
2016-12-07,1018.0740356445312
2016-12-08,1005.0986328125
2016-12-09,1018.0740356445312
2016-12-12,993.1210327148438
2016-12-13,1008.0929565429688
2016-12-14,1003.1024169921875
2016-12-15,998.1117553710938
2016-12-16,989.1288452148438
2016-12-19,980.1458740234375
2016-12-20,984.1381225585938
2016-12-21,987.1325073242188
2016-12-22,1005.0986328125
2016-12-23,1004.1004638671875
2016-12-28,1007.0947875976562
2016-12-29,1013.0834350585938
2016-12-30,1015.0797729492188
2017-01-03,1021.068359375
2017-01-04,1026.0587158203125
2017-01-05,1018.0740356445312
2017-01-06,1026.0587158203125
2017-01-09,1026.0587158203125
2017-01-10,1018.0740356445312
2017-01-11,1012.0853881835938
2017-01-12,1014.0816040039062
2017-01-13,1007.0947875976562
2017-01-16,1011.0872192382812
2017-01-17,1017.0759887695312
2017-01-18,1027.0570068359375
2017-01-19,1025.06103515625
2017-01-20,1011.0872192382812
2017-01-23,1004.1004638671875
2017-01-24,995.6165771484375
2017-01-25,1003.1024169921875
2017-01-26,1001.1061401367188
2017-01-27,1016.077880859375
2017-01-30,1023.0645751953125
2017-01-31,1024.0628662109375
2017-02-01,1012.0853881835938
2017-02-02,1028.05517578125
2017-02-03,1065.9835205078125
2017-02-06,1061.9910888671875
2017-02-07,1069.9759521484375
2017-02-08,1070.97412109375
2017-02-09,1074.9664306640625
2017-02-10,1079.957275390625
2017-02-13,1084.947509765625
2017-02-14,1076.9627685546875
2017-02-15,1075.96435546875
2017-02-16,1072.970458984375
2017-02-17,1064.9852294921875
2017-02-20,1071.9720458984375
2017-02-21,1075.96435546875
2017-02-22,1068.977783203125
2017-02-23,1066.9814453125
2017-02-24,1062.9891357421875
2017-02-27,1069.9759521484375
2017-02-28,1083.949462890625
2017-03-01,1080.9549560546875
2017-03-02,1086.94384765625
2017-03-03,1089.9381103515625
2017-03-06,1086.94384765625
2017-03-07,1082.951171875
2017-03-08,1077.960693359375
2017-03-09,1085.945556640625
2017-03-10,1083.949462890625
2017-03-13,1081.953369140625
2017-03-14,1075.96435546875
2017-03-15,1078.959228515625
2017-03-16,1077.960693359375
2017-03-17,1079.957275390625
2017-03-20,1100.9176025390625
2017-03-21,1103.9117431640625
2017-03-22,1099.9190673828125
2017-03-23,1097.9232177734375
2017-03-24,1099.9190673828125
2017-03-27,1100.9176025390625
2017-03-28,1099.9190673828125
2017-03-29,1099.9190673828125
2017-03-30,1097.9232177734375
2017-03-31,1091.9344482421875
2017-04-03,1099.9190673828125
2017-04-04,1111.8966064453125
2017-04-05,1116.8870849609375
2017-04-06,1117.88525390625
2017-04-07,1116.8870849609375
2017-04-10,1114.890869140625
2017-04-11,1118.88330078125
2017-04-12,1117.88525390625
2017-04-13,1131.858642578125
2017-04-18,1119.881591796875
2017-04-19,1128.8646240234375
2017-04-20,1129.8624267578125
2017-04-21,1129.8624267578125
2017-04-24,1146.830322265625
2017-04-25,1133.8551025390625
2017-04-26,1132.856689453125
2017-04-27,1138.845703125
2017-04-28,1129.8624267578125
2017-05-02,1158.8077392578125
2017-05-03,1158.8077392578125
2017-05-04,1163.79833984375
2017-05-05,1154.8154296875
2017-05-08,1162.800537109375
2017-05-09,1184.7589111328125
2017-05-10,1204.720703125
2017-05-11,1200.9176025390625
2017-05-12,1205.9090576171875
2017-05-15,1193.9295654296875
2017-05-16,1197.92236328125
2017-05-17,1196.9246826171875
2017-05-18,1188.938232421875
2017-05-19,1202.9141845703125
2017-05-22,1198.9210205078125
2017-05-23,1201.9158935546875
2017-05-24,1213.8948974609375
2017-05-25,1211.8984375
2017-05-26,1209.90185546875
2017-05-30,1218.8863525390625
2017-05-31,1225.8743896484375
2017-06-01,1231.8641357421875
2017-06-02,1244.8414306640625
2017-06-05,1234.8587646484375
2017-06-06,1223.877685546875
2017-06-07,1220.8829345703125
2017-06-08,1217.88818359375
2017-06-09,1226.872314453125
2017-06-12,1222.8795166015625
2017-06-13,1235.8568115234375
2017-06-14,1244.8414306640625
2017-06-15,1240.848388671875
2017-06-16,1273.791259765625
2017-06-19,1271.7947998046875
2017-06-20,1289.763427734375
2017-06-21,1280.7789306640625
2017-06-22,1282.7757568359375
2017-06-23,1266.80322265625
2017-06-26,1272.0450439453125
2017-06-27,1250.126220703125
2017-06-28,1255.8223876953125
2017-06-29,1253.8260498046875
2017-06-30,1264.8067626953125
2017-07-03,1270.7962646484375
2017-07-04,1276.7857666015625
2017-07-05,1279.78076171875
2017-07-06,1291.7601318359375
2017-07-07,1306.734375
2017-07-10,1317.7149658203125
2017-07-11,1317.7149658203125
2017-07-12,1329.6942138671875
2017-07-13,1356.6474609375
2017-07-14,1346.6649169921875
2017-07-17,1361.638671875
2017-07-18,1343.6697998046875
2017-07-19,1348.66162109375
2017-07-20,1352.6541748046875
2017-07-21,1354.6510009765625
2017-07-24,1329.6942138671875
2017-07-25,1333.6871337890625
2017-07-26,1342.671875
2017-07-27,1350.657958984375
2017-07-28,1350.657958984375
2017-07-31,1295.752685546875
2017-08-01,1311.7254638671875
2017-08-02,1367.6285400390625
2017-08-03,1361.638671875
2017-08-04,1366.6300048828125
2017-08-07,1370.6231689453125
2017-08-08,1364.633544921875
2017-08-09,1356.6474609375
2017-08-10,1332.7822265625
2017-08-11,1317.80712890625
2017-08-14,1332.7822265625
2017-08-15,1329.7872314453125
2017-08-16,1327.7906494140625
2017-08-17,1319.803955078125
2017-08-18,1304.8287353515625
2017-08-21,1298.8387451171875
2017-08-22,1295.8433837890625
2017-08-23,1293.846923828125
2017-08-24,1298.8387451171875
2017-08-25,1283.863525390625
2017-08-29,1253.913330078125
2017-08-30,1270.88525390625
2017-08-31,1275.876953125
2017-09-01,1271.8836669921875
2017-09-04,1254.9119873046875
2017-09-05,1250.91845703125
2017-09-06,1227.9566650390625
2017-09-07,1222.965087890625
2017-09-08,1221.9666748046875
2017-09-11,1262.8984375
2017-09-12,1254.9119873046875
2017-09-13,1253.913330078125
2017-09-14,1257.9071044921875
2017-09-15,1248.921875
2017-09-18,1239.9366455078125
2017-09-19,1227.9566650390625
2017-09-20,1226.9581298828125
2017-09-21,1211.9832763671875
2017-09-22,1221.9666748046875
2017-09-25,1219.9700927734375
2017-09-26,1222.965087890625
2017-09-27,1253.913330078125
2017-09-28,1260.9017333984375
2017-09-29,1277.873779296875
2017-10-02,1294.84521484375
2017-10-03,1308.822021484375
2017-10-04,1315.8104248046875
2017-10-05,1311.8170166015625
2017-10-06,1321.800537109375
2017-10-09,1323.7969970703125
2017-10-10,1338.7725830078125
2017-10-11,1358.739013671875
2017-10-12,1360.7357177734375
2017-10-13,1364.72900390625
2017-10-16,1363.730712890625
2017-10-17,1346.7589111328125
2017-10-18,1350.7520751953125
2017-10-19,1354.7457275390625
2017-10-20,1368.722412109375
2017-10-23,1365.7275390625
2017-10-24,1365.7275390625
2017-10-25,1375.7108154296875
2017-10-26,1402.6661376953125
2017-10-27,1402.6661376953125
2017-10-30,1402.6661376953125
2017-10-31,1425.6278076171875
2017-11-01,1427.624267578125
2017-11-02,1423.631103515625
2017-11-03,1412.6492919921875
2017-11-06,1406.659423828125
2017-11-07,1431.6177978515625
2017-11-08,1438.606201171875
2017-11-09,1429.62109375
2017-11-10,1447.591064453125
2017-11-13,1451.58447265625
2017-11-14,1467.5579833984375
2017-11-15,1416.642578125
2017-11-16,1417.640869140625
2017-11-17,1420.6361083984375
2017-11-20,1413.6474609375
2017-11-21,1426.6258544921875
2017-11-22,1409.654296875
2017-11-23,1417.640869140625
2017-11-24,1432.6162109375
2017-11-27,1418.6395263671875
2017-11-28,1433.614501953125
2017-11-29,1406.659423828125
2017-11-30,1382.6990966796875
2017-12-01,1376.7091064453125
2017-12-04,1387.691162109375
2017-12-05,1377.7076416015625
2017-12-06,1361.7340087890625
2017-12-07,1354.7457275390625
2017-12-08,1360.7357177734375
2017-12-11,1358.739013671875
2017-12-12,1353.7471923828125
2017-12-13,1369.720703125
2017-12-14,1376.7091064453125
2017-12-15,1408.6558837890625
2017-12-18,1415.644287109375
2017-12-19,1401.667724609375
2017-12-20,1390.68603515625
2017-12-21,1403.664306640625
2017-12-22,1405.6611328125
2017-12-27,1429.62109375
2017-12-28,1435.611083984375
2017-12-29,1461.5677490234375
2018-01-02,1446.5927734375
2018-01-03,1422.6326904296875
2018-01-04,1421.6343994140625
2018-01-05,1404.6627197265625
2018-01-08,1396.676025390625
2018-01-09,1404.6627197265625
2018-01-10,1412.6492919921875
2018-01-11,1411.6513671875
2018-01-12,1398.6724853515625
2018-01-15,1390.68603515625
2018-01-16,1395.677734375
2018-01-17,1417.640869140625
2018-01-18,1414.64599609375
2018-01-19,1420.6361083984375
2018-01-22,1405.6611328125
2018-01-23,1403.664306640625
2018-01-24,1417.640869140625
2018-01-25,1441.6011962890625
2018-01-26,1425.6278076171875
2018-01-29,1423.631103515625
2018-01-30,1429.62109375
2018-01-31,1411.6513671875
2018-02-01,1407.6575927734375
2018-02-02,1410.652587890625
2018-02-05,1377.7076416015625
2018-02-06,1329.7872314453125
2018-02-07,1340.76904296875
2018-02-08,1369.720703125
2018-02-09,1362.732421875
2018-02-12,1378.7056884765625
2018-02-13,1377.7076416015625
2018-02-14,1363.730712890625
2018-02-15,1359.7374267578125
2018-02-16,1365.7275390625
2018-02-19,1360.7357177734375
2018-02-20,1373.71435546875
2018-02-21,1388.6890869140625
2018-02-22,1387.691162109375
2018-02-23,1393.680908203125
2018-02-26,1364.72900390625
2018-02-27,1384.6959228515625
2018-02-28,1388.6890869140625
2018-03-01,1387.691162109375
2018-03-02,1377.7076416015625
2018-03-05,1392.6824951171875
2018-03-06,1412.6492919921875
2018-03-07,1424.6295166015625
2018-03-08,1472.5498046875
2018-03-09,1507.4915771484375
2018-03-12,1505.494873046875
2018-03-13,1502.5
2018-03-14,1491.51806640625
2018-03-15,1522.4664306640625
2018-03-16,1453.5814208984375
2018-03-19,1451.58447265625
2018-03-20,1459.5712890625
2018-03-21,1460.569580078125
2018-03-22,1450.5863037109375
2018-03-23,1446.5927734375
2018-03-26,1429.62109375
2018-03-27,1436.609375
2018-03-28,1437.6077880859375
2018-03-29,1453.5814208984375
2018-04-03,1454.5797119140625
2018-04-04,1450.5863037109375
2018-04-05,1474.5462646484375
2018-04-06,1485.528076171875
2018-04-09,1491.51806640625
2018-04-10,1498.5062255859375
2018-04-11,1506.4932861328125
2018-04-12,1500.5032958984375
2018-04-13,1481.534912109375
2018-04-16,1502.5
2018-04-17,1495.5113525390625
2018-04-18,1446.5927734375
2018-04-19,1465.5614013671875
2018-04-20,1464.5631103515625
2018-04-23,1488.5230712890625
2018-04-24,1478.5400390625
2018-04-25,1486.5263671875
2018-04-26,1497.508056640625
2018-04-27,1520.469970703125
2018-04-30,1486.5263671875
2018-05-01,1489.5213623046875
2018-05-02,1507.4915771484375
2018-05-03,1507.4915771484375
2018-05-04,1505.494873046875
2018-05-08,1501.5015869140625
2018-05-09,1502.5
2018-05-10,1492.7099609375
2018-05-11,1505.68994140625
2018-05-14,1486.718994140625
2018-05-15,1495.7052001953125
2018-05-16,1494.7066650390625
2018-05-17,1499.69921875
2018-05-18,1498.700439453125
2018-05-21,1515.674560546875
2018-05-22,1517.671630859375
2018-05-23,1508.685302734375
2018-05-24,1513.677734375
2018-05-25,1527.6563720703125
2018-05-29,1498.700439453125
2018-05-30,1503.6929931640625
2018-05-31,1499.69921875
2018-06-01,1522.6636962890625
2018-06-04,1529.6531982421875
2018-06-05,1522.6636962890625
2018-06-06,1509.6837158203125
2018-06-07,1509.6837158203125
2018-06-08,1507.6868896484375
2018-06-11,1515.674560546875
2018-06-12,1501.6961669921875
2018-06-13,1498.700439453125
2018-06-14,1502.6947021484375
2018-06-15,1492.7099609375
2018-06-18,1508.685302734375
2018-06-19,1506.6884765625
2018-06-20,1524.6610107421875
2018-06-21,1509.6837158203125
2018-06-22,1531.6502685546875
2018-06-25,1521.6656494140625
2018-06-26,1516.673095703125
2018-06-27,1503.6929931640625
2018-06-28,1507.6868896484375
2018-06-29,1522.6636962890625
2018-07-02,1508.685302734375
2018-07-03,1503.6929931640625
2018-07-04,1514.6761474609375
2018-07-05,1509.6837158203125
2018-07-06,1500.69775390625
2018-07-09,1507.6868896484375
2018-07-10,1505.68994140625
2018-07-11,1507.6868896484375
2018-07-12,1512.67919921875
2018-07-13,1526.65771484375
2018-07-16,1529.1710205078125
2018-07-17,1525.659423828125
2018-07-18,1520.6669921875
2018-07-19,1514.6761474609375
2018-07-20,1496.70361328125
2018-07-23,1492.7099609375
2018-07-24,1483.7236328125
2018-07-25,1458.761962890625
2018-07-26,1452.771240234375
2018-07-27,1470.743408203125
2018-07-30,1577.579833984375
2018-07-31,1595.5521240234375
2018-08-01,1622.5106201171875
2018-08-02,1639.4847412109375
2018-08-03,1657.45703125
2018-08-06,1649.469482421875
2018-08-07,1651.4664306640625
2018-08-08,1662.449462890625
2018-08-09,1667.5452880859375
2018-08-10,1666.546630859375
2018-08-13,1678.529052734375
2018-08-14,1677.530517578125
2018-08-15,1662.5526123046875
2018-08-16,1656.561279296875
2018-08-17,1652.5673828125
2018-08-20,1655.5626220703125
2018-08-21,1672.5379638671875
2018-08-22,1665.5482177734375
2018-08-23,1656.561279296875
2018-08-24,1682.5230712890625
2018-08-28,1703.4920654296875
2018-08-29,1689.5128173828125
2018-08-30,1695.5037841796875
2018-08-31,1682.5230712890625
2018-09-03,1701.495361328125
2018-09-04,1708.4849853515625
2018-09-05,1691.510009765625
2018-09-06,1688.5142822265625
2018-09-07,1680.526123046875
2018-09-10,1656.561279296875
2018-09-11,1618.6171875
2018-09-12,1613.6243896484375
2018-09-13,1612.6259765625
2018-09-14,1607.6334228515625
2018-09-17,1608.6319580078125
2018-09-18,1617.618896484375
2018-09-19,1618.6171875
2018-09-20,1642.5819091796875
2018-09-21,1653.56591796875
2018-09-24,1653.56591796875
2018-09-25,1652.5673828125
2018-09-26,1663.55126953125
2018-09-27,1663.55126953125
2018-09-28,1642.5819091796875
2018-10-01,1653.56591796875
2018-10-02,1659.55712890625
2018-10-03,1673.536376953125
2018-10-04,1676.5316162109375
2018-10-05,1702.4937744140625
2018-10-08,1658.558349609375
2018-10-09,1647.5743408203125
2018-10-10,1658.558349609375
2018-10-11,1645.577392578125
2018-10-12,1622.6112060546875
2018-10-15,1614.623291015625
2018-10-16,1663.55126953125
2018-10-17,1662.5526123046875
2018-10-18,1662.5526123046875
2018-10-19,1621.61279296875
2018-10-22,1629.60107421875
2018-10-23,1567.6922607421875
2018-10-24,1561.7010498046875
2018-10-25,1568.6907958984375
2018-10-26,1569.6893310546875
2018-10-29,1571.686279296875
2018-10-30,1581.671630859375
2018-10-31,1625.60693359375
2018-11-01,1637.5892333984375
2018-11-02,1643.5806884765625
2018-11-05,1549.7186279296875
2018-11-06,1537.7362060546875
2018-11-07,1567.6922607421875
2018-11-08,1549.7186279296875
2018-11-09,1567.6922607421875
2018-11-12,1567.6922607421875
2018-11-13,1601.64208984375
2018-11-14,1604.6378173828125
2018-11-15,1598.6466064453125
2018-11-16,1597.64794921875
2018-11-19,1606.634765625
2018-11-20,1645.577392578125
2018-11-21,1647.5743408203125
2018-11-22,1647.5743408203125
2018-11-23,1659.55712890625
2018-11-26,1678.529052734375
2018-11-27,1683.521484375
2018-11-28,1676.5316162109375
2018-11-29,1681.52490234375
2018-11-30,1683.521484375
2018-12-03,1676.5316162109375
2018-12-04,1681.52490234375
2018-12-05,1649.5716552734375
2018-12-06,1622.6112060546875
2018-12-07,1605.6365966796875
2018-12-10,1607.6334228515625
2018-12-11,1626.6053466796875
2018-12-12,1641.5833740234375
2018-12-13,1619.6156005859375
2018-12-14,1604.6378173828125
2018-12-17,1582.670166015625
2018-12-18,1574.681884765625
2018-12-19,1584.6673583984375
2018-12-20,1557.706787109375
2018-12-21,1527.7509765625
2018-12-24,1552.7142333984375
2018-12-27,1543.7274169921875
2018-12-28,1597.64794921875
2018-12-31,1618.6171875
2019-01-02,1609.6302490234375
2019-01-03,1538.73486328125
2019-01-04,1527.7509765625
2019-01-07,1537.7362060546875
2019-01-08,1550.717041015625
2019-01-09,1576.678955078125
2019-01-10,1550.717041015625
2019-01-11,1537.7362060546875
2019-01-14,1548.72021484375
2019-01-15,1543.7274169921875
2019-01-16,1537.7362060546875
2019-01-17,1521.759765625
2019-01-18,1536.7376708984375
2019-01-21,1543.7274169921875
2019-01-22,1533.7420654296875
2019-01-23,1514.7701416015625
2019-01-24,1506.7818603515625
2019-01-25,1467.8392333984375
2019-01-28,1438.8818359375
2019-01-29,1438.8818359375
2019-01-30,1427.8978271484375
2019-01-31,1415.91552734375
2019-02-01,1417.91259765625
2019-02-04,1437.88330078125
2019-02-05,1435.8861083984375
2019-02-06,1466.8406982421875
2019-02-07,1492.802490234375
2019-02-08,1490.805419921875
2019-02-11,1504.7847900390625
2019-02-12,1519.7626953125
2019-02-13,1541.73046875
2019-02-14,1531.7449951171875
2019-02-15,1553.712646484375
2019-02-18,1537.7362060546875
2019-02-19,1561.7010498046875
2019-02-20,1582.670166015625
2019-02-21,1592.6552734375
2019-02-22,1591.65673828125
2019-02-25,1638.5877685546875
2019-02-26,1631.59814453125
2019-02-27,1569.6893310546875
2019-02-28,1596.64990234375
2019-03-01,1624.608642578125
2019-03-04,1631.59814453125
2019-03-05,1638.5877685546875
2019-03-06,1634.59375
2019-03-07,1622.6112060546875
2019-03-08,1611.6275634765625
2019-03-11,1583.6688232421875
2019-03-12,1575.680419921875
2019-03-13,1573.683349609375
2019-03-14,1587.6629638671875
2019-03-15,1611.6275634765625
2019-03-18,1604.6378173828125
2019-03-19,1606.634765625
2019-03-20,1584.6673583984375
2019-03-21,1592.6552734375
2019-03-22,1564.696533203125
2019-03-25,1557.706787109375
2019-03-26,1561.7010498046875
2019-03-27,1557.706787109375
2019-03-28,1557.706787109375
2019-03-29,1557.706787109375
2019-04-01,1557.706787109375
2019-04-02,1562.69970703125
