Date,INDIACEM.NS
2015-08-21,78.53109741210938
2015-08-24,63.96176528930664
2015-08-25,66.2068862915039
2015-08-26,67.11447143554688
2015-08-27,69.35958099365234
2015-08-28,71.03146362304688
2015-08-31,69.31181335449219
2015-09-01,66.25464630126953
2015-09-02,67.49662017822266
2015-09-03,70.69709777832031
2015-09-04,66.68455505371094
2015-09-07,65.3470458984375
2015-09-08,66.63679504394531
2015-09-09,68.45199584960938
2015-09-10,68.26091003417969
2015-09-11,68.49974060058594
2015-09-14,69.7417221069336
2015-09-15,68.64306640625
2015-09-16,68.97742462158203
2015-09-18,70.9359359741211
2015-09-21,73.51541900634766
2015-09-22,70.8881607055664
2015-09-23,71.8435287475586
2015-09-24,70.6493148803711
2015-09-28,73.46765899658203
2015-09-29,73.84980773925781
2015-09-30,74.61408996582031
2015-10-01,78.76993560791016
2015-10-05,81.58826446533203
2015-10-06,81.25389099121094
2015-10-07,76.66813659667969
2015-10-08,75.13955688476562
2015-10-09,73.99310302734375
2015-10-12,74.32748413085938
2015-10-13,74.9484634399414
2015-10-14,77.38465881347656
2015-10-15,80.34629821777344
2015-10-16,79.77307891845703
2015-10-19,80.01191711425781
2015-10-20,79.62976837158203
2015-10-21,78.67440795898438
2015-10-23,77.33687591552734
2015-10-26,75.76052856445312
2015-10-27,77.05027770996094
2015-10-28,74.9962387084961
2015-10-29,77.28912353515625
2015-10-30,74.9484634399414
2015-11-02,79.82083892822266
2015-11-03,78.62663269042969
2015-11-04,78.05342102050781
2015-11-05,74.66187286376953
2015-11-06,75.13955688476562
2015-11-09,76.09491729736328
2015-11-10,73.6109619140625
2015-11-13,73.51541900634766
2015-11-16,75.47393798828125
2015-11-17,78.19671630859375
2015-11-18,75.3783950805664
2015-11-19,77.38465881347656
2015-11-20,78.10118103027344
2015-11-23,77.2413558959961
2015-11-24,80.4896011352539
2015-11-26,84.5499038696289
2015-11-27,83.02131652832031
2015-11-30,84.97981262207031
2015-12-01,86.55615997314453
2015-12-02,84.40660095214844
2015-12-03,84.31106567382812
2015-12-04,82.06594848632812
2015-12-07,81.63603973388672
2015-12-08,78.81771087646484
2015-12-09,76.04714965820312
2015-12-10,78.2922592163086
2015-12-11,77.33687591552734
2015-12-14,80.29853057861328
2015-12-15,81.5405044555664
2015-12-16,80.68067169189453
2015-12-17,83.49900817871094
2015-12-18,84.74098205566406
2015-12-21,84.07221221923828
2015-12-22,81.49273681640625
2015-12-23,81.77934265136719
2015-12-24,81.34942626953125
2015-12-28,83.45123291015625
2015-12-29,86.60394287109375
2015-12-30,86.79501342773438
2015-12-31,92.52720642089844
2016-01-01,94.8200912475586
2016-01-04,91.42852783203125
2016-01-05,97.06519317626953
2016-01-06,93.434814453125
2016-01-07,88.56243896484375
2016-01-08,95.7276840209961
2016-01-11,95.10669708251953
2016-01-12,93.67365264892578
2016-01-13,91.71514892578125
2016-01-14,93.10041809082031
2016-01-15,83.6423110961914
2016-01-18,77.67127227783203
2016-01-19,79.82083892822266
2016-01-20,76.66813659667969
2016-01-21,79.82083892822266
2016-01-22,83.92891693115234
