Date,UCOBANK.NS
2015-08-21,50.857887268066406
2015-08-24,43.19974899291992
2015-08-25,43.15066146850586
2015-08-26,42.659751892089844
2015-08-27,44.27974319458008
2015-08-28,43.64156723022461
2015-08-31,43.985198974609375
2015-09-01,41.97248458862305
2015-09-02,41.57975769042969
2015-09-03,42.56157302856445
2015-09-04,40.59794616699219
2015-09-07,40.20521926879883
2015-09-08,41.285213470458984
2015-09-09,41.57975769042969
2015-09-10,40.64704132080078
2015-09-11,40.59794616699219
2015-09-14,41.62885284423828
2015-09-15,40.94158172607422
2015-09-16,41.18703842163086
2015-09-18,43.64156723022461
2015-09-21,45.89973449707031
2015-09-22,43.985198974609375
2015-09-23,46.43973159790039
2015-09-24,45.850643157958984
2015-09-28,45.89973449707031
2015-09-29,45.9979133605957
2015-09-30,45.50700759887695
2015-10-01,45.0161018371582
2015-10-05,46.63609313964844
2015-10-06,46.0470085144043
2015-10-07,46.53791427612305
2015-10-08,47.51972579956055
2015-10-09,47.37245178222656
2015-10-12,48.5997200012207
2015-10-13,48.157901763916016
2015-10-14,47.91244888305664
2015-10-15,48.25608825683594
2015-10-16,48.35426330566406
2015-10-19,50.170616149902344
2015-10-20,49.5815315246582
2015-10-21,49.041534423828125
2015-10-23,49.139713287353516
2015-10-26,47.86336135864258
2015-10-27,47.86336135864258
2015-10-28,49.777896881103516
2015-10-29,52.281517028808594
2015-10-30,50.07243728637695
2015-11-02,49.041534423828125
2015-11-03,47.81427001953125
2015-11-04,47.22517776489258
2015-11-05,46.93063735961914
2015-11-06,46.341552734375
2015-11-09,47.42154312133789
2015-11-10,46.292457580566406
2015-11-13,46.0470085144043
2015-11-16,46.78336715698242
2015-11-17,46.24336624145508
2015-11-18,45.40882873535156
2015-11-19,45.752464294433594
2015-11-20,45.80155563354492
2015-11-23,45.65428161621094
2015-11-24,45.65428161621094
2015-11-26,45.55610275268555
2015-11-27,46.88154983520508
2015-11-30,47.568817138671875
2015-12-01,48.45244598388672
2015-12-02,46.93063735961914
2015-12-03,45.89973449707031
2015-12-04,44.77064895629883
2015-12-07,44.62337875366211
2015-12-08,43.83793258666992
2015-12-09,42.95429611206055
2015-12-10,42.70884704589844
2015-12-11,42.11975860595703
2015-12-14,42.56157302856445
2015-12-15,42.21793746948242
2015-12-16,42.31612014770508
2015-12-17,43.19974899291992
2015-12-18,44.0342903137207
2015-12-21,44.377925872802734
2015-12-22,43.78883361816406
2015-12-23,44.328834533691406
2015-12-24,44.476104736328125
2015-12-28,44.18156051635742
2015-12-29,43.93610763549805
2015-12-30,43.69065856933594
2015-12-31,44.57428741455078
