Date,TEP.PA
2015-08-24,50.21045684814453
2015-08-25,51.4178352355957
2015-08-26,50.876590728759766
2015-08-27,52.47533416748047
2015-08-28,52.425376892089844
2015-08-31,52.25883483886719
2015-09-01,51.16802978515625
2015-09-02,51.118072509765625
2015-09-03,52.1672477722168
2015-09-04,52.408721923828125
2015-09-07,53.4911994934082
2015-09-08,53.707706451416016
2015-09-09,54.7485466003418
2015-09-10,54.7069091796875
2015-09-11,53.76598358154297
2015-09-14,54.265586853027344
2015-09-15,54.12404251098633
2015-09-16,54.365516662597656
2015-09-17,54.856788635253906
2015-09-18,54.223960876464844
2015-09-21,55.048309326171875
2015-09-22,54.0074577331543
2015-09-23,54.79018020629883
2015-09-24,53.94084548950195
2015-09-25,56.497161865234375
2015-09-28,55.714454650878906
2015-09-29,55.564571380615234
2015-09-30,56.413902282714844
2015-10-01,56.53047180175781
2015-10-02,56.08916091918945
2015-10-05,57.03841781616211
2015-10-06,57.1716423034668
2015-10-07,55.68113708496094
2015-10-08,56.33896255493164
2015-10-09,55.19819259643555
2015-10-12,55.45631408691406
2015-10-13,55.63117980957031
2015-10-14,55.43967819213867
2015-10-15,56.72199249267578
2015-10-16,56.3889274597168
2015-10-19,57.35482406616211
2015-10-20,57.03841781616211
2015-10-21,57.14664840698242
2015-10-22,57.29653549194336
2015-10-23,58.19583511352539
2015-10-26,58.29575729370117
2015-10-27,58.1125602722168
2015-10-28,58.612159729003906
2015-10-29,59.36990737915039
2015-10-30,59.51979446411133
2015-11-02,59.86952209472656
2015-11-03,59.203369140625
2015-11-04,59.453182220458984
2015-11-05,59.253334045410156
2015-11-06,59.96943283081055
2015-11-09,59.428192138671875
2015-11-10,59.51146697998047
2015-11-11,60.52732467651367
2015-11-12,59.98609924316406
2015-11-13,62.40917205810547
2015-11-16,62.71725845336914
2015-11-17,63.09197998046875
2015-11-18,62.867156982421875
2015-11-19,63.200225830078125
2015-11-20,63.366756439208984
2015-11-23,63.54161071777344
2015-11-24,63.20854187011719
2015-11-25,64.13282012939453
2015-11-26,64.52418518066406
2015-11-27,64.69072723388672
2015-11-30,65.51506042480469
2015-12-01,64.69904327392578
2015-12-02,64.89888763427734
2015-12-03,63.749786376953125
2015-12-04,63.92465591430664
2015-12-07,64.77398681640625
2015-12-08,64.18277740478516
2015-12-09,63.77477264404297
2015-12-10,63.50830841064453
2015-12-11,62.72560501098633
2015-12-14,61.80131149291992
2015-12-15,61.93454360961914
2015-12-16,63.799747467041016
2015-12-17,65.0321044921875
2015-12-18,64.64908599853516
2015-12-21,63.52497100830078
2015-12-22,63.350093841552734
2015-12-23,63.8913459777832
2015-12-24,63.7830924987793
2015-12-28,63.33345031738281
2015-12-29,64.83226776123047
2015-12-30,64.39095306396484
2016-01-04,63.266841888427734
2016-01-05,62.967071533203125
2016-01-06,62.45082092285156
2016-01-07,61.25175476074219
2016-01-08,60.818763732910156
2016-01-11,61.3599967956543
2016-01-12,62.54240417480469
2016-01-13,62.04279708862305
2016-01-14,60.37744140625
2016-01-15,59.56975173950195
2016-01-18,58.78702926635742
2016-01-19,61.67642593383789
2016-01-20,60.235904693603516
2016-01-21,60.477359771728516
2016-01-22,62.52574920654297
2016-01-25,63.67484664916992
2016-01-26,63.88301086425781
2016-01-27,63.54161071777344
2016-01-28,62.40917205810547
2016-01-29,63.932979583740234
2016-02-01,64.69072723388672
2016-02-02,64.84891510009766
2016-02-03,63.799747467041016
2016-02-04,63.2252082824707
2016-02-05,61.83463668823242
2016-02-08,58.936920166015625
2016-02-09,58.537235260009766
2016-02-10,59.49480438232422
2016-02-11,57.979331970214844
2016-02-12,57.8377799987793
2016-02-15,58.66212844848633
2016-02-16,59.02850341796875
2016-02-17,60.49401092529297
2016-02-18,61.70972442626953
2016-02-19,60.94367218017578
2016-02-22,60.843746185302734
2016-02-23,61.1518440246582
2016-02-24,60.18592834472656
2016-02-25,59.911155700683594
2016-02-26,58.4539680480957
2016-02-29,59.269981384277344
2016-03-01,60.843746185302734
2016-03-02,59.92781448364258
2016-03-03,59.76127243041992
2016-03-04,60.54397964477539
2016-03-07,61.39332962036133
2016-03-08,61.31837463378906
2016-03-09,62.66731262207031
2016-03-10,61.85961151123047
2016-03-11,63.366756439208984
2016-03-14,63.516632080078125
2016-03-15,63.69150161743164
2016-03-16,64.39095306396484
2016-03-17,63.766448974609375
2016-03-18,63.28348922729492
2016-03-21,63.2751579284668
2016-03-22,63.87468719482422
2016-03-23,64.07453155517578
2016-03-24,62.867156982421875
2016-03-29,63.982948303222656
2016-03-30,64.61578369140625
2016-03-31,64.33267211914062
2016-04-01,64.51585388183594
2016-04-04,64.8739013671875
2016-04-05,64.01624298095703
2016-04-06,64.09952545166016
2016-04-07,63.90800094604492
2016-04-08,63.74146270751953
2016-04-11,63.17524719238281
2016-04-12,63.17524719238281
2016-04-13,63.599910736083984
2016-04-14,63.61656188964844
2016-04-15,63.29181671142578
2016-04-18,63.66651916503906
2016-04-19,64.21610260009766
2016-04-20,63.74146270751953
2016-04-21,62.983726501464844
2016-04-22,62.26762771606445
2016-04-25,62.184349060058594
2016-04-26,61.60149383544922
2016-04-27,66.32276916503906
2016-04-28,66.25614166259766
2016-04-29,65.28192138671875
2016-05-02,65.19863891601562
2016-05-03,64.89888763427734
2016-05-04,64.85725402832031
2016-05-05,64.8822250366211
2016-05-06,63.966285705566406
2016-05-09,64.14114379882812
2016-05-10,64.10784912109375
2016-05-11,63.24185562133789
2016-05-12,63.166927337646484
2016-05-13,63.633209228515625
2016-05-16,64.4876480102539
2016-05-17,63.69244384765625
2016-05-18,63.793949127197266
2016-05-19,63.41325759887695
2016-05-20,64.1238784790039
2016-05-23,64.79217529296875
2016-05-24,65.90039825439453
2016-05-25,65.75659942626953
2016-05-26,65.8750228881836
2016-05-27,66.43334197998047
2016-05-30,66.3825912475586
2016-05-31,66.30645751953125
2016-06-01,66.72943115234375
2016-06-02,67.00860595703125
2016-06-03,66.59408569335938
2016-06-06,66.6532974243164
2016-06-07,67.20317840576172
2016-06-08,66.69558715820312
2016-06-09,66.83094787597656
2016-06-10,66.06111907958984
2016-06-13,65.01213836669922
2016-06-14,63.8785514831543
2016-06-15,64.23385620117188
2016-06-16,63.70090103149414
2016-06-17,64.85987091064453
2016-06-20,66.7125244140625
2016-06-21,66.8224868774414
2016-06-22,66.79711151123047
2016-06-23,67.56694793701172
2016-06-24,65.20671081542969
2016-06-27,61.85670471191406
2016-06-28,62.87184524536133
2016-06-29,63.514793395996094
2016-06-30,65.1136474609375
2016-07-01,65.93423461914062
2016-07-04,65.07981872558594
2016-07-05,64.2930679321289
2016-07-06,63.35404586791992
2016-07-07,64.13233184814453
2016-07-08,64.9952163696289
2016-07-11,66.25569152832031
2016-07-12,66.31491088867188
2016-07-13,66.28107452392578
2016-07-14,66.98323059082031
2016-07-15,66.6871337890625
2016-07-18,66.96629333496094
2016-07-19,66.97476959228516
2016-07-20,67.47388458251953
2016-07-21,67.16934204101562
2016-07-22,67.41466522216797
2016-07-25,67.83765411376953
2016-07-26,68.43827056884766
2016-07-27,67.9729995727539
2016-07-28,70.40937042236328
2016-07-29,70.37552642822266
2016-08-01,70.3163070678711
2016-08-02,69.91870880126953
2016-08-03,69.52110290527344
2016-08-04,70.03713989257812
2016-08-05,70.41783142089844
2016-08-08,70.16403198242188
2016-08-09,70.5954818725586
2016-08-10,70.67162322998047
2016-08-11,71.17073822021484
