Date,AMGN
2015-08-03,131.15716552734375
2015-08-04,130.5670928955078
2015-08-05,131.79209899902344
2015-08-06,126.72776794433594
2015-08-07,128.7071533203125
2015-08-10,127.42987060546875
2015-08-11,125.90608978271484
2015-08-12,127.44481658935547
2015-08-13,126.50679016113281
2015-08-14,125.86140441894531
2015-08-17,127.414794921875
2015-08-18,125.86140441894531
2015-08-19,124.99844360351562
2015-08-20,120.93111419677734
2015-08-21,116.45856475830078
2015-08-24,110.79285430908203
2015-08-25,108.95433044433594
2015-08-26,115.55056762695312
2015-08-27,116.8563232421875
2015-08-28,116.98383331298828
2015-08-31,113.8996353149414
2015-09-01,110.65779876708984
2015-09-02,114.28233337402344
2015-09-03,111.98599243164062
2015-09-04,110.32759857177734
2015-09-08,115.98576354980469
2015-09-09,113.37432098388672
2015-09-10,114.92020416259766
2015-09-11,114.97270202636719
2015-09-14,113.31427764892578
2015-09-15,114.16976165771484
2015-09-16,113.44937133789062
2015-09-17,115.49801635742188
2015-09-18,113.0066146850586
2015-09-21,110.38013458251953
2015-09-22,109.5096206665039
2015-09-23,109.35204315185547
2015-09-24,107.693603515625
2015-09-25,103.95647430419922
2015-09-28,99.23628997802734
2015-09-29,100.42198944091797
2015-09-30,103.79889678955078
2015-10-01,105.2322006225586
2015-10-02,106.91317749023438
2015-10-05,107.91120147705078
2015-10-06,105.9751205444336
2015-10-07,111.10055541992188
2015-10-08,112.48880767822266
2015-10-09,112.2562026977539
2015-10-12,114.8376235961914
2015-10-13,110.74781036376953
2015-10-14,110.92041015625
2015-10-15,114.46989440917969
2015-10-16,114.52247619628906
2015-10-19,115.91825866699219
2015-10-20,112.90153503417969
2015-10-21,112.63140869140625
2015-10-22,114.29735565185547
2015-10-23,116.87879180908203
2015-10-26,119.00249481201172
2015-10-27,121.5539321899414
2015-10-28,122.07170867919922
2015-10-29,120.5033950805664
2015-10-30,118.70233154296875
2015-11-02,121.80158996582031
2015-11-03,121.91413879394531
2015-11-04,121.47891235351562
2015-11-05,120.98362731933594
2015-11-06,120.41333770751953
2015-11-09,119.79045867919922
2015-11-10,118.84492492675781
2015-11-11,117.7117691040039
2015-11-12,113.87277221679688
2015-11-13,114.30269622802734
2015-11-16,116.52764129638672
2015-11-17,118.86576843261719
2015-11-18,121.36978149414062
2015-11-19,120.2912368774414
2015-11-20,120.60799407958984
2015-11-23,122.538818359375
2015-11-24,122.77265930175781
2015-11-25,123.65503692626953
2015-11-27,123.33076477050781
2015-11-30,121.50553894042969
2015-12-01,122.16926574707031
2015-12-02,121.06806945800781
2015-12-03,116.64077758789062
2015-12-04,121.75440979003906
2015-12-07,119.39372253417969
2015-12-08,120.18560028076172
2015-12-09,119.08446502685547
2015-12-10,120.42694854736328
2015-12-11,117.01793670654297
2015-12-14,119.2503890991211
2015-12-15,122.65196228027344
2015-12-16,124.13024139404297
2015-12-17,121.75440979003906
2015-12-18,119.77080535888672
2015-12-21,120.13282012939453
2015-12-22,122.41061401367188
2015-12-23,122.72737121582031
2015-12-24,123.35337829589844
2015-12-28,121.98069763183594
2015-12-29,124.02462005615234
2015-12-30,123.15728759765625
2015-12-31,122.43318939208984
2016-01-04,119.42390441894531
2016-01-05,119.29566192626953
2016-01-06,118.2020263671875
2016-01-07,115.38124084472656
2016-01-08,113.66910552978516
2016-01-11,111.39136505126953
2016-01-12,113.72946166992188
2016-01-13,109.70948028564453
2016-01-14,115.51700592041016
2016-01-15,114.11415100097656
2016-01-19,114.11415100097656
2016-01-20,116.91988372802734
2016-01-21,115.2303695678711
2016-01-22,117.7193374633789
2016-01-25,115.72058868408203
2016-01-26,115.9845962524414
2016-01-27,113.48815155029297
2016-01-28,111.88919830322266
2016-01-29,115.19268798828125
2016-02-01,115.207763671875
2016-02-02,113.21662139892578
2016-02-03,113.65401458740234
2016-02-04,113.06578826904297
2016-02-05,109.39269256591797
2016-02-08,107.85407257080078
2016-02-09,107.97476196289062
2016-02-10,109.21923828125
2016-02-11,107.43449401855469
2016-02-12,109.91034698486328
2016-02-16,111.75582122802734
2016-02-17,114.73295593261719
2016-02-18,113.38868713378906
2016-02-19,114.01144409179688
2016-02-22,112.82669830322266
2016-02-23,111.83938598632812
2016-02-24,111.7254867553711
2016-02-25,111.4520492553711
2016-02-26,112.09762573242188
2016-02-29,108.05723571777344
2016-03-01,112.69757080078125
2016-03-02,112.01406860351562
2016-03-03,110.76095581054688
2016-03-04,110.86729431152344
2016-03-07,111.87734985351562
2016-03-08,109.84199523925781
2016-03-09,107.00917053222656
2016-03-10,107.1078872680664
2016-03-11,109.79640197753906
2016-03-14,109.83439636230469
2016-03-15,108.76356506347656
2016-03-16,109.34833526611328
2016-03-17,109.46223449707031
2016-03-18,110.51029968261719
2016-03-21,111.64949798583984
2016-03-22,114.39118957519531
2016-03-23,112.97857666015625
2016-03-24,113.34317016601562
2016-03-28,112.68241882324219
2016-03-29,113.53299713134766
2016-03-30,113.525390625
2016-03-31,113.86717224121094
2016-04-01,117.07975006103516
2016-04-04,117.45943450927734
2016-04-05,116.16075134277344
2016-04-06,121.25678253173828
2016-04-07,119.52523040771484
2016-04-08,118.82649993896484
2016-04-11,118.77332305908203
2016-04-12,120.45179748535156
2016-04-13,121.56059265136719
2016-04-14,121.60615539550781
2016-04-15,121.61376953125
2016-04-18,122.80612182617188
2016-04-19,123.10991668701172
2016-04-20,123.61116790771484
2016-04-21,124.81867980957031
2016-04-22,123.93775939941406
2016-04-25,124.14276123046875
2016-04-26,123.67953491210938
2016-04-27,122.27455139160156
2016-04-28,121.94033813476562
2016-04-29,120.22393798828125
2016-05-02,120.74799346923828
2016-05-03,118.74299621582031
2016-05-04,117.09489440917969
2016-05-05,117.14806365966797
2016-05-06,116.34307861328125
2016-05-09,118.02906799316406
2016-05-10,119.4189224243164
2016-05-11,117.09489440917969
2016-05-12,116.1227798461914
2016-05-13,116.46678161621094
2016-05-16,117.1701431274414
2016-05-17,114.75440979003906
2016-05-18,115.3048095703125
2016-05-19,113.65355682373047
2016-05-20,114.80787658691406
2016-05-23,114.1351547241211
2016-05-24,116.74967956542969
2016-05-25,118.92842102050781
2016-05-26,118.9130859375
2016-05-27,119.82281494140625
2016-05-31,120.74784088134766
2016-06-01,120.82427215576172
2016-06-02,122.21561431884766
2016-06-03,121.69577026367188
2016-06-06,122.46025848388672
2016-06-07,121.4664306640625
2016-06-08,120.78607940673828
2016-06-09,119.8534164428711
2016-06-10,118.32444763183594
2016-06-13,117.02485656738281
2016-06-14,116.95610809326172
2016-06-15,116.12279510498047
2016-06-16,116.42859649658203
2016-06-17,114.3797836303711
2016-06-20,115.16718292236328
2016-06-21,114.22693634033203
2016-06-22,114.52503967285156
2016-06-23,116.40564727783203
2016-06-24,111.95642852783203
2016-06-27,110.5268783569336
2016-06-28,113.46245574951172
2016-06-29,114.74676513671875
2016-06-30,116.31389617919922
2016-07-01,117.94222259521484
2016-07-05,117.9345932006836
2016-07-06,119.29535675048828
2016-07-07,119.7081069946289
2016-07-08,123.1559066772461
2016-07-11,122.45258331298828
2016-07-12,123.8133544921875
2016-07-13,122.71247100830078
2016-07-14,124.40959930419922
2016-07-15,124.82242584228516
2016-07-18,124.55488586425781
2016-07-19,124.218505859375
2016-07-20,124.79949188232422
2016-07-21,125.51810455322266
2016-07-22,126.64952850341797
2016-07-25,127.32987976074219
2016-07-26,128.178466796875
2016-07-27,130.47950744628906
2016-07-28,130.9381866455078
2016-07-29,131.5115509033203
2016-08-01,133.139892578125
2016-08-02,133.13223266601562
2016-08-03,132.58180236816406
2016-08-04,132.0007781982422
2016-08-05,132.75762939453125
2016-08-08,131.74853515625
2016-08-09,131.54977416992188
2016-08-10,130.89996337890625
2016-08-11,131.8173370361328
2016-08-12,132.26837158203125
2016-08-15,134.23680114746094
2016-08-16,132.37600708007812
2016-08-17,134.02915954589844
2016-08-18,134.36753845214844
2016-08-19,133.49868774414062
2016-08-22,134.0599822998047
2016-08-23,134.09840393066406
2016-08-24,131.36105346679688
2016-08-25,130.8920135498047
2016-08-26,132.2299346923828
2016-08-29,131.8762664794922
2016-08-30,131.29954528808594
2016-08-31,130.76129150390625
2016-09-01,130.8151397705078
2016-09-02,130.53831481933594
2016-09-06,131.36105346679688
2016-09-07,131.1995849609375
2016-09-08,131.46104431152344
2016-09-09,128.06243896484375
2016-09-12,132.28378295898438
2016-09-13,130.1769256591797
2016-09-14,130.8228302001953
2016-09-15,132.7450714111328
2016-09-16,132.99118041992188
2016-09-19,131.7762908935547
2016-09-20,133.3140869140625
2016-09-21,133.67550659179688
2016-09-22,135.0364990234375
2016-09-23,134.40594482421875
2016-09-26,133.42947387695312
2016-09-27,131.96852111816406
2016-09-28,130.49221801757812
2016-09-29,127.21663665771484
2016-09-30,128.26234436035156
2016-10-03,128.66989135742188
2016-10-04,128.83132934570312
2016-10-05,128.59298706054688
2016-10-06,128.33152770996094
2016-10-07,128.79286193847656
2016-10-10,129.4157257080078
2016-10-11,126.34773254394531
2016-10-12,126.00939178466797
2016-10-13,126.32466888427734
2016-10-14,124.4869613647461
2016-10-17,125.04058837890625
2016-10-18,125.17900085449219
2016-10-19,123.85646057128906
2016-10-20,124.17940521240234
2016-10-21,121.88037109375
2016-10-24,122.07258605957031
2016-10-25,121.41130065917969
2016-10-26,122.2494888305664
2016-10-27,123.46432495117188
2016-10-28,111.63072967529297
2016-10-31,108.53974151611328
2016-11-01,108.23213195800781
2016-11-02,106.6482162475586
2016-11-03,103.9723892211914
2016-11-04,104.11077880859375
2016-11-07,107.04039001464844
2016-11-08,106.45597076416016
2016-11-09,112.58419799804688
2016-11-10,116.54411315917969
2016-11-11,114.5987319946289
2016-11-14,113.34471893310547
2016-11-15,113.84012603759766
2016-11-16,113.97174072265625
2016-11-17,114.07238006591797
2016-11-18,112.42350006103516
2016-11-21,112.67127990722656
2016-11-22,111.72684478759766
2016-11-23,112.26866912841797
2016-11-25,112.57835388183594
2016-11-28,112.29965209960938
2016-11-29,113.01957702636719
2016-11-30,111.5255355834961
2016-12-01,110.22504425048828
2016-12-02,111.47911071777344
2016-12-05,112.4699478149414
2016-12-06,112.33060455322266
2016-12-07,109.29611206054688
2016-12-08,108.8316421508789
2016-12-09,111.04561614990234
2016-12-12,112.8337631225586
2016-12-13,114.85420989990234
2016-12-14,115.10192108154297
2016-12-15,116.41792297363281
2016-12-16,115.6283187866211
2016-12-19,114.36653900146484
2016-12-20,113.96398162841797
2016-12-21,113.15116119384766
2016-12-22,113.29827117919922
2016-12-23,114.21946716308594
2016-12-27,114.84648132324219
2016-12-28,114.31232452392578
2016-12-29,114.39746856689453
2016-12-30,113.18215942382812
2017-01-03,116.68110656738281
2017-01-04,118.33769226074219
2017-01-05,118.42286682128906
2017-01-06,121.36446380615234
2017-01-09,122.95913696289062
2017-01-10,122.89717102050781
2017-01-11,121.2406234741211
2017-01-12,120.2652359008789
2017-01-13,120.85356140136719
2017-01-17,119.83172607421875
2017-01-18,120.5826187133789
2017-01-19,119.0576171875
2017-01-20,119.73108673095703
2017-01-23,118.2215805053711
2017-01-24,117.548095703125
2017-01-25,119.28984069824219
2017-01-26,118.42286682128906
2017-01-27,121.6585922241211
2017-01-30,119.54530334472656
2017-01-31,121.28705596923828
2017-02-01,123.6015625
2017-02-02,123.5319595336914
2017-02-03,129.68609619140625
2017-02-06,128.95069885253906
2017-02-07,129.13648986816406
2017-02-08,130.14280700683594
2017-02-09,129.63963317871094
2017-02-10,129.9647674560547
2017-02-13,130.68186950683594
2017-02-14,130.98585510253906
2017-02-15,133.90097045898438
2017-02-16,134.15040588378906
2017-02-17,135.07012939453125
2017-02-21,134.95321655273438
2017-02-22,134.5401153564453
2017-02-23,135.63136291503906
2017-02-24,136.06002807617188
2017-02-27,137.28379821777344
2017-02-28,137.59556579589844
2017-03-01,138.9283905029297
2017-03-02,138.79592895507812
2017-03-03,140.45611572265625
2017-03-06,139.8793182373047
2017-03-07,138.25808715820312
2017-03-08,138.56988525390625
2017-03-09,139.45843505859375
2017-03-10,141.422607421875
2017-03-13,141.11865234375
2017-03-14,140.3937225341797
2017-03-15,142.32681274414062
2017-03-16,140.385986328125
2017-03-17,131.4223175048828
2017-03-20,131.91336059570312
2017-03-21,130.05052185058594
2017-03-22,130.51820373535156
2017-03-23,129.41912841796875
2017-03-24,129.18533325195312
2017-03-27,128.53839111328125
2017-03-28,128.38250732421875
2017-03-29,127.09644317626953
2017-03-30,128.1252899169922
2017-03-31,127.88365173339844
2017-04-03,127.74337005615234
2017-04-04,128.10971069335938
2017-04-05,126.4572982788086
2017-04-06,126.4650650024414
2017-04-07,127.34583282470703
2017-04-10,126.88600158691406
2017-04-11,127.13536071777344
2017-04-12,127.08861541748047
2017-04-13,125.96626281738281
2017-04-17,126.35594940185547
2017-04-18,125.68561553955078
2017-04-19,125.69339752197266
2017-04-20,126.30137634277344
2017-04-21,125.03089141845703
2017-04-24,127.15877532958984
2017-04-25,128.37469482421875
2017-04-26,128.30458068847656
2017-04-27,126.83143615722656
2017-04-28,127.29906463623047
2017-05-01,126.73786163330078
2017-05-02,127.43160247802734
2017-05-03,127.6810531616211
2017-05-04,128.05514526367188
2017-05-05,127.6810531616211
2017-05-08,127.07305145263672
2017-05-09,127.22110748291016
2017-05-10,125.10880279541016
2017-05-11,124.77368927001953
2017-05-12,124.88282775878906
2017-05-15,125.58936309814453
2017-05-16,125.6050796508789
2017-05-17,123.3047866821289
2017-05-18,124.01134490966797
2017-05-19,122.87297058105469
2017-05-22,120.13311004638672
2017-05-23,120.9574203491211
2017-05-24,121.37345886230469
2017-05-25,122.02507781982422
2017-05-26,121.69535064697266
2017-05-30,120.78467559814453
2017-05-31,121.8759536743164
2017-06-01,122.66099548339844
2017-06-02,124.94561767578125
2017-06-05,125.78562927246094
2017-06-06,125.24394226074219
2017-06-07,126.91615295410156
2017-06-08,127.69337463378906
2017-06-09,128.80035400390625
2017-06-12,129.44412231445312
2017-06-13,129.09078979492188
2017-06-14,129.6168212890625
2017-06-15,128.83961486816406
2017-06-16,127.5128173828125
2017-06-19,129.60894775390625
2017-06-20,130.5510711669922
2017-06-21,134.5236053466797
2017-06-22,136.46273803710938
2017-06-23,135.4263916015625
2017-06-26,136.34495544433594
2017-06-27,134.13101196289062
2017-06-28,136.65904235839844
2017-06-29,135.49708557128906
2017-06-30,135.21446228027344
2017-07-03,135.6619110107422
2017-07-05,136.80813598632812
2017-07-06,134.81407165527344
2017-07-07,134.5863800048828
2017-07-10,135.19088745117188
2017-07-11,136.07020568847656
2017-07-12,136.03094482421875
2017-07-13,137.4205322265625
2017-07-14,139.0613555908203
2017-07-17,139.2733154296875
2017-07-18,139.33616638183594
2017-07-19,140.67076110839844
2017-07-20,140.78067016601562
2017-07-21,141.47947692871094
2017-07-24,142.146728515625
2017-07-25,142.01329040527344
2017-07-26,138.0878143310547
2017-07-27,135.1516571044922
2017-07-28,137.02796936035156
2017-07-31,137.00445556640625
2017-08-01,136.7061004638672
2017-08-02,136.96522521972656
