Date,TANLA.NS
2015-08-21,27.827199935913086
2015-08-24,23.35826301574707
2015-08-25,21.930044174194336
2015-08-26,22.66718864440918
2015-08-27,24.233619689941406
2015-08-28,25.615766525268555
2015-08-31,25.66183853149414
2015-09-01,24.233619689941406
2015-09-02,24.46397590637207
2015-09-03,24.648265838623047
2015-09-04,23.35826301574707
2015-09-07,21.42325782775879
2015-09-08,21.976116180419922
2015-09-09,23.26612091064453
2015-09-10,23.127906799316406
2015-09-11,22.98969268798828
2015-09-14,23.173978805541992
2015-09-15,23.0357608795166
2015-09-16,23.081832885742188
2015-09-18,22.89754867553711
2015-09-21,23.63469123840332
2015-09-22,23.0357608795166
2015-09-23,23.26612091064453
2015-09-24,22.89754867553711
2015-09-28,23.0357608795166
2015-09-29,22.7132625579834
2015-09-30,22.759336471557617
2015-10-01,22.805404663085938
2015-10-05,26.122556686401367
2015-10-06,25.431480407714844
2015-10-07,27.55076789855957
2015-10-08,28.05756187438965
2015-10-09,30.084705352783203
2015-10-12,31.328641891479492
2015-10-13,32.388282775878906
2015-10-14,30.40719985961914
2015-10-15,30.775779724121094
2015-10-16,30.084705352783203
2015-10-19,30.729703903198242
2015-10-20,31.927562713623047
2015-10-21,31.420778274536133
2015-10-23,31.328641891479492
2015-10-26,30.683635711669922
2015-10-27,29.485774993896484
2015-10-28,28.70256233215332
2015-10-29,28.149702072143555
2015-10-30,29.071128845214844
2015-11-02,30.683635711669922
2015-11-03,29.670059204101562
2015-11-04,28.61042022705078
2015-11-05,28.61042022705078
2015-11-06,28.10363006591797
2015-11-09,31.37470817565918
2015-11-10,30.453275680541992
2015-11-13,31.144351959228516
2015-11-16,34.369354248046875
2015-11-17,32.57256317138672
2015-11-18,33.12542724609375
2015-11-19,35.65935516357422
2015-11-20,34.691864013671875
2015-11-23,34.23114776611328
2015-11-24,35.84363555908203
2015-11-26,37.87078857421875
2015-11-27,37.456153869628906
2015-11-30,39.66758728027344
2015-12-01,40.589012145996094
2015-12-02,40.45079803466797
2015-12-03,41.832942962646484
2015-12-04,44.27473068237305
2015-12-07,46.94688415527344
2015-12-08,43.72187805175781
2015-12-09,41.04973220825195
2015-12-10,43.215091705322266
2015-12-11,41.78687286376953
2015-12-14,41.18794631958008
2015-12-15,42.20151901245117
2015-12-16,41.648658752441406
2015-12-17,44.0904426574707
2015-12-18,43.906158447265625
2015-12-21,45.47258758544922
2015-12-22,44.73545455932617
2015-12-23,45.79509735107422
2015-12-24,46.0715217590332
2015-12-28,46.025455474853516
2015-12-29,45.057952880859375
2015-12-30,44.59724044799805
2015-12-31,43.537593841552734
2016-01-01,44.505088806152344
2016-01-04,43.26115798950195
2016-01-05,43.44544219970703
2016-01-06,44.5511589050293
2016-01-07,42.247581481933594
2016-01-08,42.70829772949219
2016-01-11,41.41830062866211
2016-01-12,41.04973220825195
2016-01-13,38.10114669799805
2016-01-14,35.84363555908203
2016-01-15,33.35578155517578
2016-01-18,29.117206573486328
2016-01-19,31.835416793823242
2016-01-20,30.361135482788086
2016-01-21,30.49934959411621
2016-01-22,31.46685218811035
2016-01-25,34.55363845825195
2016-01-27,36.30435562133789
2016-01-28,39.89794158935547
2016-01-29,39.52937316894531
2016-02-01,40.40471649169922
2016-02-02,38.42365264892578
2016-02-03,36.53471755981445
2016-02-04,34.73793029785156
2016-02-05,33.217567443847656
2016-02-08,32.434356689453125
2016-02-09,31.420778274536133
2016-02-10,29.85434913635254
2016-02-11,28.38005828857422
2016-02-12,27.50469970703125
2016-02-15,28.840774536132812
2016-02-16,28.149702072143555
2016-02-17,28.10363006591797
2016-02-18,28.840774536132812
2016-02-19,28.195772171020508
2016-02-22,29.4397029876709
2016-02-23,28.65648651123047
2016-02-24,28.287918090820312
2016-02-25,26.9057674407959
2016-02-26,25.615766525268555
2016-02-29,24.417909622192383
2016-03-01,25.615766525268555
2016-03-02,26.859697341918945
2016-03-03,28.195772171020508
2016-03-04,29.577917098999023
2016-03-08,31.05220603942871
2016-03-09,32.57256317138672
2016-03-10,34.185062408447266
2016-03-11,35.84363555908203
2016-03-14,36.07400131225586
2016-03-15,34.27721405029297
2016-03-16,35.10649871826172
2016-03-17,34.00078582763672
2016-03-18,34.04685592651367
2016-03-21,33.49399185180664
2016-03-22,33.679298400878906
2016-03-23,33.72563934326172
2016-03-28,32.75277328491211
2016-03-29,32.10420608520508
2016-03-30,33.679298400878906
2016-03-31,35.1617431640625
2016-04-01,35.67134094238281
2016-04-04,36.13460159301758
2016-04-05,36.82950210571289
2016-04-06,38.45092010498047
2016-04-07,38.68255615234375
2016-04-08,37.385414123535156
2016-04-11,37.153778076171875
2016-04-12,37.200111389160156
2016-04-13,37.339088439941406
2016-04-18,38.35826873779297
2016-04-20,37.84867477416992
2016-04-21,36.319908142089844
2016-04-22,36.78316879272461
2016-04-25,36.644195556640625
2016-04-26,35.94929122924805
2016-04-27,35.94929122924805
2016-04-28,35.2544059753418
2016-04-29,34.930118560791016
2016-05-02,35.3470573425293
2016-05-03,36.73684310913086
2016-05-04,36.36623001098633
2016-05-05,35.9029655456543
2016-05-06,36.27357864379883
2016-05-09,35.810325622558594
2016-05-10,35.02277374267578
2016-05-11,34.5131721496582
2016-05-12,34.09623336791992
2016-05-13,33.169715881347656
2016-05-16,34.9764404296875
2016-05-17,36.27357864379883
2016-05-18,36.13460159301758
2016-05-19,35.069091796875
2016-05-20,34.69849395751953
2016-05-23,33.5866584777832
2016-05-24,33.030731201171875
2016-05-25,34.5131721496582
2016-05-26,34.83745574951172
2016-05-27,30.482778549194336
2016-05-30,30.621755599975586
2016-05-31,31.872575759887695
2016-06-01,31.64094352722168
2016-06-02,31.27033042907715
2016-06-03,30.343801498413086
2016-06-06,29.74155616760254
2016-06-07,30.251148223876953
2016-06-08,30.43645477294922
2016-06-09,30.343801498413086
2016-06-10,31.224000930786133
2016-06-13,31.177677154541016
2016-06-14,31.826242446899414
2016-06-15,33.35502243041992
2016-06-16,32.75277328491211
2016-06-17,32.75277328491211
2016-06-20,32.93807601928711
2016-06-21,33.5866584777832
2016-06-22,35.11542510986328
2016-06-23,34.09623336791992
2016-06-24,33.21603775024414
2016-06-27,34.69849395751953
2016-06-28,34.930118560791016
2016-06-29,34.83745574951172
2016-06-30,34.5131721496582
2016-07-01,35.1617431640625
2016-07-04,34.652156829833984
2016-07-05,34.46685028076172
2016-07-07,34.04991149902344
2016-07-08,34.00358963012695
2016-07-11,33.91093444824219
2016-07-12,33.77195739746094
2016-07-13,33.5866584777832
2016-07-14,33.95726013183594
2016-07-15,33.262367248535156
2016-07-18,33.169715881347656
2016-07-19,33.12338638305664
2016-07-20,32.79910659790039
2016-07-21,32.42848587036133
2016-07-22,32.42848587036133
2016-07-25,33.169715881347656
2016-07-26,32.70644760131836
2016-07-27,32.15052795410156
2016-07-28,34.37419509887695
2016-07-29,33.679298400878906
2016-08-01,32.75277328491211
2016-08-02,32.10420608520508
2016-08-03,31.872575759887695
2016-08-04,31.965229034423828
2016-08-05,32.613800048828125
2016-08-08,31.362985610961914
2016-08-09,30.343801498413086
2016-08-10,29.463600158691406
2016-08-11,31.085025787353516
2016-08-12,31.409311294555664
2016-08-16,30.43645477294922
