Date,JET2.L
2016-02-12,521.6642456054688
2016-02-15,535.1554565429688
2016-02-16,533.15673828125
2016-02-17,539.652587890625
2016-02-18,556.6416625976562
2016-02-19,547.6474609375
2016-02-22,550.1458740234375
2016-02-23,559.1400756835938
2016-02-24,553.1439208984375
2016-02-25,564.6365356445312
2016-02-26,567.6345825195312
2016-02-29,569.1337280273438
2016-03-01,578.6276245117188
2016-03-02,566.1355590820312
2016-03-03,551.145263671875
2016-03-04,589.1207885742188
2016-03-07,614.6044311523438
2016-03-08,612.605712890625
2016-03-09,630.0944213867188
2016-03-10,613.6049194335938
2016-03-11,631.0939331054688
2016-03-14,631.0939331054688
2016-03-15,639.58837890625
2016-03-16,649.5818481445312
2016-03-17,639.0887451171875
2016-03-18,640.0879516601562
2016-03-21,639.58837890625
2016-03-22,645.084716796875
2016-03-23,659.0758666992188
2016-03-24,654.5786743164062
2016-03-29,667.5702514648438
2016-03-30,667.0706787109375
2016-03-31,663.5728149414062
2016-04-01,668.5696411132812
2016-04-04,676.06494140625
2016-04-05,675.565185546875
2016-04-06,674.5657958984375
2016-04-07,668.0700073242188
2016-04-08,671.5676879882812
2016-04-11,670.0687255859375
2016-04-12,675.0655517578125
2016-04-13,674.0661010742188
2016-04-14,669.569091796875
2016-04-15,663.5728149414062
2016-04-18,655.5780029296875
2016-04-19,654.5786743164062
2016-04-20,645.5844116210938
2016-04-21,631.0939331054688
2016-04-22,629.5946044921875
2016-04-25,624.5980224609375
2016-04-26,625.0977172851562
2016-04-27,632.0930786132812
2016-04-28,637.5895385742188
2016-04-29,624.0982666015625
2016-05-03,619.1014404296875
2016-05-04,626.5966796875
2016-05-05,630.5940551757812
2016-05-06,627.5960083007812
2016-05-09,632.0930786132812
2016-05-10,630.5940551757812
2016-05-11,647.08349609375
2016-05-12,637.5895385742188
2016-05-13,629.0950927734375
2016-05-16,627.0963134765625
2016-05-17,632.5928344726562
2016-05-18,645.084716796875
2016-05-19,620.6005249023438
2016-05-20,624.0982666015625
2016-05-23,642.5863647460938
2016-05-24,650.581298828125
2016-05-25,664.5721435546875
2016-05-26,649.0821533203125
2016-05-27,639.58837890625
2016-05-31,648.0829467773438
2016-06-01,636.5902709960938
2016-06-02,648.0829467773438
2016-06-03,627.5960083007812
2016-06-06,631.0939331054688
2016-06-07,632.5928344726562
2016-06-08,629.5946044921875
2016-06-09,628.595458984375
2016-06-10,606.6096801757812
2016-06-13,594.6171875
2016-06-14,576.6288452148438
2016-06-15,579.6268920898438
2016-06-16,571.13232421875
2016-06-17,583.1246337890625
2016-06-20,610.6069946289062
2016-06-21,598.6146240234375
2016-06-22,599.1143188476562
2016-06-23,611.6063232421875
2016-06-24,565.1362915039062
2016-06-27,509.67193603515625
2016-06-28,521.16455078125
2016-06-29,522.1638793945312
2016-06-30,526.6610717773438
2016-07-01,539.652587890625
2016-07-04,527.1607055664062
2016-07-05,510.171630859375
2016-07-06,506.67388916015625
2016-07-07,512.17041015625
2016-07-08,523.6630249023438
2016-07-11,534.15625
2016-07-12,545.1491088867188
2016-07-13,540.1524047851562
2016-07-14,587.1220703125
2016-07-15,550.6455688476562
2016-07-18,524.6622924804688
2016-07-19,508.672607421875
2016-07-20,504.6751403808594
2016-07-21,479.4413757324219
2016-07-22,487.9359436035156
2016-07-25,480.4407653808594
2016-07-26,487.6860656738281
2016-07-27,484.9378662109375
2016-07-28,483.9384765625
2016-07-29,484.68804931640625
2016-08-01,487.6860656738281
2016-08-02,488.4356384277344
2016-08-03,485.6874084472656
2016-08-04,485.9372863769531
2016-08-05,493.93206787109375
2016-08-08,505.1748352050781
2016-08-09,506.1741638183594
2016-08-10,511.670654296875
2016-08-11,509.67193603515625
2016-08-12,510.67132568359375
2016-08-15,503.67578125
2016-08-16,485.43756103515625
2016-08-17,478.9417724609375
2016-08-18,474.19476318359375
2016-08-19,469.1980285644531
2016-08-22,467.4491271972656
2016-08-23,467.698974609375
2016-08-24,456.9559326171875
2016-08-25,449.7105712890625
2016-08-26,463.951416015625
2016-08-30,451.2095947265625
2016-08-31,448.46136474609375
2016-09-01,445.9629821777344
2016-09-02,454.70733642578125
2016-09-05,456.206298828125
2016-09-06,467.4491271972656
2016-09-07,468.6982421875
2016-09-08,481.68994140625
2016-09-09,449.7105712890625
2016-09-12,437.2186279296875
2016-09-13,428.2243347167969
2016-09-14,428.2243347167969
2016-09-15,424.75738525390625
2016-09-16,419.5104064941406
2016-09-19,421.2593078613281
2016-09-20,415.01287841796875
2016-09-21,421.75909423828125
2016-09-22,424.75738525390625
2016-09-23,416.5120849609375
2016-09-26,416.0123291015625
2016-09-27,418.01116943359375
2016-09-28,434.751708984375
2016-09-29,419.5104064941406
2016-09-30,418.76080322265625
2016-10-03,424.75738525390625
2016-10-04,424.25762939453125
2016-10-05,413.763671875
2016-10-06,396.5234680175781
2016-10-07,378.7835693359375
2016-10-10,383.78082275390625
2016-10-11,388.2781982421875
2016-10-12,388.2781982421875
2016-10-13,372.03741455078125
2016-10-14,376.2850341796875
2016-10-17,366.0408935546875
2016-10-18,371.03802490234375
2016-10-19,371.03802490234375
2016-10-20,372.2873229980469
2016-10-21,364.04205322265625
2016-10-24,363.7922058105469
2016-10-25,361.7933044433594
2016-10-26,363.7922058105469
2016-10-27,358.2953186035156
2016-10-28,361.2936096191406
2016-10-31,358.5452575683594
2016-11-01,366.54058837890625
2016-11-02,374.2861633300781
2016-11-03,389.5274353027344
2016-11-04,376.2850341796875
2016-11-07,383.28106689453125
2016-11-08,385.52972412109375
2016-11-09,400.0214538574219
2016-11-10,404.5188903808594
2016-11-11,412.76422119140625
2016-11-14,410.765380859375
2016-11-15,410.765380859375
2016-11-16,403.2696228027344
2016-11-17,437.250244140625
2016-11-18,447.7442321777344
2016-11-21,453.7408447265625
2016-11-22,465.48406982421875
2016-11-23,469.23199462890625
2016-11-24,450.9923400878906
2016-11-25,458.48809814453125
2016-11-28,460.73681640625
2016-11-29,470.4812316894531
2016-11-30,476.7276611328125
2016-12-01,479.7259216308594
2016-12-02,473.2296142578125
2016-12-05,468.98211669921875
2016-12-06,469.23199462890625
2016-12-07,469.73162841796875
2016-12-08,479.47607421875
2016-12-09,479.7259216308594
2016-12-12,464.7344665527344
2016-12-13,478.72650146484375
2016-12-14,467.4829406738281
2016-12-15,476.2279357910156
2016-12-16,486.7220153808594
2016-12-19,489.72027587890625
2016-12-20,488.470947265625
2016-12-21,487.4715576171875
2016-12-22,488.7208251953125
2016-12-23,503.2125244140625
2016-12-28,494.2176818847656
2016-12-29,487.4715576171875
2016-12-30,495.71685791015625
2017-01-03,489.72027587890625
2017-01-04,497.71563720703125
2017-01-05,502.7266845703125
2017-01-06,502.22698974609375
2017-01-09,491.23291015625
2017-01-10,499.7283020019531
2017-01-11,498.7288818359375
2017-01-12,489.7337951660156
2017-01-13,494.7310791015625
2017-01-16,481.73809814453125
2017-01-17,490.23345947265625
2017-01-18,483.2373046875
2017-01-19,485.23614501953125
2017-01-20,483.4871520996094
2017-01-23,501.7272033691406
2017-01-24,498.978759765625
2017-01-25,506.2247619628906
2017-01-26,511.22210693359375
2017-01-27,509.7228698730469
2017-01-30,509.7228698730469
2017-01-31,509.7228698730469
2017-02-01,515.7196044921875
2017-02-02,518.718017578125
2017-02-03,517.2188720703125
2017-02-06,512.721435546875
2017-02-07,506.72454833984375
2017-02-08,508.2237243652344
2017-02-09,502.22698974609375
2017-02-10,509.7228698730469
2017-02-13,519.2177124023438
2017-02-14,520.7169799804688
2017-02-15,522.216064453125
2017-02-16,518.718017578125
2017-02-17,518.21826171875
2017-02-20,518.21826171875
2017-02-21,524.2150268554688
2017-02-22,529.7120361328125
2017-02-23,530.7115478515625
2017-02-24,537.707763671875
2017-02-27,531.7110595703125
2017-02-28,533.2100219726562
2017-03-01,541.7055053710938
2017-03-02,540.7061767578125
2017-03-03,529.7120361328125
2017-03-06,529.7120361328125
2017-03-07,520.7169799804688
2017-03-08,533.7098999023438
2017-03-09,540.7061767578125
2017-03-10,537.2078857421875
2017-03-13,531.7110595703125
2017-03-14,522.216064453125
2017-03-15,521.7164306640625
2017-03-16,536.2084350585938
2017-03-17,544.703857421875
2017-03-20,545.20361328125
2017-03-21,538.2073974609375
2017-03-22,529.2123413085938
2017-03-23,541.7055053710938
2017-03-24,535.7088623046875
2017-03-27,525.7142944335938
2017-03-28,527.713134765625
2017-03-29,523.7153930664062
2017-03-30,522.216064453125
2017-03-31,515.7196044921875
2017-04-03,530.7115478515625
2017-04-04,524.2150268554688
2017-04-05,565.1927490234375
2017-04-06,549.7011108398438
2017-04-07,549.201416015625
2017-04-10,551.7000122070312
2017-04-11,555.6978149414062
2017-04-12,545.20361328125
2017-04-13,548.201904296875
2017-04-18,554.6984252929688
2017-04-19,563.1939086914062
2017-04-20,570.6897583007812
2017-04-21,581.1839599609375
2017-04-24,585.181884765625
2017-04-25,591.6783447265625
2017-04-26,599.6740112304688
2017-04-27,597.675048828125
2017-04-28,608.16943359375
2017-05-02,609.1688232421875
2017-05-03,601.6728515625
2017-05-04,611.66748046875
2017-05-05,626.1596069335938
2017-05-08,639.6522827148438
2017-05-09,642.650634765625
2017-05-10,648.147705078125
2017-05-11,637.6532592773438
2017-05-12,633.1558227539062
2017-05-15,631.156982421875
2017-05-16,621.6620483398438
2017-05-17,615.6652221679688
2017-05-18,622.6615600585938
2017-05-19,609.6685180664062
2017-05-22,629.1580200195312
2017-05-23,617.1644897460938
2017-05-24,618.66357421875
2017-05-25,624.6604614257812
2017-05-26,624.6604614257812
2017-05-30,628.1585083007812
2017-05-31,624.6604614257812
2017-06-01,620.66259765625
2017-06-02,624.6604614257812
2017-06-05,614.6658935546875
2017-06-06,615.1655883789062
2017-06-07,604.171630859375
2017-06-08,613.6663208007812
2017-06-09,603.1720581054688
2017-06-12,596.1759033203125
2017-06-13,608.6690673828125
2017-06-14,611.66748046875
2017-06-15,601.1731567382812
2017-06-16,609.1688232421875
2017-06-19,607.6696166992188
2017-06-20,606.1705322265625
2017-06-21,599.6740112304688
2017-06-22,598.6744995117188
2017-06-23,599.6740112304688
2017-06-26,620.162841796875
2017-06-27,605.7706298828125
2017-06-28,620.66259765625
2017-06-29,613.6663208007812
2017-06-30,615.1655883789062
2017-07-03,614.6658935546875
2017-07-04,611.66748046875
2017-07-05,610.1682739257812
2017-07-06,610.6680297851562
2017-07-07,635.1547241210938
2017-07-10,626.6593017578125
2017-07-11,634.655029296875
2017-07-12,664.1389770507812
2017-07-13,560.6951904296875
2017-07-14,514.7202758789062
2017-07-17,524.7147216796875
2017-07-18,519.7174072265625
2017-07-19,547.2025146484375
2017-07-20,543.704345703125
2017-07-21,523.7153930664062
2017-07-24,494.2312927246094
2017-07-25,499.7283020019531
2017-07-26,498.978759765625
2017-07-27,499.4784851074219
2017-07-28,488.2345275878906
2017-07-31,485.98583984375
2017-08-01,490.98309326171875
2017-08-02,510.7223815917969
2017-08-03,514.220458984375
2017-08-04,513.2208251953125
2017-08-07,520.7169799804688
2017-08-08,520.7169799804688
2017-08-09,522.7158203125
2017-08-10,524.7147216796875
2017-08-11,520.2172241210938
2017-08-14,523.7153930664062
2017-08-15,532.2108154296875
2017-08-16,534.7094116210938
2017-08-17,532.2108154296875
2017-08-18,517.7186279296875
2017-08-21,525.7142944335938
2017-08-22,522.7158203125
2017-08-23,517.2188720703125
2017-08-24,514.7202758789062
2017-08-25,515.7196044921875
2017-08-29,504.7256164550781
2017-08-30,508.72344970703125
2017-08-31,516.2193603515625
2017-09-01,515.7196044921875
2017-09-04,516.7191162109375
2017-09-05,507.72393798828125
2017-09-06,500.2280578613281
2017-09-07,515.2198486328125
2017-09-08,510.2226257324219
2017-09-11,511.7218017578125
2017-09-12,501.7272033691406
2017-09-13,514.220458984375
2017-09-14,513.7207641601562
2017-09-15,511.22210693359375
2017-09-18,513.7207641601562
2017-09-19,518.21826171875
2017-09-20,518.718017578125
2017-09-21,516.7579345703125
2017-09-22,517.7575073242188
2017-09-25,517.7575073242188
2017-09-26,518.7569580078125
2017-09-27,519.7564697265625
2017-09-28,537.2482299804688
2017-09-29,536.2487182617188
2017-10-02,577.729248046875
2017-10-03,574.730712890625
2017-10-04,569.7330932617188
2017-10-05,570.2328491210938
2017-10-06,571.2322998046875
2017-10-09,571.2322998046875
2017-10-10,574.730712890625
2017-10-11,581.2276000976562
2017-10-12,586.2254028320312
2017-10-13,590.2235717773438
2017-10-16,592.7222290039062
2017-10-17,592.2225341796875
2017-10-18,598.2198486328125
2017-10-19,596.220703125
2017-10-20,602.7175903320312
2017-10-23,597.719970703125
2017-10-24,597.719970703125
2017-10-25,595.7208862304688
2017-10-26,599.7190551757812
2017-10-27,600.7185668945312
2017-10-30,597.719970703125
2017-10-31,599.7190551757812
2017-11-01,613.2127075195312
2017-11-02,602.7175903320312
2017-11-03,604.7166748046875
2017-11-06,610.7138671875
2017-11-07,609.7142944335938
2017-11-08,604.7166748046875
2017-11-09,605.7161865234375
2017-11-10,597.719970703125
2017-11-13,586.7252197265625
2017-11-14,583.7265625
2017-11-15,599.7190551757812
2017-11-16,647.19677734375
2017-11-17,659.6909790039062
2017-11-20,686.1785278320312
2017-11-21,718.663330078125
2017-11-22,705.6693725585938
2017-11-23,703.170654296875
2017-11-24,702.1709594726562
2017-11-27,693.6749877929688
2017-11-28,698.1728515625
2017-11-29,689.6768798828125
2017-11-30,701.171630859375
2017-12-01,700.6717529296875
2017-12-04,704.1701049804688
2017-12-05,698.6726684570312
2017-12-06,692.6755981445312
2017-12-07,687.677734375
2017-12-08,687.677734375
2017-12-11,683.1799926757812
2017-12-12,684.6791381835938
2017-12-13,683.5946655273438
2017-12-14,676.6829223632812
2017-12-15,681.6806640625
2017-12-18,674.683837890625
2017-12-19,680.6810913085938
2017-12-20,687.677734375
2017-12-21,678.1823120117188
2017-12-22,685.178955078125
2017-12-27,679.1818237304688
2017-12-28,680.6961059570312
2017-12-29,680.1963500976562
2018-01-02,687.6929321289062
2018-01-03,686.6934204101562
2018-01-04,684.6942749023438
2018-01-05,698.6881103515625
2018-01-08,700.1874389648438
2018-01-09,691.691162109375
2018-01-10,678.197265625
2018-01-11,676.1982421875
2018-01-12,679.696533203125
2018-01-15,679.696533203125
2018-01-16,688.6925659179688
2018-01-17,682.1954345703125
2018-01-18,673.6992797851562
2018-01-19,677.1976928710938
2018-01-22,671.7000732421875
2018-01-23,676.1982421875
2018-01-24,667.2022094726562
2018-01-25,654.707763671875
2018-01-26,666.7023315429688
2018-01-29,669.7011108398438
2018-01-30,665.7028198242188
2018-01-31,683.6947631835938
2018-02-01,669.7011108398438
2018-02-02,665.2030639648438
2018-02-05,658.7059326171875
2018-02-06,649.7098999023438
2018-02-07,665.7028198242188
2018-02-08,641.2138061523438
2018-02-09,633.717041015625
2018-02-12,649.7098999023438
2018-02-13,649.210205078125
2018-02-14,641.7134399414062
2018-02-15,646.2115478515625
2018-02-16,649.210205078125
2018-02-19,769.656494140625
2018-02-20,792.6461791992188
2018-02-21,797.6439208984375
2018-02-22,793.6456909179688
2018-02-23,790.147216796875
2018-02-26,813.6369018554688
2018-02-27,819.6341552734375
2018-02-28,806.6399536132812
2018-03-01,796.6444702148438
2018-03-02,813.136962890625
2018-03-05,810.1383056640625
2018-03-06,813.6369018554688
2018-03-07,807.6395263671875
2018-03-08,806.1400756835938
2018-03-09,801.142333984375
2018-03-12,819.6341552734375
2018-03-13,830.1292724609375
2018-03-14,840.1248779296875
2018-03-15,842.1240234375
2018-03-16,843.6234130859375
2018-03-19,857.1173095703125
2018-03-20,853.618896484375
2018-03-21,841.6243896484375
2018-03-22,840.6246948242188
2018-03-23,837.6261596679688
2018-03-26,822.1329956054688
2018-03-27,844.1231689453125
2018-03-28,825.131591796875
2018-03-29,832.1284790039062
2018-04-03,824.6319580078125
2018-04-04,831.6287231445312
2018-04-05,857.6171875
2018-04-06,859.6163330078125
2018-04-09,854.6185302734375
2018-04-10,864.1141967773438
2018-04-11,859.6163330078125
2018-04-12,871.111083984375
2018-04-13,865.6136474609375
2018-04-16,868.1124267578125
2018-04-17,858.6167602539062
2018-04-18,853.1190795898438
2018-04-19,849.6207275390625
2018-04-20,849.6207275390625
2018-04-23,861.6153564453125
2018-04-24,853.618896484375
2018-04-25,840.6246948242188
2018-04-26,864.614013671875
2018-04-27,851.6197509765625
2018-04-30,857.1173095703125
2018-05-01,864.614013671875
2018-05-02,875.1093139648438
2018-05-03,863.1146240234375
2018-05-04,878.10791015625
2018-05-08,873.1102905273438
2018-05-09,862.1151123046875
2018-05-10,859.6163330078125
2018-05-11,870.1115112304688
2018-05-14,859.6163330078125
2018-05-15,852.1195678710938
2018-05-16,842.623779296875
2018-05-17,842.1240234375
2018-05-18,843.12353515625
2018-05-21,829.6296997070312
2018-05-22,837.6261596679688
2018-05-23,824.6319580078125
2018-05-24,812.63720703125
2018-05-25,821.63330078125
2018-05-29,819.13427734375
2018-05-30,804.1409912109375
2018-05-31,807.1396484375
2018-06-01,829.6296997070312
2018-06-04,839.12548828125
2018-06-05,819.6341552734375
2018-06-06,821.1334228515625
2018-06-07,825.6314086914062
2018-06-08,821.1334228515625
2018-06-11,836.62646484375
2018-06-12,831.1290283203125
2018-06-13,836.62646484375
2018-06-14,863.1146240234375
2018-06-15,839.625244140625
2018-06-18,836.62646484375
2018-06-19,820.6336059570312
2018-06-20,818.6344604492188
2018-06-21,806.6399536132812
2018-06-22,821.63330078125
2018-06-25,810.1383056640625
2018-06-26,803.1414794921875
2018-06-27,781.1512451171875
2018-06-28,759.660888671875
2018-06-29,777.1529541015625
2018-07-02,779.6519775390625
2018-07-03,783.150390625
2018-07-04,790.147216796875
2018-07-05,801.6421508789062
2018-07-06,793.6456909179688
2018-07-09,793.1459350585938
2018-07-10,771.6555786132812
2018-07-11,739.6697387695312
2018-07-12,999.0540161132812
2018-07-13,999.5537109375
2018-07-16,985.6659545898438
2018-07-17,960.0714721679688
2018-07-18,979.0629272460938
2018-07-19,975.0647583007812
2018-07-20,961.0709228515625
2018-07-23,909.0941772460938
2018-07-24,912.0928344726562
2018-07-25,905.095947265625
2018-07-26,912.5924682617188
2018-07-27,958.0723876953125
2018-07-30,928.58544921875
2018-07-31,920.0892944335938
2018-08-01,935.5823364257812
2018-08-02,934.5828247070312
2018-08-03,922.08837890625
2018-08-06,928.085693359375
2018-08-07,945.078125
2018-08-08,966.0687866210938
2018-08-09,974.5648193359375
2018-08-10,964.5693359375
2018-08-13,947.5769653320312
2018-08-14,953.5742797851562
2018-08-15,956.5729370117188
2018-08-16,966.5684814453125
2018-08-17,966.5684814453125
2018-08-20,977.0637817382812
2018-08-21,971.0665283203125
2018-08-22,970.5665893554688
2018-08-23,973.0656127929688
2018-08-24,973.0656127929688
2018-08-28,970.5665893554688
2018-08-29,981.5618286132812
2018-08-30,983.0612182617188
2018-08-31,978.5630493164062
2018-09-03,995.0558471679688
2018-09-04,991.0575561523438
2018-09-05,991.5573120117188
2018-09-06,1016.5460815429688
2018-09-07,997.0548706054688
2018-09-10,986.5595092773438
2018-09-11,979.562744140625
2018-09-12,979.0629272460938
2018-09-13,976.56396484375
2018-09-14,972.0661010742188
2018-09-17,975.0647583007812
2018-09-18,979.562744140625
2018-09-19,979.562744140625
2018-09-20,981.6218872070312
2018-09-21,980.6222534179688
2018-09-24,965.1282958984375
2018-09-25,886.658447265625
2018-09-26,902.6522216796875
2018-09-27,917.646484375
2018-09-28,932.1409912109375
2018-10-01,916.6469116210938
2018-10-02,898.6538696289062
2018-10-03,899.6534423828125
2018-10-04,901.1529541015625
2018-10-05,904.1517333984375
2018-10-08,897.6542358398438
2018-10-09,891.1566772460938
2018-10-10,864.1671142578125
2018-10-11,853.671142578125
2018-10-12,876.1624755859375
2018-10-15,866.6661987304688
2018-10-16,906.6506958007812
2018-10-17,892.6561889648438
2018-10-18,893.1559448242188
2018-10-19,846.673828125
2018-10-22,826.1817626953125
2018-10-23,819.684326171875
2018-10-24,812.6869506835938
2018-10-25,842.6753540039062
2018-10-26,813.6865844726562
2018-10-29,830.6799926757812
2018-10-30,829.1806030273438
2018-10-31,849.6726684570312
2018-11-01,870.6646728515625
2018-11-02,902.6522216796875
2018-11-05,903.6519775390625
2018-11-06,911.64892578125
2018-11-07,922.6445922851562
2018-11-08,956.1317749023438
2018-11-09,972.6253051757812
2018-11-12,956.1317749023438
2018-11-13,978.1232299804688
2018-11-14,983.121337890625
2018-11-15,825.18212890625
2018-11-16,802.1909790039062
2018-11-19,802.1909790039062
2018-11-20,795.1936645507812
2018-11-21,813.186767578125
2018-11-22,816.1856079101562
2018-11-23,820.18408203125
2018-11-26,844.1748657226562
2018-11-27,819.1844482421875
2018-11-28,814.6861572265625
2018-11-29,824.6824340820312
2018-11-30,834.678466796875
2018-12-03,838.1770629882812
2018-12-04,836.1777954101562
2018-12-05,846.673828125
2018-12-06,806.6893310546875
2018-12-07,805.6896362304688
2018-12-10,768.703857421875
2018-12-11,780.1995239257812
2018-12-12,782.6985473632812
2018-12-13,783.1983642578125
2018-12-14,770.7030639648438
2018-12-17,750.7107543945312
2018-12-18,772.2025146484375
2018-12-19,759.7073974609375
2018-12-20,765.205322265625
2018-12-21,765.205322265625
2018-12-24,757.2083740234375
2018-12-27,756.7364501953125
2018-12-28,766.7330322265625
2018-12-31,771.7313232421875
2019-01-02,796.7225952148438
2019-01-03,810.7176513671875
2019-01-04,814.7162475585938
2019-01-07,828.7114868164062
2019-01-08,820.2144165039062
2019-01-09,828.2115478515625
2019-01-10,830.2108154296875
2019-01-11,838.2080688476562
2019-01-14,820.2144165039062
2019-01-15,800.7212524414062
2019-01-16,817.2153930664062
2019-01-17,815.2161254882812
2019-01-18,826.7120971679688
2019-01-21,839.2078247070312
2019-01-22,842.7064819335938
2019-01-23,851.703369140625
2019-01-24,850.7037353515625
2019-01-25,843.2063598632812
2019-01-28,830.2108154296875
2019-01-29,805.2195434570312
2019-01-30,826.7120971679688
2019-01-31,793.7236328125
2019-02-01,816.2157592773438
2019-02-04,824.2129516601562
2019-02-05,829.7111206054688
2019-02-06,847.2049560546875
2019-02-07,806.21923828125
2019-02-08,783.7271118164062
2019-02-11,789.2252197265625
2019-02-12,786.72607421875
2019-02-13,796.7225952148438
2019-02-14,788.7254028320312
2019-02-15,790.2247924804688
2019-02-18,789.2252197265625
2019-02-19,779.7284545898438
2019-02-20,800.2213134765625
2019-02-21,805.7194213867188
2019-02-22,805.7194213867188
2019-02-25,809.718017578125
2019-02-26,827.2119750976562
2019-02-27,810.7176513671875
2019-02-28,804.219970703125
2019-03-01,843.7062377929688
2019-03-04,840.2073364257812
2019-03-05,853.7026977539062
2019-03-06,844.7058715820312
2019-03-07,828.7114868164062
2019-03-08,827.2119750976562
2019-03-11,827.7117919921875
2019-03-12,823.7131958007812
2019-03-13,820.7141723632812
2019-03-14,839.7076416015625
2019-03-15,849.7040405273438
2019-03-18,842.2067260742188
2019-03-19,859.2008666992188
2019-03-20,842.2067260742188
2019-03-21,828.2115478515625
2019-03-22,812.2171020507812
2019-03-25,806.21923828125
2019-03-26,804.7198486328125
2019-03-27,813.7166748046875
2019-03-28,805.7194213867188
2019-03-29,793.2238159179688
2019-04-01,775.2300415039062
2019-04-02,777.2293090820312
2019-04-03,781.7277221679688
2019-04-04,808.7183227539062
2019-04-05,804.219970703125
2019-04-08,809.718017578125
2019-04-09,804.7198486328125
2019-04-10,814.2164916992188
2019-04-11,839.2078247070312
2019-04-12,837.7083740234375
2019-04-15,871.1965942382812
2019-04-16,878.6940307617188
2019-04-17,877.6943969726562
2019-04-18,894.6884155273438
2019-04-23,889.690185546875
2019-04-24,892.1893310546875
2019-04-25,897.1876831054688
2019-04-26,906.1844482421875
2019-04-29,914.6815185546875
2019-04-30,930.6759033203125
2019-05-01,945.1708374023438
2019-05-02,960.1656494140625
2019-05-03,956.6668701171875
2019-05-07,951.168701171875
2019-05-08,941.1723022460938
2019-05-09,924.17822265625
2019-05-10,935.1743774414062
2019-05-13,926.6773071289062
2019-05-14,936.1740112304688
2019-05-15,927.677001953125
2019-05-16,932.6751708984375
2019-05-17,928.6766357421875
2019-05-20,913.681884765625
2019-05-21,915.6812133789062
2019-05-22,895.6880493164062
