Date,ASHM.L
2016-08-19,358.2025146484375
2016-08-22,358.10308837890625
2016-08-23,358.6004638671875
2016-08-24,362.6788330078125
2016-08-25,357.4067077636719
2016-08-26,358.10308837890625
2016-08-30,358.4013977050781
2016-08-31,349.9462890625
2016-09-01,350.045654296875
2016-09-02,357.1083068847656
2016-09-05,353.1293640136719
2016-09-06,356.4120178222656
2016-09-07,362.38037109375
2016-09-08,360.0924987792969
2016-09-09,353.42779541015625
2016-09-12,345.37054443359375
2016-09-13,345.1715393066406
2016-09-14,348.4541320800781
2016-09-15,350.44366455078125
2016-09-16,340.5957946777344
2016-09-19,345.1715393066406
2016-09-20,339.20318603515625
2016-09-21,340.098388671875
2016-09-22,346.6636962890625
2016-09-23,341.9883728027344
2016-09-26,336.4179382324219
2016-09-27,341.39154052734375
2016-09-28,345.469970703125
2016-09-29,357.70513916015625
2016-09-30,351.6373291015625
2016-10-03,360.8883056640625
2016-10-04,371.3329162597656
2016-10-05,373.12347412109375
2016-10-06,373.5213623046875
2016-10-07,370.2388000488281
2016-10-10,365.66302490234375
2016-10-11,364.3698425292969
2016-10-12,365.0661315917969
2016-10-13,363.0766296386719
2016-10-14,363.57403564453125
2016-10-17,354.7210388183594
2016-10-18,359.6946716308594
2016-10-19,359.6946716308594
2016-10-20,360.1919860839844
2016-10-21,357.6056823730469
2016-10-24,357.5062255859375
2016-10-25,357.3072204589844
2016-10-26,351.6373291015625
2016-10-27,346.4646911621094
2016-10-28,349.1505126953125
2016-10-31,349.24993896484375
2016-11-01,346.7630920410156
2016-11-02,345.9673156738281
2016-11-03,339.6197814941406
2016-11-04,330.5645751953125
2016-11-07,336.3360290527344
2016-11-08,335.4404296875
2016-11-09,331.06207275390625
2016-11-10,326.5842590332031
2016-11-11,297.3290710449219
2016-11-14,298.6225891113281
2016-11-15,300.81170654296875
2016-11-16,298.025634765625
2016-11-17,297.4284973144531
2016-11-18,293.5476379394531
2016-11-21,291.7566223144531
2016-11-22,292.3536376953125
2016-11-23,295.04034423828125
2016-11-24,293.1496276855469
2016-11-25,293.9457092285156
2016-11-28,283.29840087890625
2016-11-29,275.6362609863281
2016-11-30,272.7506408691406
2016-12-01,280.2136535644531
2016-12-02,279.51708984375
2016-12-05,277.4274597167969
2016-12-06,283.6964111328125
2016-12-07,291.5575256347656
2016-12-08,286.5821533203125
2016-12-09,284.5919494628906
2016-12-12,283.19891357421875
2016-12-13,288.7713317871094
2016-12-14,288.5722961425781
2016-12-15,285.8855285644531
2016-12-16,283.596923828125
2016-12-19,281.6068115234375
2016-12-20,285.487548828125
2016-12-21,282.70135498046875
2016-12-22,283.19891357421875
2016-12-23,282.9003601074219
2016-12-28,282.9998779296875
2016-12-29,283.596923828125
2016-12-30,281.3082275390625
2017-01-03,284.1939697265625
2017-01-04,296.43341064453125
2017-01-05,302.40386962890625
2017-01-06,297.82647705078125
2017-01-09,284.09442138671875
2017-01-10,282.2038269042969
2017-01-11,281.8058166503906
2017-01-12,279.2185363769531
2017-01-13,282.10430908203125
2017-01-16,300.6126403808594
2017-01-17,300.9112548828125
2017-01-18,294.542724609375
2017-01-19,290.5625
2017-01-20,289.3683776855469
2017-01-23,288.9703369140625
2017-01-24,291.7566223144531
2017-01-25,302.00579833984375
2017-01-26,309.17041015625
2017-01-27,307.3792419433594
2017-01-30,303.896484375
2017-01-31,308.473876953125
2017-02-01,313.05120849609375
2017-02-02,313.05120849609375
2017-02-03,313.3497314453125
2017-02-06,313.9467468261719
2017-02-07,315.3398132324219
2017-02-08,317.4295959472656
2017-02-09,333.3507385253906
2017-02-10,348.2769470214844
2017-02-13,352.45623779296875
2017-02-14,355.5409851074219
2017-02-15,351.56060791015625
2017-02-16,355.0434265136719
2017-02-17,352.35675048828125
2017-02-20,353.7497863769531
2017-02-21,351.66021728515625
2017-02-22,352.45623779296875
2017-02-23,354.7449645996094
2017-02-24,349.2720031738281
2017-02-27,355.3419494628906
2017-02-28,354.2473449707031
2017-03-01,361.9094543457031
2017-03-02,360.8149108886719
2017-03-03,358.1281433105469
2017-03-06,364.0986633300781
2017-03-07,362.70556640625
2017-03-08,359.8197937011719
2017-03-09,353.7942810058594
2017-03-10,354.0929260253906
2017-03-13,352.7991943359375
2017-03-14,353.69482421875
2017-03-15,348.4202880859375
2017-03-16,350.41064453125
2017-03-17,351.3063659667969
2017-03-20,351.4058837890625
2017-03-21,346.42987060546875
2017-03-22,346.1312561035156
2017-03-23,347.0269775390625
2017-03-24,345.83270263671875
2017-03-27,345.4347229003906
2017-03-28,338.4682312011719
2017-03-29,347.0269775390625
2017-03-30,353.4958190917969
2017-03-31,351.8039245605469
2017-04-03,351.50537109375
2017-04-04,361.6563720703125
2017-04-05,364.6420593261719
2017-04-06,356.0833435058594
2017-04-07,363.3483581542969
2017-04-10,367.6276550292969
2017-04-11,360.86029052734375
2017-04-12,361.6563720703125
2017-04-13,361.85552978515625
2017-04-18,341.3543701171875
2017-04-19,349.31597900390625
2017-04-20,350.8088073730469
2017-04-21,345.335205078125
2017-04-24,354.3914794921875
2017-04-25,356.7799377441406
2017-04-26,352.30157470703125
2017-04-27,348.3207702636719
2017-04-28,346.1312561035156
2017-05-02,349.11688232421875
2017-05-03,354.29193115234375
2017-05-04,356.2823181152344
2017-05-05,356.2823181152344
2017-05-08,357.277587890625
2017-05-09,358.27276611328125
2017-05-10,360.5617370605469
2017-05-11,359.06890869140625
2017-05-12,358.27276611328125
2017-05-15,360.26318359375
2017-05-16,357.0785217285156
2017-05-17,352.8987121582031
2017-05-18,348.3207702636719
2017-05-19,342.4490661621094
2017-05-22,347.3255310058594
2017-05-23,347.425048828125
2017-05-24,349.4154968261719
2017-05-25,352.6000671386719
2017-05-26,351.50537109375
2017-05-30,352.99822998046875
2017-05-31,349.0173645019531
2017-06-01,345.1360778808594
2017-06-02,347.92266845703125
2017-06-05,347.2260437011719
2017-06-06,345.6336669921875
2017-06-07,350.1120910644531
2017-06-08,347.5245666503906
2017-06-09,357.9742431640625
2017-06-12,353.2967529296875
2017-06-13,357.3770751953125
2017-06-14,355.1876220703125
2017-06-15,348.4202880859375
2017-06-16,350.3111572265625
2017-06-19,356.68048095703125
2017-06-20,355.5857238769531
2017-06-21,350.3111572265625
2017-06-22,352.7991943359375
2017-06-23,356.3818664550781
2017-06-26,359.0859069824219
2017-06-27,356.18280029296875
2017-06-28,354.6900634765625
2017-06-29,353.0977478027344
2017-06-30,351.50537109375
2017-07-03,349.7140197753906
2017-07-04,344.9370422363281
2017-07-05,343.14569091796875
2017-07-06,336.9754943847656
2017-07-07,332.9946594238281
2017-07-10,335.3831481933594
2017-07-11,335.3831481933594
2017-07-12,339.36395263671875
2017-07-13,349.11688232421875
2017-07-14,341.453857421875
2017-07-17,346.3303527832031
2017-07-18,350.2116394042969
2017-07-19,352.99822998046875
2017-07-20,360.462158203125
2017-07-21,359.56646728515625
2017-07-24,351.90350341796875
2017-07-25,350.90826416015625
2017-07-26,351.50537109375
2017-07-27,352.7991943359375
2017-07-28,351.2068786621094
2017-07-31,358.27276611328125
2017-08-01,359.56646728515625
2017-08-02,362.6516418457031
2017-08-03,363.44781494140625
2017-08-04,361.2583312988281
2017-08-07,363.44781494140625
2017-08-08,363.746337890625
2017-08-09,360.5617370605469
2017-08-10,356.2823181152344
2017-08-11,352.30157470703125
2017-08-14,356.0833435058594
2017-08-15,354.29193115234375
2017-08-16,360.7607727050781
2017-08-17,354.8890686035156
2017-08-18,353.0977478027344
2017-08-21,353.5953063964844
2017-08-22,356.2823181152344
2017-08-23,359.1684875488281
2017-08-24,370.911865234375
2017-08-25,368.5234069824219
2017-08-29,361.35791015625
2017-08-30,359.9646911621094
2017-08-31,366.7320556640625
2017-09-01,369.31951904296875
2017-09-04,367.9262390136719
2017-09-05,366.13494873046875
2017-09-06,363.44781494140625
2017-09-07,338.8663330078125
2017-09-08,338.36865234375
2017-09-11,340.8567199707031
2017-09-12,338.36865234375
2017-09-13,338.1696472167969
2017-09-14,340.8567199707031
2017-09-15,338.4682312011719
2017-09-18,345.4347229003906
2017-09-19,348.3207702636719
2017-09-20,345.83270263671875
2017-09-21,342.5485534667969
2017-09-22,343.4442138671875
2017-09-25,336.2787780761719
2017-09-26,331.8998718261719
2017-09-27,336.17926025390625
2017-09-28,334.98504638671875
2017-09-29,337.5726013183594
2017-10-02,337.2740783691406
2017-10-03,337.1744689941406
2017-10-04,330.7056579589844
2017-10-05,337.2740783691406
2017-10-06,339.36395263671875
2017-10-09,339.4634094238281
2017-10-10,339.36395263671875
2017-10-11,340.8567199707031
2017-10-12,351.50537109375
2017-10-13,376.6840515136719
2017-10-16,374.196044921875
2017-10-17,375.290771484375
2017-10-18,374.0964660644531
2017-10-19,373.9969482421875
2017-10-20,371.7079772949219
2017-10-23,376.38543701171875
2017-10-24,378.87353515625
2017-10-25,377.9777526855469
2017-10-26,379.1720275878906
2017-10-27,378.3758544921875
2017-10-30,386.5364685058594
2017-10-31,383.05328369140625
2017-11-01,386.2379150390625
2017-11-02,372.62030029296875
2017-11-03,367.54327392578125
2017-11-06,365.950439453125
2017-11-07,365.45263671875
2017-11-08,364.55670166015625
2017-11-09,363.85980224609375
2017-11-10,363.5611572265625
2017-11-13,358.384521484375
2017-11-14,359.7781982421875
2017-11-15,355.49749755859375
2017-11-16,360.2760009765625
2017-11-17,357.48858642578125
2017-11-20,363.7602844238281
2017-11-21,366.0499572753906
2017-11-22,365.0544738769531
2017-11-23,363.4617004394531
2017-11-24,363.9593505859375
2017-11-27,362.4660949707031
2017-11-28,366.8464050292969
2017-11-29,372.9189758300781
2017-11-30,373.516357421875
2017-12-01,373.416748046875
2017-12-04,370.9279479980469
2017-12-05,368.63836669921875
2017-12-06,370.9279479980469
2017-12-07,373.516357421875
2017-12-08,380.1863098144531
2017-12-11,385.66156005859375
2017-12-12,384.666015625
2017-12-13,392.1502990722656
2017-12-14,392.72967529296875
2017-12-15,390.7386779785156
2017-12-18,391.8337097167969
2017-12-19,397.7073059082031
2017-12-20,394.1233825683594
2017-12-21,396.6121520996094
2017-12-22,399.00140380859375
2017-12-27,400.3951721191406
2017-12-28,403.28216552734375
2017-12-29,403.28216552734375
2018-01-02,401.5898132324219
2018-01-03,401.9878845214844
2018-01-04,400.7933044433594
2018-01-05,405.17364501953125
2018-01-08,401.9878845214844
2018-01-09,403.38165283203125
2018-01-10,411.94305419921875
2018-01-11,420.1062927246094
2018-01-12,429.6632385253906
2018-01-15,425.8802490234375
2018-01-16,419.3099060058594
2018-01-17,417.31884765625
2018-01-18,421.3009033203125
2018-01-19,423.2919006347656
2018-01-22,417.5179138183594
2018-01-23,420.3053894042969
2018-01-24,431.2560729980469
2018-01-25,430.0614318847656
2018-01-26,430.2605285644531
2018-01-29,428.8667907714844
2018-01-30,427.87127685546875
2018-01-31,428.46856689453125
2018-02-01,430.0614318847656
2018-02-02,422.29644775390625
2018-02-05,420.7035827636719
2018-02-06,403.1825866699219
2018-02-07,418.1152648925781
2018-02-08,420.9027099609375
2018-02-09,384.8651123046875
2018-02-12,391.8337097167969
2018-02-13,385.2633361816406
2018-02-14,395.8157653808594
2018-02-15,391.0373840332031
2018-02-16,397.4085998535156
2018-02-19,390.0417785644531
2018-02-20,395.21844482421875
2018-02-21,399.00140380859375
2018-02-22,403.5807800292969
2018-02-23,401.9878845214844
2018-02-26,404.3772277832031
2018-02-27,416.92059326171875
2018-02-28,410.9475402832031
2018-03-01,398.0059509277344
2018-03-02,398.0059509277344
2018-03-05,399.2005615234375
2018-03-06,399.399658203125
2018-03-07,401.5898132324219
2018-03-08,398.6481628417969
2018-03-09,393.2718200683594
2018-03-12,392.4753112792969
2018-03-13,386.3024597167969
2018-03-14,387.6963195800781
2018-03-15,385.1076965332031
2018-03-16,387.4971923828125
2018-03-19,386.8998718261719
2018-03-20,386.8998718261719
2018-03-21,384.3111572265625
2018-03-22,374.5540466308594
2018-03-23,375.1513977050781
2018-03-26,368.7794189453125
2018-03-27,373.9566955566406
2018-03-28,376.34625244140625
2018-03-29,378.93475341796875
2018-04-03,378.93475341796875
2018-04-04,376.744384765625
2018-04-05,379.1338806152344
2018-04-06,376.14703369140625
2018-04-09,375.94793701171875
2018-04-10,383.5146484375
2018-04-11,378.93475341796875
2018-04-12,383.71380615234375
2018-04-13,389.289306640625
2018-04-16,394.2674255371094
2018-04-17,409.4009094238281
2018-04-18,416.17108154296875
2018-04-19,417.1667785644531
2018-04-20,417.56500244140625
2018-04-23,414.3790588378906
2018-04-24,412.1886291503906
2018-04-25,406.81231689453125
2018-04-26,405.61749267578125
2018-04-27,408.2061767578125
2018-04-30,409.9982604980469
2018-05-01,409.60003662109375
2018-05-02,411.39215087890625
2018-05-03,396.2586975097656
2018-05-04,394.2674255371094
2018-05-08,394.6656188964844
2018-05-09,389.0902099609375
2018-05-10,392.2761535644531
2018-05-11,397.2542724609375
2018-05-14,395.6613464355469
2018-05-15,397.45343017578125
2018-05-16,397.652587890625
2018-05-17,398.6481628417969
2018-05-18,394.2674255371094
2018-05-21,393.6700439453125
2018-05-22,398.6481628417969
2018-05-23,387.8954162597656
2018-05-24,382.71820068359375
2018-05-25,377.341796875
2018-05-29,368.3812561035156
2018-05-30,364.0003967285156
2018-05-31,366.5890808105469
2018-06-01,372.7619323730469
2018-06-04,380.3287048339844
2018-06-05,383.71380615234375
2018-06-06,388.6919250488281
2018-06-07,387.0989074707031
2018-06-08,380.3287048339844
2018-06-11,387.29803466796875
2018-06-12,392.2761535644531
2018-06-13,388.6919250488281
2018-06-14,389.68756103515625
2018-06-15,379.930419921875
2018-06-18,374.3549499511719
2018-06-19,368.3812561035156
2018-06-20,368.3812561035156
2018-06-21,367.1864318847656
2018-06-22,370.3724670410156
2018-06-25,361.0135498046875
2018-06-26,358.82318115234375
2018-06-27,364.5978088378906
2018-06-28,361.6109619140625
2018-06-29,371.36810302734375
2018-07-02,361.4117736816406
2018-07-03,358.62408447265625
2018-07-04,354.2433166503906
2018-07-05,359.0223388671875
2018-07-06,358.4249267578125
2018-07-09,358.4249267578125
2018-07-10,349.46435546875
2018-07-11,349.86248779296875
2018-07-12,349.0660705566406
2018-07-13,352.052978515625
2018-07-16,345.64208984375
2018-07-17,349.0660705566406
2018-07-18,353.84503173828125
2018-07-19,351.2564697265625
2018-07-20,350.06170654296875
2018-07-23,344.28704833984375
2018-07-24,343.2914123535156
2018-07-25,344.28704833984375
2018-07-26,352.052978515625
2018-07-27,356.0354309082031
2018-07-30,360.8144836425781
2018-07-31,363.0047607421875
2018-08-01,361.6109619140625
2018-08-02,356.6328125
2018-08-03,357.4293212890625
2018-08-06,362.0091857910156
2018-08-07,369.5759582519531
2018-08-08,373.9566955566406
2018-08-09,369.17767333984375
2018-08-10,355.43804931640625
2018-08-13,336.1229553222656
2018-08-14,336.3220520019531
2018-08-15,335.5256042480469
2018-08-16,343.09234619140625
2018-08-17,340.9018859863281
2018-08-20,349.26513671875
2018-08-21,354.4424133300781
2018-08-22,355.0398254394531
2018-08-23,350.4599609375
2018-08-24,351.8538513183594
2018-08-28,356.0354309082031
2018-08-29,352.65032958984375
2018-08-30,356.8319396972656
2018-08-31,354.0441589355469
2018-09-03,357.62847900390625
2018-09-04,349.6634826660156
2018-09-05,341.8975830078125
2018-09-06,343.6897277832031
2018-09-07,348.46868896484375
2018-09-10,346.4774169921875
2018-09-11,347.87127685546875
2018-09-12,350.26080322265625
2018-09-13,350.26080322265625
2018-09-14,362.0091857910156
2018-09-17,361.8099670410156
2018-09-18,362.40740966796875
2018-09-19,362.40740966796875
2018-09-20,365.3942565917969
2018-09-21,371.36810302734375
2018-09-24,368.7794189453125
2018-09-25,364.3987121582031
2018-09-26,365.5934753417969
2018-09-27,364.19952392578125
2018-09-28,362.40740966796875
2018-10-01,365.1951599121094
2018-10-02,356.43365478515625
2018-10-03,360.4161376953125
2018-10-04,357.62847900390625
2018-10-05,350.85821533203125
2018-10-08,347.47308349609375
2018-10-09,351.05731201171875
2018-10-10,346.2782897949219
2018-10-11,343.6897277832031
2018-10-12,346.4774169921875
2018-10-15,350.26080322265625
2018-10-16,356.0354309082031
2018-10-17,353.6459655761719
2018-10-18,351.2564697265625
2018-10-19,351.6546630859375
2018-10-22,354.0441589355469
2018-10-23,351.4555358886719
2018-10-24,344.88446044921875
2018-10-25,348.2695617675781
2018-10-26,341.3002014160156
2018-10-29,349.0660705566406
2018-10-30,352.65032958984375
2018-10-31,350.6590576171875
2018-11-01,345.4013366699219
2018-11-02,351.177978515625
2018-11-05,348.7876281738281
2018-11-06,345.00299072265625
2018-11-07,343.608642578125
2018-11-08,349.1860656738281
2018-11-09,348.98681640625
2018-11-12,339.8238830566406
2018-11-13,351.177978515625
2018-11-14,345.9989013671875
2018-11-15,343.807861328125
2018-11-16,341.21826171875
2018-11-19,342.01507568359375
2018-11-20,342.21429443359375
2018-11-21,349.7836608886719
2018-11-22,350.3811340332031
2018-11-23,350.77960205078125
2018-11-26,362.7311706542969
2018-11-27,366.5157775878906
2018-11-28,373.885986328125
2018-11-29,370.4997253417969
2018-11-30,369.50372314453125
2018-12-03,377.27227783203125
2018-12-04,378.6666564941406
2018-12-05,377.27227783203125
2018-12-06,372.89007568359375
2018-12-07,374.6827697753906
2018-12-10,373.885986328125
2018-12-11,373.6868591308594
2018-12-12,374.4836120605469
2018-12-13,375.2803649902344
2018-12-14,367.1134033203125
2018-12-17,361.1376037597656
2018-12-18,360.3409118652344
2018-12-19,363.5279235839844
2018-12-20,357.9505615234375
2018-12-21,360.9384460449219
2018-12-24,366.3166198730469
2018-12-27,354.564208984375
2018-12-28,360.5400390625
2018-12-31,364.1255187988281
2019-01-02,360.5400390625
2019-01-03,357.9505615234375
2019-01-04,359.9424743652344
2019-01-07,367.1134033203125
2019-01-08,366.5157775878906
2019-01-09,373.0892028808594
2019-01-10,380.06103515625
2019-01-11,381.6545715332031
2019-01-14,377.27227783203125
2019-01-15,370.300537109375
2019-01-16,366.3166198730469
2019-01-17,370.101318359375
2019-01-18,375.6788024902344
2019-01-21,385.8376159667969
2019-01-22,388.2279052734375
2019-01-23,386.0367736816406
2019-01-24,389.8215026855469
2019-01-25,392.21185302734375
2019-01-28,397.7892150878906
2019-01-29,405.3586120605469
2019-01-30,404.7609558105469
2019-01-31,402.5699157714844
2019-02-01,405.3586120605469
2019-02-04,405.5577392578125
2019-02-05,408.147216796875
2019-02-06,418.50537109375
2019-02-07,408.3464660644531
2019-02-08,403.7650451660156
2019-02-11,412.131103515625
2019-02-12,412.927978515625
2019-02-13,411.7327575683594
2019-02-14,396.3948974609375
2019-02-15,396.3948974609375
2019-02-18,401.17547607421875
2019-02-19,396.7932434082031
2019-02-20,405.1593933105469
2019-02-21,411.3343505859375
2019-02-22,411.5335388183594
2019-02-25,417.3101501464844
2019-02-26,419.1029052734375
2019-02-27,418.90374755859375
2019-02-28,420.298095703125
2019-03-01,420.4972229003906
2019-03-04,417.90777587890625
2019-03-05,416.5134582519531
2019-03-06,414.123046875
2019-03-07,401.8171081542969
2019-03-08,396.239013671875
2019-03-11,397.434326171875
2019-03-12,400.62176513671875
2019-03-13,408.98883056640625
2019-03-14,415.9613037109375
2019-03-15,421.73858642578125
2019-03-18,422.9338684082031
2019-03-19,418.3519592285156
2019-03-20,417.5550537109375
2019-03-21,420.543212890625
2019-03-22,417.5550537109375
2019-03-25,415.3636779785156
2019-03-26,420.543212890625
2019-03-27,417.5550537109375
2019-03-28,416.3597106933594
2019-03-29,425.523681640625
2019-04-01,425.922119140625
2019-04-02,439.4687194824219
2019-04-03,447.4373474121094
2019-04-04,452.01922607421875
2019-04-05,454.2106018066406
2019-04-08,454.0113830566406
2019-04-09,453.8122253417969
2019-04-10,456.2027587890625
2019-04-11,459.19097900390625
2019-04-12,453.2145690917969
2019-04-15,453.6130065917969
2019-04-16,482.2999572753906
2019-04-17,486.0850830078125
2019-04-18,478.31573486328125
2019-04-23,465.9643249511719
2019-04-24,475.72589111328125
2019-04-25,464.56982421875
2019-04-26,466.5619812011719
2019-04-29,467.9565124511719
2019-04-30,457.1989440917969
2019-05-01,459.3902587890625
2019-05-02,456.40203857421875
2019-05-03,455.2067565917969
2019-05-07,448.23419189453125
2019-05-08,455.2067565917969
2019-05-09,450.027099609375
2019-05-10,453.0153503417969
2019-05-13,448.23419189453125
