Date,JBMA.NS
2015-08-21,27.617382049560547
2015-08-24,26.389314651489258
2015-08-25,27.195526123046875
2015-08-26,28.57358169555664
2015-08-27,29.145427703857422
2015-08-28,30.251623153686523
2015-08-31,31.39531898498535
2015-09-01,30.710973739624023
2015-09-02,31.807804107666016
2015-09-03,31.69530487060547
2015-09-04,30.02663230895996
2015-09-07,30.420368194580078
2015-09-08,31.864046096801758
2015-09-09,32.20153045654297
2015-09-10,32.67717742919922
2015-09-11,32.31568908691406
2015-09-14,35.312278747558594
2015-09-15,37.157806396484375
2015-09-16,35.635719299316406
2015-09-18,36.50140380859375
2015-09-21,36.187477111816406
2015-09-22,35.654747009277344
2015-09-23,36.9960823059082
2015-09-24,36.81533432006836
2015-09-28,36.25407409667969
2015-09-29,36.10186004638672
2015-09-30,37.148292541503906
2015-10-01,37.281471252441406
2015-10-05,38.04251480102539
2015-10-06,38.736961364746094
2015-10-07,37.33855056762695
2015-10-08,36.73923110961914
2015-10-09,36.8533935546875
2015-10-12,35.4739990234375
2015-10-13,35.35984802246094
2015-10-14,34.6653938293457
2015-10-15,35.03641128540039
2015-10-16,34.32292938232422
2015-10-19,35.01737976074219
2015-10-20,34.34195327758789
2015-10-21,33.71409225463867
2015-10-23,33.343082427978516
2015-10-26,32.50593948364258
2015-10-27,33.35260009765625
2015-10-28,33.80922317504883
2015-10-29,33.514320373535156
2015-10-30,33.61896514892578
2015-11-02,33.75214767456055
2015-11-03,34.02803039550781
2015-11-04,35.512062072753906
2015-11-05,33.143310546875
2015-11-06,33.15282440185547
2015-11-09,32.99110412597656
2015-11-10,33.4001579284668
2015-11-13,32.93403244018555
2015-11-16,33.599945068359375
2015-11-17,34.42756652832031
2015-11-18,34.25634002685547
2015-11-19,34.71295928955078
2015-11-20,34.15169906616211
2015-11-23,34.360984802246094
2015-11-24,34.74149703979492
2015-11-26,34.68442153930664
2015-11-27,35.62621307373047
2015-11-30,35.102996826171875
2015-12-01,34.77003860473633
2015-12-02,35.36935806274414
2015-12-03,35.778419494628906
2015-12-04,36.396759033203125
2015-12-07,37.2529296875
2015-12-08,37.290985107421875
2015-12-09,37.76663589477539
2015-12-10,39.44093322753906
2015-12-11,40.163917541503906
2015-12-14,36.53945541381836
2015-12-15,36.777286529541016
2015-12-16,36.90095520019531
2015-12-17,37.09121322631836
2015-12-18,36.710693359375
2015-12-21,36.606048583984375
2015-12-22,36.158935546875
2015-12-23,35.864036560058594
2015-12-24,36.27309036254883
2015-12-28,36.682151794433594
2015-12-29,36.90095520019531
2015-12-30,36.62508010864258
2015-12-31,36.063804626464844
2016-01-01,36.2921257019043
2016-01-04,36.025753021240234
2016-01-05,36.72020721435547
2016-01-06,36.38725280761719
2016-01-07,35.75939178466797
2016-01-08,36.58702087402344
2016-01-11,35.76890563964844
2016-01-12,34.95078659057617
2016-01-13,34.19926071166992
2016-01-14,33.60945129394531
2016-01-15,33.31454849243164
2016-01-18,32.03029251098633
2016-01-19,31.107532501220703
2016-01-20,30.09915542602539
2016-01-21,29.518861770629883
2016-01-22,29.052724838256836
2016-01-25,28.367786407470703
2016-01-27,28.063371658325195
2016-01-28,28.45340347290039
2016-01-29,28.24411964416504
2016-02-01,28.30119514465332
2016-02-02,28.082395553588867
2016-02-03,26.788625717163086
2016-02-04,26.75057601928711
2016-02-05,27.758955001831055
2016-02-08,28.053861618041992
2016-02-09,28.129962921142578
2016-02-10,26.74106216430664
2016-02-11,23.29735565185547
2016-02-12,23.11660385131836
2016-02-15,26.018075942993164
2016-02-16,24.096446990966797
2016-02-17,22.4602108001709
2016-02-18,23.801542282104492
2016-02-19,24.010828018188477
2016-02-22,24.267681121826172
2016-02-23,24.35329818725586
2016-02-24,23.706411361694336
2016-02-25,23.715927124023438
2016-02-26,23.934724807739258
2016-02-29,23.449562072753906
2016-03-01,24.13450050354004
2016-03-02,26.427133560180664
2016-03-03,27.112070083618164
2016-03-04,26.58885383605957
2016-03-08,26.655445098876953
2016-03-09,26.959861755371094
2016-03-10,27.254764556884766
2016-03-11,26.693496704101562
2016-03-14,26.99791145324707
2016-03-15,26.4366455078125
2016-03-16,26.807653427124023
2016-03-17,26.2939510345459
2016-03-18,26.170286178588867
2016-03-21,26.75057601928711
2016-03-22,27.064504623413086
2016-03-23,27.359407424926758
2016-03-28,27.18817138671875
2016-03-29,26.883758544921875
2016-03-30,28.510480880737305
2016-03-31,28.206066131591797
2016-04-01,28.148988723754883
2016-04-04,27.644798278808594
2016-04-05,26.845701217651367
2016-04-06,26.683982849121094
2016-04-07,26.645933151245117
2016-04-08,26.893266677856445
2016-04-11,26.722036361694336
2016-04-12,26.81716537475586
2016-04-13,27.32135772705078
2016-04-18,27.57820701599121
2016-04-20,27.977754592895508
2016-04-21,28.510480880737305
2016-04-22,28.710254669189453
2016-04-25,29.138338088989258
2016-04-26,29.642528533935547
2016-04-27,29.96596908569336
2016-04-28,29.452268600463867
2016-04-29,29.404705047607422
2016-05-02,30.993377685546875
2016-05-03,30.203798294067383
2016-05-04,30.184772491455078
2016-05-05,30.727012634277344
2016-05-06,30.717498779296875
2016-05-09,30.81262969970703
2016-05-10,31.221691131591797
2016-05-11,31.02191734313965
2016-05-12,30.983867645263672
2016-05-13,31.668798446655273
2016-05-16,32.37276077270508
2016-05-17,32.40129852294922
2016-05-18,32.16347885131836
2016-05-19,31.392925262451172
2016-05-20,30.983867645263672
2016-05-23,29.918405532836914
2016-05-24,28.129962921142578
2016-05-25,28.22509002685547
2016-05-26,27.654314041137695
2016-05-27,27.568695068359375
2016-05-30,29.680580139160156
2016-05-31,27.50210189819336
2016-06-01,27.38794708251953
2016-06-02,27.38794708251953
2016-06-03,27.026453018188477
2016-06-06,26.683982849121094
2016-06-07,26.655445098876953
2016-06-08,27.18817138671875
2016-06-09,27.45453643798828
2016-06-10,27.083528518676758
2016-06-13,26.455671310424805
2016-06-14,25.84684181213379
2016-06-15,25.618528366088867
2016-06-16,25.352163314819336
2016-06-17,24.876514434814453
2016-06-20,23.763490676879883
2016-06-21,23.792030334472656
2016-06-22,23.506641387939453
2016-06-23,23.354429244995117
2016-06-24,23.630308151245117
2016-06-27,24.267681121826172
2016-06-28,24.629169464111328
2016-06-29,25.960996627807617
2016-06-30,25.713661193847656
2016-07-01,26.00855827331543
2016-07-04,25.960996627807617
2016-07-05,26.389076232910156
2016-07-07,26.503238677978516
2016-07-08,26.303464889526367
2016-07-11,25.856351852416992
2016-07-12,25.561450958251953
2016-07-13,25.209470748901367
2016-07-14,25.238006591796875
2016-07-15,25.333139419555664
2016-07-18,25.266544342041016
2016-07-19,24.981159210205078
2016-07-20,29.756685256958008
2016-07-21,27.96824073791504
2016-07-22,27.797006607055664
2016-07-25,28.129962921142578
2016-07-26,28.168012619018555
2016-07-27,28.00629425048828
2016-07-28,27.911163330078125
2016-07-29,27.701875686645508
2016-08-01,27.854084014892578
2016-08-02,27.38794708251953
2016-08-03,28.32022476196289
2016-08-04,28.03483009338379
2016-08-05,28.03483009338379
2016-08-08,28.929052352905273
2016-08-09,28.681716918945312
2016-08-10,27.93970489501953
2016-08-11,27.43551254272461
2016-08-12,26.902782440185547
2016-08-16,26.61739158630371
2016-08-17,26.607879638671875
2016-08-18,27.445026397705078
2016-08-19,27.568695068359375
2016-08-22,32.84840774536133
