Date,GNC.L
2016-01-12,286.9337463378906
2016-01-13,291.4516906738281
2016-01-14,288.3302917480469
2016-01-15,288.8230895996094
2016-01-18,288.4123229980469
2016-01-19,287.7551574707031
2016-01-20,284.38720703125
2016-01-21,284.05865478515625
2016-01-22,289.1516418457031
2016-01-25,289.5623474121094
2016-01-26,297.3661804199219
2016-01-27,308.0450439453125
2016-01-28,307.71649169921875
2016-01-29,319.381103515625
2016-02-01,312.15234375
2016-02-02,310.7558898925781
2016-02-03,316.2595520019531
2016-02-04,312.48095703125
2016-02-05,311.0844421386719
2016-02-08,298.5162048339844
2016-02-09,296.8733825683594
2016-02-10,296.1340026855469
2016-02-11,291.9447326660156
2016-02-12,294.4910583496094
2016-02-15,305.7449645996094
2016-02-16,300.40557861328125
2016-02-17,308.6201477050781
2016-02-18,305.41644287109375
2016-02-19,302.0484924316406
2016-02-22,299.0091247558594
2016-02-23,300.2412414550781
2016-02-24,299.0912170410156
2016-02-25,307.30572509765625
2016-02-26,313.7952880859375
2016-02-29,312.48095703125
2016-03-01,307.30572509765625
2016-03-02,301.4733581542969
2016-03-03,296.1340026855469
2016-03-04,295.3125
2016-03-07,294.4910583496094
2016-03-08,288.65875244140625
2016-03-09,286.9337463378906
2016-03-10,283.4015197753906
2016-03-11,286.68731689453125
2016-03-14,284.7158203125
2016-03-15,285.6194152832031
2016-03-16,287.2622985839844
2016-03-17,285.2086486816406
2016-03-18,284.4693603515625
2016-03-21,284.7979431152344
2016-03-22,290.63018798828125
2016-03-23,295.805419921875
2016-03-24,296.9554138183594
2016-03-29,297.0375671386719
2016-03-30,308.8665466308594
2016-03-31,308.0450439453125
2016-04-01,309.0308837890625
2016-04-04,314.61676025390625
2016-04-05,312.23455810546875
2016-04-06,320.77764892578125
2016-04-07,322.3384094238281
2016-04-08,310.92010498046875
2016-04-11,313.46661376953125
2016-04-12,311.82379150390625
2016-04-13,310.6737060546875
2016-04-14,307.9630126953125
2016-04-15,302.9521179199219
2016-04-18,303.3628234863281
2016-04-19,303.6914367675781
2016-04-20,302.2948913574219
2016-04-21,298.0233459472656
2016-04-22,294.4089660644531
2016-04-25,298.5162048339844
2016-04-26,298.1876525878906
2016-04-27,300.9805908203125
2016-04-28,303.1163635253906
2016-04-29,296.38043212890625
2016-05-03,293.25897216796875
2016-05-04,294.9017639160156
2016-05-05,296.0518798828125
2016-05-06,295.64117431640625
2016-05-09,301.4733581542969
2016-05-10,309.27728271484375
2016-05-11,309.7701110839844
2016-05-12,316.75250244140625
2016-05-13,318.2311096191406
2016-05-16,317.49176025390625
2016-05-17,314.4524230957031
2016-05-18,302.2948913574219
2016-05-19,292.1910400390625
2016-05-20,296.9554138183594
2016-05-23,292.1088562011719
2016-05-24,291.20526123046875
2016-05-25,289.2337341308594
2016-05-26,291.61602783203125
2016-05-27,289.8088684082031
2016-05-31,283.15496826171875
2016-06-01,278.80133056640625
2016-06-02,282.1905212402344
2016-06-03,278.49365234375
2016-06-06,271.1000671386719
2016-06-07,266.2530517578125
2016-06-08,274.22174072265625
2016-06-09,273.15380859375
2016-06-10,270.8536376953125
2016-06-13,263.8707275390625
2016-06-14,257.13427734375
2016-06-15,259.10595703125
2016-06-16,260.09173583984375
2016-06-17,260.1739196777344
2016-06-20,269.45697021484375
2016-06-21,265.34942626953125
2016-06-22,266.17095947265625
2016-06-23,262.9670104980469
2016-06-24,245.79734802246094
2016-06-27,236.0213623046875
2016-06-28,242.59339904785156
2016-06-29,243.9900360107422
2016-06-30,252.61590576171875
2016-07-01,262.8848876953125
2016-07-04,253.35531616210938
2016-07-05,246.0438690185547
2016-07-06,240.3753662109375
2016-07-07,246.86526489257812
2016-07-08,248.26190185546875
2016-07-11,251.54795837402344
2016-07-12,252.12303161621094
2016-07-13,252.53379821777344
2016-07-14,254.2589569091797
2016-07-15,253.51966857910156
2016-07-18,260.3381042480469
2016-07-19,261.7347717285156
2016-07-20,262.8848876953125
2016-07-21,264.77435302734375
2016-07-22,262.22760009765625
2016-07-25,264.11712646484375
2016-07-26,255.32693481445312
2016-07-27,261.1596984863281
2016-07-28,273.0716552734375
2016-07-29,269.1284484863281
2016-08-01,269.45697021484375
2016-08-02,265.10302734375
2016-08-03,267.07464599609375
2016-08-04,270.1964416503906
2016-08-05,273.3181457519531
2016-08-08,273.2359313964844
2016-08-09,273.15380859375
2016-08-10,271.92156982421875
2016-08-11,279.39739990234375
2016-08-12,282.60125732421875
2016-08-15,283.5870056152344
2016-08-16,283.5870056152344
2016-08-17,282.8477783203125
2016-08-18,282.43701171875
2016-08-19,281.2046203613281
2016-08-22,289.994873046875
2016-08-23,294.1025085449219
2016-08-24,296.4027099609375
2016-08-25,295.90985107421875
2016-08-26,291.72003173828125
2016-08-30,294.9239196777344
2016-08-31,288.3519287109375
2016-09-01,288.1053771972656
2016-09-02,301.9068298339844
2016-09-05,299.52447509765625
2016-09-06,293.281005859375
2016-09-07,294.2667236328125
2016-09-08,291.637939453125
2016-09-09,287.2017517089844
2016-09-12,285.0658264160156
2016-09-13,283.34063720703125
2016-09-14,284.326416015625
2016-09-15,286.79095458984375
2016-09-16,284.16217041015625
2016-09-19,288.1053771972656
2016-09-20,280.958251953125
2016-09-21,281.69757080078125
2016-09-22,276.604248046875
2016-09-23,273.7289123535156
2016-09-26,269.8677673339844
2016-09-27,269.2105407714844
2016-09-28,273.0716552734375
2016-09-29,274.63250732421875
2016-09-30,275.6183776855469
2016-10-03,276.604248046875
2016-10-04,271.83941650390625
2016-10-05,270.8536376953125
2016-10-06,266.99249267578125
2016-10-07,256.3128356933594
2016-10-10,253.51966857910156
2016-10-11,249.9871063232422
2016-10-12,244.1543731689453
2016-10-13,244.8936767578125
2016-10-14,249.7406463623047
2016-10-17,248.50836181640625
2016-10-18,251.2194061279297
2016-10-19,259.3524169921875
2016-10-20,259.6809387207031
2016-10-21,261.48834228515625
2016-10-24,261.3240051269531
2016-10-25,264.5279235839844
2016-10-26,266.2530517578125
2016-10-27,269.0462646484375
2016-10-28,271.1821594238281
2016-10-31,271.1000671386719
2016-11-01,264.77435302734375
2016-11-02,265.34942626953125
2016-11-03,261.89910888671875
2016-11-04,254.4232940673828
2016-11-07,257.62725830078125
2016-11-08,255.40907287597656
2016-11-09,250.644287109375
2016-11-10,243.9900360107422
2016-11-11,239.80027770996094
2016-11-14,262.6383972167969
2016-11-15,266.0887451171875
2016-11-16,263.4599304199219
2016-11-17,256.5592346191406
2016-11-18,253.02667236328125
2016-11-21,238.89663696289062
2016-11-22,238.65017700195312
2016-11-23,234.95339965820312
2016-11-24,238.321533203125
2016-11-25,241.03256225585938
2016-11-28,242.0184326171875
2016-11-29,241.77197265625
2016-11-30,239.0609588623047
2016-12-01,233.26109313964844
2016-12-02,227.59181213378906
2016-12-05,229.07073974609375
2016-12-06,227.2630615234375
2016-12-07,222.16908264160156
2016-12-08,218.69944763183594
2016-12-09,223.79476928710938
2016-12-12,233.7855987548828
2016-12-13,244.77554321289062
2016-12-14,236.88279724121094
2016-12-15,233.9854278564453
2016-12-16,232.18707275390625
2016-12-19,237.8818817138672
2016-12-20,237.68203735351562
2016-12-21,244.77554321289062
2016-12-22,244.27598571777344
2016-12-23,243.77645874023438
2016-12-28,243.67654418945312
2016-12-29,244.6756134033203
2016-12-30,246.274169921875
2017-01-03,239.78009033203125
2017-01-04,243.2769012451172
2017-01-05,240.7791748046875
2017-01-06,243.07708740234375
2017-01-09,240.07984924316406
2017-01-10,238.88095092773438
2017-01-11,242.6774444580078
2017-01-12,247.2732391357422
2017-01-13,246.773681640625
2017-01-16,240.97900390625
2017-01-17,238.78103637695312
2017-01-18,241.7782745361328
2017-01-19,241.27874755859375
2017-01-20,235.7837677001953
2017-01-23,229.88919067382812
2017-01-24,223.2952423095703
2017-01-25,220.2979736328125
2017-01-26,221.19717407226562
2017-01-27,222.19622802734375
2017-01-30,218.10000610351562
2017-01-31,235.7837677001953
2017-02-01,241.27874755859375
2017-02-02,245.27508544921875
2017-02-03,251.76913452148438
2017-02-06,245.87454223632812
2017-02-07,244.77554321289062
2017-02-08,252.26869201660156
2017-02-09,249.57113647460938
2017-02-10,249.9707794189453
2017-02-13,250.77003479003906
2017-02-14,253.26776123046875
2017-02-15,251.26959228515625
2017-02-16,246.97349548339844
2017-02-17,249.27142333984375
2017-02-20,249.77096557617188
2017-02-21,249.07159423828125
2017-02-22,250.47030639648438
2017-02-23,250.17056274414062
2017-02-24,251.86904907226562
2017-02-27,255.7654571533203
2017-02-28,259.3621826171875
2017-03-01,261.7599792480469
2017-03-02,262.5592346191406
2017-03-03,261.2603759765625
2017-03-06,259.26220703125
2017-03-07,257.66375732421875
2017-03-08,255.2659149169922
2017-03-09,255.0660858154297
2017-03-10,255.2659149169922
2017-03-13,253.26776123046875
2017-03-14,252.76820373535156
2017-03-15,252.56838989257812
2017-03-16,254.76637268066406
2017-03-17,257.56378173828125
2017-03-20,262.0596618652344
2017-03-21,257.06427001953125
2017-03-22,252.76820373535156
2017-03-23,256.9643859863281
2017-03-24,254.76637268066406
2017-03-27,253.7672882080078
2017-03-28,248.6719512939453
2017-03-29,249.17147827148438
2017-03-30,246.97349548339844
2017-03-31,245.57481384277344
2017-04-03,243.67654418945312
2017-04-04,248.6719512939453
2017-04-05,246.773681640625
2017-04-06,248.37225341796875
2017-04-07,249.47120666503906
2017-04-10,251.46937561035156
2017-04-11,253.56748962402344
2017-04-12,255.8654022216797
2017-04-13,256.8644714355469
2017-04-18,249.37132263183594
2017-04-19,244.27598571777344
2017-04-20,245.97445678710938
2017-04-21,243.77645874023438
2017-04-24,245.375
2017-04-25,227.59130859375
2017-04-26,229.78927612304688
2017-04-27,228.79019165039062
2017-04-28,227.7910919189453
2017-05-02,232.2869873046875
2017-05-03,228.19076538085938
2017-05-04,229.0899200439453
2017-05-05,229.3896484375
2017-05-08,229.78927612304688
2017-05-09,232.3868865966797
2017-05-10,240.97900390625
2017-05-11,239.58029174804688
2017-05-12,234.78468322753906
2017-05-15,233.2860565185547
2017-05-16,234.08534240722656
2017-05-17,230.68844604492188
2017-05-18,226.89195251464844
2017-05-19,231.2878875732422
2017-05-22,227.0917510986328
2017-05-23,243.57664489746094
2017-05-24,244.47579956054688
2017-05-25,236.2833251953125
2017-05-26,238.6811065673828
2017-05-30,238.3813934326172
2017-05-31,241.27874755859375
2017-06-01,241.4995574951172
2017-06-02,248.1939697265625
2017-06-05,254.98837280273438
2017-06-06,250.49209594726562
2017-06-07,248.1939697265625
2017-06-08,246.99497985839844
2017-06-09,246.19566345214844
2017-06-12,242.19895935058594
2017-06-13,242.09906005859375
2017-06-14,248.1939697265625
2017-06-15,244.6968994140625
2017-06-16,248.39385986328125
2017-06-19,248.69358825683594
2017-06-20,250.79183959960938
2017-06-21,251.69110107421875
2017-06-22,252.0907745361328
2017-06-23,252.49044799804688
2017-06-26,252.0927734375
2017-06-27,251.6181640625
2017-06-28,247.2947540283203
2017-06-29,246.29559326171875
2017-06-30,245.79598999023438
2017-07-03,240.8001251220703
2017-07-04,239.8009490966797
2017-07-05,239.8009490966797
2017-07-06,237.6028289794922
2017-07-07,237.40296936035156
2017-07-10,237.7027130126953
2017-07-11,237.7027130126953
2017-07-12,227.21141052246094
2017-07-13,226.91168212890625
2017-07-14,228.01075744628906
2017-07-17,230.5086669921875
2017-07-18,230.00909423828125
2017-07-19,227.5111541748047
2017-07-20,228.81008911132812
2017-07-21,232.80677795410156
2017-07-24,228.41043090820312
2017-07-25,229.6094512939453
2017-07-26,233.40628051757812
2017-07-27,231.80760192871094
2017-07-28,227.31134033203125
2017-07-31,223.61439514160156
2017-08-01,217.31964111328125
2017-08-02,222.7151336669922
2017-08-03,223.91415405273438
2017-08-04,224.41375732421875
2017-08-07,221.91583251953125
2017-08-08,222.81504821777344
2017-08-09,225.11317443847656
2017-08-10,222.5153045654297
2017-08-11,219.01820373535156
2017-08-14,219.4178924560547
2017-08-15,219.91749572753906
2017-08-16,221.91583251953125
2017-08-17,224.8134002685547
2017-08-18,220.71682739257812
2017-08-21,217.9191436767578
2017-08-22,218.11895751953125
2017-08-23,207.82749938964844
2017-08-24,189.8424072265625
2017-08-25,199.7342071533203
2017-08-29,197.23629760742188
2017-08-30,197.53604125976562
2017-08-31,204.8300018310547
2017-09-01,208.02732849121094
2017-09-04,207.92742919921875
2017-09-05,206.0289764404297
2017-09-06,207.32791137695312
2017-09-07,205.8291778564453
2017-09-08,205.5294189453125
2017-09-11,205.0298309326172
2017-09-12,203.93077087402344
2017-09-13,196.8366241455078
2017-09-14,193.03976440429688
2017-09-15,186.3453369140625
2017-09-18,187.44442749023438
2017-09-19,187.84408569335938
2017-09-20,187.74417114257812
2017-09-21,189.3428497314453
2017-09-22,191.541015625
2017-09-25,192.64012145996094
2017-09-26,188.64344787597656
2017-09-27,191.4411163330078
2017-09-28,190.8415985107422
2017-09-29,196.03729248046875
2017-10-02,181.8490447998047
2017-10-03,186.84490966796875
2017-10-04,187.84408569335938
2017-10-05,189.04310607910156
2017-10-06,192.64012145996094
2017-10-09,190.24209594726562
2017-10-10,186.545166015625
2017-10-11,186.3453369140625
2017-10-12,187.04476928710938
2017-10-13,188.34368896484375
2017-10-16,186.0456085205078
2017-10-17,190.34201049804688
2017-10-18,199.03480529785156
2017-10-19,198.1355438232422
2017-10-20,194.83827209472656
2017-10-23,194.13885498046875
2017-10-24,191.6409454345703
2017-10-25,189.8424072265625
2017-10-26,193.5393524169922
2017-10-27,198.1355438232422
2017-10-30,193.6392822265625
2017-10-31,192.64012145996094
2017-11-01,192.24044799804688
2017-11-02,191.3411865234375
2017-11-03,195.737548828125
2017-11-06,196.8366241455078
2017-11-07,192.04061889648438
2017-11-08,189.6426239013672
2017-11-09,192.64012145996094
2017-11-10,193.43946838378906
2017-11-13,194.13885498046875
2017-11-14,193.43946838378906
2017-11-15,193.13970947265625
2017-11-16,196.53688049316406
2017-11-17,195.03811645507812
2017-11-20,194.53854370117188
2017-11-21,195.53770446777344
2017-11-22,196.13720703125
2017-11-23,191.6409454345703
2017-11-24,188.34368896484375
2017-11-27,191.74082946777344
2017-11-28,196.6367950439453
2017-11-29,206.7283935546875
2017-11-30,209.92578125
2017-12-01,211.82418823242188
2017-12-04,217.1197967529297
2017-12-05,218.81838989257812
2017-12-06,217.9191436767578
2017-12-07,214.954833984375
2017-12-08,219.35186767578125
2017-12-11,214.55508422851562
2017-12-12,216.7536163330078
2017-12-13,219.12400817871094
2017-12-14,216.8535614013672
2017-12-15,216.35386657714844
2017-12-18,218.15267944335938
2017-12-19,222.64962768554688
2017-12-20,227.74618530273438
2017-12-21,222.34983825683594
2017-12-22,222.34983825683594
2017-12-27,230.4443817138672
2017-12-28,228.3457794189453
2017-12-29,229.5449676513672
2018-01-02,223.8488311767578
2018-01-03,221.0507049560547
2018-01-04,223.04937744140625
2018-01-05,224.34849548339844
2018-01-08,217.55307006835938
2018-01-09,217.35321044921875
2018-01-10,216.15402221679688
2018-01-11,216.35386657714844
2018-01-12,217.55307006835938
2018-01-15,221.5503692626953
2018-01-16,220.7509002685547
2018-01-17,221.25057983398438
2018-01-18,223.64895629882812
2018-01-19,224.94808959960938
2018-01-22,224.84815979003906
2018-01-23,223.8488311767578
2018-01-24,213.8555450439453
2018-01-25,212.6563720703125
2018-01-26,208.8589324951172
2018-01-29,202.06353759765625
2018-01-30,198.8157196044922
2018-01-31,194.3687286376953
2018-02-01,192.96966552734375
2018-02-02,197.81640625
2018-02-05,191.3707733154297
2018-02-06,185.67462158203125
2018-02-07,192.66989135742188
2018-02-08,188.57261657714844
2018-02-09,190.52134704589844
2018-02-12,192.5199737548828
2018-02-13,186.87379455566406
2018-02-14,187.87310791015625
2018-02-15,184.9251251220703
2018-02-16,190.6212615966797
2018-02-19,188.87245178222656
2018-02-20,187.3734588623047
2018-02-21,181.87716674804688
2018-02-22,176.2310028076172
2018-02-23,180.078369140625
2018-02-26,181.6773223876953
2018-02-27,182.67665100097656
2018-02-28,177.43017578125
2018-03-01,172.38357543945312
2018-03-02,170.93455505371094
2018-03-05,174.3822479248047
2018-03-06,177.63003540039062
2018-03-07,178.37954711914062
2018-03-08,184.82516479492188
2018-03-09,183.42613220214844
2018-03-12,182.4767608642578
2018-03-13,127.16411590576172
2018-03-14,127.01422119140625
2018-03-15,128.61312866210938
2018-03-16,134.30929565429688
2018-03-19,134.4092254638672
2018-03-20,135.9581756591797
2018-03-21,132.8602752685547
2018-03-22,128.06350708007812
2018-03-23,130.8116455078125
2018-03-26,127.76371765136719
2018-03-27,126.91429138183594
2018-03-28,128.91293334960938
2018-03-29,132.46055603027344
2018-04-03,130.21206665039062
2018-04-04,130.9615478515625
2018-04-05,134.2593231201172
2018-04-06,135.00881958007812
2018-04-09,135.908203125
2018-04-10,142.30389404296875
2018-04-11,143.90280151367188
2018-04-12,156.84408569335938
2018-04-13,151.2978057861328
2018-04-16,152.99668884277344
2018-04-17,154.89540100097656
2018-04-18,153.89605712890625
2018-04-19,153.89605712890625
2018-04-20,155.6448974609375
2018-04-23,157.19383239746094
2018-04-24,157.19383239746094
2018-04-25,159.34239196777344
2018-04-26,159.8920135498047
2018-04-27,160.59152221679688
2018-04-30,158.6428680419922
2018-05-01,158.8927001953125
2018-05-02,156.89404296875
2018-05-03,154.89540100097656
2018-05-04,157.49365234375
2018-05-08,161.89065551757812
2018-05-09,164.03919982910156
2018-05-10,161.94064331054688
2018-05-11,162.84002685546875
2018-05-14,164.88864135742188
2018-05-15,162.74009704589844
2018-05-16,157.69351196289062
2018-05-17,155.6448974609375
2018-05-18,155.1951904296875
2018-05-21,156.5442657470703
2018-05-22,164.48892211914062
2018-05-23,174.8818817138672
2018-05-24,183.37615966796875
2018-05-25,184.37548828125
2018-05-29,180.7779083251953
2018-05-30,184.32550048828125
2018-05-31,182.57669067382812
2018-06-01,183.9757537841797
2018-06-04,185.67462158203125
2018-06-05,182.97642517089844
2018-06-06,189.7218780517578
2018-06-07,185.82449340820312
2018-06-08,183.62599182128906
2018-06-11,184.32550048828125
2018-06-12,184.9251251220703
2018-06-13,179.87850952148438
2018-06-14,176.83058166503906
2018-06-15,180.3282012939453
2018-06-18,180.27825927734375
2018-06-19,184.0257110595703
2018-06-20,184.27554321289062
2018-06-21,181.47744750976562
2018-06-22,184.87513732910156
2018-06-25,184.4254608154297
2018-06-26,184.4754180908203
2018-06-27,183.07635498046875
2018-06-28,183.9757537841797
2018-06-29,185.7745361328125
2018-07-02,185.5746612548828
2018-07-03,185.7745361328125
2018-07-04,186.87379455566406
2018-07-05,186.77386474609375
2018-07-06,187.173583984375
2018-07-09,187.3734588623047
2018-07-10,184.87513732910156
2018-07-11,183.87582397460938
2018-07-12,183.5760040283203
2018-07-13,179.87850952148438
2018-07-16,179.61769104003906
2018-07-17,176.8805389404297
2018-07-18,174.68203735351562
2018-07-19,177.3802032470703
2018-07-20,178.17965698242188
2018-07-23,174.2323455810547
2018-07-24,175.08175659179688
2018-07-25,178.37954711914062
2018-07-26,181.57736206054688
2018-07-27,187.923095703125
2018-07-30,186.87379455566406
2018-07-31,177.1803436279297
2018-08-01,178.02976989746094
2018-08-02,176.8805389404297
2018-08-03,175.08175659179688
2018-08-06,176.33090209960938
2018-08-07,176.48081970214844
2018-08-08,178.47946166992188
2018-08-09,177.97979736328125
2018-08-10,177.72996520996094
2018-08-13,177.5301055908203
2018-08-14,178.07972717285156
2018-08-15,166.6874237060547
2018-08-16,173.58274841308594
2018-08-17,174.3822479248047
2018-08-20,175.8812255859375
2018-08-21,179.42880249023438
2018-08-22,180.1283416748047
2018-08-23,179.32888793945312
2018-08-24,173.28297424316406
2018-08-28,171.234375
2018-08-29,170.2849884033203
2018-08-30,170.35696411132812
2018-08-31,173.905029296875
2018-09-03,174.90447998046875
2018-09-04,174.40476989746094
2018-09-05,175.30422973632812
2018-09-06,174.40476989746094
2018-09-07,175.70404052734375
2018-09-10,178.9022979736328
2018-09-11,179.4020233154297
2018-09-12,191.69529724121094
2018-09-13,194.19395446777344
2018-09-14,196.8424835205078
2018-09-17,194.8935546875
2018-09-18,190.2960662841797
2018-09-19,182.85012817382812
2018-09-20,176.9033966064453
2018-09-21,176.15377807617188
2018-09-24,177.35313415527344
2018-09-25,182.90011596679688
2018-09-26,185.34877014160156
2018-09-27,188.64697265625
2018-09-28,184.99896240234375
2018-10-01,188.64697265625
2018-10-02,184.89901733398438
2018-10-03,192.19503784179688
2018-10-04,198.49159240722656
2018-10-05,199.84083557128906
2018-10-08,200.89027404785156
2018-10-09,200.2906036376953
2018-10-10,195.39328002929688
2018-10-11,200.190673828125
2018-10-12,207.38673400878906
2018-10-15,188.9967803955078
2018-10-16,199.89083862304688
2018-10-17,196.6925811767578
2018-10-18,197.8919219970703
2018-10-19,194.8935546875
2018-10-22,187.74746704101562
2018-10-23,188.9967803955078
2018-10-24,185.94845581054688
2018-10-25,187.39764404296875
2018-10-26,189.0467529296875
2018-10-29,188.89683532714844
2018-10-30,189.7963409423828
2018-10-31,189.0967254638672
2018-11-01,192.39491271972656
2018-11-02,194.8935546875
2018-11-05,192.8946533203125
2018-11-06,188.8468475341797
2018-11-07,186.89793395996094
2018-11-08,190.34603881835938
2018-11-09,192.8946533203125
2018-11-12,190.2960662841797
2018-11-13,194.84356689453125
2018-11-14,192.19503784179688
2018-11-15,189.0967254638672
2018-11-16,190.54591369628906
2018-11-19,191.54537963867188
2018-11-20,191.89520263671875
2018-11-21,193.8441162109375
2018-11-22,192.8946533203125
2018-11-23,193.8441162109375
2018-11-26,194.74363708496094
2018-11-27,191.84519958496094
2018-11-28,188.29714965820312
2018-11-29,187.2477569580078
2018-11-30,187.99732971191406
2018-12-03,183.6996612548828
2018-12-04,177.65298461914062
2018-12-05,183.9495391845703
2018-12-06,179.90174865722656
2018-12-07,180.6013641357422
2018-12-10,170.4069366455078
2018-12-11,171.15652465820312
2018-12-12,167.50852966308594
2018-12-13,167.20867919921875
2018-12-14,169.8072509765625
2018-12-17,164.01043701171875
2018-12-18,162.7611083984375
2018-12-19,165.9093780517578
2018-12-20,177.90283203125
2018-12-21,178.85231018066406
2018-12-24,178.1027374267578
2018-12-27,175.9039306640625
2018-12-28,178.40257263183594
2018-12-31,178.1027374267578
2019-01-02,180.00169372558594
2019-01-03,183.2499237060547
2019-01-04,186.89793395996094
2019-01-07,184.49923706054688
2019-01-08,185.09890747070312
2019-01-09,190.04620361328125
2019-01-10,187.18096923828125
2019-01-11,189.3301544189453
2019-01-14,190.0798797607422
2019-01-15,189.92994689941406
2019-01-16,188.4304962158203
2019-01-17,191.92921447753906
2019-01-18,190.82958984375
2019-01-21,191.029541015625
2019-01-22,193.1787567138672
2019-01-23,191.8292236328125
2019-01-24,192.42901611328125
2019-01-25,192.9788055419922
2019-01-28,193.92848205566406
2019-01-29,199.4264373779297
2019-01-30,204.92442321777344
2019-01-31,192.92884826660156
2019-02-01,185.03175354003906
2019-02-04,190.92958068847656
2019-02-05,200.52603149414062
2019-02-06,195.47789001464844
2019-02-07,195.927734375
2019-02-08,192.0291748046875
2019-02-11,194.9281005859375
2019-02-12,194.17837524414062
2019-02-13,193.92848205566406
2019-02-14,193.92848205566406
2019-02-15,194.12838745117188
2019-02-18,196.9273681640625
2019-02-19,199.92626953125
2019-02-20,197.62710571289062
2019-02-21,199.92626953125
2019-02-22,201.7255859375
2019-02-25,196.9773406982422
2019-02-26,199.92626953125
2019-02-27,201.7255859375
2019-02-28,195.927734375
2019-03-01,194.9281005859375
2019-03-04,194.62820434570312
2019-03-05,196.9773406982422
2019-03-06,197.42718505859375
2019-03-07,199.62635803222656
2019-03-08,197.17727661132812
2019-03-11,200.52603149414062
2019-03-12,201.62562561035156
2019-03-13,203.724853515625
2019-03-14,207.6234130859375
2019-03-15,200.1261749267578
2019-03-18,201.52566528320312
2019-03-19,200.4260711669922
2019-03-20,196.87738037109375
2019-03-21,195.87774658203125
2019-03-22,196.47752380371094
2019-03-25,193.5286102294922
2019-03-26,193.37867736816406
2019-03-27,194.62820434570312
2019-03-28,199.47642517089844
2019-03-29,201.92552185058594
2019-04-01,198.62673950195312
2019-04-02,198.52676391601562
2019-04-03,204.3246307373047
2019-04-04,206.02401733398438
2019-04-05,203.62489318847656
2019-04-08,207.2235565185547
2019-04-09,206.42385864257812
2019-04-10,210.72227478027344
2019-04-11,209.22280883789062
2019-04-12,209.92257690429688
2019-04-15,213.32131958007812
2019-04-16,217.51976013183594
2019-04-17,224.6171417236328
2019-04-18,226.41648864746094
2019-04-23,225.21693420410156
2019-04-24,225.8166961669922
2019-04-25,221.41831970214844
2019-04-26,225.6167755126953
2019-04-29,225.8166961669922
2019-04-30,229.91517639160156
2019-05-01,227.41610717773438
2019-05-02,225.01699829101562
2019-05-03,223.6175079345703
2019-05-07,228.8155975341797
2019-05-08,225.51681518554688
2019-05-09,224.3172607421875
