Date,GRND3.SA
2015-08-24,3.288132429122925
2015-08-25,3.1939001083374023
2015-08-26,3.310187816619873
2015-08-27,3.4204604625701904
2015-08-28,3.3222174644470215
2015-08-31,3.274099111557007
2015-09-01,3.274099111557007
2015-09-02,3.388380765914917
2015-09-03,3.434494972229004
2015-09-04,3.4525399208068848
2015-09-08,3.4926390647888184
2015-09-09,3.5267226696014404
2015-09-10,3.530733585357666
2015-09-11,3.532737970352173
2015-09-14,3.6249663829803467
2015-09-15,3.6390013694763184
2015-09-16,3.6089272499084473
2015-09-17,3.6470205783843994
2015-09-18,3.5928866863250732
2015-09-21,3.5287282466888428
2015-09-22,3.506674289703369
2015-09-23,3.5688271522521973
2015-09-24,3.5387535095214844
2015-09-25,3.5387535095214844
2015-09-28,3.5467727184295654
2015-09-29,3.5287282466888428
2015-09-30,3.534743070602417
2015-10-01,3.6189515590667725
2015-10-02,3.6750895977020264
2015-10-05,3.6690762042999268
2015-10-06,3.6791000366210938
2015-10-07,3.7171952724456787
2015-10-08,3.7392473220825195
2015-10-09,3.749274253845215
2015-10-13,3.628976345062256
2015-10-14,3.6550405025482178
2015-10-15,3.5227134227752686
2015-10-16,3.4324910640716553
2015-10-19,3.4565489292144775
2015-10-20,3.4585556983947754
2015-10-21,3.468579053878784
2015-10-22,3.5387535095214844
2015-10-23,3.508678913116455
2015-10-26,3.468579053878784
2015-10-27,3.508678913116455
2015-10-28,3.5527868270874023
2015-10-29,3.5545709133148193
2015-10-30,3.655839443206787
2015-11-03,3.645714282989502
2015-11-04,3.6031808853149414
2015-11-05,3.645714282989502
2015-11-06,3.556596040725708
2015-11-09,3.5039355754852295
2015-11-10,3.5788755416870117
2015-11-11,3.605205774307251
2015-11-12,3.566723346710205
2015-11-13,3.4695041179656982
2015-11-16,3.445199489593506
2015-11-17,3.514061689376831
2015-11-18,3.5221643447875977
2015-11-19,3.5606472492218018
2015-11-23,3.5869765281677246
2015-11-24,3.5444438457489014
2015-11-25,3.4087421894073486
2015-11-26,3.489757776260376
2015-11-27,3.4533002376556396
2015-11-30,3.4533002376556396
2015-12-01,3.45127534866333
2015-12-02,3.5241894721984863
2015-12-03,3.5849521160125732
2015-12-04,3.449249744415283
2015-12-07,3.5262155532836914
2015-12-08,3.4836814403533936
2015-12-09,3.4735562801361084
2015-12-10,3.422919750213623
2015-12-11,3.4310216903686523
2015-12-14,3.378361940383911
2015-12-15,3.443174362182617
2015-12-16,3.36215877532959
2015-12-17,3.4735562801361084
2015-12-18,3.329752206802368
2015-12-21,3.260887622833252
2015-12-22,3.301395893096924
2015-12-23,3.4634287357330322
2015-12-28,3.3398780822753906
2015-12-29,3.3824121952056885
2015-12-30,3.4107682704925537
2016-01-04,3.3419041633605957
2016-01-05,3.3216493129730225
2016-01-06,3.264939069747925
2016-01-07,3.289243698120117
2016-01-08,3.4107682704925537
2016-01-11,3.264939069747925
2016-01-12,3.4006404876708984
2016-01-13,3.301395893096924
2016-01-14,3.2406344413757324
2016-01-15,3.190000295639038
2016-01-18,3.2689905166625977
2016-01-19,3.179872751235962
2016-01-20,3.032017469406128
2016-01-21,2.957078695297241
2016-01-22,3.074551820755005
2016-01-26,3.023916006088257
2016-01-27,3.0279674530029297
2016-01-28,3.038095712661743
2016-01-29,3.090754747390747
2016-02-01,3.0684762001037598
2016-02-02,3.2224061489105225
2016-02-03,3.159618377685547
2016-02-04,3.139364242553711
2016-02-05,3.2001264095306396
2016-02-10,3.0583484172821045
2016-02-11,3.0583484172821045
2016-02-12,3.0482213497161865
2016-02-15,3.0279674530029297
2016-02-16,3.129237651824951
2016-02-17,3.131263256072998
2016-02-18,3.1737968921661377
2016-02-19,3.196075677871704
2016-02-22,3.2163290977478027
2016-02-23,3.2224061489105225
2016-02-24,3.159618377685547
2016-02-25,3.2851932048797607
2016-02-26,3.264939069747925
2016-02-29,3.3358287811279297
2016-03-01,3.4938089847564697
2016-03-02,3.5343172550201416
2016-03-03,3.532291889190674
2016-03-04,3.4330475330352783
2016-03-07,3.5039355754852295
2016-03-08,3.5079867839813232
2016-03-09,3.5343172550201416
2016-03-10,3.5343172550201416
2016-03-11,3.5343172550201416
2016-03-14,3.5343172550201416
2016-03-15,3.4553260803222656
2016-03-16,3.4330475330352783
2016-03-17,3.45127534866333
2016-03-18,3.4776065349578857
2016-03-21,3.5343172550201416
2016-03-22,3.5727992057800293
2016-03-23,3.528240203857422
2016-03-24,3.5626718997955322
2016-03-28,3.5869765281677246
2016-03-29,3.564697504043579
2016-03-30,3.5545709133148193
2016-03-31,3.4634287357330322
2016-04-01,3.576849937438965
2016-04-04,3.4310216903686523
2016-04-05,3.3662092685699463
2016-04-06,3.3317770957946777
2016-04-07,3.384437322616577
2016-04-08,3.481656789779663
2016-04-11,3.4148178100585938
2016-04-12,3.3824121952056885
2016-04-13,3.4735562801361084
2016-04-14,3.4593780040740967
2016-04-15,3.4384067058563232
2016-04-18,3.43633770942688
2016-04-19,3.498439073562622
2016-04-20,3.444617748260498
2016-04-22,3.430126667022705
2016-04-25,3.3017828464508057
2016-04-26,3.4052858352661133
2016-04-27,3.4839489459991455
2016-04-28,3.581242322921753
2016-04-29,3.5170700550079346
2016-05-02,3.5170700550079346
2016-05-03,3.568821668624878
2016-05-04,3.488906145095825
2016-05-05,3.499420642852783
2016-05-06,3.3669307231903076
2016-05-09,3.3669307231903076
2016-05-10,3.44474196434021
2016-05-11,3.3816516399383545
2016-05-12,3.512038230895996
2016-05-13,3.4825966358184814
2016-05-16,3.4489471912384033
2016-05-17,3.4468445777893066
2016-05-18,3.4489471912384033
2016-05-19,3.459462881088257
2016-05-20,3.486802339553833
2016-05-23,3.3017375469207764
2016-05-24,3.3921661376953125
2016-05-25,3.46787428855896
2016-05-27,3.430020809173584
2016-05-30,3.4489471912384033
2016-05-31,3.478391408920288
2016-06-01,3.3648271560668945
2016-06-02,3.4216086864471436
2016-06-03,3.387960910797119
2016-06-06,3.371136426925659
2016-06-07,3.375343084335327
2016-06-08,3.402681350708008
2016-06-09,3.3921661376953125
2016-06-10,3.3437979221343994
2016-06-13,3.3227670192718506
2016-06-14,3.276500701904297
2016-06-15,3.249161958694458
2016-06-16,3.314354419708252
2016-06-17,3.3311800956726074
2016-06-20,3.3963723182678223
2016-06-21,3.4489471912384033
2016-06-22,3.4131972789764404
2016-06-23,3.4720821380615234
2016-06-24,3.4489471912384033
2016-06-27,3.4363298416137695
2016-06-28,3.427917957305908
2016-06-29,3.4699783325195312
2016-06-30,3.46156644821167
2016-07-01,3.463670253753662
2016-07-04,3.4510509967803955
2016-07-05,3.432123899459839
2016-07-06,3.430020809173584
2016-07-07,3.402681350708008
2016-07-08,3.4068877696990967
2016-07-11,3.423710823059082
2016-07-12,3.4510509967803955
2016-07-13,3.514141798019409
2016-07-14,3.46156644821167
2016-07-15,3.4384336471557617
2016-07-18,3.478391408920288
2016-07-19,3.4825966358184814
2016-07-20,3.46787428855896
