Date,RAPT4.SA
2015-08-24,2.0755083560943604
2015-08-25,2.1622884273529053
2015-08-26,2.27799654006958
2015-08-27,2.350313186645508
2015-08-28,2.350313186645508
2015-08-31,2.2273740768432617
2015-09-01,2.111666679382324
2015-09-02,2.118898391723633
2015-09-03,2.1405937671661377
2015-09-04,2.061044454574585
2015-09-08,1.995958685874939
2015-09-09,2.111666679382324
2015-09-10,2.1333611011505127
2015-09-11,2.1695210933685303
2015-09-14,2.2273740768432617
2015-09-15,2.1767518520355225
2015-09-16,2.18398380279541
2015-09-17,2.2201428413391113
2015-09-18,2.097203254699707
2015-09-21,2.024885416030884
2015-09-22,2.0176544189453125
2015-09-23,2.0538125038146973
2015-09-24,2.061044454574585
2015-09-25,2.097203254699707
2015-09-28,2.0899710655212402
2015-09-29,2.0899710655212402
2015-09-30,2.1044342517852783
2015-10-01,2.097203254699707
2015-10-02,2.205679416656494
2015-10-05,2.2129108905792236
2015-10-06,2.205679416656494
2015-10-07,2.2707648277282715
2015-10-08,2.3430817127227783
2015-10-09,2.2852280139923096
2015-10-13,2.256300926208496
2015-10-14,2.18398380279541
2015-10-15,2.1695210933685303
2015-10-16,2.1550567150115967
2015-10-19,2.1405937671661377
2015-10-20,2.1695210933685303
2015-10-21,2.1984469890594482
2015-10-22,2.241837978363037
2015-10-23,2.2129108905792236
2015-10-26,2.097203254699707
2015-10-27,2.0899710655212402
2015-10-28,2.0827393531799316
2015-10-29,2.0755083560943604
2015-10-30,2.0465807914733887
2015-11-03,2.1622884273529053
2015-11-04,2.2273740768432617
2015-11-05,2.328618049621582
2015-11-06,2.328618049621582
2015-11-09,2.256300926208496
2015-11-10,2.147825241088867
2015-11-11,2.1405937671661377
2015-11-12,2.1912155151367188
2015-11-13,2.1261301040649414
2015-11-16,2.0899710655212402
2015-11-17,2.0755083560943604
2015-11-18,2.0465807914733887
2015-11-19,1.9525682926177979
2015-11-23,1.9887269735336304
2015-11-24,1.9164098501205444
2015-11-25,1.9887269735336304
2015-11-26,1.9814953804016113
2015-11-27,2.010422468185425
2015-11-30,1.945336103439331
2015-12-01,1.9164098501205444
2015-12-02,1.9019460678100586
2015-12-03,1.8947144746780396
2015-12-04,1.8440922498703003
2015-12-07,1.8223975896835327
2015-12-08,1.8007018566131592
2015-12-09,1.8079328536987305
2015-12-10,1.9091776609420776
2015-12-11,1.938104271888733
2015-12-14,1.8947144746780396
2015-12-15,1.8802505731582642
2015-12-16,1.930873155593872
2015-12-17,1.930873155593872
2015-12-18,1.930873155593872
2015-12-21,1.8947144746780396
2015-12-22,1.8151648044586182
2015-12-23,1.8440922498703003
2015-12-28,1.7934701442718506
2015-12-29,1.8151648044586182
2015-12-30,1.7717750072479248
2016-01-04,1.6416035890579224
2016-01-05,1.6271405220031738
2016-01-06,1.590980887413025
2016-01-07,1.518664002418518
2016-01-08,1.4825055599212646
2016-01-11,1.4752737283706665
2016-01-12,1.518664002418518
2016-01-13,1.4825055599212646
2016-01-14,1.4101883172988892
2016-01-15,1.4101883172988892
2016-01-18,1.3740298748016357
2016-01-19,1.4101883172988892
2016-01-20,1.3740298748016357
2016-01-21,1.3451026678085327
2016-01-22,1.3740298748016357
2016-01-26,1.3523342609405518
2016-01-27,1.4029557704925537
2016-01-28,1.4608100652694702
2016-01-29,1.590980887413025
2016-02-01,1.496968388557434
2016-02-02,1.4101883172988892
2016-02-03,1.3740298748016357
2016-02-04,1.4608100652694702
2016-02-05,1.4535784721374512
2016-02-10,1.4608100652694702
2016-02-11,1.3595659732818604
2016-02-12,1.3523342609405518
2016-02-15,1.272784948348999
2016-02-16,1.3017117977142334
2016-02-17,1.337870478630066
2016-02-18,1.3812614679336548
2016-02-19,1.3957245349884033
2016-02-22,1.4246515035629272
2016-02-23,1.496968388557434
2016-02-24,1.5042009353637695
2016-02-25,1.5042009353637695
2016-02-26,1.518664002418518
2016-02-29,1.5548224449157715
2016-03-01,1.7356162071228027
2016-03-02,1.6849932670593262
2016-03-03,1.8585559129714966
2016-03-04,1.938104271888733
2016-03-07,1.959799885749817
2016-03-08,2.039348840713501
2016-03-09,2.1333611011505127
2016-03-10,2.1695210933685303
2016-03-11,2.1984469890594482
2016-03-14,2.1550567150115967
2016-03-15,1.8657870292663574
2016-03-16,1.9091776609420776
2016-03-17,2.1550567150115967
2016-03-18,2.0899710655212402
2016-03-21,2.335850477218628
2016-03-22,2.3213863372802734
2016-03-23,2.2707648277282715
2016-03-24,2.2490696907043457
2016-03-28,2.3937041759490967
2016-03-29,2.422630786895752
2016-03-30,2.4009361267089844
2016-03-31,2.1984469890594482
2016-04-01,2.18398380279541
2016-04-04,2.147825241088867
2016-04-05,2.097203254699707
2016-04-06,2.061044454574585
2016-04-07,1.9525682926177979
2016-04-08,2.039348840713501
2016-04-11,2.039348840713501
2016-04-12,2.1507070064544678
2016-04-13,2.491853713989258
2016-04-14,2.4176909923553467
2016-04-15,2.3731939792633057
2016-04-18,2.3286969661712646
2016-04-19,2.202620506286621
2016-04-20,2.202620506286621
2016-04-22,2.1062095165252686
2016-04-25,1.9875500202178955
2016-04-26,2.039463520050049
2016-04-27,2.1358749866485596
2016-04-28,2.076545238494873
2016-04-29,2.113626003265381
2016-05-02,2.113626003265381
2016-05-03,2.0320475101470947
2016-05-04,2.0172152519226074
2016-05-05,2.002382516860962
2016-05-06,1.9875500202178955
2016-05-09,2.083961009979248
2016-05-10,2.1877880096435547
2016-05-11,2.2545340061187744
2016-05-12,2.380610227584839
2016-05-13,2.3212807178497314
2016-05-16,2.3286969661712646
2016-05-17,2.2767832279205322
2016-05-18,2.232285499572754
2016-05-19,2.232285499572754
2016-05-20,2.2471179962158203
2016-05-23,2.239701509475708
2016-05-24,2.261950969696045
2016-05-25,2.2841997146606445
2016-05-27,2.2248694896698
2016-05-30,2.2767832279205322
2016-05-31,2.299031972885132
2016-06-01,2.299031972885132
2016-06-02,2.3731939792633057
2016-06-03,2.380610227584839
2016-06-06,2.306447982788086
2016-06-07,2.26936674118042
2016-06-08,2.3286969661712646
2016-06-09,2.2767832279205322
2016-06-10,2.2767832279205322
2016-06-13,2.2545340061187744
2016-06-14,2.239701509475708
2016-06-15,2.232285499572754
2016-06-16,2.195204496383667
2016-06-17,2.1877880096435547
2016-06-20,2.1877880096435547
2016-06-21,2.1729555130004883
2016-06-22,2.195204496383667
2016-06-23,2.2841997146606445
2016-06-24,2.26936674118042
2016-06-27,2.2545340061187744
2016-06-28,2.261950969696045
2016-06-29,2.3361124992370605
2016-06-30,2.4102752208709717
2016-07-01,2.49927020072937
2016-07-04,2.5141029357910156
2016-07-05,2.6401782035827637
2016-07-06,2.7514216899871826
2016-07-07,2.76625394821167
2016-07-08,2.8626649379730225
2016-07-11,2.9294114112854004
2016-07-12,3.0332388877868652
2016-07-13,3.0554871559143066
2016-07-14,3.226060390472412
2016-07-15,3.329887628555298
2016-07-18,3.448547601699829
2016-07-19,3.4188835620880127
2016-07-20,3.404050588607788
2016-07-21,3.404050588607788
2016-07-22,3.4262990951538086
2016-07-25,3.3150546550750732
2016-07-26,3.2705581188201904
2016-07-27,3.240893602371216
2016-07-28,3.3521361351013184
2016-07-29,3.4930453300476074
2016-08-01,3.567207098007202
2016-08-02,3.5004613399505615
2016-08-03,3.7526133060455322
2016-08-04,3.745197057723999
2016-08-05,3.596872329711914
2016-08-08,3.5078775882720947
2016-08-09,3.455963611602783
2016-08-10,3.4337151050567627
2016-08-11,3.4411308765411377
2016-08-12,3.544959306716919
2016-08-15,3.6487858295440674
2016-08-16,3.633953809738159
2016-08-17,3.5746233463287354
2016-08-18,3.5597918033599854
2016-08-19,3.5301268100738525
2016-08-22,3.4188835620880127
2016-08-23,3.3521361351013184
2016-08-24,3.277974843978882
2016-08-25,3.2112278938293457
2016-08-26,3.2631421089172363
2016-08-29,3.292806386947632
2016-08-30,3.2631421089172363
2016-08-31,3.3447213172912598
2016-09-01,3.3373043537139893
2016-09-02,3.4114668369293213
2016-09-05,3.4633803367614746
2016-09-06,3.5375421047210693
2016-09-08,3.515293598175049
2016-09-09,3.4707963466644287
2016-09-12,3.4114668369293213
2016-09-13,3.1889798641204834
2016-09-14,3.3076391220092773
2016-09-15,3.359553337097168
2016-09-16,3.381801128387451
2016-09-19,3.255725145339966
2016-09-20,3.166731595993042
2016-09-21,3.1815638542175293
2016-09-22,3.1518983840942383
2016-09-23,3.1518983840942383
2016-09-26,3.0777361392974854
2016-09-27,3.0777361392974854
2016-09-28,3.4114668369293213
2016-09-29,3.3373043537139893
2016-09-30,3.4188835620880127
2016-10-03,3.4707963466644287
2016-10-04,3.455963611602783
2016-10-05,3.4188835620880127
2016-10-06,3.448547601699829
2016-10-07,3.5301268100738525
2016-10-10,3.596872329711914
2016-10-11,3.5301268100738525
2016-10-13,3.4411308765411377
2016-10-14,3.4707963466644287
2016-10-17,3.396634340286255
2016-10-18,3.478212594985962
2016-10-19,3.515293598175049
2016-10-20,3.4707963466644287
2016-10-21,3.478212594985962
2016-10-24,3.522710084915161
2016-10-25,3.5301268100738525
2016-10-26,3.5820400714874268
2016-10-27,3.5820400714874268
2016-10-28,3.633953809738159
2016-10-31,3.544959306716919
2016-11-01,3.404050588607788
2016-11-03,3.3447213172912598
2016-11-04,3.322471857070923
2016-11-07,3.485629081726074
2016-11-08,3.404050588607788
2016-11-09,3.3447213172912598
2016-11-10,3.218644618988037
2016-11-11,2.9219956398010254
2016-11-14,2.9813249111175537
2016-11-16,3.0332388877868652
2016-11-17,3.0406551361083984
