Date,CHRW
2015-08-03,55.33769989013672
2015-08-04,55.10296630859375
2015-08-05,55.01688003540039
2015-08-06,54.51609420776367
2015-08-07,53.87445831298828
2015-08-10,54.4456672668457
2015-08-11,54.64912033081055
2015-08-12,54.0700798034668
2015-08-13,53.76490020751953
2015-08-14,54.30483627319336
2015-08-17,54.53173065185547
2015-08-18,54.57868576049805
2015-08-19,55.423789978027344
2015-08-20,54.16398239135742
2015-08-21,52.61465072631836
2015-08-24,50.987056732177734
2015-08-25,50.18891906738281
2015-08-26,52.63029098510742
2015-08-27,53.068485260009766
2015-08-28,52.61465072631836
2015-08-31,52.76332092285156
2015-09-01,51.64436721801758
2015-09-02,54.099853515625
2015-09-03,53.67485809326172
2015-09-04,53.28135299682617
2015-09-08,54.25727081298828
2015-09-09,54.17071533203125
2015-09-10,54.304473876953125
2015-09-11,54.052642822265625
2015-09-14,53.98967742919922
2015-09-15,54.69010543823242
2015-09-16,54.92623519897461
2015-09-17,54.328094482421875
2015-09-18,53.17904281616211
2015-09-21,53.926700592041016
2015-09-22,52.62026596069336
2015-09-23,53.045257568359375
2015-09-24,53.147560119628906
2015-09-25,53.93458938598633
2015-09-28,53.40728759765625
2015-09-29,53.63551712036133
2015-09-30,53.34431838989258
2015-10-01,53.289222717285156
2015-10-02,54.154945373535156
2015-10-05,55.12300109863281
2015-10-06,55.28038787841797
2015-10-07,55.23318099975586
2015-10-08,55.791961669921875
2015-10-09,56.437320709228516
2015-10-12,56.665550231933594
2015-10-13,56.15398025512695
2015-10-14,55.847049713134766
2015-10-15,56.90166091918945
2015-10-16,56.468788146972656
2015-10-19,56.586849212646484
2015-10-20,56.767860412597656
2015-10-21,56.55535125732422
2015-10-22,57.23220443725586
2015-10-23,57.28729248046875
2015-10-26,57.059059143066406
2015-10-27,55.0836296081543
2015-10-28,53.50959777832031
2015-10-29,54.60354232788086
2015-10-30,54.60354232788086
2015-11-02,55.28038787841797
2015-11-03,55.20167922973633
2015-11-04,54.07624435424805
2015-11-05,53.75357437133789
2015-11-06,54.08412170410156
2015-11-09,53.37580490112305
2015-11-10,54.10772705078125
2015-11-11,54.10772705078125
2015-11-12,53.108211517333984
2015-11-13,52.74617385864258
2015-11-16,53.05312728881836
2015-11-17,53.383670806884766
2015-11-18,53.73783493041992
2015-11-19,53.76142501831055
2015-11-20,53.93458938598633
2015-11-23,53.71421813964844
2015-11-24,53.690608978271484
2015-11-25,53.99754333496094
2015-11-27,54.19430923461914
2015-11-30,53.06886672973633
2015-12-01,53.47811508178711
2015-12-02,50.03883743286133
2015-12-03,48.968482971191406
2015-12-04,49.424949645996094
2015-12-07,48.858306884765625
2015-12-08,47.62267303466797
2015-12-09,47.654151916503906
2015-12-10,48.75593948364258
2015-12-11,49.14433670043945
2015-12-14,48.89069366455078
2015-12-15,49.62786102294922
2015-12-16,50.94365692138672
2015-12-17,50.88816833496094
2015-12-18,49.429691314697266
2015-12-21,49.54066467285156
2015-12-22,50.2540397644043
2015-12-23,50.71378707885742
2015-12-24,50.35709762573242
2015-12-28,50.07966232299805
2015-12-29,50.087589263916016
2015-12-30,49.429691314697266
2015-12-31,49.16020202636719
2016-01-04,48.97787094116211
2016-01-05,50.30953598022461
2016-01-06,50.06380844116211
2016-01-07,50.008323669433594
2016-01-08,50.032108306884766
2016-01-11,48.946189880371094
2016-01-12,49.92113494873047
2016-01-13,49.69126510620117
2016-01-14,50.04004669189453
2016-01-15,50.3808708190918
2016-01-19,50.46014404296875
2016-01-20,50.515628814697266
2016-01-21,51.1338996887207
2016-01-22,50.91194534301758
2016-01-25,49.71506118774414
2016-01-26,50.78512954711914
2016-01-27,50.07966232299805
2016-01-28,49.97663116455078
2016-01-29,51.3399772644043
2016-02-01,51.688751220703125
2016-02-02,50.317466735839844
2016-02-03,51.450965881347656
2016-02-04,53.46426773071289
2016-02-05,53.96365737915039
