Date,WMB
2015-08-03,28.8835506439209
2015-08-04,28.665454864501953
2015-08-05,27.4910945892334
2015-08-06,27.138792037963867
2015-08-07,27.2897891998291
2015-08-10,27.899333953857422
2015-08-11,27.949657440185547
2015-08-12,28.58157730102539
2015-08-13,28.69901466369629
2015-08-14,29.207895278930664
2015-08-17,30.701005935668945
2015-08-18,30.119426727294922
2015-08-19,29.64409637451172
2015-08-20,28.352296829223633
2015-08-21,27.765119552612305
2015-08-24,26.137794494628906
2015-08-25,24.980213165283203
2015-08-26,25.539430618286133
2015-08-27,26.66345977783203
2015-08-28,27.356895446777344
2015-08-31,26.95425796508789
2015-09-01,25.72956085205078
2015-09-02,26.400623321533203
2015-09-03,26.478914260864258
2015-09-04,25.95884895324707
2015-09-08,26.322345733642578
2015-09-09,25.72956085205078
2015-09-10,24.756532669067383
2015-09-11,24.02955436706543
2015-09-14,23.63809585571289
2015-09-15,24.365079879760742
2015-09-16,25.64569091796875
2015-09-17,25.56180763244629
2015-09-18,25.802270889282227
2015-09-21,25.930889129638672
2015-09-22,25.24476432800293
2015-09-23,24.08232879638672
2015-09-24,23.713747024536133
2015-09-25,23.589000701904297
2015-09-28,20.731098175048828
2015-09-29,19.80681610107422
2015-09-30,20.89554214477539
2015-10-01,22.103349685668945
2015-10-02,23.260116577148438
2015-10-05,23.566320419311523
2015-10-06,23.883861541748047
2015-10-07,24.700401306152344
2015-10-08,24.836490631103516
2015-10-09,24.853504180908203
2015-10-12,24.122020721435547
2015-10-13,23.47559356689453
2015-10-14,23.231761932373047
2015-10-15,23.617347717285156
2015-10-16,23.974586486816406
2015-10-19,23.7761287689209
2015-10-20,23.50960922241211
2015-10-21,22.95391273498535
2015-10-22,22.573991775512695
2015-10-23,22.22810173034668
2015-10-26,21.303813934326172
2015-10-27,21.247106552124023
2015-10-28,21.717754364013672
2015-10-29,21.717754364013672
2015-10-30,22.364187240600586
2015-11-02,22.437908172607422
2015-11-03,22.840499877929688
2015-11-04,22.074995040893555
2015-11-05,21.689403533935547
2015-11-06,21.536304473876953
2015-11-09,20.952247619628906
2015-11-10,20.872859954833984
2015-11-11,20.61202049255371
2015-11-12,19.903215408325195
2015-11-13,19.903215408325195
2015-11-16,21.156387329101562
2015-11-17,21.298141479492188
2015-11-18,21.604351043701172
2015-11-19,21.388874053955078
2015-11-20,20.878538131713867
2015-11-23,20.782142639160156
2015-11-24,21.059980392456055
2015-11-25,20.66305160522461
2015-11-27,20.492942810058594
2015-11-30,20.731098175048828
2015-12-01,20.78780746459961
2015-12-02,20.073333740234375
2015-12-03,18.8598575592041
2015-12-04,17.640710830688477
2015-12-07,15.293157577514648
2015-12-08,15.446258544921875
2015-12-09,16.805068969726562
2015-12-10,17.23477554321289
2015-12-11,15.341737747192383
2015-12-14,14.848150253295898
2015-12-15,15.004939079284668
2015-12-16,14.987513542175293
2015-12-17,13.7622709274292
2015-12-18,12.50798511505127
2015-12-21,12.775097846984863
2015-12-22,13.106094360351562
2015-12-23,14.714594841003418
2015-12-24,14.464898109436035
2015-12-28,14.406826972961426
2015-12-29,14.441670417785645
2015-12-30,14.174552917480469
2015-12-31,14.923639297485352
2016-01-04,15.23720932006836
2016-01-05,15.289473533630371
2016-01-06,13.297715187072754
2016-01-07,11.967947006225586
2016-01-08,11.793741226196289
2016-01-11,10.853031158447266
2016-01-12,9.604554176330566
2016-01-13,7.903143405914307
2016-01-14,10.620753288269043
2016-01-15,9.349053382873535
2016-01-19,9.163229942321777
2016-01-20,8.994832992553711
2016-01-21,9.31421184539795
2016-01-22,11.462748527526855
2016-01-25,10.632364273071289
2016-01-26,11.857616424560547
2016-01-27,11.18982982635498
2016-01-28,11.201441764831543
2016-01-29,11.207244873046875
2016-02-01,11.329193115234375
2016-02-02,10.853031158447266
2016-02-03,10.690433502197266
2016-02-04,10.887869834899902
2016-02-05,9.941351890563965
2016-02-08,6.480460166931152
2016-02-09,6.956620693206787
2016-02-10,7.461819648742676
2016-02-11,7.717322826385498
2016-02-12,7.821845054626465
2016-02-16,8.716102600097656
2016-02-17,9.110969543457031
2016-02-18,9.244525909423828
2016-02-19,9.006443977355957
2016-02-22,9.378084182739258
2016-02-23,9.058707237243652
2016-02-24,9.656815528869629
2016-02-25,9.308404922485352
2016-02-26,9.081933975219727
2016-02-29,9.285174369812012
2016-03-01,9.610356330871582
2016-03-02,9.947157859802246
2016-03-03,10.504615783691406
2016-03-04,11.120144844055176
2016-03-07,11.067883491516113
2016-03-08,10.022647857666016
2016-03-09,10.42912769317627
2016-03-10,9.568063735961914
2016-03-11,9.640318870544434
2016-03-14,9.935368537902832
2016-03-15,9.724618911743164
2016-03-16,10.501384735107422
2016-03-17,10.694071769714355
2016-03-18,10.92890739440918
2016-03-21,10.447193145751953
2016-03-22,10.615793228149414
2016-03-23,9.790854454040527
2016-03-24,9.242903709411621
2016-03-28,9.116453170776367
2016-03-29,9.453655242919922
2016-03-30,9.429570198059082
2016-03-31,9.676445960998535
2016-04-01,9.345270156860352
2016-04-04,9.15860652923584
2016-04-05,8.917747497558594
2016-04-06,9.327204704284668
2016-04-07,9.459677696228027
2016-04-08,9.778810501098633
2016-04-11,10.27256965637207
2016-04-12,10.663961410522461
2016-04-13,11.049335479736328
2016-04-14,10.700090408325195
2016-04-15,10.567620277404785
2016-04-18,10.043753623962402
2016-04-19,10.84460735321045
2016-04-20,11.338363647460938
2016-04-21,11.52502727508545
2016-04-22,11.765889167785645
2016-04-25,11.47685718536377
2016-04-26,11.675565719604492
2016-04-27,12.04287338256836
2016-04-28,11.82610034942627
2016-04-29,11.675565719604492
2016-05-02,11.326321601867676
2016-05-03,11.675565719604492
2016-05-04,11.585240364074707
2016-05-05,12.386096000671387
2016-05-06,11.862231254577637
2016-05-09,11.40460205078125
2016-05-10,11.52502727508545
2016-05-11,11.741804122924805
2016-05-12,11.470833778381348
2016-05-13,11.651477813720703
2016-05-16,12.398137092590332
2016-05-17,12.95211124420166
2016-05-18,12.542652130126953
2016-05-19,12.970174789428711
2016-05-20,13.337482452392578
2016-05-23,13.217048645019531
2016-05-24,13.325444221496582
2016-05-25,12.795551300048828
2016-05-26,12.530607223510742
2016-05-27,12.934045791625977
2016-05-31,13.343503952026367
2016-06-01,13.602418899536133
2016-06-02,13.60844898223877
2016-06-03,13.74693489074707
2016-06-06,14.078116416931152
2016-06-07,14.192524909973145
2016-06-08,13.957688331604004
2016-06-09,14.017903327941895
2016-06-10,13.271245002746582
2016-06-13,13.126729011535645
2016-06-14,12.75340461730957
2016-06-15,13.108668327331543
2016-06-16,13.729044914245605
2016-06-17,13.97719955444336
2016-06-20,13.846922874450684
2016-06-21,13.443670272827148
2016-06-22,12.879124641418457
2016-06-23,13.511918067932129
2016-06-24,13.22033405303955
2016-06-27,12.407634735107422
2016-06-28,12.804680824279785
2016-06-29,12.928755760192871
2016-06-30,13.418856620788574
2016-07-01,12.755045890808105
2016-07-05,12.463471412658691
2016-07-06,12.680606842041016
2016-07-07,12.62476921081543
2016-07-08,13.02181625366211
2016-07-11,12.860511779785156
2016-07-12,13.580158233642578
2016-07-13,13.791088104248047
2016-07-14,14.64100456237793
2016-07-15,14.54174518585205
2016-07-18,15.242777824401855
2016-07-19,15.503341674804688
2016-07-20,15.590192794799805
2016-07-21,15.304821014404297
2016-07-22,15.211762428283691
2016-07-25,14.659621238708496
2016-07-26,14.61619758605957
2016-07-27,14.442485809326172
2016-07-28,14.318410873413086
2016-07-29,14.870551109313965
2016-08-01,13.97719955444336
2016-08-02,14.864349365234375
2016-08-03,15.925199508666992
2016-08-04,15.497142791748047
2016-08-05,15.900381088256836
2016-08-08,16.08650016784668
2016-08-09,16.02446746826172
2016-08-10,15.751496315002441
2016-08-11,16.32845115661621
2016-08-12,16.260208129882812
2016-08-15,16.495954513549805
2016-08-16,16.30983543395996
2016-08-17,16.167150497436523
2016-08-18,17.43893051147461
2016-08-19,17.172164916992188
2016-08-22,17.017074584960938
2016-08-23,17.718103408813477
2016-08-24,17.40791130065918
2016-08-25,17.2900390625
2016-08-26,17.265226364135742
2016-08-29,17.40791130065918
