Date,GS
2015-11-10,162.318603515625
2015-11-11,161.97396850585938
2015-11-12,158.1829071044922
2015-11-13,156.22987365722656
2015-11-16,157.68226623535156
2015-11-17,156.37762451171875
2015-11-18,158.9132080078125
2015-11-19,158.396240234375
2015-11-20,157.11611938476562
2015-11-23,155.24520874023438
2015-11-24,154.8184356689453
2015-11-25,155.21237182617188
2015-11-27,156.29556274414062
2015-11-30,156.460205078125
2015-12-01,158.9715576171875
2015-12-02,156.6578826904297
2015-12-03,152.49148559570312
2015-12-04,156.4354705810547
2015-12-07,152.7302703857422
2015-12-08,150.6141815185547
2015-12-09,148.79446411132812
2015-12-10,149.94723510742188
2015-12-11,145.37738037109375
2015-12-14,145.24566650390625
2015-12-15,149.86485290527344
2015-12-16,153.32315063476562
2015-12-17,150.35890197753906
2015-12-18,144.4963836669922
2015-12-21,146.35723876953125
2015-12-22,148.2510986328125
2015-12-23,150.63888549804688
2015-12-24,150.24362182617188
2015-12-28,149.54373168945312
2015-12-29,151.1164093017578
2015-12-30,149.86485290527344
2015-12-31,148.3992462158203
2016-01-04,145.85499572753906
2016-01-05,143.34356689453125
2016-01-06,139.84420776367188
2016-01-07,135.5461883544922
2016-01-08,134.98626708984375
2016-01-11,136.46014404296875
2016-01-12,136.44363403320312
2016-01-13,130.9104766845703
2016-01-14,132.8866424560547
2016-01-15,128.12741088867188
2016-01-19,129.12368774414062
2016-01-20,126.5958480834961
2016-01-21,124.86679077148438
2016-01-22,129.15664672851562
2016-01-25,124.4303970336914
2016-01-26,127.17231750488281
2016-01-27,126.57125854492188
2016-01-28,129.32135009765625
2016-01-29,133.02658081054688
2016-02-01,131.453857421875
2016-02-02,124.90801239013672
2016-02-03,125.71488189697266
2016-02-04,128.8520050048828
2016-02-05,128.83554077148438
2016-02-08,122.89066314697266
2016-02-09,122.06729888916016
2016-02-10,121.22744750976562
2016-02-11,115.84247589111328
2016-02-12,120.32167053222656
2016-02-16,122.70137023925781
2016-02-17,124.2822265625
2016-02-18,121.63915252685547
2016-02-19,120.96395111083984
2016-02-22,122.51188659667969
2016-02-23,119.31717681884766
2016-02-24,119.85238647460938
2016-02-25,122.06729888916016
2016-02-26,123.71406555175781
2016-02-29,123.6561508178711
2016-03-01,127.89022064208984
2016-03-02,127.51812744140625
2016-03-03,128.4525909423828
2016-03-04,129.70130920410156
2016-03-07,128.4691162109375
2016-03-08,125.36798858642578
2016-03-09,123.97047424316406
2016-03-10,124.88831329345703
2016-03-11,127.30306243896484
2016-03-14,126.93096923828125
2016-03-15,125.72356414794922
2016-03-16,124.49139404296875
2016-03-17,126.45133209228516
2016-03-18,130.32974243164062
2016-03-21,129.2464141845703
2016-03-22,127.51812744140625
2016-03-23,127.4189224243164
2016-03-24,126.52574920654297
2016-03-28,127.2204360961914
2016-03-29,128.20449829101562
2016-03-30,129.42013549804688
2016-03-31,129.8170928955078
2016-04-01,132.1656494140625
2016-04-04,130.47039794921875
2016-04-05,128.4691162109375
2016-04-06,128.3367919921875
2016-04-07,124.38390350341797
2016-04-08,124.27640533447266
2016-04-11,125.86415100097656
2016-04-12,127.60909271240234
2016-04-13,132.1904296875
2016-04-14,133.0670623779297
2016-04-15,131.09060668945312
2016-04-18,131.5040740966797
2016-04-19,134.50601196289062
2016-04-20,138.08668518066406
2016-04-21,136.7139892578125
2016-04-22,137.8965301513672
2016-04-25,136.52374267578125
2016-04-26,137.14398193359375
2016-04-27,138.0370330810547
2016-04-28,135.86216735839844
2016-04-29,135.71336364746094
2016-05-02,137.4251708984375
2016-05-03,134.9111785888672
2016-05-04,132.37240600585938
2016-05-05,131.9258575439453
2016-05-06,131.3634796142578
2016-05-09,130.25534057617188
2016-05-10,133.48878479003906
2016-05-11,131.8348846435547
2016-05-12,130.71847534179688
2016-05-13,128.46084594726562
2016-05-16,128.493896484375
2016-05-17,127.89022064208984
2016-05-18,132.264892578125
2016-05-19,127.93155670166016
2016-05-20,127.77448272705078
2016-05-23,128.5518341064453
2016-05-24,130.321533203125
2016-05-25,133.3482208251953
2016-05-26,131.66943359375
2016-05-27,132.46661376953125
2016-05-31,132.425048828125
2016-06-01,132.8319854736328
2016-06-02,132.25904846191406
2016-06-03,129.26141357421875
2016-06-06,130.41566467285156
2016-06-07,128.84628295898438
2016-06-08,128.40618896484375
2016-06-09,127.18555450439453
2016-06-10,124.46197509765625
2016-06-13,123.41573333740234
2016-06-14,121.3896713256836
2016-06-15,121.36471557617188
2016-06-16,121.75502014160156
2016-06-17,120.9329833984375
2016-06-20,122.68498992919922
2016-06-21,123.18319702148438
2016-06-22,123.00888061523438
2016-06-23,126.76207733154297
2016-06-24,117.79420471191406
2016-06-27,115.8429183959961
2016-06-28,118.25092315673828
2016-06-29,120.81671142578125
2016-06-30,123.3742446899414
2016-07-01,123.10016632080078
2016-07-05,119.94486236572266
2016-07-06,120.88316345214844
2016-07-07,122.06226348876953
2016-07-08,124.86891174316406
2016-07-11,126.37178802490234
2016-07-12,130.29940795898438
2016-07-13,131.12974548339844
2016-07-14,134.96592712402344
2016-07-15,134.2186279296875
2016-07-18,135.6219940185547
2016-07-19,134.0277099609375
2016-07-20,134.32662963867188
2016-07-21,132.89845275878906
2016-07-22,133.1973114013672
2016-07-25,133.2803955078125
2016-07-26,133.820068359375
2016-07-27,133.6789093017578
2016-07-28,133.29698181152344
2016-07-29,131.86871337890625
2016-08-01,131.3456268310547
2016-08-02,129.58531188964844
2016-08-03,131.478515625
2016-08-04,131.23768615722656
2016-08-05,134.5923614501953
2016-08-08,135.206787109375
2016-08-09,135.7133331298828
2016-08-10,134.67535400390625
2016-08-11,136.06201171875
2016-08-12,135.55551147460938
2016-08-15,137.46534729003906
2016-08-16,137.54840087890625
2016-08-17,137.5649871826172
2016-08-18,137.88885498046875
2016-08-19,138.02999877929688
2016-08-22,138.05490112304688
2016-08-23,137.90545654296875
2016-08-24,137.2577362060547
2016-08-25,137.7559356689453
2016-08-26,137.8141326904297
2016-08-29,138.5614471435547
2016-08-30,141.187255859375
2016-08-31,141.26229858398438
2016-09-01,140.4703369140625
2016-09-02,141.02891540527344
2016-09-06,141.15396118164062
2016-09-07,141.43736267089844
2016-09-08,143.0962371826172
2016-09-09,140.52037048339844
2016-09-12,142.59605407714844
2016-09-13,139.21168518066406
2016-09-14,138.5113983154297
2016-09-15,140.1118927001953
2016-09-16,138.37803649902344
2016-09-19,138.5531005859375
2016-09-20,138.76983642578125
2016-09-21,139.23663330078125
2016-09-22,140.06187438964844
2016-09-23,137.65281677246094
2016-09-26,134.61019897460938
2016-09-27,135.78553771972656
2016-09-28,136.2523193359375
2016-09-29,132.50111389160156
2016-09-30,134.43508911132812
2016-10-03,134.26837158203125
2016-10-04,135.26869201660156
2016-10-05,138.71148681640625
2016-10-06,139.3366241455078
2016-10-07,141.5707244873047
2016-10-10,142.5793914794922
2016-10-11,140.91213989257812
2016-10-12,141.12893676757812
2016-10-13,139.5617218017578
2016-10-14,142.1459197998047
2016-10-17,140.8788604736328
2016-10-18,143.90481567382812
2016-10-19,145.47201538085938
2016-10-20,145.47201538085938
2016-10-21,145.60537719726562
2016-10-24,145.98045349121094
2016-10-25,146.3389434814453
2016-10-26,147.6060028076172
2016-10-27,148.1728515625
2016-10-28,147.66436767578125
2016-10-31,148.58131408691406
2016-11-01,148.43125915527344
2016-11-02,147.1975555419922
2016-11-03,146.8891143798828
2016-11-04,146.64735412597656
2016-11-07,151.28216552734375
2016-11-08,151.64895629882812
2016-11-09,160.57687377929688
2016-11-10,167.44573974609375
2016-11-11,170.0048828125
2016-11-14,174.3729705810547
2016-11-15,176.04849243164062
2016-11-16,171.93890380859375
2016-11-17,174.7480926513672
2016-11-18,175.3482666015625
2016-11-21,175.95684814453125
2016-11-22,175.9818572998047
2016-11-23,176.9821319580078
2016-11-25,176.20689392089844
2016-11-28,175.3482666015625
2016-11-29,177.0625
2016-11-30,183.36734008789062
2016-12-01,189.50491333007812
2016-12-02,186.7706298828125
2016-12-05,191.1103973388672
2016-12-06,193.4767608642578
2016-12-07,196.9720916748047
2016-12-08,201.89724731445312
2016-12-09,202.231689453125
2016-12-12,198.31834411621094
2016-12-13,199.47225952148438
2016-12-14,200.62623596191406
2016-12-15,203.1933135986328
2016-12-16,199.7649383544922
2016-12-19,199.9071502685547
2016-12-20,203.26858520507812
2016-12-21,201.8888702392578
2016-12-22,200.78509521484375
2016-12-23,201.49586486816406
2016-12-27,201.98922729492188
2016-12-28,201.228271484375
2016-12-29,199.1628875732422
2016-12-30,200.2248077392578
2017-01-03,201.99754333496094
2017-01-04,203.302001953125
2017-01-05,201.7884979248047
2017-01-06,204.78208923339844
2017-01-09,203.10130310058594
2017-01-10,202.83375549316406
2017-01-11,205.5011749267578
2017-01-12,203.89572143554688
2017-01-13,204.2803955078125
2017-01-17,197.12257385253906
2017-01-18,195.91012573242188
2017-01-19,193.501953125
2017-01-20,194.16249084472656
2017-01-23,194.55545043945312
2017-01-24,195.40003967285156
2017-01-25,198.38523864746094
2017-01-26,200.33355712890625
2017-01-27,198.1343994140625
2017-01-30,195.5840301513672
2017-01-31,191.75428771972656
2017-02-01,192.8831329345703
2017-02-02,192.6656951904297
2017-02-03,201.47911071777344
2017-02-06,200.66799926757812
2017-02-07,200.3669891357422
2017-02-08,198.78663635253906
2017-02-09,201.9808349609375
2017-02-10,202.9591827392578
2017-02-13,205.92764282226562
2017-02-14,208.59506225585938
2017-02-15,209.4981231689453
2017-02-16,208.57835388183594
2017-02-17,209.36436462402344
2017-02-21,210.5182647705078
2017-02-22,210.4932403564453
2017-02-23,210.04168701171875
2017-02-24,206.8307342529297
2017-02-27,208.4864044189453
2017-02-28,207.96653747558594
2017-03-01,211.86500549316406
2017-03-02,210.48167419433594
2017-03-03,212.0159454345703
2017-03-06,211.2781524658203
2017-03-07,210.3475341796875
2017-03-08,209.79425048828125
2017-03-09,209.74395751953125
2017-03-10,208.23484802246094
2017-03-13,208.05039978027344
2017-03-14,207.68154907226562
2017-03-15,206.89341735839844
2017-03-16,208.10069274902344
2017-03-17,204.5125274658203
2017-03-20,203.00341796875
2017-03-21,195.34066772460938
2017-03-22,193.72267150878906
2017-03-23,194.41847229003906
2017-03-24,191.49253845214844
2017-03-27,189.03614807128906
2017-03-28,192.2638702392578
2017-03-29,191.52610778808594
2017-03-30,193.84837341308594
2017-03-31,192.59083557128906
2017-04-03,191.9536590576172
2017-04-04,192.20518493652344
2017-04-05,190.86380004882812
2017-04-06,191.6853485107422
2017-04-07,191.04823303222656
2017-04-10,191.8949737548828
2017-04-11,190.93084716796875
2017-04-12,189.26248168945312
2017-04-13,187.2252655029297
2017-04-17,189.6900634765625
2017-04-18,180.74462890625
2017-04-19,179.487060546875
2017-04-20,182.81539916992188
2017-04-21,181.80935668945312
2017-04-24,187.1414337158203
2017-04-25,190.00025939941406
2017-04-26,189.63975524902344
2017-04-27,189.31280517578125
2017-04-28,187.62767028808594
2017-05-01,188.50796508789062
2017-05-02,188.73434448242188
2017-05-03,189.73199462890625
2017-05-04,189.96673583984375
2017-05-05,190.2014923095703
2017-05-08,188.6588592529297
2017-05-09,187.5941162109375
2017-05-10,188.53314208984375
2017-05-11,188.43246459960938
2017-05-12,186.80606079101562
2017-05-15,188.73434448242188
2017-05-16,189.1367645263672
2017-05-17,179.1768798828125
2017-05-18,180.3841094970703
2017-05-19,180.57696533203125
2017-05-22,181.10511779785156
2017-05-23,184.14002990722656
2017-05-24,187.6527862548828
2017-05-25,186.5126495361328
2017-05-26,187.40133666992188
2017-05-30,183.73373413085938
2017-05-31,177.7107696533203
2017-06-01,180.86520385742188
2017-06-02,179.4351806640625
2017-06-05,180.0072479248047
2017-06-06,180.46142578125
2017-06-07,181.5129852294922
2017-06-08,184.01974487304688
2017-06-09,187.11532592773438
2017-06-12,186.6694793701172
2017-06-13,188.5958251953125
2017-06-14,190.5389862060547
2017-06-15,187.77984619140625
2017-06-16,186.5854034423828
2017-06-19,190.21932983398438
2017-06-20,189.35287475585938
2017-06-21,187.1573944091797
2017-06-22,184.8693389892578
2017-06-23,182.6990203857422
2017-06-26,185.43292236328125
2017-06-27,185.29830932617188
2017-06-28,187.77139282226562
2017-06-29,188.7724609375
2017-06-30,186.66107177734375
2017-07-03,191.1866912841797
2017-07-05,191.8259735107422
2017-07-06,190.69041442871094
2017-07-07,189.5042724609375
2017-07-10,189.97540283203125
2017-07-11,190.9090576171875
2017-07-12,191.2792205810547
2017-07-13,193.81121826171875
2017-07-14,192.297119140625
2017-07-17,192.85223388671875
2017-07-18,187.84715270996094
2017-07-19,187.47702026367188
2017-07-20,186.99754333496094
2017-07-21,185.21420288085938
2017-07-24,183.5318145751953
2017-07-25,186.39190673828125
2017-07-26,186.95545959472656
2017-07-27,186.3077392578125
2017-07-28,188.09951782226562
2017-07-31,189.5463409423828
2017-08-01,190.95114135742188
2017-08-02,190.3371124267578
2017-08-03,188.41915893554688
2017-08-04,193.298095703125
2017-08-07,195.9310760498047
2017-08-08,195.19921875
2017-08-09,194.3243408203125
2017-08-10,189.68934631347656
2017-08-11,188.5537109375
2017-08-14,191.25396728515625
2017-08-15,191.44749450683594
2017-08-16,189.78192138671875
2017-08-17,186.25730895996094
2017-08-18,186.87135314941406
2017-08-21,185.72731018066406
2017-08-22,188.0742645263672
2017-08-23,187.36764526367188
2017-08-24,187.5779571533203
2017-08-25,187.1405487060547
2017-08-28,185.35720825195312
2017-08-29,185.66107177734375
2017-08-30,187.73748779296875
2017-08-31,188.85162353515625
2017-09-01,190.657958984375
2017-09-05,183.82098388671875
2017-09-06,184.70724487304688
2017-09-07,182.18353271484375
2017-09-08,183.33990478515625
2017-09-11,186.5895538330078
2017-09-12,190.71707153320312
2017-09-13,191.23191833496094
2017-09-14,191.47671508789062
2017-09-15,190.10084533691406
2017-09-18,192.0506591796875
2017-09-19,193.21546936035156
2017-09-20,193.958251953125
2017-09-21,195.22434997558594
2017-09-22,195.0049285888672
2017-09-25,194.35496520996094
2017-09-26,194.08486938476562
2017-09-27,198.1532745361328
2017-09-28,198.75250244140625
2017-09-29,200.20436096191406
2017-10-02,203.12478637695312
2017-10-03,203.9435272216797
2017-10-04,202.8378448486328
2017-10-05,207.6912384033203
2017-10-06,207.65748596191406
2017-10-09,204.93959045410156
2017-10-10,204.77076721191406
2017-10-11,204.60194396972656
2017-10-12,202.40736389160156
2017-10-13,201.33541870117188
2017-10-16,204.61038208007812
2017-10-17,199.27587890625
2017-10-18,204.28964233398438
2017-10-19,202.5677490234375
2017-10-20,206.56863403320312
2017-10-23,204.3740692138672
2017-10-24,206.66148376464844
2017-10-25,204.01954650878906
2017-10-26,204.0279998779297
2017-10-27,204.01954650878906
2017-10-30,203.32736206054688
2017-10-31,204.6694793701172
2017-11-01,206.17190551757812
2017-11-02,208.3833770751953
2017-11-03,206.2900848388672
2017-11-06,205.52200317382812
2017-11-07,202.41583251953125
2017-11-08,203.63124084472656
2017-11-09,203.24301147460938
2017-11-10,202.70277404785156
2017-11-13,202.80410766601562
2017-11-14,200.24652099609375
2017-11-15,200.55889892578125
2017-11-16,202.0443878173828
2017-11-17,200.9049530029297
2017-11-20,200.99777221679688
2017-11-21,200.9049530029297
2017-11-22,199.56288146972656
2017-11-24,199.15773010253906
2017-11-27,198.4486541748047
2017-11-28,202.07818603515625
2017-11-29,204.3643341064453
2017-11-30,209.6817169189453
2017-12-01,210.79090881347656
2017-12-04,212.23036193847656
2017-12-05,210.26596069335938
2017-12-06,208.25079345703125
2017-12-07,210.46072387695312
2017-12-08,211.97634887695312
2017-12-11,211.79005432128906
2017-12-12,218.18275451660156
2017-12-13,216.38775634765625
2017-12-14,216.3199920654297
2017-12-15,217.7509765625
2017-12-18,220.1641387939453
2017-12-19,217.166748046875
2017-12-20,216.06597900390625
2017-12-21,221.00233459472656
2017-12-22,219.27505493164062
2017-12-26,218.2166748046875
2017-12-27,216.7179718017578
2017-12-28,217.1836700439453
2017-12-29,215.7103729248047
2018-01-02,216.48089599609375
2018-01-03,214.46568298339844
2018-01-04,217.46302795410156
2018-01-05,216.3538818359375
2018-01-08,213.2125244140625
2018-01-09,215.0160675048828
2018-01-10,215.34625244140625
2018-01-11,216.02366638183594
2018-01-12,217.63241577148438
2018-01-16,218.84323120117188
2018-01-17,214.77052307128906
2018-01-18,212.50131225585938
2018-01-19,216.8619384765625
2018-01-22,221.4342041015625
2018-01-23,220.223388671875
2018-01-24,224.95655822753906
2018-01-25,227.79306030273438
2018-01-26,227.03948974609375
2018-01-29,230.7142791748047
2018-01-30,227.71688842773438
2018-01-31,226.82781982421875
2018-02-01,230.50259399414062
2018-02-02,220.18104553222656
2018-02-05,210.92637634277344
2018-02-06,219.04647827148438
2018-02-07,217.69168090820312
2018-02-08,208.5894775390625
2018-02-09,211.08731079101562
2018-02-12,214.3556365966797
2018-02-13,216.36233520507812
2018-02-14,222.33169555664062
2018-02-15,226.64993286132812
2018-02-16,226.5992431640625
2018-02-20,224.28762817382812
2018-02-21,223.0260467529297
2018-02-22,221.35797119140625
2018-02-23,225.87940979003906
2018-02-26,229.68125915527344
2018-02-27,226.8616485595703
2018-02-28,223.25299072265625
2018-03-01,218.03103637695312
2018-03-02,219.16885375976562
2018-03-05,223.4143524169922
2018-03-06,226.64939880371094
2018-03-07,225.30783081054688
2018-03-08,226.14840698242188
2018-03-09,229.909912109375
2018-03-12,232.12606811523438
2018-03-13,228.0079345703125
2018-03-14,224.526611328125
2018-03-15,226.37767028808594
2018-03-16,227.21829223632812
2018-03-19,222.91334533691406
2018-03-20,223.4738006591797
2018-03-21,222.33595275878906
2018-03-22,214.4818572998047
2018-03-23,208.2494659423828
2018-03-26,216.41781616210938
2018-03-27,209.94761657714844
2018-03-28,211.73924255371094
2018-03-29,213.85353088378906
2018-04-02,210.02410888671875
2018-04-03,212.7666778564453
2018-04-04,214.49884033203125
2018-04-05,217.2074432373047
2018-04-06,212.24871826171875
2018-04-09,214.1337127685547
2018-04-10,217.85276794433594
2018-04-11,214.7705535888672
2018-04-12,220.4169921875
2018-04-13,217.3008575439453
2018-04-16,218.96507263183594
2018-04-17,215.35641479492188
2018-04-18,215.67059326171875
2018-04-19,215.81492614746094
2018-04-20,213.9384002685547
2018-04-23,209.44668579101562
2018-04-24,205.89747619628906
2018-04-25,203.1293487548828
2018-04-26,203.85963439941406
2018-04-27,203.61337280273438
2018-04-30,202.36521911621094
2018-05-01,200.9557342529297
2018-05-02,198.73109436035156
2018-05-03,198.18765258789062
2018-05-04,199.48675537109375
2018-05-07,201.40570068359375
2018-05-08,201.23590087890625
2018-05-09,205.25216674804688
2018-05-10,206.70408630371094
2018-05-11,206.26258850097656
2018-05-14,207.10316467285156
2018-05-15,205.10784912109375
2018-05-16,204.59837341308594
2018-05-17,203.01902770996094
2018-05-18,201.23590087890625
2018-05-21,201.8302764892578
2018-05-22,202.0850067138672
2018-05-23,201.92369079589844
2018-05-24,200.47178649902344
2018-05-25,199.54623413085938
2018-05-29,192.77044677734375
2018-05-30,195.26705932617188
2018-05-31,192.47222900390625
2018-06-01,194.57688903808594
2018-06-04,195.88912963867188
2018-06-05,194.5683135986328
2018-06-06,197.88307189941406
2018-06-07,198.9225616455078
2018-06-08,198.87144470214844
2018-06-11,199.4679412841797
2018-06-12,198.223876953125
2018-06-13,199.2463836669922
2018-06-14,199.09300231933594
2018-06-15,197.61886596679688
2018-06-18,197.167236328125
2018-06-19,194.5513458251953
2018-06-20,194.12530517578125
2018-06-21,193.40948486328125
2018-06-22,192.59149169921875
2018-06-25,188.7740478515625
2018-06-26,188.8081512451172
2018-06-27,187.61521911621094
2018-06-28,190.3760223388672
2018-06-29,187.94757080078125
2018-07-02,190.23968505859375
2018-07-03,187.7856903076172
2018-07-05,188.09242248535156
2018-07-06,188.98712158203125
2018-07-09,194.2701416015625
2018-07-10,193.29872131347656
2018-07-11,192.28472900390625
2018-07-12,193.61399841308594
2018-07-13,192.923828125
2018-07-16,197.20989990234375
2018-07-17,196.85198974609375
2018-07-18,197.03945922851562
2018-07-19,195.66754150390625
2018-07-20,197.4229278564453
2018-07-23,199.18673706054688
2018-07-24,200.99317932128906
2018-07-25,201.6833953857422
2018-07-26,202.041259765625
2018-07-27,202.4928741455078
2018-07-30,203.6091766357422
2018-07-31,202.31396484375
2018-08-01,201.12950134277344
2018-08-02,199.38275146484375
2018-08-03,199.4679412841797
2018-08-06,201.03582763671875
2018-08-07,202.65478515625
2018-08-08,201.4107208251953
2018-08-09,199.2037811279297
2018-08-10,195.65054321289062
2018-08-13,193.30726623535156
2018-08-14,195.60789489746094
2018-08-15,195.34375
2018-08-16,198.5391387939453
2018-08-17,198.8629608154297
2018-08-20,200.9080047607422
2018-08-21,203.353515625
2018-08-22,203.94146728515625
2018-08-23,201.38514709472656
2018-08-24,200.3370819091797
2018-08-27,206.71929931640625
2018-08-28,206.5232696533203
2018-08-29,206.37799072265625
2018-08-30,204.66815185546875
2018-08-31,203.3087921142578
2018-09-04,203.1805877685547
2018-09-05,203.09506225585938
2018-09-06,200.4961395263672
2018-09-07,199.9746551513672
2018-09-10,198.26478576660156
2018-09-11,196.8114471435547
2018-09-12,195.0502166748047
2018-09-13,195.20419311523438
2018-09-14,195.9821319580078
2018-09-17,194.8280029296875
2018-09-18,195.68292236328125
2018-09-19,201.40231323242188
2018-09-20,202.95831298828125
2018-09-21,201.1971435546875
2018-09-24,199.1111297607422
2018-09-25,198.76918029785156
2018-09-26,195.6743927001953
2018-09-27,194.69981384277344
2018-09-28,191.70755004882812
2018-10-01,192.63938903808594
2018-10-02,193.2720184326172
2018-10-03,194.73391723632812
2018-10-04,194.47747802734375
2018-10-05,192.9642791748047
2018-10-08,192.656494140625
2018-10-09,190.5705108642578
2018-10-10,183.71401977539062
2018-10-11,182.0725860595703
2018-10-12,182.84202575683594
2018-10-15,183.99615478515625
2018-10-16,189.53602600097656
2018-10-17,195.16140747070312
2018-10-18,192.3145294189453
2018-10-19,194.03294372558594
2018-10-22,189.4505157470703
2018-10-23,186.85157775878906
2018-10-24,178.83242797851562
2018-10-25,182.96170043945312
2018-10-26,181.5510711669922
2018-10-29,183.37203979492188
2018-10-30,187.4671173095703
2018-10-31,192.67356872558594
2018-11-01,194.0414581298828
2018-11-02,196.36685180664062
2018-11-05,195.53759765625
2018-11-06,195.09303283691406
2018-11-07,197.72616577148438
2018-11-08,198.04251098632812
2018-11-09,190.34820556640625
2018-11-12,176.15652465820312
2018-11-13,175.3015899658203
2018-11-14,173.11297607421875
2018-11-15,174.18165588378906
2018-11-16,172.7967071533203
2018-11-19,169.4625244140625
2018-11-20,163.58062744140625
2018-11-21,164.65782165527344
2018-11-23,161.6656036376953
2018-11-26,166.1453857421875
2018-11-27,165.5554656982422
2018-11-28,169.5736083984375
2018-11-29,167.25599670410156
2018-11-30,163.68516540527344
2018-12-03,164.49203491210938
2018-12-04,158.20858764648438
2018-12-06,158.019775390625
2018-12-07,154.22573852539062
2018-12-10,153.5046844482422
2018-12-11,151.7621612548828
2018-12-12,151.67630004882812
2018-12-13,151.00680541992188
2018-12-14,148.30288696289062
2018-12-17,144.21694946289062
2018-12-18,147.21273803710938
2018-12-19,145.28135681152344
2018-12-20,144.5603485107422
2018-12-21,137.38421630859375
2018-12-24,134.2082061767578
2018-12-26,139.85638427734375
2018-12-27,141.98519897460938
2018-12-28,139.94219970703125
2018-12-31,143.39295959472656
2019-01-02,147.66770935058594
2019-01-03,145.50454711914062
2019-01-04,150.260009765625
2019-01-07,151.09262084960938
2019-01-08,150.53468322753906
2019-01-09,151.47891235351562
2019-01-10,151.07545471191406
2019-01-11,151.87376403808594
2019-01-14,153.41021728515625
2019-01-15,154.4317626953125
2019-01-16,169.17015075683594
2019-01-17,170.89552307128906
2019-01-18,173.85694885253906
2019-01-22,169.68521118164062
2019-01-23,169.0157012939453
2019-01-24,169.78822326660156
2019-01-25,172.31187438964844
2019-01-28,171.43634033203125
2019-01-29,172.10586547851562
2019-01-30,173.805419921875
2019-01-31,169.96849060058594
2019-02-01,168.7066650390625
2019-02-04,169.71954345703125
2019-02-05,169.96849060058594
2019-02-06,168.77536010742188
2019-02-07,165.72808837890625
2019-02-08,164.52630615234375
2019-02-11,164.23448181152344
2019-02-12,166.94699096679688
2019-02-13,167.11865234375
2019-02-14,165.26455688476562
2019-02-15,170.3891143798828
2019-02-19,170.5349884033203
2019-02-20,170.4749298095703
2019-02-21,168.55213928222656
2019-02-22,168.2431640625
2019-02-25,170.51783752441406
2019-02-26,170.73245239257812
2019-02-27,170.7324676513672
2019-02-28,169.52581787109375
2019-03-01,170.818603515625
2019-03-04,168.9052734375
2019-03-05,168.92257690429688
2019-03-06,167.83660888671875
2019-03-07,166.13877868652344
2019-03-08,168.2675323486328
2019-03-11,168.8966827392578
2019-03-12,169.4655303955078
2019-03-13,169.99984741210938
2019-03-14,170.18946838378906
2019-03-15,170.87033081054688
2019-03-18,174.4987335205078
2019-03-19,173.33523559570312
2019-03-20,167.4746551513672
2019-03-21,167.69876098632812
2019-03-22,162.85513305664062
2019-03-25,162.46726989746094
2019-03-26,164.3461456298828
2019-03-27,163.77735900878906
2019-03-28,164.76844787597656
2019-03-29,165.4665069580078
2019-04-01,169.5603485107422
2019-04-02,170.21536254882812
2019-04-03,173.1111297607422
2019-04-04,174.2918701171875
2019-04-05,174.421142578125
2019-04-08,174.55906677246094
2019-04-09,172.90428161621094
2019-04-10,174.93826293945312
2019-04-11,174.8089599609375
2019-04-12,179.12684631347656
2019-04-15,172.29238891601562
2019-04-16,173.95574951171875
2019-04-17,179.1785430908203
2019-04-18,177.46348571777344
2019-04-22,176.33444213867188
2019-04-23,175.9380340576172
