Date,PAYX
2015-08-03,35.186424255371094
2015-08-04,35.31230163574219
2015-08-05,35.74176788330078
2015-08-06,35.216033935546875
2015-08-07,35.260467529296875
2015-08-10,35.615875244140625
2015-08-11,35.45298767089844
2015-08-12,35.401145935058594
2015-08-13,35.638099670410156
2015-08-14,35.763980865478516
2015-08-17,35.81580352783203
2015-08-18,35.87503433227539
2015-08-19,35.54924392700195
2015-08-20,35.02351379394531
2015-08-21,33.83139419555664
2015-08-24,32.572608947753906
2015-08-25,31.780319213867188
2015-08-26,33.03910446166992
2015-08-27,33.505584716796875
2015-08-28,33.283447265625
2015-08-31,33.06871795654297
2015-09-01,32.18016815185547
2015-09-02,32.94284439086914
2015-09-03,33.09834289550781
2015-09-04,32.8095588684082
2015-09-08,33.749942779541016
2015-09-09,33.57223129272461
2015-09-10,33.54261779785156
2015-09-11,33.846195220947266
2015-09-14,33.55000686645508
2015-09-15,34.038719177246094
2015-09-16,34.26826095581055
2015-09-17,34.57183074951172
2015-09-18,34.453369140625
2015-09-21,34.54222106933594
2015-09-22,34.08314895629883
2015-09-23,34.34969711303711
2015-09-24,34.31269073486328
2015-09-25,34.57183074951172
2015-09-28,33.88322067260742
2015-09-29,34.068321228027344
2015-09-30,35.26787185668945
2015-10-01,35.64550018310547
2015-10-02,35.37154006958008
2015-10-05,36.045345306396484
2015-10-06,35.934288024902344
2015-10-07,36.63032150268555
2015-10-08,36.993133544921875
2015-10-09,37.06717300415039
2015-10-12,37.252296447753906
2015-10-13,36.85985565185547
2015-10-14,36.68214416503906
2015-10-15,36.926490783691406
2015-10-16,37.19305419921875
2015-10-19,37.36335372924805
2015-10-20,37.32632827758789
2015-10-21,37.252296447753906
2015-10-22,38.207481384277344
2015-10-23,38.34817123413086
2015-10-26,38.61473083496094
2015-10-27,38.57030487060547
2015-10-28,38.68136978149414
2015-10-29,38.636573791503906
2015-10-30,38.50222396850586
2015-11-02,38.748558044433594
2015-11-03,38.62165069580078
2015-11-04,38.68136978149414
2015-11-05,39.218807220458984
2015-11-06,39.412899017333984
2015-11-09,39.36064147949219
2015-11-10,39.6442985534668
2015-11-11,39.6890754699707
2015-11-12,39.450233459472656
2015-11-13,39.0844612121582
2015-11-16,39.83091354370117
2015-11-17,39.808509826660156
2015-11-18,40.25638961791992
2015-11-19,40.345970153808594
2015-11-20,40.6370735168457
2015-11-23,40.54005813598633
2015-11-24,40.44300079345703
2015-11-25,40.60722732543945
2015-11-27,40.353431701660156
2015-11-30,40.4952507019043
2015-12-01,40.420623779296875
2015-12-02,40.241458892822266
2015-12-03,39.300933837890625
2015-12-04,40.09217834472656
2015-12-07,39.94287109375
2015-12-08,39.920494079589844
2015-12-09,39.554725646972656
2015-12-10,39.6442985534668
2015-12-11,39.002357482910156
2015-12-14,39.39796447753906
2015-12-15,39.62190628051758
2015-12-16,40.353431701660156
2015-12-17,39.82344436645508
2015-12-18,39.151634216308594
2015-12-21,39.26359939575195
2015-12-22,39.34572219848633
2015-12-23,40.27132797241211
2015-12-24,40.17428207397461
2015-12-28,40.15188980102539
2015-12-29,40.50271987915039
2015-12-30,40.14442825317383
2015-12-31,39.48008728027344
2016-01-04,38.47982406616211
2016-01-05,38.44997024536133
2016-01-06,37.9050407409668
2016-01-07,36.150882720947266
2016-01-08,35.50146484375
2016-01-11,35.39695739746094
2016-01-12,35.426822662353516
2016-01-13,34.620643615722656
2016-01-14,35.32231521606445
2016-01-15,34.85952377319336
2016-01-19,35.45667266845703
2016-01-20,34.82219314575195
2016-01-21,35.37458038330078
2016-01-22,35.97173309326172
2016-01-25,35.389495849609375
2016-01-26,35.61343002319336
2016-01-27,35.090911865234375
2016-01-28,34.97039794921875
2016-01-29,36.047462463378906
2016-02-01,36.41652297973633
2016-02-02,36.41652297973633
2016-02-03,36.22822570800781
2016-02-04,36.10770797729492
2016-02-05,35.429847717285156
2016-02-08,35.25660705566406
2016-02-09,35.14364242553711
2016-02-10,35.37712478637695
2016-02-11,35.95708084106445
2016-02-12,36.86090087890625
2016-02-16,37.65174102783203
2016-02-17,38.118717193603516
2016-02-18,38.299476623535156
2016-02-19,38.60075759887695
2016-02-22,39.105377197265625
2016-02-23,38.72879409790039
2016-02-24,38.88695526123047
2016-02-25,39.271095275878906
2016-02-26,38.924617767333984
2016-02-29,38.70620346069336
2016-03-01,39.625091552734375
2016-03-02,39.32381820678711
2016-03-03,39.504573822021484
