Date,SWKS
2015-08-03,76.41059875488281
2015-08-04,73.24748229980469
2015-08-05,73.47044372558594
2015-08-06,71.0093002319336
2015-08-07,72.97490692138672
2015-08-10,75.18002319335938
2015-08-11,73.47869873046875
2015-08-12,74.2468032836914
2015-08-13,74.03202056884766
2015-08-14,73.58606719970703
2015-08-17,75.09742736816406
2015-08-18,70.77806854248047
2015-08-19,72.04168701171875
2015-08-20,68.08568572998047
2015-08-21,65.30247497558594
2015-08-24,66.49175262451172
2015-08-25,66.53303527832031
2015-08-26,71.14971160888672
2015-08-27,74.13939666748047
2015-08-28,73.18964385986328
2015-08-31,72.14077758789062
2015-09-01,68.58946990966797
2015-09-02,70.81109619140625
2015-09-03,70.4807357788086
2015-09-04,68.85376739501953
2015-09-08,72.45460510253906
2015-09-09,71.37269592285156
2015-09-10,72.73543548583984
2015-09-11,72.80974578857422
2015-09-14,73.9164047241211
2015-09-15,75.70035552978516
2015-09-16,75.58470153808594
2015-09-17,74.94049835205078
2015-09-18,73.80907440185547
2015-09-21,73.6851806640625
2015-09-22,71.60395050048828
2015-09-23,72.77667999267578
2015-09-24,71.31490325927734
2015-09-25,72.48762512207031
2015-09-28,68.30867767333984
2015-09-29,68.42430877685547
2015-09-30,69.54750061035156
2015-10-01,68.85376739501953
2015-10-02,69.42361450195312
2015-10-05,67.61492919921875
2015-10-06,66.65692138671875
2015-10-07,69.05196380615234
2015-10-08,65.59980010986328
2015-10-09,65.65762329101562
2015-10-12,65.73193359375
2015-10-13,63.98105239868164
2015-10-14,64.27011108398438
2015-10-15,66.26874542236328
2015-10-16,65.74017333984375
2015-10-19,64.27838134765625
2015-10-20,64.65827178955078
2015-10-21,64.14624786376953
2015-10-22,67.46627807617188
2015-10-23,68.17652893066406
2015-10-26,64.34446716308594
2015-10-27,63.023033142089844
2015-10-28,64.0058364868164
2015-10-29,61.63554382324219
2015-10-30,63.79110336303711
2015-11-02,65.49243927001953
2015-11-03,65.31074523925781
2015-11-04,66.2192153930664
2015-11-05,66.30177307128906
2015-11-06,71.01757049560547
2015-11-09,70.1091079711914
2015-11-10,66.37613677978516
2015-11-11,65.3272476196289
2015-11-12,62.63486862182617
2015-11-13,61.80073165893555
2015-11-16,62.17237091064453
2015-11-17,63.93759536743164
2015-11-18,66.63932800292969
2015-11-19,64.64202117919922
2015-11-20,65.11441802978516
2015-11-23,64.40999603271484
2015-11-24,66.0674819946289
2015-11-25,66.55644226074219
2015-11-27,67.87413787841797
2015-11-30,68.80233001708984
2015-12-01,69.41561889648438
2015-12-02,70.13661193847656
2015-12-03,69.15038299560547
2015-12-04,72.86315155029297
2015-12-07,71.84381103515625
2015-12-08,72.18360137939453
2015-12-09,70.17803955078125
2015-12-10,70.35209655761719
2015-12-11,67.48466491699219
2015-12-14,65.06468963623047
2015-12-15,64.459716796875
2015-12-16,65.4459228515625
2015-12-17,64.47628784179688
2015-12-18,63.299461364746094
2015-12-21,64.99010467529297
2015-12-22,64.98181915283203
2015-12-23,65.61168670654297
2015-12-24,65.73596954345703
2015-12-28,65.72769165039062
2015-12-29,66.65589141845703
2015-12-30,65.62823486328125
2015-12-31,63.672401428222656
2016-01-04,64.58403778076172
2016-01-05,60.73865509033203
2016-01-06,57.30766677856445
2016-01-07,55.658451080322266
2016-01-08,55.434688568115234
2016-01-11,54.73855209350586
2016-01-12,55.21921157836914
2016-01-13,51.514739990234375
2016-01-14,53.48713302612305
2016-01-15,50.2798957824707
2016-01-19,50.03957748413086
2016-01-20,51.06721496582031
2016-01-21,52.451210021972656
2016-01-22,55.550724029541016
2016-01-25,54.35731887817383
2016-01-26,54.53135299682617
2016-01-27,51.49816131591797
2016-01-28,53.6943359375
2016-01-29,57.117042541503906
2016-02-01,57.697181701660156
2016-02-02,55.09490966796875
2016-02-03,54.85456466674805
2016-02-04,54.69711685180664
2016-02-05,51.514739990234375
2016-02-08,49.14452362060547
2016-02-09,48.02911376953125
2016-02-10,47.612918853759766
2016-02-11,46.48918151855469
2016-02-12,47.97085189819336
2016-02-16,51.14226150512695
2016-02-17,53.031803131103516
2016-02-18,51.666664123535156
2016-02-19,52.46576690673828
2016-02-22,53.514583587646484
2016-02-23,52.1245002746582
2016-02-24,53.031803131103516
2016-02-25,53.73101043701172
2016-02-26,54.02234649658203
2016-02-29,55.31255340576172
2016-03-01,58.60050964355469
2016-03-02,57.418514251708984
2016-03-03,58.350807189941406
2016-03-04,60.773048400878906
2016-03-07,60.69813919067383
2016-03-08,58.19264221191406
2016-03-09,59.11659622192383
2016-03-10,58.242576599121094
2016-03-11,60.573272705078125
2016-03-14,60.58995056152344
2016-03-15,61.272491455078125
2016-03-16,62.42953109741211
2016-03-17,62.36290740966797
2016-03-18,64.11094665527344
2016-03-21,64.26910400390625
2016-03-22,64.00273895263672
2016-03-23,63.51164627075195
2016-03-24,63.42837142944336
2016-03-28,64.02772521972656
2016-03-29,63.65312957763672
2016-03-30,64.80184173583984
2016-03-31,64.84346771240234
2016-04-01,65.0765380859375
2016-04-04,64.51052856445312
2016-04-05,64.15257263183594
2016-04-06,65.10150146484375
2016-04-07,64.35235595703125
2016-04-08,64.39396667480469
2016-04-11,63.320186614990234
2016-04-12,62.129859924316406
2016-04-13,64.15257263183594
2016-04-14,63.902870178222656
2016-04-15,62.47947692871094
2016-04-18,62.21310043334961
2016-04-19,60.1237907409668
2016-04-20,60.631561279296875
2016-04-21,59.67429733276367
2016-04-22,59.51613998413086
2016-04-25,58.86687469482422
