Date,EDN.BA
2015-08-24,8.149999618530273
2015-08-25,8.0
2015-08-26,8.760000228881836
2015-08-27,9.020000457763672
2015-08-28,9.0
2015-08-31,9.100000381469727
2015-09-01,9.100000381469727
2015-09-02,9.069999694824219
2015-09-03,9.170000076293945
2015-09-04,9.15999984741211
2015-09-07,9.050000190734863
2015-09-08,9.350000381469727
2015-09-09,9.520000457763672
2015-09-10,9.600000381469727
2015-09-11,9.4399995803833
2015-09-14,9.300000190734863
2015-09-15,9.369999885559082
2015-09-16,9.260000228881836
2015-09-17,9.5600004196167
2015-09-18,9.319999694824219
2015-09-21,9.25
2015-09-22,8.899999618530273
2015-09-23,9.0
2015-09-24,9.279999732971191
2015-09-25,9.579999923706055
2015-09-28,9.119999885559082
2015-09-29,8.90999984741211
2015-09-30,8.649999618530273
2015-10-01,8.399999618530273
2015-10-02,8.699999809265137
2015-10-05,8.5
2015-10-06,8.5
2015-10-07,9.0
2015-10-08,8.970000267028809
2015-10-09,8.899999618530273
2015-10-13,8.550000190734863
2015-10-14,8.4399995803833
2015-10-15,8.510000228881836
2015-10-16,8.6899995803833
2015-10-19,8.5600004196167
2015-10-20,8.609999656677246
2015-10-21,8.630000114440918
2015-10-22,9.0600004196167
2015-10-23,9.800000190734863
2015-10-26,11.699999809265137
2015-10-27,11.699999809265137
2015-10-28,13.399999618530273
2015-10-29,12.800000190734863
2015-10-30,12.800000190734863
2015-11-02,12.199999809265137
2015-11-03,11.899999618530273
2015-11-04,12.300000190734863
2015-11-05,12.5
2015-11-09,12.699999809265137
2015-11-10,13.0
2015-11-11,13.399999618530273
2015-11-12,13.899999618530273
2015-11-13,14.100000381469727
2015-11-16,14.300000190734863
2015-11-17,13.899999618530273
2015-11-18,13.600000381469727
2015-11-19,13.899999618530273
2015-11-20,14.550000190734863
2015-11-24,12.699999809265137
2015-11-25,12.800000190734863
2015-11-26,12.949999809265137
2015-11-27,12.949999809265137
2015-11-30,12.600000381469727
2015-12-01,12.199999809265137
2015-12-02,11.699999809265137
2015-12-03,11.550000190734863
2015-12-04,12.050000190734863
2015-12-09,13.0
2015-12-10,13.100000381469727
2015-12-11,12.25
2015-12-14,12.350000381469727
2015-12-15,12.300000190734863
2015-12-16,12.100000381469727
2015-12-17,12.350000381469727
2015-12-18,12.300000190734863
2015-12-21,12.0
2015-12-22,12.0
2015-12-23,12.300000190734863
2015-12-28,12.300000190734863
2015-12-29,12.0
2015-12-30,12.449999809265137
2016-01-04,12.0
2016-01-05,12.050000190734863
2016-01-06,12.199999809265137
2016-01-07,12.25
2016-01-08,12.399999618530273
2016-01-11,12.149999618530273
2016-01-12,11.75
2016-01-13,11.149999618530273
2016-01-14,11.300000190734863
2016-01-15,10.899999618530273
2016-01-18,10.600000381469727
2016-01-19,10.899999618530273
2016-01-20,10.399999618530273
2016-01-21,10.800000190734863
2016-01-22,11.699999809265137
2016-01-25,11.949999809265137
2016-01-26,12.050000190734863
2016-01-27,12.600000381469727
2016-01-28,13.100000381469727
2016-01-29,13.199999809265137
2016-02-01,12.699999809265137
2016-02-02,12.399999618530273
2016-02-03,12.300000190734863
2016-02-04,12.399999618530273
2016-02-05,12.300000190734863
2016-02-10,12.449999809265137
2016-02-11,12.100000381469727
2016-02-12,12.399999618530273
2016-02-15,12.25
2016-02-16,12.300000190734863
2016-02-17,12.449999809265137
2016-02-18,12.350000381469727
2016-02-19,12.399999618530273
2016-02-22,12.800000190734863
2016-02-23,12.550000190734863
2016-02-24,12.649999618530273
2016-02-25,12.949999809265137
2016-02-26,13.0
2016-02-29,13.300000190734863
2016-03-01,13.199999809265137
2016-03-02,12.800000190734863
2016-03-03,12.800000190734863
2016-03-04,12.0
2016-03-07,12.149999618530273
2016-03-08,12.0
2016-03-09,11.649999618530273
2016-03-10,12.5
2016-03-11,12.100000381469727
2016-03-14,11.300000190734863
2016-03-15,10.800000190734863
2016-03-16,11.5
2016-03-17,11.850000381469727
2016-03-18,11.800000190734863
2016-03-21,11.5
2016-03-22,11.300000190734863
2016-03-23,11.399999618530273
2016-03-28,11.399999618530273
2016-03-29,11.699999809265137
2016-03-30,11.5
2016-03-31,12.25
2016-04-01,12.300000190734863
2016-04-04,12.100000381469727
2016-04-05,11.699999809265137
2016-04-06,11.449999809265137
2016-04-07,10.949999809265137
2016-04-08,11.100000381469727
2016-04-11,10.850000381469727
2016-04-12,10.699999809265137
2016-04-13,11.449999809265137
2016-04-14,11.399999618530273
2016-04-15,11.25
2016-04-18,11.25
2016-04-19,11.600000381469727
2016-04-20,11.850000381469727
2016-04-21,11.699999809265137
2016-04-22,11.399999618530273
2016-04-25,10.949999809265137
2016-04-26,10.899999618530273
2016-04-27,10.949999809265137
2016-04-28,10.699999809265137
2016-04-29,10.850000381469727
2016-05-02,10.800000190734863
2016-05-03,10.449999809265137
2016-05-04,10.649999618530273
2016-05-05,10.649999618530273
2016-05-06,10.5
2016-05-09,10.5
2016-05-10,10.300000190734863
2016-05-11,10.300000190734863
2016-05-12,10.149999618530273
2016-05-13,10.350000381469727
2016-05-16,10.149999618530273
2016-05-17,9.949999809265137
2016-05-18,9.649999618530273
2016-05-19,9.699999809265137
2016-05-20,9.800000190734863
2016-05-23,9.399999618530273
2016-05-24,9.380000114440918
2016-05-26,10.149999618530273
2016-05-27,10.199999809265137
2016-05-30,10.149999618530273
2016-05-31,10.399999618530273
2016-06-01,10.350000381469727
2016-06-02,10.300000190734863
2016-06-03,10.850000381469727
2016-06-06,10.75
2016-06-07,10.949999809265137
