Date,SMTO3.SA
2015-08-24,7.034644603729248
2015-08-25,7.058985233306885
2015-08-26,7.107668399810791
2015-08-27,7.596930027008057
2015-08-28,7.662652492523193
2015-08-31,7.409501075744629
2015-09-01,7.543379783630371
2015-09-02,7.511735916137695
2015-09-03,8.276053428649902
2015-09-04,8.40019416809082
2015-09-08,8.945440292358398
2015-09-09,8.56814956665039
2015-09-10,8.543808937072754
2015-09-11,8.64117431640625
2015-09-14,8.787222862243652
2015-09-15,8.884584426879883
2015-09-16,8.738537788391113
2015-09-17,8.957612037658691
2015-09-18,8.908927917480469
2015-09-21,8.604660034179688
2015-09-22,8.675251960754395
2015-09-23,8.487822532653809
2015-09-24,8.714197158813477
2015-09-25,8.872416496276855
2015-09-28,8.762880325317383
2015-09-29,9.215628623962402
2015-09-30,9.541802406311035
2015-10-01,9.444439888000488
2015-10-02,9.590485572814941
2015-10-05,9.493121147155762
2015-10-06,10.089481353759766
2015-10-07,10.077312469482422
2015-10-08,9.999420166015625
2015-10-09,10.437562942504883
2015-10-13,10.138165473937988
2015-10-14,9.853372573852539
2015-10-15,10.18198013305664
2015-10-16,10.415656089782715
2015-10-19,10.337762832641602
2015-10-20,10.539798736572266
2015-10-21,10.831892967224121
2015-10-22,10.973071098327637
2015-10-23,11.17754077911377
2015-10-26,10.637162208557129
2015-10-27,10.534930229187012
2015-10-28,11.00715160369873
2015-10-29,10.746700286865234
2015-10-30,10.81485366821289
2015-11-03,11.231093406677246
2015-11-04,11.437994003295898
2015-11-05,11.313852310180664
2015-11-06,11.075304985046387
2015-11-09,10.822154998779297
2015-11-10,11.29681396484375
2015-11-11,11.075304985046387
2015-11-12,11.075304985046387
2015-11-13,11.197013854980469
2015-11-16,11.075304985046387
2015-11-17,11.170236587524414
2015-11-18,11.099647521972656
2015-11-19,11.218921661376953
2015-11-23,11.720352172851562
2015-11-24,11.805547714233398
2015-11-25,11.70087718963623
2015-11-26,11.489109992980957
2015-11-27,11.416085243225098
2015-11-30,11.691143035888672
2015-12-01,11.78607177734375
2015-12-02,11.805547714233398
2015-12-03,12.04896068572998
2015-12-04,11.720352172851562
2015-12-07,11.722786903381348
2015-12-08,11.549962997436523
2015-12-09,11.474504470825195
2015-12-10,11.532923698425293
2015-12-11,11.65219497680664
2015-12-14,11.162933349609375
2015-12-15,10.887877464294434
2015-12-16,10.97794246673584
2015-12-17,11.06800365447998
2015-12-18,11.15806770324707
2015-12-21,11.391744613647461
2015-12-22,11.194580078125
2015-12-23,11.128860473632812
2015-12-28,11.308981895446777
2015-12-29,11.046097755432129
2015-12-30,11.145896911621094
2016-01-04,10.824591636657715
2016-01-05,10.817289352416992
2016-01-06,10.880576133728027
2016-01-07,11.136161804199219
2016-01-08,11.075304985046387
2016-01-11,11.024189949035645
2016-01-12,11.270037651062012
2016-01-13,11.559698104858398
2016-01-14,11.416085243225098
2016-01-15,11.306550025939941
2016-01-18,11.435558319091797
2016-01-19,11.467202186584473
2016-01-20,11.367402076721191
2016-01-21,11.318719863891602
2016-01-22,11.484241485595703
2016-01-26,11.318719863891602
2016-01-27,11.61568546295166
2016-01-28,11.416085243225098
2016-01-29,11.635157585144043
2016-02-01,11.900474548339844
2016-02-02,11.820152282714844
2016-02-03,11.854229927062988
2016-02-04,11.732522010803223
2016-02-05,11.805547714233398
2016-02-10,12.03922176361084
2016-02-11,11.917515754699707
2016-02-12,11.313852310180664
2016-02-15,11.440427780151367
2016-02-16,11.172670364379883
2016-02-17,11.318719863891602
2016-02-18,11.462333679199219
2016-02-19,11.61568546295166
2016-02-22,11.829887390136719
2016-02-23,11.817716598510742
2016-02-24,11.601080894470215
2016-02-25,11.815284729003906
2016-02-26,11.915081024169922
2016-02-29,11.871270179748535
2016-03-01,12.1536283493042
2016-03-02,12.606375694274902
2016-03-03,12.535788536071777
2016-03-04,11.927251815795898
2016-03-07,11.513449668884277
2016-03-08,11.472071647644043
2016-03-09,11.85179615020752
2016-03-10,11.715484619140625
2016-03-11,11.277339935302734
2016-03-14,11.562132835388184
2016-03-15,11.756864547729492
2016-03-16,11.725220680236816
2016-03-17,11.678971290588379
2016-03-18,11.318719863891602
2016-03-21,11.520753860473633
2016-03-22,11.793376922607422
2016-03-23,12.085470199584961
2016-03-24,11.859099388122559
2016-03-28,12.158495903015137
2016-03-29,12.148758888244629
2016-03-30,11.927251815795898
2016-03-31,11.949159622192383
2016-04-01,11.749563217163086
2016-04-04,10.722357749938965
2016-04-05,10.831892967224121
2016-04-06,10.46677303314209
2016-04-07,10.649334907531738
2016-04-08,10.447300910949707
2016-04-11,10.065142631530762
2016-04-12,10.357237815856934
2016-04-13,10.637162208557129
2016-04-14,10.486247062683105
2016-04-15,10.527627944946289
2016-04-18,10.929259300231934
2016-04-19,11.17754077911377
2016-04-20,11.440427780151367
2016-04-22,10.953600883483887
2016-04-25,11.031492233276367
2016-04-26,11.087474822998047
2016-04-27,11.087474822998047
2016-04-28,10.951164245605469
2016-04-29,10.887877464294434
2016-05-02,11.097213745117188
2016-05-03,11.033926963806152
2016-05-04,11.53779125213623
2016-05-05,11.798245429992676
2016-05-06,11.854229927062988
2016-05-09,11.68384075164795
2016-05-10,11.769034385681152
2016-05-11,12.022185325622559
2016-05-12,12.241255760192871
2016-05-13,12.058694839477539
2016-05-16,11.961332321166992
2016-05-17,12.170666694641113
2016-05-18,12.345922470092773
2016-05-19,12.173099517822266
2016-05-20,12.66966438293457
2016-05-23,12.642889022827148
2016-05-24,12.71347713470459
2016-05-25,12.633152961730957
2016-05-27,12.557695388793945
2016-05-30,12.730518341064453
2016-05-31,13.100505828857422
2016-06-01,12.720784187316895
2016-06-02,12.898473739624023
2016-06-03,12.776766777038574
2016-06-06,12.917948722839355
2016-06-07,12.779199600219727
2016-06-08,12.90090560913086
2016-06-09,12.718347549438477
2016-06-10,12.557695388793945
2016-06-13,12.771897315979004
2016-06-14,12.42381763458252
2016-06-15,12.470064163208008
2016-06-16,12.871695518493652
2016-06-17,12.849787712097168
2016-06-20,12.60881233215332
2016-06-21,12.499277114868164
2016-06-22,12.90090560913086
2016-06-23,12.803544998168945
2016-06-24,12.282638549804688
2016-06-27,12.657491683959961
2016-06-28,12.764596939086914
2016-06-29,12.917948722839355
2016-06-30,12.993402481079102
2016-07-01,12.937420845031738
2016-07-04,12.90090560913086
2016-07-05,12.825448036193848
2016-07-06,12.803544998168945
2016-07-07,13.0104398727417
2016-07-08,12.986101150512695
2016-07-11,13.21734619140625
2016-07-12,12.745122909545898
2016-07-13,12.569865226745605
2016-07-14,12.973932266235352
2016-07-15,12.74268913269043
2016-07-18,12.728084564208984
2016-07-19,12.813278198242188
2016-07-20,12.54308795928955
2016-07-21,12.560128211975098
2016-07-22,12.372697830200195
2016-07-25,12.535788536071777
2016-07-26,12.49683952331543
2016-07-27,12.462762832641602
2016-07-28,12.7256498336792
2016-07-29,12.925248146057129
2016-08-01,12.606189727783203
2016-08-02,12.635672569274902
2016-08-03,12.530029296875
2016-08-04,12.699552536010742
2016-08-05,12.530029296875
2016-08-08,12.478436470031738
2016-08-09,12.70692253112793
2016-08-10,12.67743968963623
2016-08-11,12.5496826171875
2016-08-12,12.380158424377441
2016-08-15,12.331023216247559
2016-08-16,12.407186508178711
2016-08-17,12.218006134033203
2016-08-18,12.407186508178711
2016-08-19,12.407186508178711
2016-08-22,12.038654327392578
2016-08-23,12.041111946105957
2016-08-24,11.979687690734863
2016-08-25,11.928094863891602
2016-08-26,11.989518165588379
2016-08-29,11.974776268005371
2016-08-30,12.134474754333496
2016-08-31,12.343306541442871
2016-09-01,12.417013168334961
2016-09-02,12.790457725524902
2016-09-05,12.770800590515137
2016-09-06,12.92313003540039
2016-09-08,12.873988151550293
2016-09-09,12.834680557250977
2016-09-12,12.603734016418457
2016-09-13,12.724120140075684
2016-09-14,12.67743968963623
2016-09-15,12.591448783874512
2016-09-16,12.805197715759277
2016-09-19,13.217949867248535
2016-09-20,13.709325790405273
2016-09-21,13.770747184753418
2016-09-22,13.655272483825684
2016-09-23,13.797772407531738
2016-09-26,13.88376235961914
2016-09-27,13.962381362915039
2016-09-28,14.070486068725586
2016-09-29,14.249833106994629
2016-09-30,14.409531593322754
2016-10-03,14.264578819274902
2016-10-04,14.439014434814453
2016-10-05,14.942673683166504
2016-10-06,15.266979217529297
2016-10-07,15.365254402160645
2016-10-10,15.301377296447754
2016-10-11,14.950044631958008
2016-10-13,15.321030616760254
2016-10-14,15.185900688171387
2016-10-17,15.060603141784668
2016-10-18,15.1097412109375
2016-10-19,15.495468139648438
