Date,PROX.BR
2015-08-24,13.178235054016113
2015-08-25,13.823326110839844
2015-08-26,13.704839706420898
2015-08-27,13.946199417114258
2015-08-28,14.097596168518066
2015-08-31,14.084434509277344
2015-09-01,13.709226608276367
2015-09-02,13.761887550354004
2015-09-03,14.036162376403809
2015-09-04,13.764082908630371
2015-09-07,13.928642272949219
2015-09-08,13.961559295654297
2015-09-09,14.238025665283203
2015-09-10,14.165616989135742
2015-09-11,13.950589179992676
2015-09-14,13.891341209411621
2015-09-15,13.786023139953613
2015-09-16,13.91547966003418
2015-09-17,13.91547966003418
2015-09-18,14.007634162902832
2015-09-21,14.097596168518066
2015-09-22,13.674121856689453
2015-09-23,13.691672325134277
2015-09-24,13.41301441192627
2015-09-25,13.77944278717041
2015-09-28,13.573188781738281
2015-09-29,13.417400360107422
2015-09-30,13.542469024658203
2015-10-01,13.248452186584473
2015-10-02,13.167263984680176
2015-10-05,13.639012336730957
2015-10-06,13.342802047729492
2015-10-07,13.187012672424316
2015-10-08,13.167263984680176
2015-10-09,12.991731643676758
2015-10-12,13.031224250793457
2015-10-13,12.88421630859375
2015-10-14,12.675769805908203
2015-10-15,12.84252643585205
2015-10-16,13.219924926757812
2015-10-19,13.307692527770996
2015-10-20,13.362545013427734
2015-10-21,13.377904891967773
2015-10-22,13.735557556152344
2015-10-23,14.042745590209961
2015-10-26,14.130512237548828
2015-10-27,13.968137741088867
2015-10-28,13.998857498168945
2015-10-29,14.154645919799805
2015-10-30,13.829906463623047
2015-11-02,13.77724838256836
2015-11-03,13.658761978149414
2015-11-04,13.739943504333496
2015-11-05,13.568800926208496
2015-11-06,13.555630683898926
2015-11-09,13.298913955688477
2015-11-10,13.502972602844238
2015-11-11,13.656569480895996
2015-11-12,13.395462989807129
2015-11-13,13.588546752929688
2015-11-16,13.704839706420898
2015-11-17,14.066879272460938
2015-11-18,13.902314186096191
2015-11-19,13.987886428833008
2015-11-20,13.919869422912598
2015-11-23,13.827712059020996
2015-11-24,13.728974342346191
2015-11-25,13.718005180358887
2015-11-26,13.838683128356934
2015-11-27,13.891341209411621
2015-11-30,13.720196723937988
2015-12-01,13.625848770141602
2015-12-02,13.353769302368164
2015-12-03,13.1014404296875
2015-12-04,12.945653915405273
2015-12-07,13.08388614654541
2015-12-08,12.879827499389648
2015-12-09,12.85750675201416
2015-12-10,12.748128890991211
2015-12-11,12.654376029968262
2015-12-14,12.471334457397461
2015-12-15,12.52937126159668
2015-12-16,12.93340015411377
2015-12-17,13.393234252929688
2015-12-18,13.236980438232422
2015-12-21,12.960186958312988
2015-12-22,12.85750675201416
2015-12-23,13.156620979309082
2015-12-24,13.127601623535156
2015-12-28,13.205729484558105
2015-12-29,13.451272010803223
2015-12-30,13.344125747680664
2016-01-04,13.11197566986084
2016-01-05,13.136530876159668
2016-01-06,13.11644172668457
2016-01-07,13.500377655029297
2016-01-08,13.451272010803223
2016-01-11,13.346358299255371
2016-01-12,13.431183815002441
2016-01-13,13.50931167602539
2016-01-14,13.185639381408691
2016-01-15,13.067334175109863
2016-01-18,12.850810050964355
2016-01-19,13.020456314086914
2016-01-20,12.62758731842041
2016-01-21,12.953489303588867
2016-01-22,13.518238067626953
2016-01-25,13.629850387573242
2016-01-26,13.594133377075195
2016-01-27,13.786102294921875
2016-01-28,13.766012191772461
2016-01-29,14.174505233764648
2016-02-01,14.132094383239746
2016-02-02,13.9557523727417
2016-02-03,14.002628326416016
2016-02-04,13.8151216506958
2016-02-05,13.7526216506958
2016-02-08,13.382074356079102
2016-02-09,13.236980438232422
2016-02-10,13.149924278259277
2016-02-11,12.841878890991211
2016-02-12,13.13206958770752
2016-02-15,13.594133377075195
2016-02-16,13.502615928649902
2016-02-17,13.685659408569336
2016-02-18,13.795029640197754
2016-02-19,13.629850387573242
2016-02-22,13.884319305419922
2016-02-23,13.663333892822266
2016-02-24,13.420022964477539
2016-02-25,13.83074951171875
2016-02-26,13.32627010345459
2016-02-29,12.980278015136719
2016-03-01,13.346358299255371
2016-03-02,13.337430000305176
2016-03-03,13.312875747680664
2016-03-04,13.239216804504395
2016-03-07,13.183405876159668
2016-03-08,13.17671012878418
2016-03-09,13.172247886657715
2016-03-10,13.2302827835083
2016-03-11,13.545026779174805
2016-03-14,13.68342399597168
2016-03-15,13.759315490722656
2016-03-16,13.853072166442871
2016-03-17,13.699045181274414
2016-03-18,13.464667320251465
2016-03-21,13.529397964477539
