Date,DLF.NS
2015-08-21,103.69969940185547
2015-08-24,87.95590209960938
2015-08-25,102.01611328125
2015-08-26,100.65105438232422
2015-08-27,104.42772674560547
2015-08-28,104.8372573852539
2015-08-31,100.92406463623047
2015-09-01,96.2828369140625
2015-09-02,99.8320083618164
2015-09-03,109.75149536132812
2015-09-04,106.2478256225586
2015-09-07,102.56214141845703
2015-09-08,109.52400207519531
2015-09-09,111.48058319091797
2015-09-10,112.75465393066406
2015-09-11,113.5737075805664
2015-09-14,114.7567367553711
2015-09-15,111.34407806396484
2015-09-16,112.48163604736328
2015-09-18,114.9842529296875
2015-09-21,116.39483642578125
2015-09-22,113.4826889038086
2015-09-23,115.71231079101562
2015-09-24,115.16626739501953
2015-09-28,117.89642333984375
2015-09-29,122.49214935302734
2015-09-30,124.9947738647461
2015-10-01,122.12811279296875
2015-10-05,121.9006118774414
2015-10-06,123.03816223144531
2015-10-07,125.9503173828125
2015-10-08,126.17781829833984
2015-10-09,127.36088562011719
2015-10-12,123.9027099609375
2015-10-13,124.53972625732422
2015-10-14,121.40009307861328
2015-10-15,122.44664001464844
2015-10-16,116.6678466796875
2015-10-19,120.26252746582031
2015-10-20,119.8530044555664
2015-10-21,117.25936126708984
2015-10-23,118.3514404296875
2015-10-26,117.3958740234375
2015-10-27,115.53028869628906
2015-10-28,112.75465393066406
2015-10-29,109.56951141357422
2015-10-30,106.02031707763672
2015-11-02,108.02240753173828
2015-11-03,109.29647827148438
2015-11-04,111.34407806396484
2015-11-05,105.70178985595703
2015-11-06,107.84041595458984
2015-11-09,103.65419006347656
2015-11-10,98.96746063232422
2015-11-13,100.28701782226562
2015-11-16,99.96851348876953
2015-11-17,101.37908935546875
2015-11-18,96.91986846923828
2015-11-19,94.0077133178711
2015-11-20,93.05216979980469
2015-11-23,93.87120056152344
2015-11-24,97.51138305664062
2015-11-26,103.335693359375
2015-11-27,103.79070281982422
2015-11-30,105.56526947021484
2015-12-01,107.29437255859375
2015-12-02,106.5208511352539
2015-12-03,108.20442962646484
2015-12-04,106.61184692382812
2015-12-07,106.111328125
2015-12-08,100.46904754638672
2015-12-09,100.51454162597656
2015-12-10,101.51559448242188
2015-12-11,98.46692657470703
2015-12-14,97.4203872680664
2015-12-15,98.55794525146484
2015-12-16,102.92615509033203
2015-12-17,104.97376251220703
2015-12-18,104.2457275390625
2015-12-21,105.65630340576172
2015-12-22,103.24466705322266
2015-12-23,105.65630340576172
2015-12-24,104.06371307373047
2015-12-28,104.79174041748047
