Date,RVTY
2015-08-03,50.8689079284668
2015-08-04,51.27586364746094
2015-08-05,51.208038330078125
2015-08-06,50.016258239746094
2015-08-07,49.60930633544922
2015-08-10,49.98720169067383
2015-08-11,49.12483596801758
2015-08-12,48.52410888671875
2015-08-13,48.76634216308594
2015-08-14,48.95042419433594
2015-08-17,48.76634216308594
2015-08-18,48.969818115234375
2015-08-19,48.26248550415039
2015-08-20,47.61330795288086
2015-08-21,46.22773361206055
2015-08-24,44.52241516113281
2015-08-25,44.590232849121094
2015-08-26,46.54747772216797
2015-08-27,47.903987884521484
2015-08-28,47.94275665283203
2015-08-31,47.16759490966797
2015-09-01,44.97781753540039
2015-09-02,46.082393646240234
2015-09-03,46.46027374267578
2015-09-04,45.87890625
2015-09-08,46.731571197509766
2015-09-09,45.87890625
2015-09-10,45.97581100463867
2015-09-11,46.450592041015625
2015-09-14,46.27618408203125
2015-09-15,46.90597915649414
2015-09-16,47.11915969848633
2015-09-17,47.5067138671875
2015-09-18,45.89828872680664
2015-09-21,45.384765625
2015-09-22,45.03594970703125
2015-09-23,45.074703216552734
2015-09-24,44.50304412841797
2015-09-25,44.3286247253418
2015-09-28,43.06900405883789
2015-09-29,43.8829231262207
2015-09-30,44.53211212158203
2015-10-01,44.018577575683594
2015-10-02,44.98750686645508
2015-10-05,45.346012115478516
2015-10-06,45.28786849975586
2015-10-07,46.05332565307617
2015-10-08,46.392459869384766
2015-10-09,46.69282150268555
2015-10-12,46.71220779418945
2015-10-13,46.111473083496094
2015-10-14,45.762149810791016
2015-10-15,46.819828033447266
2015-10-16,47.149749755859375
2015-10-19,47.43115997314453
2015-10-20,47.51848220825195
2015-10-21,47.3535270690918
2015-10-22,47.53789138793945
2015-10-23,48.828468322753906
2015-10-26,48.39179992675781
2015-10-27,48.58588409423828
2015-10-28,49.478614807128906
2015-10-29,49.633872985839844
2015-10-30,50.10935592651367
2015-11-02,51.34170150756836
2015-11-03,51.36111831665039
2015-11-04,51.63279724121094
2015-11-05,50.87592315673828
2015-11-06,50.40046310424805
2015-11-09,50.11906051635742
2015-11-10,50.63335037231445
2015-11-11,49.98319625854492
2015-11-12,49.17778396606445
2015-11-13,49.13897705078125
2015-11-16,49.498023986816406
2015-11-17,50.041419982910156
2015-11-18,51.03118133544922
2015-11-19,51.06999588012695
2015-11-20,51.10881042480469
2015-11-23,51.264068603515625
2015-11-24,50.98267364501953
2015-11-25,51.584293365478516
2015-11-27,51.99184036254883
2015-11-30,51.584293365478516
2015-12-01,52.0694694519043
2015-12-02,51.002071380615234
2015-12-03,49.3815803527832
2015-12-04,50.70125961303711
2015-12-07,49.88615417480469
2015-12-08,49.1875114440918
2015-12-09,48.76054763793945
2015-12-10,48.88669967651367
2015-12-11,48.78964614868164
2015-12-14,49.498023986816406
2015-12-15,49.86676025390625
2015-12-16,51.060298919677734
2015-12-17,50.40046310424805
2015-12-18,49.3621711730957
2015-12-21,50.022010803222656
2015-12-22,51.06999588012695
2015-12-23,51.48724365234375
2015-12-24,51.855987548828125
2015-12-28,51.95302200317383
2015-12-29,52.748714447021484
2015-12-30,52.33146667480469
2015-12-31,51.98213577270508
2016-01-04,50.87592315673828
2016-01-05,51.43873596191406
2016-01-06,50.70125961303711
2016-01-07,48.57617950439453
2016-01-08,47.85811233520508
2016-01-11,46.33464050292969
2016-01-12,47.110931396484375
2016-01-13,45.76017379760742
2016-01-14,46.741661071777344
2016-01-15,46.07114791870117
2016-01-19,46.42098617553711
2016-01-20,46.79998016357422
2016-01-21,46.178043365478516
2016-01-22,47.742584228515625
2016-01-25,47.023468017578125
2016-01-26,47.5482292175293
2016-01-27,47.23727035522461
2016-01-28,45.643585205078125
2016-01-29,46.9554557800293
2016-02-01,46.86798095703125
2016-02-02,46.187767028808594
2016-02-03,45.47838592529297
2016-02-04,45.26458740234375
2016-02-05,42.038352966308594
2016-02-08,40.27947235107422
2016-02-09,41.27065658569336
2016-02-10,42.74773406982422
2016-02-11,42.18411636352539
2016-02-12,43.155860900878906
2016-02-16,44.380287170410156
2016-02-17,44.40945053100586
2016-02-18,44.38999938964844
2016-02-19,45.643585205078125
2016-02-22,46.44042205810547
2016-02-23,45.86708068847656
2016-02-24,46.03227233886719
2016-02-25,46.27521896362305
2016-02-26,46.59589385986328
2016-02-29,45.92538070678711
2016-03-01,46.605621337890625
2016-03-02,47.771732330322266
2016-03-03,47.55793762207031
2016-03-04,47.44132995605469
2016-03-07,47.48992919921875
2016-03-08,46.28494644165039
2016-03-09,46.44042205810547
2016-03-10,46.29466247558594
2016-03-11,47.334442138671875
2016-03-14,47.14980697631836
2016-03-15,46.35296630859375
2016-03-16,46.59589385986328
2016-03-17,46.16832733154297
2016-03-18,47.5482292175293
2016-03-21,47.081787109375
2016-03-22,47.305294036865234
2016-03-23,47.27613830566406
2016-03-24,47.052635192871094
2016-03-28,46.93600845336914
2016-03-29,47.93693923950195
2016-03-30,47.94664764404297
2016-03-31,48.06326675415039
2016-04-01,48.91840362548828
2016-04-04,48.74351119995117
2016-04-05,47.20811462402344
2016-04-06,48.85039138793945
2016-04-07,47.8689079284668
2016-04-08,48.58800506591797
2016-04-11,48.39366149902344
2016-04-12,48.49082946777344
2016-04-13,49.34718704223633
2016-04-14,49.27906799316406
2016-04-15,49.51262664794922
2016-04-18,49.95052719116211
2016-04-19,49.37636947631836
2016-04-20,49.96998596191406
2016-04-21,50.03810501098633
2016-04-22,50.20355224609375
2016-04-25,50.02837371826172
2016-04-26,49.5904655456543
2016-04-27,50.0770263671875
2016-04-28,49.473697662353516
2016-04-29,49.064964294433594
2016-05-02,50.27165985107422
2016-05-03,50.02837371826172
2016-05-04,48.88008117675781
2016-05-05,49.39583969116211
2016-05-06,52.77259063720703
2016-05-09,52.50983428955078
2016-05-10,53.43431091308594
2016-05-11,53.01586151123047
2016-05-12,53.01586151123047
2016-05-13,52.986663818359375
2016-05-16,53.47323226928711
2016-05-17,52.957489013671875
2016-05-18,52.77259063720703
2016-05-19,52.51957702636719
2016-05-20,52.500125885009766
2016-05-23,52.45144271850586
2016-05-24,53.502418518066406
2016-05-25,54.066837310791016
2016-05-26,53.49271774291992
2016-05-27,53.51216506958008
2016-05-31,53.27860641479492
2016-06-01,53.34673309326172
2016-06-02,53.444053649902344
2016-06-03,53.11317825317383
2016-06-06,53.17156982421875
2016-06-07,52.8796272277832
2016-06-08,53.51216506958008
2016-06-09,52.83097839355469
2016-06-10,52.24710464477539
2016-06-13,51.672950744628906
2016-06-14,51.81892776489258
2016-06-15,51.478328704833984
2016-06-16,51.312896728515625
2016-06-17,50.943111419677734
2016-06-20,51.72160720825195
2016-06-21,51.507530212402344
2016-06-22,51.80918884277344
2016-06-23,52.77259063720703
2016-06-24,50.47600555419922
2016-06-27,49.08443069458008
2016-06-28,49.49315643310547
2016-06-29,50.23273849487305
2016-06-30,51.01123046875
2016-07-01,51.24478530883789
2016-07-05,50.65116882324219
2016-07-06,51.040428161621094
2016-07-07,51.176666259765625
2016-07-08,52.500125885009766
2016-07-11,52.50983428955078
2016-07-12,53.27860641479492
2016-07-13,54.24324035644531
2016-07-14,54.45759582519531
2016-07-15,53.96067810058594
2016-07-18,53.814517974853516
2016-07-19,53.66836166381836
2016-07-20,54.22374725341797
2016-07-21,53.77552795410156
2016-07-22,53.91195297241211
2016-07-25,53.38580322265625
2016-07-26,54.019134521484375
2016-07-27,54.37965393066406
2016-07-28,54.16529083251953
2016-07-29,55.4611930847168
2016-08-01,55.23709487915039
2016-08-02,54.477081298828125
2016-08-03,54.3211784362793
2016-08-04,54.291954040527344
2016-08-05,53.44426727294922
2016-08-08,53.190914154052734
2016-08-09,53.31757736206055
2016-08-10,53.14219284057617
2016-08-11,53.31757736206055
2016-08-12,53.01551818847656
2016-08-15,53.21040725708008
2016-08-16,53.307838439941406
2016-08-17,53.50270080566406
2016-08-18,53.55143737792969
2016-08-19,53.88273239135742
2016-08-22,53.68785095214844
2016-08-23,54.506309509277344
2016-08-24,52.7037353515625
2016-08-25,52.69398880004883
2016-08-26,52.684242248535156
2016-08-29,53.01551818847656
2016-08-30,52.38218688964844
2016-08-31,51.88525390625
2016-09-01,51.89500427246094
2016-09-02,52.089866638183594
2016-09-06,52.39194107055664
2016-09-07,53.0837287902832
2016-09-08,53.44426727294922
2016-09-09,51.39809036254883
2016-09-12,51.6708984375
2016-09-13,50.6380615234375
2016-09-14,50.60883712768555
