Date,MO
2015-08-03,28.420087814331055
2015-08-04,28.55527114868164
2015-08-05,28.84124183654785
2015-08-06,28.893234252929688
2015-08-07,28.85164451599121
2015-08-10,28.96603012084961
2015-08-11,28.976430892944336
2015-08-12,28.981624603271484
2015-08-13,28.893234252929688
2015-08-14,28.992023468017578
2015-08-17,28.945222854614258
2015-08-18,28.70085906982422
2015-08-19,28.498083114624023
2015-08-20,28.456485748291016
2015-08-21,28.045734405517578
2015-08-24,27.109834671020508
2015-08-25,26.943445205688477
2015-08-26,27.666168212890625
2015-08-27,27.9261417388916
2015-08-28,28.165315628051758
2015-08-31,27.85856056213379
2015-09-01,27.052637100219727
2015-09-02,27.62457847595215
2015-09-03,27.863750457763672
2015-09-04,27.234621047973633
2015-09-08,27.81175994873047
2015-09-09,27.56737518310547
2015-09-10,27.697376251220703
2015-09-11,27.636938095092773
2015-09-14,27.563364028930664
2015-09-15,28.435718536376953
2015-09-16,29.092605590820312
2015-09-17,28.740520477294922
2015-09-18,28.404186248779297
2015-09-21,28.793067932128906
2015-09-22,28.48301887512207
2015-09-23,28.58812141418457
2015-09-24,28.698471069335938
2015-09-25,28.793067932128906
2015-09-28,28.7089900970459
2015-09-29,28.498781204223633
2015-09-30,28.58812141418457
2015-10-01,28.49352264404297
2015-10-02,28.829851150512695
2015-10-05,29.287067413330078
2015-10-06,29.118886947631836
2015-10-07,29.376394271850586
2015-10-08,29.623384475708008
2015-10-09,29.854616165161133
2015-10-12,30.196203231811523
2015-10-13,30.28028106689453
2015-10-14,30.243488311767578
2015-10-15,30.411657333374023
2015-10-16,30.858348846435547
2015-10-19,31.352336883544922
2015-10-20,31.394380569458008
2015-10-21,31.44693374633789
2015-10-22,32.26673889160156
2015-10-23,32.082801818847656
2015-10-26,32.26673889160156
2015-10-27,32.088069915771484
2015-10-28,32.28776550292969
2015-10-29,32.335052490234375
2015-10-30,31.778005599975586
2015-11-02,31.793777465820312
2015-11-03,30.40114402770996
2015-11-04,30.495744705200195
2015-11-05,30.506248474121094
2015-11-06,30.00176429748535
2015-11-09,29.996505737304688
2015-11-10,29.8441104888916
2015-11-11,30.064823150634766
2015-11-12,29.828346252441406
2015-11-13,29.57608985900879
2015-11-16,29.83359146118164
2015-11-17,29.786296844482422
2015-11-18,29.985990524291992
2015-11-19,30.196203231811523
2015-11-20,30.022777557373047
2015-11-23,30.28028106689453
2015-11-24,30.254009246826172
2015-11-25,30.217206954956055
2015-11-27,30.348596572875977
2015-11-30,30.269771575927734
2015-12-01,30.42217445373535
2015-12-02,30.395893096923828
2015-12-03,30.00176429748535
2015-12-04,30.748001098632812
2015-12-07,30.62187957763672
2015-12-08,30.60085105895996
2015-12-09,30.127883911132812
2015-12-10,30.049055099487305
2015-12-11,29.670682907104492
2015-12-14,30.227731704711914
2015-12-15,30.133136749267578
2015-12-16,30.979225158691406
2015-12-17,30.70594596862793
2015-12-18,30.022777557373047
2015-12-21,30.185693740844727
2015-12-22,30.66069984436035
2015-12-23,31.010984420776367
2015-12-24,30.936689376831055
2015-12-28,30.926074981689453
2015-12-29,31.271047592163086
2015-12-30,31.207351684570312
2015-12-31,30.894222259521484
2016-01-04,30.459020614624023
2016-01-05,31.07468032836914
2016-01-06,31.403728485107422
2016-01-07,30.857072830200195
2016-01-08,30.9101505279541
2016-01-11,31.557641983032227
2016-01-12,31.515188217163086
2016-01-13,30.666004180908203
2016-01-14,30.899538040161133
2016-01-15,30.358179092407227
2016-01-19,30.995059967041016
2016-01-20,30.36880111694336
2016-01-21,30.490869522094727
2016-01-22,30.931379318237305
2016-01-25,30.995059967041016
2016-01-26,31.292280197143555
2016-01-27,31.292280197143555
2016-01-28,31.64787483215332
2016-01-29,32.43336868286133
2016-02-01,32.34313201904297
2016-02-02,32.104305267333984
2016-02-03,31.75933074951172
2016-02-04,31.56825828552246
2016-02-05,31.738088607788086
2016-02-08,31.907930374145508
2016-02-09,32.083072662353516
2016-02-10,31.870777130126953
2016-02-11,31.83892822265625
2016-02-12,31.828332901000977
2016-02-16,32.00345230102539
2016-02-17,32.056541442871094
2016-02-18,32.17330551147461
2016-02-19,32.14145278930664
2016-02-22,32.48643493652344
2016-02-23,32.650962829589844
2016-02-24,32.56604766845703
2016-02-25,33.10740661621094
2016-02-26,32.66157913208008
2016-02-29,32.677513122558594
2016-03-01,32.76242446899414
2016-03-02,32.640350341796875
2016-03-03,33.02778625488281
2016-03-04,33.42584991455078
2016-03-07,32.80488204956055
2016-03-08,33.064937591552734
2016-03-09,33.33562088012695
2016-03-10,33.436458587646484
2016-03-11,33.2088508605957
2016-03-14,33.2088508605957
2016-03-15,33.128517150878906
2016-03-16,33.24098205566406
2016-03-17,33.380226135253906
2016-03-18,32.95714569091797
2016-03-21,33.05354690551758
2016-03-22,32.66795349121094
2016-03-23,32.88752365112305
2016-03-24,32.60369873046875
2016-03-28,33.00535202026367
2016-03-29,33.219573974609375
2016-03-30,33.51410675048828
2016-03-31,33.556949615478516
2016-04-01,33.77116394042969
2016-04-04,33.86220932006836
2016-04-05,33.70155334472656
2016-04-06,34.0389404296875
2016-04-07,33.95860290527344
2016-04-08,34.16747283935547
2016-04-11,33.90505599975586
2016-04-12,34.17818069458008
2016-04-13,33.24098205566406
2016-04-14,32.983924865722656
2016-04-15,33.03212356567383
2016-04-18,33.29454040527344
2016-04-19,33.04818344116211
2016-04-20,32.92501449584961
2016-04-21,32.22881317138672
2016-04-22,32.410892486572266
2016-04-25,32.78577423095703
2016-04-26,32.85540008544922
2016-04-27,32.96250915527344
2016-04-28,33.30524444580078
2016-04-29,33.5837287902832
2016-05-02,33.80329895019531
2016-05-03,33.84614562988281
2016-05-04,33.86220932006836
2016-05-05,33.65334701538086
2016-05-06,33.70155334472656
2016-05-09,34.092498779296875
2016-05-10,34.59590148925781
2016-05-11,34.601261138916016
2016-05-12,34.820831298828125
2016-05-13,34.5851936340332
2016-05-16,34.68158721923828
2016-05-17,34.2103157043457
2016-05-18,33.73368453979492
2016-05-19,33.926483154296875
2016-05-20,33.71761703491211
2016-05-23,33.86756896972656
2016-05-24,34.162109375
2016-05-25,34.23172378540039
2016-05-26,34.27457809448242
2016-05-27,34.25315856933594
2016-05-31,34.081783294677734
2016-06-01,34.46200942993164
2016-06-02,34.440589904785156
2016-06-03,34.970787048339844
2016-06-06,34.917213439941406
2016-06-07,34.86367416381836
2016-06-08,35.14216232299805
2016-06-09,35.270687103271484
2016-06-10,35.41527557373047
