Date,ASHOKLEY.NS
2015-08-21,45.097164154052734
2015-08-24,40.046852111816406
2015-08-25,41.018978118896484
2015-08-26,41.493186950683594
2015-08-27,43.3900146484375
2015-08-28,43.6982536315918
2015-08-31,42.82097244262695
2015-09-01,41.469478607177734
2015-09-02,40.7581672668457
2015-09-03,41.5643196105957
2015-09-04,40.30767059326172
2015-09-07,38.861328125
2015-09-08,38.885047912597656
2015-09-09,41.493186950683594
2015-09-10,41.374637603759766
2015-09-11,41.58802795410156
2015-09-14,42.44160079956055
2015-09-15,41.2797966003418
2015-09-16,41.35092544555664
2015-09-18,41.70657730102539
2015-09-21,41.801422119140625
2015-09-22,42.10966110229492
2015-09-23,42.963233947753906
2015-09-24,43.20033645629883
2015-09-28,42.93952178955078
2015-09-29,43.010650634765625
2015-09-30,43.74567794799805
2015-10-01,44.694087982177734
2015-10-05,44.9074821472168
2015-10-06,44.741512298583984
2015-10-07,44.12504577636719
2015-10-08,43.461151123046875
2015-10-09,43.721961975097656
2015-10-12,44.5044059753418
2015-10-13,44.5992546081543
2015-10-14,44.978614807128906
2015-10-15,45.049747467041016
2015-10-16,45.595088958740234
2015-10-19,45.54766845703125
2015-10-20,45.64250564575195
2015-10-21,45.42911148071289
2015-10-23,45.049747467041016
2015-10-26,43.959068298339844
2015-10-27,44.05390930175781
2015-10-28,43.152915954589844
2015-10-29,44.48069763183594
2015-10-30,44.43327331542969
2015-11-02,42.82097244262695
2015-11-03,42.82097244262695
2015-11-04,43.721961975097656
2015-11-05,41.161251068115234
2015-11-06,41.540611267089844
2015-11-09,42.1807861328125
2015-11-10,42.44160079956055
2015-11-13,42.82097244262695
2015-11-16,43.010650634765625
2015-11-17,43.60341262817383
2015-11-18,43.484859466552734
2015-11-19,44.14875030517578
2015-11-20,44.409568786621094
2015-11-23,45.571372985839844
2015-11-24,44.95490646362305
2015-11-26,44.62295913696289
2015-11-27,46.28268814086914
2015-11-30,44.765220642089844
2015-12-01,44.291015625
2015-12-02,44.03019714355469
2015-12-03,43.60341262817383
2015-12-04,42.79726028442383
2015-12-07,42.702415466308594
2015-12-08,42.4890251159668
2015-12-09,41.04269027709961
2015-12-10,42.251914978027344
2015-12-11,40.94784927368164
2015-12-14,40.80558776855469
2015-12-15,41.398345947265625
2015-12-16,41.7777099609375
2015-12-17,42.299346923828125
2015-12-18,42.51273727416992
2015-12-21,42.3704719543457
2015-12-22,41.919979095458984
2015-12-23,41.6828727722168
2015-12-24,41.6828727722168
2015-12-28,42.1807861328125
2015-12-29,42.560157775878906
2015-12-30,42.44160079956055
2015-12-31,41.6828727722168
2016-01-01,42.10966110229492
2016-01-04,43.62712097167969
2016-01-05,44.14875030517578
2016-01-06,43.959068298339844
2016-01-07,43.318885803222656
2016-01-08,43.03436279296875
2016-01-11,43.81680679321289
2016-01-12,43.67454528808594
2016-01-13,42.7735481262207
2016-01-14,42.01481628417969
2016-01-15,40.35508728027344
2016-01-18,39.406673431396484
2016-01-19,41.161251068115234
2016-01-20,39.57264709472656
2016-01-21,39.643775939941406
2016-01-22,40.639610290527344
2016-01-25,41.137535095214844
2016-01-27,41.872554779052734
2016-01-28,41.801422119140625
2016-01-29,42.4890251159668
2016-02-01,43.3900146484375
2016-02-02,42.915809631347656
2016-02-03,41.18495178222656
2016-02-04,41.540611267089844
2016-02-05,42.963233947753906
2016-02-08,42.299346923828125
2016-02-09,41.848846435546875
2016-02-10,41.42205810546875
2016-02-11,38.3634147644043
2016-02-12,39.45409393310547
2016-02-15,42.51273727416992
2016-02-16,41.374637603759766
2016-02-17,42.6787109375
2016-02-18,42.583866119384766
2016-02-19,43.24775314331055
2016-02-22,43.721961975097656
2016-02-23,42.299346923828125
2016-02-24,41.493186950683594
2016-02-25,40.7581672668457
2016-02-26,40.568485260009766
2016-02-29,41.5643196105957
2016-03-01,43.17662811279297
2016-03-02,44.31472396850586
2016-03-03,44.694087982177734
2016-03-04,44.36214828491211
2016-03-08,43.60341262817383
2016-03-09,46.06929397583008
2016-03-10,45.78477096557617
2016-03-11,46.04558181762695
2016-03-14,46.09299850463867
2016-03-15,45.500244140625
