Date,DE
2015-08-03,78.40892028808594
2015-08-04,78.14871215820312
2015-08-05,80.17147827148438
2015-08-06,80.23865509033203
2015-08-07,80.44845581054688
2015-08-10,81.53118133544922
2015-08-11,80.77578735351562
2015-08-12,78.59355926513672
2015-08-13,78.14034271240234
2015-08-14,79.18109893798828
2015-08-17,79.04679870605469
2015-08-18,78.82017517089844
2015-08-19,77.2003173828125
2015-08-20,76.08403015136719
2015-08-21,69.90664672851562
2015-08-24,67.79156494140625
2015-08-25,66.38150787353516
2015-08-26,68.17765045166016
2015-08-27,69.15127563476562
2015-08-28,69.21841430664062
2015-08-31,68.6393051147461
2015-09-01,67.1452865600586
2015-09-02,67.79997253417969
2015-09-03,67.97623443603516
2015-09-04,66.49065399169922
2015-09-08,67.22923278808594
2015-09-09,66.78440856933594
2015-09-10,67.20402526855469
2015-09-11,66.51581573486328
2015-09-14,66.87670135498047
2015-09-15,68.32875061035156
2015-09-16,68.27836608886719
2015-09-17,67.5062026977539
2015-09-18,66.75923156738281
2015-09-21,66.44026947021484
2015-09-22,66.17166900634766
2015-09-23,65.20648956298828
2015-09-24,63.58660125732422
2015-09-25,63.62854766845703
2015-09-28,62.40182876586914
2015-09-29,62.28339385986328
2015-09-30,62.60488510131836
2015-10-01,61.66580581665039
2015-10-02,62.24110412597656
2015-10-05,66.16661834716797
2015-10-06,66.3612060546875
2015-10-07,66.74188995361328
2015-10-08,68.45085144042969
2015-10-09,67.57097625732422
2015-10-12,66.35271453857422
2015-10-13,65.08372497558594
2015-10-14,64.53377532958984
2015-10-15,64.4914779663086
2015-10-16,64.29689025878906
2015-10-19,64.27153015136719
2015-10-20,64.62686157226562
2015-10-21,64.84681701660156
2015-10-22,67.13103485107422
2015-10-23,67.90093231201172
2015-10-26,65.57437896728516
2015-10-27,64.3984375
2015-10-28,66.79264831542969
2015-10-29,66.19197082519531
2015-10-30,65.98896789550781
2015-11-02,67.84171295166016
2015-11-03,67.29181671142578
2015-11-04,66.19197082519531
2015-11-05,65.92972564697266
2015-11-06,65.57437896728516
2015-11-09,64.49994659423828
2015-11-10,64.52533721923828
2015-11-11,63.49319076538086
2015-11-12,61.9872932434082
2015-11-13,63.154788970947266
2015-11-16,63.205570220947266
2015-11-17,62.4356575012207
2015-11-18,63.044822692871094
2015-11-19,63.4001579284668
2015-11-20,63.856990814208984
2015-11-23,63.12095260620117
2015-11-24,64.58454895019531
2015-11-25,67.68094635009766
2015-11-27,66.91107177734375
2015-11-30,67.31718444824219
2015-12-01,67.2494888305664
2015-12-02,67.11414337158203
2015-12-03,66.24275207519531
2015-12-04,67.33409118652344
2015-12-07,66.91957092285156
2015-12-08,67.04644775390625
2015-12-09,67.03797149658203
2015-12-10,66.49651336669922
2015-12-11,65.2782974243164
2015-12-14,66.7842025756836
2015-12-15,65.35443115234375
2015-12-16,66.1496810913086
2015-12-17,65.0667724609375
2015-12-18,63.4255256652832
2015-12-21,64.05155181884766
