Date,MULTICAP.NS
2025-04-30,15.130000114440918
2025-05-02,15.130000114440918
2025-05-05,15.279999732971191
2025-05-06,15.069999694824219
2025-05-07,15.1899995803833
2025-05-08,14.989999771118164
2025-05-09,14.920000076293945
2025-05-12,15.420000076293945
2025-05-13,15.399999618530273
2025-05-14,15.399999618530273
2025-05-15,15.670000076293945
2025-05-16,15.8100004196167
2025-05-19,15.869999885559082
2025-05-20,15.649999618530273
2025-05-21,15.760000228881836
2025-05-22,15.710000038146973
2025-05-23,15.789999961853027
2025-05-26,15.899999618530273
2025-05-27,15.84000015258789
2025-05-28,15.880000114440918
2025-05-29,15.890000343322754
2025-05-30,15.890000343322754
2025-06-02,15.970000267028809
2025-06-03,15.920000076293945
2025-06-04,15.949999809265137
2025-06-05,16.049999237060547
2025-06-06,16.219999313354492
2025-06-09,16.34000015258789
2025-06-10,16.360000610351562
2025-06-11,16.350000381469727
2025-06-12,16.149999618530273
2025-06-13,16.06999969482422
2025-06-16,16.15999984741211
2025-06-17,16.09000015258789
2025-06-18,16.040000915527344
2025-06-19,15.890000343322754
2025-06-20,16.059999465942383
2025-06-23,16.09000015258789
2025-06-24,16.15999984741211
2025-06-25,16.299999237060547
2025-06-26,16.43000030517578
2025-06-27,16.5
2025-06-30,16.56999969482422
2025-07-01,16.549999237060547
2025-07-02,16.510000228881836
2025-07-03,16.530000686645508
2025-07-04,16.549999237060547
2025-07-07,16.530000686645508
2025-07-08,16.5
2025-07-09,16.540000915527344
2025-07-10,16.489999771118164
2025-07-11,16.34000015258789
2025-07-14,16.40999984741211
2025-07-15,16.510000228881836
2025-07-16,16.520000457763672
2025-07-17,16.530000686645508
2025-07-18,16.40999984741211
2025-07-21,16.489999771118164
2025-07-22,16.440000534057617
2025-07-23,16.469999313354492
2025-07-24,16.420000076293945
2025-07-25,16.15999984741211
2025-07-28,16.040000915527344
2025-07-29,16.18000030517578
2025-07-30,16.190000534057617
2025-07-31,16.06999969482422
2025-08-01,15.890000343322754
