Date,ELET3.SA
2015-08-24,3.6227426528930664
2015-08-25,3.638092517852783
2015-08-26,3.7071709632873535
2015-08-27,3.868351936340332
2015-08-28,3.783923864364624
2015-08-31,3.8223001956939697
2015-09-01,3.730196475982666
2015-09-02,3.691819667816162
2015-09-03,3.8606765270233154
2015-09-04,3.9067282676696777
2015-09-08,3.8146255016326904
2015-09-09,3.760897397994995
2015-09-10,3.753222703933716
2015-09-11,3.8913779258728027
2015-09-14,3.9834816455841064
2015-09-15,4.098610877990723
2015-09-16,4.244441509246826
2015-09-17,4.2367658615112305
2015-09-18,4.0295329093933105
2015-09-21,4.098610877990723
2015-09-22,3.8990538120269775
2015-09-23,3.9067282676696777
2015-09-24,3.8376502990722656
2015-09-25,3.9681310653686523
2015-09-28,3.868351936340332
2015-09-29,3.922078847885132
2015-09-30,4.0295329093933105
2015-10-01,3.9911556243896484
2015-10-02,4.298168182373047
2015-10-05,4.44399881362915
2015-10-06,4.28281831741333
2015-10-07,4.336545467376709
2015-10-08,4.305844306945801
2015-10-09,4.4132981300354
2015-10-13,4.275142669677734
2015-10-14,4.129312515258789
2015-10-15,4.136986255645752
2015-10-16,3.9911556243896484
2015-10-19,3.95278000831604
2015-10-20,3.9834816455841064
2015-10-21,3.8376502990722656
2015-10-22,3.9911556243896484
2015-10-23,4.03720760345459
2015-10-26,3.922078847885132
2015-10-27,3.9681310653686523
2015-10-28,3.829974889755249
2015-10-29,3.8146255016326904
2015-10-30,3.853001594543457
2015-11-03,4.160013198852539
2015-11-04,4.221415996551514
2015-11-05,4.5668044090271
2015-11-06,4.451674461364746
2015-11-09,4.374920845031738
2015-11-10,4.643556594848633
2015-11-11,4.827764987945557
2015-11-12,4.720310211181641
2015-11-13,4.843115329742432
2015-11-16,4.804738521575928
2015-11-17,4.605180263519287
2015-11-18,4.681934356689453
2015-11-19,4.827764987945557
2015-11-23,4.735660552978516
2015-11-24,4.866141319274902
2015-11-25,4.658908367156982
2015-11-26,4.59750509262085
2015-11-27,4.582154750823975
2015-11-30,4.44399881362915
2015-12-01,4.2367658615112305
2015-12-02,4.428648471832275
2015-12-03,4.59750509262085
2015-12-04,4.298168182373047
2015-12-07,4.305844306945801
2015-12-08,4.198390960693359
2015-12-09,4.38259744644165
2015-12-10,4.451674461364746
2015-12-11,4.4593505859375
2015-12-14,4.305844306945801
2015-12-15,4.44399881362915
2015-12-16,4.428648471832275
2015-12-17,4.490050792694092
2015-12-18,4.38259744644165
2015-12-21,4.229090690612793
2015-12-22,4.298168182373047
2015-12-23,4.267468452453613
2015-12-28,4.259791374206543
2015-12-29,4.336545467376709
2015-12-30,4.420974254608154
2016-01-04,4.167688846588135
2016-01-05,4.259791374206543
2016-01-06,4.18303918838501
2016-01-07,3.9758059978485107
2016-01-08,3.868351936340332
2016-01-11,3.8376502990722656
2016-01-12,3.937429189682007
2016-01-13,3.8760271072387695
2016-01-14,3.799273729324341
2016-01-15,3.845325231552124
2016-01-18,3.868351936340332
2016-01-19,3.829974889755249
2016-01-20,3.829974889755249
2016-01-21,3.8606765270233154
2016-01-22,3.9911556243896484
2016-01-26,3.74554705619812
2016-01-27,4.090935230255127
2016-01-28,4.229090690612793
2016-01-29,4.4670257568359375
2016-02-01,4.543778419494629
2016-02-02,4.451674461364746
2016-02-03,4.44399881362915
2016-02-04,4.643556594848633
2016-02-05,4.6205315589904785
2016-02-10,4.5130767822265625
2016-02-11,4.543778419494629
2016-02-12,4.451674461364746
2016-02-15,4.474701404571533
2016-02-16,4.474701404571533
2016-02-17,4.681934356689453
2016-02-18,4.643556594848633
2016-02-19,4.628206253051758
2016-02-22,4.858465671539307
2016-02-23,4.612856864929199
2016-02-24,4.38259744644165
2016-02-25,4.428648471832275
2016-02-26,4.28281831741333
2016-02-29,4.35957145690918
2016-03-01,4.374920845031738
2016-03-02,4.520753383636475
2016-03-03,5.019646644592285
2016-03-04,5.157802104949951
2016-03-07,4.97359561920166
2016-03-08,5.196179389953613
2016-03-09,5.303632736206055
2016-03-10,5.4878411293029785
2016-03-11,5.6106462478637695
2016-03-14,5.449464321136475
2016-03-15,5.034997940063477
2016-03-16,5.027322292327881
2016-03-17,5.549242973327637
2016-03-18,5.372710704803467
2016-03-21,5.549242973327637
2016-03-22,5.4878411293029785
2016-03-23,5.326658248901367
2016-03-24,5.326658248901367
2016-03-28,5.449464321136475
2016-03-29,5.334334850311279
2016-03-30,5.157802104949951
2016-03-31,5.088724613189697
2016-04-01,5.265257835388184
2016-04-04,5.065698623657227
2016-04-05,5.065698623657227
2016-04-06,4.7279863357543945
2016-04-07,4.751011371612549
2016-04-08,4.866141319274902
2016-04-11,4.927544116973877
2016-04-12,5.22688102722168
2016-04-13,5.3957366943359375
2016-04-14,5.1347761154174805
2016-04-15,5.295958042144775
2016-04-18,5.234555244445801
2016-04-19,5.418763160705566
2016-04-20,5.449464321136475
2016-04-22,5.9867353439331055
2016-04-25,6.032786846160889
2016-04-26,5.940682888031006
2016-04-27,6.025111198425293
2016-04-28,5.948358535766602
2016-04-29,5.97905969619751
2016-05-02,6.101865291595459
2016-05-03,6.140241622924805
2016-05-04,6.293747901916504
2016-05-05,6.0020856857299805
2016-05-06,6.086513519287109
2016-05-09,5.909982204437256
2016-05-10,6.07883882522583
2016-05-11,6.12489128112793
2016-05-12,6.140241622924805
2016-05-13,6.132565975189209
2016-05-16,5.756476402282715
2016-05-17,5.372710704803467
2016-05-18,5.334334850311279
2016-05-19,5.372710704803467
2016-05-20,5.7948527336120605
2016-05-23,5.856255054473877
2016-05-24,5.933008193969727
2016-05-25,6.040462493896484
2016-05-27,6.1095404624938965
2016-05-30,6.071163654327393
2016-05-31,6.140241622924805
2016-06-01,6.577732563018799
2016-06-02,6.577732563018799
2016-06-03,6.723564624786377
2016-06-06,6.838694095611572
2016-06-07,6.854043960571289
2016-06-08,6.953822612762451
2016-06-09,6.961499214172363
2016-06-10,6.754265308380127
2016-06-13,6.900096416473389
2016-06-14,6.477954864501953
2016-06-15,6.309098243713379
2016-06-16,6.547031879425049
2016-06-17,6.370500564575195
2016-06-20,6.570058345794678
2016-06-21,6.984524726867676
2016-06-22,7.8288068771362305
2016-06-23,8.803571701049805
2016-06-24,8.9801025390625
2016-06-27,9.256412506103516
2016-06-28,10.13139820098877
2016-06-29,9.839737892150879
2016-06-30,9.855088233947754
2016-07-01,9.816710472106934
2016-07-04,10.169774055480957
2016-07-05,10.553539276123047
2016-07-06,10.400033950805664
2016-07-07,10.614941596984863
2016-07-08,10.745421409606934
2016-07-11,11.651107788085938
2016-07-12,11.86601734161377
2016-07-13,11.681808471679688
2016-07-14,12.203730583190918
2016-07-15,12.364911079406738
2016-07-18,12.556793212890625
2016-07-19,11.95811939239502
2016-07-20,11.743210792541504
2016-07-21,11.98882007598877
2016-07-22,12.679597854614258
2016-07-25,13.209193229675293
2016-07-26,12.902182579040527
2016-07-27,12.848454475402832
2016-07-28,13.232222557067871
2016-07-29,13.531557083129883
2016-08-01,13.508530616760254
2016-08-02,13.585284233093262
2016-08-03,13.930672645568848
2016-08-04,14.828683853149414
2016-08-05,15.197096824645996
2016-08-08,15.043591499328613
2016-08-09,14.583073616027832
2016-08-10,14.690526008605957
2016-08-11,15.120345115661621
2016-08-12,15.081968307495117
2016-08-15,15.158719062805176
2016-08-16,15.120345115661621
2016-08-17,14.974514961242676
2016-08-18,15.10499382019043
2016-08-19,14.59842586517334
2016-08-22,14.199305534362793
2016-08-23,14.091853141784668
2016-08-24,14.045801162719727
2016-08-25,14.260714530944824
2016-08-26,15.603889465332031
2016-08-29,15.880199432373047
2016-08-30,17.016143798828125
2016-08-31,17.292451858520508
2016-09-01,17.584115982055664
2016-09-02,18.19814109802246
2016-09-05,17.568767547607422
2016-09-06,17.960206985473633
2016-09-08,18.474451065063477
2016-09-09,17.691572189331055
2016-09-12,17.55341339111328
2016-09-13,16.624704360961914
2016-09-14,16.77053451538086
2016-09-15,17.00079345703125
2016-09-16,15.926250457763672
2016-09-19,15.657613754272461
2016-09-20,15.74971866607666
2016-09-21,15.29687786102295
2016-09-22,15.273850440979004
2016-09-23,15.081968307495117
2016-09-26,14.767279624938965
2016-09-27,14.506317138671875
2016-09-28,15.120345115661621
2016-09-29,14.767279624938965
2016-09-30,14.782630920410156
2016-10-03,14.966836929321289
2016-10-04,14.59074592590332
2016-10-05,14.560047149658203
