Date,IAG.L
2017-09-25,586.0700073242188
2017-09-26,583.0747680664062
2017-09-27,598.051025390625
2017-09-28,593.5580444335938
2017-09-29,592.5596923828125
2017-10-02,606.5374755859375
2017-10-03,621.513671875
2017-10-04,614.5248413085938
2017-10-05,616.5216674804688
2017-10-06,613.5263671875
2017-10-09,608.5343017578125
2017-10-10,607.0367431640625
2017-10-11,622.5122680664062
2017-10-12,625.5073852539062
2017-10-13,620.5153198242188
2017-10-16,618.019287109375
2017-10-17,634.4931030273438
2017-10-18,651.4662475585938
2017-10-19,649.9685668945312
2017-10-20,656.4583129882812
2017-10-23,655.9591064453125
2017-10-24,658.9542846679688
2017-10-25,666.4424438476562
2017-10-26,668.9385375976562
2017-10-27,622.5122680664062
2017-10-30,633.993896484375
2017-10-31,634.9923706054688
2017-11-01,634.4931030273438
2017-11-02,630.000244140625
2017-11-03,620.5153198242188
2017-11-06,618.5185546875
2017-11-07,609.5327758789062
2017-11-08,601.54541015625
2017-11-09,595.0557250976562
2017-11-10,596.0541381835938
2017-11-13,586.5691528320312
2017-11-14,588.5659790039062
2017-11-15,588.0668334960938
2017-11-16,600.5469970703125
2017-11-17,597.0525512695312
2017-11-20,598.051025390625
2017-11-21,604.5407104492188
2017-11-22,600.0477905273438
2017-11-23,595.554931640625
2017-11-24,595.0557250976562
2017-11-27,602.5438842773438
2017-11-28,609.5327758789062
2017-11-29,609.0335083007812
2017-11-30,612.1542358398438
2017-12-01,610.6563110351562
2017-12-04,618.1459350585938
2017-12-05,620.1431884765625
2017-12-06,619.1446533203125
2017-12-07,622.6398315429688
2017-12-08,635.621826171875
2017-12-11,632.126708984375
2017-12-12,632.126708984375
2017-12-13,634.1238403320312
2017-12-14,632.126708984375
2017-12-15,632.6259765625
2017-12-18,635.621826171875
2017-12-19,642.11279296875
2017-12-20,645.6080322265625
2017-12-21,649.6024780273438
2017-12-22,644.1100463867188
2017-12-27,647.6052856445312
2017-12-28,647.1060180664062
2017-12-29,650.101806640625
2018-01-02,667.877197265625
2018-01-03,666.878662109375
2018-01-04,663.6829833984375
2018-01-05,663.0838623046875
2018-01-08,661.685791015625
2018-01-09,663.0838623046875
2018-01-10,656.492919921875
2018-01-11,667.0783081054688
2018-01-12,667.877197265625
2018-01-15,653.4971923828125
2018-01-16,657.6912841796875
2018-01-17,647.1060180664062
2018-01-18,646.9061279296875
2018-01-19,657.4916381835938
2018-01-22,649.3028564453125
2018-01-23,658.8896484375
2018-01-24,648.5040283203125
2018-01-25,636.3208618164062
2018-01-26,649.103271484375
2018-01-29,648.7037963867188
2018-01-30,637.7188720703125
2018-01-31,639.3167724609375
2018-02-01,645.9075317382812
2018-02-02,628.7313232421875
2018-02-05,624.9365844726562
2018-02-06,616.9476318359375
2018-02-07,620.3429565429688
2018-02-08,595.7769165039062
2018-02-09,590.5840454101562
2018-02-12,601.7685546875
2018-02-13,601.369140625
2018-02-14,600.3704833984375
2018-02-15,601.96826171875
2018-02-16,607.1611328125
2018-02-19,615.1500244140625
2018-02-20,615.1500244140625
2018-02-21,615.948974609375
2018-02-22,621.7410278320312
2018-02-23,586.389892578125
2018-02-26,601.96826171875
2018-02-27,602.5675048828125
2018-02-28,613.7520141601562
2018-03-01,622.7395629882812
2018-03-02,614.1514282226562
2018-03-05,613.1527709960938
2018-03-06,610.156982421875
2018-03-07,620.9420776367188
2018-03-08,628.1321411132812
2018-03-09,623.1390991210938
2018-03-12,627.1336059570312
2018-03-13,629.3304443359375
2018-03-14,631.5274658203125
2018-03-15,627.9324340820312
2018-03-16,630.9282836914062
2018-03-19,623.9379272460938
2018-03-20,628.3318481445312
2018-03-21,613.9517822265625
2018-03-22,609.7575073242188
2018-03-23,598.173583984375
2018-03-26,597.3746337890625
2018-03-27,602.5675048828125
2018-03-28,596.1763305664062
2018-03-29,613.7520141601562
2018-04-03,608.7589111328125
2018-04-04,603.3663330078125
2018-04-05,613.5523681640625
2018-04-06,614.7506103515625
2018-04-09,623.9379272460938
2018-04-10,626.334716796875
2018-04-11,614.7506103515625
2018-04-12,607.76025390625
2018-04-13,608.1597290039062
2018-04-16,613.7520141601562
2018-04-17,612.35400390625
2018-04-18,614.9503173828125
2018-04-19,611.5550537109375
2018-04-20,610.156982421875
2018-04-23,617.3471069335938
2018-04-24,626.1348876953125
2018-04-25,621.9406127929688
2018-04-26,619.3442993164062
2018-04-27,629.3304443359375
2018-04-30,629.3304443359375
2018-05-01,640.3153686523438
2018-05-02,647.50537109375
2018-05-03,639.716064453125
2018-05-04,677.0645751953125
2018-05-08,699.2340087890625
2018-05-09,693.4419555664062
2018-05-10,692.2435913085938
2018-05-11,697.0369262695312
2018-05-14,690.8455200195312
2018-05-15,684.853759765625
2018-05-16,682.4570922851562
2018-05-17,687.0507202148438
2018-05-18,681.6582641601562
2018-05-21,692.443359375
2018-05-22,701.630615234375
2018-05-23,685.0535888671875
2018-05-24,683.6553955078125
2018-05-25,700.232666015625
2018-05-29,690.645751953125
2018-05-30,683.8551635742188
2018-05-31,679.6609497070312
2018-06-01,684.853759765625
2018-06-04,703.4281616210938
2018-06-05,678.8619995117188
2018-06-06,690.4461059570312
2018-06-07,694.0410766601562
2018-06-08,688.8483276367188
2018-06-11,696.8372802734375
2018-06-12,698.43505859375
2018-06-13,711.2174072265625
2018-06-14,714.2131958007812
2018-06-15,712.6154174804688
2018-06-18,717.6084594726562
2018-06-19,716.4102783203125
2018-06-20,722.6016845703125
2018-06-21,717.6084594726562
2018-06-22,725.5974731445312
2018-06-25,696.8372802734375
2018-06-26,672.2711791992188
2018-06-27,668.4765014648438
2018-06-28,659.6317138671875
2018-06-29,663.2274780273438
2018-07-02,652.4400634765625
2018-07-03,662.428466796875
2018-07-04,666.2239990234375
2018-07-05,668.8209838867188
2018-07-06,668.6212768554688
2018-07-09,682.005615234375
2018-07-10,676.2123413085938
2018-07-11,670.01953125
2018-07-12,665.2251586914062
2018-07-13,667.4226684570312
2018-07-16,664.426025390625
2018-07-17,682.2054443359375
2018-07-18,692.992919921875
2018-07-19,690.196044921875
2018-07-20,686.4005126953125
2018-07-23,675.8128662109375
2018-07-24,676.4122314453125
2018-07-25,664.6259765625
2018-07-26,680.4075317382812
2018-07-27,690.3958740234375
2018-07-30,692.5933227539062
2018-07-31,709.1740112304688
2018-08-01,696.1890869140625
2018-08-02,684.203125
2018-08-03,669.020751953125
2018-08-06,671.61767578125
2018-08-07,678.4098510742188
2018-08-08,685.4017333984375
2018-08-09,685.201904296875
2018-08-10,678.2101440429688
2018-08-13,676.0126342773438
2018-08-14,681.4063720703125
2018-08-15,677.211181640625
2018-08-16,688.9974975585938
2018-08-17,687.7988891601562
2018-08-20,700.78369140625
2018-08-21,702.18212890625
2018-08-22,702.18212890625
2018-08-23,702.3820190429688
2018-08-24,704.7791748046875
2018-08-28,710.5723876953125
2018-08-29,705.9777221679688
2018-08-30,693.5921630859375
2018-08-31,689.996337890625
2018-09-03,699.1856079101562
2018-09-04,694.990478515625
2018-09-05,693.5921630859375
2018-09-06,680.4075317382812
2018-09-07,671.2182006835938
2018-09-10,666.0242919921875
2018-09-11,666.2239990234375
2018-09-12,673.4156494140625
2018-09-13,679.6083984375
2018-09-14,682.2054443359375
2018-09-17,684.8023681640625
2018-09-18,685.80126953125
2018-09-19,686.2008056640625
2018-09-20,685.6015014648438
2018-09-21,693.9916381835938
2018-09-24,685.80126953125
2018-09-25,658.6329345703125
2018-09-26,658.8325805664062
2018-09-27,654.8372802734375
2018-09-28,659.431884765625
2018-10-01,642.4517211914062
2018-10-02,633.2625122070312
2018-10-03,633.462158203125
2018-10-04,615.6829223632812
2018-10-05,610.688720703125
2018-10-08,606.6934204101562
2018-10-09,606.89306640625
2018-10-10,590.7120361328125
2018-10-11,581.1231689453125
2018-10-12,584.918701171875
2018-10-15,582.1220092773438
2018-10-16,594.1080322265625
2018-10-17,583.5204467773438
2018-10-18,574.7306518554688
2018-10-19,556.35205078125
2018-10-22,559.748046875
2018-10-23,560.746826171875
2018-10-24,565.1417236328125
2018-10-25,586.7166137695312
2018-10-26,584.918701171875
2018-10-29,592.909423828125
2018-10-30,585.7177734375
2018-10-31,602.6980590820312
2018-11-01,617.2810668945312
2018-11-02,613.4854736328125
2018-11-05,613.28564453125
2018-11-06,610.2891235351562
2018-11-07,628.6678466796875
2018-11-08,630.865234375
2018-11-09,642.6514892578125
2018-11-12,636.8582153320312
2018-11-13,652.4400634765625
2018-11-14,648.0451049804688
2018-11-15,630.066162109375
2018-11-16,633.6619262695312
2018-11-19,634.6608276367188
2018-11-20,629.0673217773438
2018-11-21,640.2542724609375
2018-11-22,638.4564208984375
2018-11-23,647.4459228515625
2018-11-26,659.0324096679688
2018-11-27,656.2356567382812
2018-11-28,631.6643676757812
2018-11-29,625.8148193359375
2018-11-30,625.0154418945312
2018-12-03,625.4151000976562
2018-12-04,608.2312622070312
2018-12-05,619.8203735351562
2018-12-06,606.2330932617188
2018-12-07,603.635498046875
2018-12-10,583.454345703125
2018-12-11,597.64111328125
2018-12-12,605.2340087890625
2018-12-13,609.8297119140625
2018-12-14,618.0220336914062
2018-12-17,596.8419189453125
2018-12-18,608.2312622070312
2018-12-19,608.4309692382812
2018-12-20,612.2274169921875
2018-12-21,613.0267333984375
2018-12-24,597.4412841796875
2018-12-27,605.2340087890625
2018-12-28,618.0220336914062
2018-12-31,617.4226684570312
2019-01-02,604.8344116210938
2019-01-03,581.056640625
2019-01-04,591.2470703125
2019-01-07,596.0426025390625
2019-01-08,596.4422607421875
2019-01-09,600.038818359375
2019-01-10,594.2442626953125
2019-01-11,609.4300537109375
2019-01-14,603.8353271484375
2019-01-15,594.6439208984375
2019-01-16,610.0294799804688
2019-01-17,615.2246704101562
2019-01-18,617.8222045898438
2019-01-21,621.019287109375
2019-01-22,618.6215209960938
2019-01-23,630.4104614257812
2019-01-24,632.4085693359375
2019-01-25,631.4095458984375
2019-01-28,622.41796875
2019-01-29,640.8008422851562
2019-01-30,648.5934448242188
2019-01-31,643.3983154296875
2019-02-01,652.5897216796875
2019-02-04,657.984619140625
2019-02-05,662.7802734375
2019-02-06,666.9761962890625
2019-02-07,663.379638671875
2019-02-08,654.3880615234375
2019-02-11,662.9799194335938
2019-02-12,651.990234375
2019-02-13,657.3853149414062
2019-02-14,649.19287109375
2019-02-15,663.1798706054688
2019-02-18,649.19287109375
2019-02-19,643.198486328125
2019-02-20,649.3927612304688
2019-02-21,643.7979736328125
2019-02-22,644.3973999023438
2019-02-25,644.3973999023438
2019-02-26,616.4235229492188
2019-02-27,599.6392211914062
2019-02-28,598.4403686523438
2019-03-01,602.4366455078125
2019-03-04,573.4636840820312
2019-03-05,574.4627685546875
2019-03-06,572.06494140625
2019-03-07,553.6823120117188
2019-03-08,538.4964599609375
2019-03-11,537.2975463867188
2019-03-12,532.5020751953125
2019-03-13,538.4964599609375
2019-03-14,543.2919311523438
2019-03-15,548.08740234375
2019-03-18,542.2929077148438
2019-03-19,551.8839111328125
2019-03-20,536.89794921875
2019-03-21,535.499267578125
2019-03-22,520.9129028320312
2019-03-25,520.5132446289062
2019-03-26,509.3236999511719
2019-03-27,514.518798828125
2019-03-28,511.12200927734375
2019-03-29,511.5216369628906
2019-04-01,503.5290832519531
2019-04-02,509.5235290527344
2019-04-03,528.1061401367188
2019-04-04,524.1099243164062
2019-04-05,523.5103759765625
2019-04-08,522.1117553710938
2019-04-09,514.71875
2019-04-10,514.518798828125
2019-04-11,544.8904418945312
2019-04-12,542.093017578125
2019-04-15,542.8922729492188
2019-04-16,552.4833374023438
2019-04-17,561.4749145507812
2019-04-18,556.679443359375
2019-04-23,538.4964599609375
2019-04-24,533.9007568359375
2019-04-25,532.1023559570312
2019-04-26,534.8998413085938
2019-04-29,545.4898681640625
2019-04-30,539.8951416015625
2019-05-01,547.8876953125
2019-05-02,535.499267578125
2019-05-03,524.509521484375
2019-05-07,514.9185180664062
2019-05-08,500.33209228515625
2019-05-09,488.84283447265625
2019-05-10,498.1341857910156
2019-05-13,503.5290832519531
2019-05-14,508.52447509765625
2019-05-15,507.525390625
2019-05-16,501.5309753417969
2019-05-17,508.52447509765625
2019-05-20,501.93060302734375
2019-05-21,492.7392272949219
2019-05-22,472.3582763671875
2019-05-23,478.3526611328125
2019-05-24,467.9623718261719
