Date,IAG.L
2015-08-24,494.2681884765625
2015-08-25,516.7122802734375
2015-08-26,530.1787719726562
2015-08-27,544.642578125
2015-08-28,537.6600341796875
2015-09-01,526.6874389648438
2015-09-02,541.1514282226562
2015-09-03,563.0967407226562
2015-09-04,563.5953979492188
2015-09-07,563.0967407226562
2015-09-08,568.084228515625
2015-09-09,576.5631713867188
2015-09-10,579.5556640625
2015-09-11,582.04931640625
2015-09-14,589.031982421875
2015-09-15,594.5183715820312
2015-09-16,596.513427734375
2015-09-17,602.49853515625
2015-09-18,599.0072631835938
2015-09-21,593.0220336914062
2015-09-22,565.5904541015625
2015-09-23,592.5233154296875
2015-09-24,578.5581665039062
2015-09-25,602.49853515625
2015-09-28,585.0419921875
2015-09-29,568.5829467773438
2015-09-30,586.5382690429688
2015-10-01,578.5581665039062
2015-10-02,569.5805053710938
2015-10-05,583.0469970703125
2015-10-06,585.0419921875
2015-10-07,552.1240844726562
2015-10-08,557.6103515625
2015-10-09,561.1017456054688
2015-10-12,568.5829467773438
2015-10-13,575.0668334960938
2015-10-14,575.0668334960938
2015-10-15,585.0419921875
2015-10-16,595.0171508789062
2015-10-19,601.9996948242188
2015-10-20,590.5282592773438
2015-10-21,592.024658203125
2015-10-22,587.0369262695312
2015-10-23,597.0120849609375
2015-10-26,606.4884643554688
2015-10-27,608.9822998046875
2015-10-28,608.9822998046875
2015-10-29,596.0147094726562
2015-10-30,581.0518798828125
2015-11-02,586.0394287109375
2015-11-03,582.04931640625
2015-11-04,578.0592651367188
2015-11-05,579.0569458007812
2015-11-06,600.5034790039062
2015-11-09,594.5183715820312
2015-11-10,604.9923095703125
2015-11-11,612.9723510742188
2015-11-12,594.5183715820312
2015-11-13,591.0270385742188
2015-11-16,574.5680541992188
2015-11-17,590.029541015625
2015-11-18,571.575439453125
2015-11-19,581.0518798828125
2015-11-20,575.5655517578125
2015-11-23,566.587890625
2015-11-24,548.1339721679688
2015-11-25,550.1289672851562
2015-11-26,565.5904541015625
2015-11-27,563.5953979492188
2015-11-30,565.5904541015625
2015-12-01,575.0668334960938
2015-12-02,585.0419921875
2015-12-03,573.570556640625
2015-12-04,582.5481567382812
2015-12-07,585.6410522460938
2015-12-08,582.1490478515625
2015-12-09,574.167724609375
2015-12-10,571.67333984375
2015-12-11,565.1884155273438
2015-12-14,564.1907958984375
2015-12-15,582.1490478515625
2015-12-16,583.6456909179688
2015-12-17,597.1143188476562
2015-12-18,587.137451171875
2015-12-21,590.62939453125
2015-12-22,591.1282958984375
2015-12-23,596.1168212890625
2015-12-24,601.6039428710938
2015-12-29,608.0889282226562
2015-12-30,612.5784301757812
2015-12-31,609.0865478515625
2016-01-04,594.6202392578125
2016-01-05,609.5855102539062
2016-01-06,605.095947265625
2016-01-07,588.634033203125
2016-01-08,589.1328735351562
2016-01-11,588.1353149414062
2016-01-12,597.1143188476562
2016-01-13,588.1353149414062
2016-01-14,562.6942138671875
2016-01-15,549.7243041992188
2016-01-18,544.237060546875
2016-01-19,560.2000732421875
2016-01-20,543.2394409179688
2016-01-21,550.7220458984375
2016-01-22,557.705810546875
2016-01-25,560.6988525390625
2016-01-26,559.7012329101562
2016-01-27,551.2208251953125
2016-01-28,524.2832641601562
2016-01-29,538.2509155273438
2016-02-01,553.715087890625
2016-02-02,539.74755859375
2016-02-03,522.2881469726562
2016-02-04,513.308837890625
2016-02-05,505.3273620605469
2016-02-08,474.1995849609375
2016-02-09,482.48040771484375
2016-02-10,505.8262023925781
2016-02-11,477.3922119140625
2016-02-12,478.6891784667969
2016-02-15,503.33203125
2016-02-16,516.80078125
2016-02-17,526.7776489257812
2016-02-18,540.2462768554688
2016-02-19,544.237060546875
2016-02-22,537.2532348632812
2016-02-23,549.2254028320312
2016-02-24,529.2718505859375
2016-02-25,557.2068481445312
2016-02-26,539.74755859375
2016-02-29,547.7290649414062
2016-03-01,554.2138061523438
2016-03-02,544.237060546875
2016-03-03,531.7659912109375
2016-03-04,543.73828125
2016-03-07,538.7496948242188
2016-03-08,530.768310546875
2016-03-09,533.7613525390625
2016-03-10,525.7799682617188
2016-03-11,539.74755859375
2016-03-14,540.2462768554688
2016-03-15,541.244140625
2016-03-16,553.715087890625
2016-03-17,549.7243041992188
2016-03-18,563.6919555664062
2016-03-21,556.7081909179688
2016-03-22,548.2279052734375
2016-03-23,553.2162475585938
2016-03-24,540.7451782226562
2016-03-29,550.22314453125
2016-03-30,554.712890625
2016-03-31,552.2186279296875
2016-04-01,550.7220458984375
2016-04-04,555.2117309570312
2016-04-05,547.7290649414062
2016-04-06,533.7613525390625
2016-04-07,526.2787475585938
2016-04-08,526.2787475585938
2016-04-11,531.2671508789062
2016-04-12,530.2695922851562
2016-04-13,538.2509155273438
2016-04-14,542.2417602539062
2016-04-15,532.7637329101562
2016-04-18,534.26025390625
2016-04-19,530.2695922851562
2016-04-20,532.7637329101562
2016-04-21,526.7776489257812
2016-04-22,525.281005859375
2016-04-25,526.2787475585938
2016-04-26,534.26025390625
2016-04-27,553.715087890625
2016-04-28,549.7243041992188
2016-04-29,523.7846069335938
2016-05-03,508.8193359375
2016-05-04,511.3134765625
2016-05-05,508.8193359375
2016-05-06,506.8238830566406
2016-05-09,512.31103515625
2016-05-10,517.299560546875
2016-05-11,517.299560546875
2016-05-12,514.3065185546875
2016-05-13,507.8216247558594
2016-05-16,509.8169860839844
2016-05-17,517.299560546875
2016-05-18,525.7799682617188
2016-05-19,513.8076171875
2016-05-20,515.3043212890625
2016-05-23,521.290283203125
2016-05-24,530.2695922851562
2016-05-25,549.7243041992188
2016-05-26,543.2394409179688
2016-05-27,542.7405395507812
2016-05-31,534.26025390625
2016-06-01,524.2832641601562
2016-06-02,530.768310546875
2016-06-03,528.7730712890625
2016-06-06,523.7846069335938
2016-06-07,520.2926025390625
2016-06-08,512.31103515625
2016-06-09,509.8169860839844
2016-06-10,493.2554016113281
2016-06-13,487.269287109375
2016-06-14,473.7007141113281
2016-06-15,474.0001220703125
2016-06-16,465.220458984375
2016-06-17,477.1926574707031
2016-06-20,505.8262023925781
2016-06-21,502.8331604003906
2016-06-22,508.3204040527344
2016-06-23,526.7776489257812
2016-06-24,408.0531311035156
2016-06-27,343.1038513183594
2016-06-28,356.3730163574219
2016-06-29,358.5685729980469
2016-06-30,369.24676513671875
2016-07-01,380.3241271972656
2016-07-04,374.2366027832031
2016-07-05,377.7294921875
2016-07-06,352.7803649902344
2016-07-07,360.8638916015625
2016-07-08,374.2366027832031
2016-07-11,389.4056701660156
2016-07-12,409.0655212402344
2016-07-13,407.2692565917969
2016-07-14,425.13275146484375
2016-07-15,421.24072265625
2016-07-18,429.42401123046875
2016-07-19,422.6378479003906
2016-07-20,419.843505859375
2016-07-21,404.7742919921875
2016-07-22,405.0736083984375
2016-07-25,402.5787658691406
2016-07-26,398.9861145019531
2016-07-27,415.55230712890625
2016-07-28,408.4667663574219
2016-07-29,405.1734924316406
2016-08-01,399.78448486328125
2016-08-02,391.4015808105469
2016-08-03,387.40972900390625
2016-08-04,389.4056701660156
2016-08-05,394.89447021484375
2016-08-08,399.0859069824219
2016-08-09,406.3710632324219
2016-08-10,401.6805725097656
2016-08-11,397.5890197753906
2016-08-12,406.77020263671875
2016-08-15,401.97998046875
2016-08-16,393.497314453125
2016-08-17,384.4158630371094
2016-08-18,388.30792236328125
2016-08-19,384.1164245605469
2016-08-22,389.30584716796875
2016-08-23,392.4993591308594
2016-08-24,400.88226318359375
2016-08-25,393.497314453125
2016-08-26,391.2020263671875
2016-08-30,392.0003356933594
2016-08-31,382.2203063964844
2016-09-01,389.30584716796875
2016-09-02,392.0003356933594
2016-09-05,391.5013427734375
2016-09-06,398.0879211425781
2016-09-07,405.1734924316406
2016-09-08,421.24072265625
2016-09-09,420.4422912597656
2016-09-12,416.2508544921875
2016-09-13,418.8456115722656
2016-09-14,413.5563659667969
2016-09-15,418.1470031738281
2016-09-16,418.0472106933594
2016-09-19,414.9534912109375
2016-09-20,400.18365478515625
2016-09-21,402.1795654296875
2016-09-22,407.2692565917969
2016-09-23,404.973876953125
2016-09-26,393.6969299316406
2016-09-27,393.9962463378906
2016-09-28,398.1877746582031
2016-09-29,393.6969299316406
2016-09-30,397.98809814453125
2016-10-03,396.092041015625
2016-10-04,392.8985900878906
2016-10-05,395.9921875
2016-10-06,380.52374267578125
2016-10-07,364.0573425292969
2016-10-10,361.9616394042969
2016-10-11,375.33441162109375
2016-10-12,378.6275634765625
2016-10-13,370.7436828613281
2016-10-14,378.6275634765625
2016-10-17,376.73150634765625
2016-10-18,385.9128112792969
2016-10-19,392.29974365234375
2016-10-20,400.08392333984375
2016-10-21,398.8863220214844
2016-10-24,403.9758605957031
2016-10-25,400.98199462890625
2016-10-26,421.8395080566406
2016-10-27,412.6581726074219
2016-10-28,437.10833740234375
2016-10-31,433.515625
2016-11-01,442.1979675292969
2016-11-02,440.50140380859375
2016-11-03,449.8822937011719
2016-11-04,433.8150634765625
2016-11-07,444.3934326171875
2016-11-08,439.90264892578125
2016-11-09,440.8008117675781
2016-11-10,433.515625
2016-11-11,439.70306396484375
2016-11-14,439.8028259277344
2016-11-15,452.87615966796875
2016-11-16,443.2957763671875
2016-11-17,446.0899963378906
2016-11-18,445.0920715332031
2016-11-21,442.3974914550781
2016-11-22,452.7763977050781
2016-11-23,449.6827087402344
2016-11-24,439.6032409667969
2016-11-25,439.20404052734375
2016-11-28,436.0105285644531
2016-11-29,443.5950927734375
2016-11-30,432.61749267578125
2016-12-01,421.64703369140625
2016-12-02,415.258544921875
2016-12-05,413.26202392578125
2016-12-06,414.1604309082031
2016-12-07,433.9252014160156
2016-12-08,447.7005310058594
2016-12-09,440.6132507324219
2016-12-12,431.7291259765625
2016-12-13,445.7041320800781
2016-12-14,433.1265563964844
2016-12-15,449.8966979980469
2016-12-16,458.9804382324219
2016-12-19,453.8895568847656
2016-12-20,451.5936279296875
2016-12-21,449.59716796875
2016-12-22,450.0962829589844
2016-12-23,456.38507080078125
2016-12-28,443.8075256347656
2016-12-29,442.5098571777344
2016-12-30,440.1141052246094
2017-01-03,444.3066101074219
2017-01-04,448.29949951171875
2017-01-05,467.165771484375
2017-01-06,465.7683410644531
2017-01-09,466.3672790527344
2017-01-10,477.9465026855469
2017-01-11,480.2424621582031
2017-01-12,478.3458557128906
2017-01-13,487.82891845703125
2017-01-16,481.0410461425781
2017-01-17,490.6239013671875
2017-01-18,488.9269104003906
2017-01-19,489.52587890625
2017-01-20,492.5204772949219
2017-01-23,490.22467041015625
2017-01-24,488.0285339355469
2017-01-25,495.9144592285156
2017-01-26,490.324462890625
2017-01-27,497.01251220703125
2017-01-30,484.5347595214844
2017-01-31,475.8503112792969
2017-02-01,485.7326965332031
2017-02-02,482.538330078125
2017-02-03,483.8360290527344
2017-02-06,473.4545593261719
2017-02-07,471.7575988769531
2017-02-08,479.44390869140625
2017-02-09,488.3280334472656
2017-02-10,486.13189697265625
2017-02-13,493.4189147949219
2017-02-14,502.1034240722656
2017-02-15,502.60247802734375
2017-02-16,505.59716796875
2017-02-17,512.0856323242188
2017-02-20,509.59002685546875
2017-02-21,509.59002685546875
2017-02-22,505.59716796875
2017-02-23,503.60076904296875
2017-02-24,526.0606079101562
2017-02-27,523.06591796875
2017-02-28,536.0428466796875
2017-03-01,549.01953125
2017-03-02,542.5313110351562
2017-03-03,542.5313110351562
2017-03-06,547.5222778320312
2017-03-07,543.0303344726562
2017-03-08,547.023193359375
2017-03-09,569.9822387695312
2017-03-10,565.4902954101562
2017-03-13,563.992919921875
2017-03-14,555.0089111328125
2017-03-15,560.4990844726562
2017-03-16,569.9822387695312
2017-03-17,567.4866333007812
2017-03-20,563.992919921875
2017-03-21,559.5009155273438
2017-03-22,544.028564453125
2017-03-23,545.5260009765625
2017-03-24,548.5205078125
2017-03-27,532.5491333007812
2017-03-28,534.04638671875
2017-03-29,529.554443359375
2017-03-30,525.0624389648438
2017-03-31,528.05712890625
2017-04-03,526.0606079101562
2017-04-04,523.06591796875
2017-04-05,522.5668334960938
2017-04-06,524.5632934570312
2017-04-07,522.5668334960938
2017-04-10,527.557861328125
2017-04-11,538.0392456054688
2017-04-12,534.04638671875
2017-04-13,539.0375366210938
2017-04-18,527.557861328125
2017-04-19,541.5330200195312
2017-04-20,544.527587890625
2017-04-21,541.033935546875
2017-04-24,567.9857788085938
2017-04-25,560.9982299804688
2017-04-26,561.9964599609375
2017-04-27,547.5222778320312
2017-04-28,559.0018920898438
2017-05-02,558.5027465820312
2017-05-03,554.5098876953125
2017-05-04,570.9804077148438
2017-05-05,602.42431640625
2017-05-08,605.9180297851562
2017-05-09,608.41357421875
2017-05-10,607.4154052734375
2017-05-11,596.93408203125
2017-05-12,597.9323120117188
2017-05-15,598.9306030273438
2017-05-16,595.4367065429688
2017-05-17,590.94482421875
2017-05-18,589.447509765625
2017-05-19,594.9376220703125
2017-05-22,596.93408203125
2017-05-23,599.9287109375
2017-05-24,605.9180297851562
2017-05-25,614.9019165039062
2017-05-26,612.905517578125
2017-05-30,604.4207153320312
2017-05-31,602.9234008789062
2017-06-01,600.9269409179688
2017-06-02,606.4171752929688
2017-06-05,590.94482421875
2017-06-06,586.4528198242188
2017-06-07,589.447509765625
2017-06-08,592.442138671875
2017-06-09,583.9572143554688
2017-06-12,587.4509887695312
2017-06-13,600.9269409179688
2017-06-14,603.4225463867188
2017-06-15,582.9590454101562
2017-06-16,587.4509887695312
2017-06-19,594.9376220703125
2017-06-20,589.9465942382812
2017-06-21,601.426025390625
2017-06-22,594.9376220703125
2017-06-23,597.4331665039062
2017-06-26,610.3500366210938
2017-06-27,614.89990234375
2017-06-28,628.8770141601562
2017-06-29,606.5374755859375
2017-06-30,609.0335083007812
2017-07-03,606.038330078125
2017-07-04,611.0303955078125
2017-07-05,608.0350952148438
2017-07-06,614.5248413085938
2017-07-07,627.0050659179688
2017-07-10,632.496337890625
2017-07-11,623.0114135742188
2017-07-12,621.513671875
2017-07-13,623.0114135742188
2017-07-14,625.5073852539062
2017-07-17,622.5122680664062
2017-07-18,620.01611328125
2017-07-19,618.019287109375
2017-07-20,594.057373046875
2017-07-21,589.0652465820312
2017-07-24,584.5723876953125
2017-07-25,584.5723876953125
2017-07-26,590.5628662109375
2017-07-27,593.0587768554688
2017-07-28,592.5596923828125
2017-07-31,577.084228515625
2017-08-01,596.5533447265625
2017-08-02,595.554931640625
2017-08-03,606.5374755859375
2017-08-04,616.5216674804688
2017-08-07,620.5153198242188
2017-08-08,624.0098266601562
2017-08-09,613.027099609375
2017-08-10,610.5311889648438
2017-08-11,602.5438842773438
2017-08-14,612.02880859375
2017-08-15,630.000244140625
2017-08-16,629.5010375976562
2017-08-17,623.0114135742188
2017-08-18,610.5311889648438
2017-08-21,615.5232543945312
2017-08-22,613.5263671875
2017-08-23,611.0303955078125
2017-08-24,617.0208740234375
2017-08-25,615.5232543945312
2017-08-29,608.5343017578125
2017-08-30,600.0477905273438
2017-08-31,610.5311889648438
2017-09-01,616.0224609375
2017-09-04,602.5438842773438
2017-09-05,594.057373046875
2017-09-06,588.5659790039062
2017-09-07,589.564453125
2017-09-08,592.5596923828125
2017-09-11,606.5374755859375
2017-09-12,597.5516967773438
2017-09-13,600.0477905273438
2017-09-14,594.5564575195312
2017-09-15,590.5628662109375
2017-09-18,590.063720703125
2017-09-19,605.5391235351562
2017-09-20,595.554931640625
2017-09-21,585.071533203125
2017-09-22,587.0684204101562
