Date,ITV.L
2018-10-25,144.7545166015625
2018-10-26,142.76065063476562
2018-10-29,145.5520782470703
2018-10-30,146.050537109375
2018-10-31,148.49302673339844
2018-11-01,153.47767639160156
2018-11-02,155.27215576171875
2018-11-05,154.32504272460938
2018-11-06,153.7767333984375
2018-11-07,149.539794921875
2018-11-08,150.93548583984375
2018-11-09,150.1379852294922
2018-11-12,149.3404083251953
2018-11-13,150.08811950683594
2018-11-14,158.262939453125
2018-11-15,148.941650390625
2018-11-16,146.34962463378906
2018-11-19,145.6517791748047
2018-11-20,145.9010009765625
2018-11-21,149.63951110839844
2018-11-22,148.54286193847656
2018-11-23,149.7391815185547
2018-11-26,152.92938232421875
2018-11-27,151.4838104248047
2018-11-28,149.98843383789062
2018-11-29,149.93858337402344
2018-11-30,144.7545166015625
2018-12-03,143.15945434570312
2018-12-04,136.2805938720703
2018-12-05,137.92555236816406
2018-12-06,130.9968719482422
2018-12-07,130.947021484375
2018-12-10,125.6134262084961
2018-12-11,128.50453186035156
2018-12-12,130.947021484375
2018-12-13,129.60118103027344
2018-12-14,129.45164489746094
2018-12-17,129.60118103027344
2018-12-18,127.20852661132812
2018-12-19,127.40791320800781
2018-12-20,124.76603698730469
2018-12-21,125.01526641845703
2018-12-24,125.06511688232422
2018-12-27,122.47308349609375
2018-12-28,124.41712188720703
2018-12-31,124.46697235107422
2019-01-02,124.56665802001953
2019-01-03,125.01526641845703
2019-01-04,126.11190032958984
2019-01-07,125.71311950683594
2019-01-08,130.9968719482422
2019-01-09,137.42706298828125
2019-01-10,136.92861938476562
2019-01-11,138.47384643554688
2019-01-14,137.2775421142578
2019-01-15,136.87875366210938
2019-01-16,136.8289337158203
2019-01-17,128.7039031982422
2019-01-18,132.24301147460938
2019-01-21,133.28981018066406
2019-01-22,132.14334106445312
2019-01-23,132.691650390625
2019-01-24,133.28981018066406
2019-01-25,131.59503173828125
2019-01-28,127.95623779296875
2019-01-29,131.54519653320312
2019-01-30,132.7913360595703
2019-01-31,128.90330505371094
2019-02-01,131.34579467773438
2019-02-04,130.7974853515625
2019-02-05,133.3396453857422
2019-02-06,132.44244384765625
2019-02-07,128.75376892089844
2019-02-08,130.2491455078125
2019-02-11,131.59503173828125
2019-02-12,131.54519653320312
2019-02-13,133.23995971679688
2019-02-14,134.33657836914062
2019-02-15,132.691650390625
2019-02-18,132.64181518554688
2019-02-19,131.89410400390625
2019-02-20,134.53598022460938
2019-02-21,132.89105224609375
2019-02-22,133.53903198242188
2019-02-25,131.89410400390625
2019-02-26,130.8971710205078
2019-02-27,126.8595962524414
2019-02-28,130.69776916503906
2019-03-01,135.73228454589844
2019-03-04,137.07814025878906
2019-03-05,133.83811950683594
2019-03-06,133.9378204345703
2019-03-07,131.09654235839844
2019-03-08,131.1464385986328
2019-03-11,129.8503875732422
2019-03-12,131.9439697265625
2019-03-13,130.9968719482422
2019-03-14,134.9347686767578
2019-03-15,135.13412475585938
2019-03-18,135.28367614746094
2019-03-19,136.9784393310547
2019-03-20,133.0406036376953
2019-03-21,131.6947479248047
2019-03-22,129.65101623535156
2019-03-25,126.51066589355469
2019-03-26,126.36113739013672
2019-03-27,125.06511688232422
2019-03-28,125.4638900756836
2019-03-29,126.7100601196289
2019-04-01,128.1057586669922
2019-04-02,129.9999542236328
2019-04-03,132.7913360595703
2019-04-04,132.7913360595703
2019-04-05,133.98765563964844
2019-04-08,133.0904083251953
2019-04-09,136.08119201660156
2019-04-10,134.9845733642578
2019-04-11,130.8995361328125
2019-04-12,130.5006103515625
2019-04-15,131.99661254882812
2019-04-16,133.7917938232422
2019-04-17,137.43203735351562
2019-04-18,139.9253692626953
