Date,TEJASNET.NS
2017-06-27,260.66326904296875
2017-06-28,266.4502868652344
2017-06-29,272.484619140625
2017-06-30,299.243408203125
2017-07-03,299.4906921386719
2017-07-04,301.46917724609375
2017-07-05,298.2541809082031
2017-07-06,315.0711364746094
2017-07-07,343.115966796875
2017-07-10,363.34576416015625
2017-07-11,339.6041564941406
2017-07-12,336.0429382324219
2017-07-13,327.73333740234375
2017-07-14,308.7895202636719
2017-07-17,323.3312683105469
2017-07-18,324.172119140625
2017-07-19,345.4406433105469
2017-07-20,346.9739685058594
2017-07-21,344.5503234863281
2017-07-24,335.5483093261719
2017-07-25,332.08599853515625
2017-07-26,325.507568359375
2017-07-27,323.6280212402344
2017-07-28,330.55267333984375
2017-07-31,333.12469482421875
2017-08-01,327.5849609375
2017-08-02,327.337646484375
2017-08-03,336.5870056152344
2017-08-04,345.88580322265625
2017-08-07,333.91607666015625
2017-08-08,328.8710021972656
2017-08-09,321.5506286621094
2017-08-10,314.72491455078125
2017-08-11,327.2387390136719
2017-08-14,322.0947265625
2017-08-16,323.28179931640625
2017-08-17,339.1590270996094
2017-08-18,330.55267333984375
2017-08-21,323.5290832519531
2017-08-22,323.8753356933594
2017-08-23,322.3914794921875
2017-08-24,326.2000427246094
2017-08-28,327.0408935546875
2017-08-29,327.5355224609375
2017-08-30,336.6364440917969
2017-08-31,344.6492614746094
2017-09-01,338.0213928222656
2017-09-04,334.1139221191406
2017-09-05,335.69671630859375
2017-09-06,331.0967712402344
2017-09-07,327.8817443847656
2017-09-08,333.8666076660156
2017-09-11,343.4127197265625
2017-09-12,344.6492614746094
2017-09-13,336.6859130859375
2017-09-14,335.3504638671875
2017-09-15,338.21923828125
2017-09-18,332.33331298828125
2017-09-19,331.6902770996094
2017-09-20,326.89251708984375
2017-09-21,323.8258972167969
2017-09-22,313.3894348144531
2017-09-25,299.5401916503906
2017-09-26,318.3851013183594
2017-09-27,306.563720703125
2017-09-28,297.26495361328125
2017-09-29,293.40692138671875
2017-10-03,288.5596923828125
2017-10-04,302.6067810058594
2017-10-05,305.7723693847656
2017-10-06,301.2218933105469
2017-10-09,298.9466552734375
2017-10-10,302.45843505859375
2017-10-11,295.9294738769531
2017-10-12,294.3466796875
2017-10-13,292.0714416503906
2017-10-16,299.7874450683594
2017-10-17,301.073486328125
2017-10-18,299.88641357421875
2017-10-19,298.4520263671875
2017-10-23,301.17242431640625
2017-10-24,304.58526611328125
2017-10-25,317.3958435058594
2017-10-26,322.9850158691406
2017-10-27,321.2538757324219
2017-10-30,319.028076171875
2017-10-31,322.6387939453125
2017-11-01,370.51776123046875
2017-11-02,379.2724609375
2017-11-03,376.848876953125
2017-11-06,367.0553894042969
2017-11-07,363.1479797363281
2017-11-08,354.8878173828125
2017-11-09,356.1243896484375
2017-11-10,380.5090026855469
2017-11-13,392.1820068359375
2017-11-14,388.3239440917969
2017-11-15,387.334716796875
2017-11-16,408.4054260253906
2017-11-17,407.762451171875
2017-11-20,401.2829284667969
2017-11-21,396.28729248046875
2017-11-22,393.6163635253906
2017-11-23,400.34320068359375
2017-11-24,391.58843994140625
2017-11-27,397.8700866699219
2017-11-28,403.01409912109375
2017-11-29,398.9582214355469
2017-11-30,416.1214294433594
2017-12-01,399.7991027832031
2017-12-04,395.6443176269531
2017-12-05,395.4958801269531
2017-12-06,388.8680419921875
2017-12-07,395.4464416503906
2017-12-08,392.1820068359375
2017-12-11,395.6443176269531
2017-12-12,393.1217346191406
2017-12-13,383.0810241699219
2017-12-14,390.6981506347656
2017-12-15,389.90673828125
2017-12-18,385.6530456542969
2017-12-19,385.4551696777344
2017-12-20,393.41851806640625
2017-12-21,383.7240295410156
2017-12-22,385.5541076660156
2017-12-26,384.81219482421875
2017-12-27,381.94342041015625
2017-12-28,383.82293701171875
2017-12-29,391.1432800292969
2018-01-01,419.2375183105469
2018-01-02,411.37310791015625
2018-01-03,413.15374755859375
2018-01-04,418.34722900390625
2018-01-05,430.1686096191406
2018-01-08,421.95794677734375
2018-01-09,440.5060729980469
2018-01-10,437.1426696777344
2018-01-11,433.9771423339844
2018-01-12,430.1191101074219
2018-01-15,434.7190856933594
2018-01-16,424.6288757324219
2018-01-17,420.2267761230469
2018-01-18,426.8546447753906
2018-01-19,399.89801025390625
2018-01-22,387.08740234375
2018-01-23,387.18634033203125
2018-01-24,396.0894775390625
2018-01-25,396.9797668457031
2018-01-29,394.75396728515625
2018-01-30,386.88958740234375
2018-01-31,374.5736083984375
2018-02-01,394.803466796875
2018-02-02,380.26171875
2018-02-05,379.025146484375
2018-02-06,366.41241455078125
2018-02-07,371.45751953125
2018-02-08,367.0059509277344
2018-02-09,358.9437255859375
2018-02-12,370.27044677734375
2018-02-14,359.240478515625
2018-02-15,347.96319580078125
2018-02-16,345.14385986328125
2018-02-19,342.22564697265625
2018-02-20,350.8814392089844
2018-02-21,346.5782775878906
2018-02-22,351.1781921386719
2018-02-23,350.4857482910156
2018-02-26,345.88580322265625
2018-02-27,343.0664978027344
2018-02-28,345.0449523925781
2018-03-01,341.97833251953125
2018-03-05,340.791259765625
2018-03-06,322.58935546875
2018-03-07,306.2174987792969
2018-03-08,328.5247497558594
2018-03-09,356.27276611328125
2018-03-12,349.1502990722656
2018-03-13,355.3330078125
2018-03-14,341.03857421875
2018-03-15,350.68359375
2018-03-16,352.6620788574219
2018-03-19,362.2081604003906
2018-03-20,361.0211181640625
2018-03-21,362.80169677734375
2018-03-22,360.8727111816406
2018-03-23,368.48980712890625
2018-03-26,367.6489562988281
2018-03-27,364.1866455078125
2018-03-28,361.71356201171875
2018-04-02,364.03826904296875
2018-04-03,353.00830078125
2018-04-04,342.3740234375
2018-04-05,353.7996826171875
2018-04-06,350.78253173828125
2018-04-09,337.9224853515625
2018-04-10,336.24078369140625
2018-04-11,339.4063415527344
2018-04-12,329.4150695800781
2018-04-13,336.48809814453125
2018-04-16,336.9332275390625
2018-04-17,333.12469482421875
2018-04-18,330.30535888671875
2018-04-19,328.326904296875
2018-04-20,335.301025390625
2018-04-23,344.1546630859375
2018-04-24,349.3975830078125
2018-04-25,325.3097229003906
2018-04-26,332.481689453125
2018-04-27,332.7289733886719
2018-04-30,332.481689453125
2018-05-02,332.0365295410156
2018-05-03,321.60009765625
2018-05-04,322.9355773925781
2018-05-07,322.6882629394531
2018-05-08,320.2646484375
2018-05-09,316.1593017578125
2018-05-10,311.2626037597656
2018-05-11,314.3786926269531
2018-05-14,308.98736572265625
2018-05-15,316.7033996582031
2018-05-16,309.7292785644531
2018-05-17,309.1357421875
2018-05-18,315.41741943359375
2018-05-21,307.1078186035156
2018-05-22,312.4991455078125
2018-05-23,310.9658508300781
2018-05-24,309.0863037109375
2018-05-25,316.5550231933594
2018-05-28,313.68621826171875
2018-05-29,307.80029296875
2018-05-30,309.8282165527344
2018-05-31,313.93353271484375
2018-06-01,313.6367492675781
2018-06-04,312.8453674316406
2018-06-05,308.1959533691406
2018-06-06,307.2067565917969
2018-06-07,316.25823974609375
2018-06-08,314.5765380859375
2018-06-11,311.90557861328125
2018-06-12,308.49273681640625
2018-06-13,309.77874755859375
2018-06-14,305.4755859375
2018-06-15,306.563720703125
2018-06-18,304.9315185546875
2018-06-19,305.0304260253906
2018-06-20,311.36151123046875
2018-06-21,308.9378967285156
2018-06-22,300.2326354980469
2018-06-25,296.1767883300781
2018-06-26,286.63067626953125
2018-06-27,271.7921447753906
2018-06-28,280.89312744140625
2018-06-29,290.1424560546875
2018-07-02,283.1683349609375
2018-07-03,290.3403015136719
2018-07-04,296.32513427734375
2018-07-05,286.2349853515625
2018-07-06,290.3403015136719
2018-07-09,283.56402587890625
2018-07-10,282.47589111328125
2018-07-11,273.6222229003906
2018-07-12,267.7362976074219
2018-07-13,259.37725830078125
2018-07-16,254.4805450439453
2018-07-17,261.3062744140625
2018-07-18,259.3277893066406
2018-07-19,260.8116455078125
2018-07-20,254.87623596191406
2018-07-23,257.7449951171875
2018-07-24,269.91259765625
2018-07-25,279.7554931640625
2018-07-26,283.2178039550781
2018-07-27,283.0694274902344
2018-07-30,284.7016296386719
2018-07-31,281.18988037109375
2018-08-01,274.809326171875
2018-08-02,270.9512939453125
2018-08-03,260.267578125
2018-08-06,251.0182342529297
2018-08-07,245.77528381347656
2018-08-08,263.6309509277344
2018-08-09,276.8372497558594
2018-08-10,281.3382873535156
2018-08-13,274.56201171875
2018-08-14,281.63507080078125
2018-08-16,279.8544006347656
2018-08-17,275.8974609375
2018-08-20,275.6007080078125
2018-08-21,265.90618896484375
2018-08-23,259.9707946777344
2018-08-24,256.9042053222656
2018-08-27,261.1578674316406
2018-08-28,263.23529052734375
2018-08-29,276.7383117675781
2018-08-30,273.8695373535156
2018-08-31,287.1252746582031
2018-09-03,280.94256591796875
2018-09-04,271.6437683105469
2018-09-05,268.23089599609375
2018-09-06,273.1770935058594
2018-09-07,315.0216979980469
2018-09-10,307.0089111328125
2018-09-11,301.41973876953125
2018-09-12,306.5142822265625
2018-09-14,299.63909912109375
2018-09-17,298.5509338378906
2018-09-18,288.4112548828125
2018-09-19,281.8328552246094
2018-09-21,273.078125
2018-09-24,263.77935791015625
2018-09-25,265.7083740234375
2018-09-26,279.4092712402344
2018-09-27,284.7016296386719
2018-09-28,256.7063293457031
2018-10-01,251.36447143554688
2018-10-03,252.79885864257812
2018-10-04,251.66122436523438
2018-10-05,247.35806274414062
2018-10-08,237.36679077148438
2018-10-09,254.4311065673828
2018-10-10,284.00921630859375
2018-10-11,270.5061340332031
2018-10-12,274.0179443359375
2018-10-15,270.8523864746094
2018-10-16,272.63299560546875
2018-10-17,262.4438781738281
2018-10-19,274.1168518066406
2018-10-22,262.8890686035156
2018-10-23,259.67401123046875
2018-10-24,231.82708740234375
2018-10-25,232.3217010498047
2018-10-26,234.99264526367188
2018-10-29,237.11949157714844
2018-10-30,247.40753173828125
2018-10-31,250.86985778808594
2018-11-01,253.5902557373047
2018-11-02,258.1407470703125
2018-11-05,255.865478515625
2018-11-06,256.4095764160156
2018-11-07,258.4375
2018-11-09,259.42669677734375
2018-11-12,257.6461181640625
2018-11-13,262.0976867675781
2018-11-14,260.267578125
2018-11-15,259.62457275390625
2018-11-16,257.29986572265625
2018-11-19,257.8934326171875
2018-11-20,244.9344482421875
2018-11-21,245.3795928955078
2018-11-22,241.32373046875
2018-11-26,237.66357421875
2018-11-27,232.71739196777344
2018-11-28,233.85501098632812
2018-11-29,224.40782165527344
2018-11-30,222.3304443359375
2018-12-03,218.472412109375
2018-12-04,219.56057739257812
2018-12-05,219.6100311279297
2018-12-06,216.19717407226562
2018-12-07,213.22947692871094
2018-12-10,208.13491821289062
2018-12-11,198.39096069335938
2018-12-12,194.7307891845703
2018-12-13,195.96734619140625
2018-12-14,198.14364624023438
2018-12-17,209.4703826904297
2018-12-18,215.40579223632812
2018-12-19,220.25303649902344
2018-12-20,213.7735595703125
2018-12-21,205.3650665283203
2018-12-24,198.93504333496094
2018-12-26,202.79306030273438
2018-12-27,207.4424591064453
2018-12-28,208.82737731933594
2018-12-31,205.2166748046875
2019-01-01,204.72206115722656
2019-01-02,202.9908905029297
2019-01-03,197.94581604003906
2019-01-04,198.29202270507812
2019-01-07,198.8855743408203
2019-01-08,211.34991455078125
2019-01-09,216.44448852539062
2019-01-10,218.7197265625
2019-01-11,217.9283447265625
2019-01-14,212.9326934814453
2019-01-15,213.57569885253906
2019-01-16,219.8573455810547
2019-01-17,219.90679931640625
2019-01-18,213.8724822998047
2019-01-21,213.6746368408203
2019-01-22,210.80584716796875
2019-01-23,210.7563934326172
2019-01-24,181.52450561523438
2019-01-25,184.88790893554688
2019-01-28,178.06219482421875
2019-01-29,177.419189453125
2019-01-30,175.19342041015625
2019-01-31,158.62374877929688
2019-02-01,158.92050170898438
2019-02-04,147.2969970703125
2019-02-05,142.9443817138672
2019-02-06,150.46255493164062
2019-02-07,152.1442413330078
2019-02-08,149.5227813720703
2019-02-11,147.7916259765625
2019-02-12,139.38311767578125
2019-02-14,135.82188415527344
2019-02-15,135.62403869628906
2019-02-18,116.13612365722656
2019-02-19,126.37469482421875
2019-02-20,151.64964294433594
2019-02-21,159.0688934326172
2019-02-22,162.87744140625
2019-02-25,157.58505249023438
2019-02-26,155.7549591064453
2019-02-27,150.2152557373047
2019-02-28,154.2216339111328
2019-03-01,162.82798767089844
2019-03-05,182.41481018066406
2019-03-06,186.5201416015625
2019-03-07,178.95249938964844
2019-03-08,169.15907287597656
2019-03-11,170.8407745361328
2019-03-12,179.10089111328125
2019-03-13,178.30950927734375
2019-03-14,176.72671508789062
2019-03-15,176.52886962890625
2019-03-18,175.6880340576172
2019-03-19,171.681640625
2019-03-20,165.94407653808594
2019-03-22,164.3118438720703
2019-03-25,158.92050170898438
2019-03-26,163.61936950683594
2019-03-27,168.26878356933594
2019-03-28,167.08169555664062
2019-04-01,169.2580108642578
2019-04-02,167.1806182861328
2019-04-03,166.58706665039062
2019-04-04,166.43869018554688
2019-04-05,168.12039184570312
2019-04-08,173.01708984375
2019-04-09,170.6429443359375
2019-04-10,181.42559814453125
2019-04-11,187.9050750732422
2019-04-12,181.82127380371094
2019-04-15,180.9804229736328
2019-04-16,185.4814453125
2019-04-18,186.8663787841797
2019-04-22,184.14598083496094
2019-04-23,180.5352783203125
2019-04-24,186.71800231933594
2019-04-25,184.14598083496094
2019-04-26,185.58038330078125
2019-04-30,187.95452880859375
2019-05-02,188.54808044433594
2019-05-03,189.93299865722656
2019-05-06,191.16954040527344
2019-05-07,183.0083770751953
2019-05-08,171.38485717773438
2019-05-09,173.4127960205078
2019-05-10,179.001953125
2019-05-13,180.9804229736328
2019-05-14,185.13522338867188
2019-05-15,188.9932403564453
2019-05-16,192.7523193359375
2019-05-17,193.0985565185547
2019-05-20,192.9996337890625
2019-05-21,195.57164001464844
2019-05-22,190.2297821044922
2019-05-23,189.48785400390625
2019-05-24,185.97607421875
2019-05-27,184.4427490234375
2019-05-28,173.51171875
2019-05-29,177.3202667236328
2019-05-30,185.53091430664062
2019-05-31,185.2836151123047
2019-06-03,180.93096923828125
2019-06-04,177.8643341064453
2019-06-06,170.09886169433594
2019-06-07,167.42791748046875
2019-06-10,164.11398315429688
2019-06-11,164.5591583251953
2019-06-12,168.07090759277344
2019-06-13,167.87307739257812
2019-06-14,164.90536499023438
2019-06-17,157.5355682373047
2019-06-18,159.11834716796875
2019-06-19,155.8538818359375
2019-06-20,150.95716857910156
2019-06-21,146.55506896972656
2019-06-24,143.2906036376953
2019-06-25,144.180908203125
2019-06-26,144.52716064453125
2019-06-27,143.58737182617188
2019-06-28,141.11428833007812
2019-07-01,137.84982299804688
2019-07-02,136.56381225585938
2019-07-03,136.11865234375
2019-07-04,138.78958129882812
2019-07-05,136.9100341796875
2019-07-08,131.8154754638672
2019-07-09,133.3488006591797
2019-07-10,130.67787170410156
2019-07-11,129.1940155029297
2019-07-12,130.38108825683594
2019-07-15,135.9702606201172
2019-07-16,137.20680236816406
2019-07-17,136.50930786132812
2019-07-18,132.8723907470703
2019-07-19,134.31719970703125
2019-07-22,130.28170776367188
2019-07-23,128.33868408203125
2019-07-24,128.43832397460938
2019-07-25,102.78055572509766
2019-07-26,83.9980697631836
2019-07-29,89.6278305053711
2019-07-30,82.40379333496094
2019-07-31,90.6242446899414
2019-08-01,90.17585754394531
2019-08-02,88.58159637451172
2019-08-05,83.35039520263672
2019-08-06,83.9980697631836
2019-08-07,88.7310562133789
2019-08-08,90.77371215820312
2019-08-09,89.97657775878906
2019-08-13,88.8805160522461
2019-08-14,89.42855072021484
2019-08-16,87.13677978515625
2019-08-19,87.13677978515625
2019-08-20,86.53893280029297
2019-08-21,85.34323120117188
2019-08-22,83.00165557861328
2019-08-23,81.90558624267578
2019-08-26,83.6493148803711
2019-08-27,83.69914245605469
2019-08-28,82.10487365722656
2019-08-29,79.56400299072266
2019-08-30,78.3683090209961
2019-09-03,77.32205963134766
2019-09-04,76.72421264648438
2019-09-05,78.16901397705078
2019-09-06,79.96257019042969
2019-09-09,81.55683898925781
2019-09-11,89.32891082763672
2019-09-12,97.7984619140625
2019-09-13,95.00849151611328
2019-09-16,91.81995391845703
2019-09-17,87.2364273071289
2019-09-18,85.74180603027344
2019-09-19,84.7453842163086
2019-09-20,80.5604248046875
2019-09-23,80.66006469726562
2019-09-24,82.3539810180664
2019-09-25,82.75254821777344
2019-09-26,83.15110778808594
2019-09-27,82.75254821777344
2019-09-30,83.05146789550781
2019-10-01,83.15110778808594
2019-10-03,82.25434112548828
2019-10-04,81.80594635009766
2019-10-07,83.1012954711914
2019-10-09,80.36114501953125
2019-10-10,80.21167755126953
2019-10-11,77.27224731445312
2019-10-14,77.77045440673828
2019-10-15,77.6209945678711
2019-10-16,76.92349243164062
2019-10-17,76.72421264648438
2019-10-18,80.26150512695312
2019-10-22,78.91632843017578
2019-10-23,77.42169952392578
2019-10-24,73.28657531738281
2019-10-25,72.73854064941406
2019-10-27,73.1371078491211
2019-10-29,72.93782043457031
2019-10-30,74.18334197998047
2019-10-31,74.28298950195312
2019-11-01,82.5034408569336
2019-11-04,80.06221008300781
2019-11-05,77.07295989990234
2019-11-06,79.3647232055664
2019-11-07,77.52135467529297
2019-11-08,75.42886352539062
2019-11-11,74.43244934082031
2019-11-13,73.23674774169922
2019-11-14,69.74928283691406
2019-11-15,67.20841217041016
2019-11-18,67.45751953125
2019-11-19,80.90916442871094
2019-11-20,97.0511474609375
2019-11-21,100.83753204345703
2019-11-22,93.56368255615234
2019-11-25,94.85902404785156
2019-11-26,104.32499694824219
2019-11-27,98.9941635131836
2019-11-28,99.44255828857422
2019-11-29,98.94434356689453
2019-12-02,99.39273071289062
2019-12-03,92.8661880493164
2019-12-04,90.82353210449219
2019-12-05,94.01206970214844
2019-12-06,92.31816101074219
2019-12-09,89.4783706665039
2019-12-10,85.99090576171875
2019-12-11,82.3539810180664
2019-12-12,79.91275024414062
2019-12-13,80.80952453613281
2019-12-16,80.70988464355469
2019-12-17,80.06221008300781
2019-12-18,79.01597595214844
2019-12-19,77.42169952392578
2019-12-20,78.01956176757812
2019-12-23,78.11920166015625
2019-12-24,77.8700942993164
2019-12-26,82.15469360351562
2019-12-27,79.91275024414062
2019-12-30,87.88409423828125
2019-12-31,94.70956420898438
2020-01-01,91.67048645019531
2020-01-02,92.01923370361328
2020-01-03,89.72747802734375
2020-01-06,84.59591674804688
2020-01-07,87.684814453125
2020-01-08,86.28982543945312
2020-01-09,94.90885162353516
2020-01-10,92.4676284790039
2020-01-13,92.01923370361328
2020-01-14,89.27908325195312
2020-01-15,92.21852111816406
2020-01-16,92.81636810302734
2020-01-17,91.3715591430664
2020-01-20,89.22926330566406
2020-01-21,89.97657775878906
2020-01-22,82.65290069580078
2020-01-23,84.14752960205078
2020-01-24,84.695556640625
2020-01-27,83.74896240234375
2020-01-28,84.79520416259766
2020-01-29,83.1012954711914
2020-01-30,80.90916442871094
2020-01-31,80.95899200439453
2020-02-03,74.68154907226562
2020-02-04,76.47510528564453
2020-02-05,76.97332000732422
2020-02-06,78.91632843017578
2020-02-07,78.81668853759766
2020-02-10,76.8736801147461
2020-02-11,75.67797088623047
2020-02-12,73.23674774169922
2020-02-13,71.14427185058594
2020-02-14,71.39337921142578
2020-02-17,68.25465393066406
2020-02-18,67.20841217041016
2020-02-19,67.20841217041016
2020-02-20,67.10877227783203
2020-02-24,63.970054626464844
2020-02-25,60.38294982910156
2020-02-26,56.895484924316406
2020-02-27,52.909812927246094
2020-02-28,46.183990478515625
2020-03-02,50.76751708984375
2020-03-03,52.909812927246094
2020-03-04,51.06644058227539
2020-03-05,49.42234802246094
2020-03-06,45.835243225097656
2020-03-09,41.65028762817383
2020-03-11,45.785423278808594
2020-03-12,42.49724578857422
2020-03-13,44.63954162597656
2020-03-16,41.30154037475586
2020-03-17,40.0560188293457
2020-03-18,37.31586837768555
2020-03-19,36.07034683227539
2020-03-20,37.465328216552734
2020-03-23,34.07750701904297
2020-03-24,32.03485107421875
2020-03-25,31.486820220947266
