Date,THERMAX.NS
2015-08-21,974.1262817382812
2015-08-24,871.3052368164062
2015-08-25,878.9232788085938
2015-08-26,889.7592163085938
2015-08-27,921.5565795898438
2015-08-28,932.48681640625
2015-08-31,899.0333251953125
2015-09-01,900.8788452148438
2015-09-02,919.42724609375
2015-09-03,925.1526489257812
2015-09-04,886.5888671875
2015-09-07,853.4192504882812
2015-09-08,853.0880737304688
2015-09-09,873.2926635742188
2015-09-10,848.1670532226562
2015-09-11,886.2576293945312
2015-09-14,865.6273193359375
2015-09-15,878.544921875
2015-09-16,874.191650390625
2015-09-18,855.5958862304688
2015-09-21,851.1953735351562
2015-09-22,850.9588623046875
2015-09-23,845.375244140625
2015-09-24,834.53955078125
2015-09-28,830.6594848632812
2015-09-29,814.4769287109375
2015-09-30,806.1016235351562
2015-10-01,794.65087890625
2015-10-05,804.5402221679688
2015-10-06,811.8270874023438
2015-10-07,818.2150268554688
2015-10-08,814.0037231445312
2015-10-09,812.063720703125
2015-10-12,811.6380004882812
2015-10-13,812.7261962890625
2015-10-14,805.1080932617188
2015-10-15,808.4203491210938
2015-10-16,791.4805908203125
2015-10-19,807.8524780273438
2015-10-20,827.2999877929688
2015-10-21,826.3536987304688
2015-10-23,819.7764892578125
2015-10-26,829.9971313476562
2015-10-27,843.340576171875
2015-10-28,801.2280883789062
2015-10-29,803.7357177734375
2015-10-30,804.7294921875
2015-11-02,811.1646728515625
2015-11-03,812.4421997070312
2015-11-04,813.3886108398438
2015-11-05,806.3383178710938
2015-11-06,802.6001586914062
2015-11-09,808.2783813476562
2015-11-10,801.2752685546875
2015-11-13,794.887451171875
2015-11-16,801.7958374023438
2015-11-17,803.2626953125
2015-11-18,805.9597778320312
2015-11-19,832.0317993164062
2015-11-20,834.397705078125
2015-11-23,815.8965454101562
2015-11-24,809.7925415039062
2015-11-26,812.7736206054688
2015-11-27,821.1014404296875
2015-11-30,824.082275390625
2015-12-01,817.1741333007812
2015-12-02,808.7041015625
2015-12-03,809.7451782226562
2015-12-04,837.7572021484375
2015-12-07,850.2962646484375
2015-12-08,851.952392578125
2015-12-09,847.7884521484375
2015-12-10,857.3466796875
2015-12-11,847.7884521484375
2015-12-14,843.4825439453125
2015-12-15,844.4762573242188
2015-12-16,856.9207763671875
2015-12-17,870.6428833007812
2015-12-18,868.2769775390625
2015-12-21,892.3143920898438
2015-12-22,886.8255004882812
2015-12-23,909.3958740234375
2015-12-24,894.9641723632812
2015-12-28,890.9894409179688
2015-12-29,872.3936157226562
2015-12-30,863.072021484375
2015-12-31,855.9271240234375
2016-01-01,837.6151123046875
2016-01-04,835.6279296875
2016-01-05,834.397705078125
2016-01-06,822.094970703125
2016-01-07,827.2528076171875
2016-01-08,836.2429809570312
2016-01-11,851.6685180664062
2016-01-12,848.1670532226562
2016-01-13,847.2207641601562
2016-01-14,847.6937866210938
2016-01-15,818.3096923828125
2016-01-18,794.887451171875
2016-01-19,805.72314453125
2016-01-20,810.4549560546875
2016-01-21,801.0386962890625
2016-01-22,793.8464965820312
2016-01-25,794.8402099609375
2016-01-27,806.8588256835938
2016-01-28,790.9600830078125
2016-01-29,793.5153198242188
2016-02-01,769.9037475585938
2016-02-02,755.6138916015625
2016-02-03,751.5918579101562
2016-02-04,753.5792236328125
2016-02-05,752.6802368164062
2016-02-08,757.2700805664062
2016-02-09,757.3173828125
2016-02-10,741.134765625
2016-02-11,717.90185546875
2016-02-12,712.0345458984375
2016-02-15,728.690185546875
2016-02-16,713.0755004882812
2016-02-17,734.6995239257812
2016-02-18,756.6549072265625
2016-02-19,736.0245361328125
2016-02-22,717.570556640625
2016-02-23,714.7315063476562
2016-02-24,711.4666748046875
2016-02-25,704.3689575195312
2016-02-26,700.3943481445312
2016-02-29,710.8987426757812
2016-03-01,720.0311279296875
2016-03-02,718.658935546875
2016-03-03,723.95849609375
2016-03-04,720.0785522460938
2016-03-08,717.1447143554688
2016-03-09,711.0407104492188
2016-03-10,717.0028686523438
2016-03-11,714.542236328125
2016-03-14,721.5453491210938
2016-03-15,714.2583618164062
2016-03-16,721.166748046875
2016-03-17,728.9267578125
2016-03-18,735.5985717773438
2016-03-21,735.1727905273438
2016-03-22,735.6459350585938
2016-03-23,718.5169677734375
2016-03-28,700.1103515625
2016-03-29,680.8995361328125
2016-03-30,710.1417846679688
2016-03-31,717.8072509765625
2016-04-01,717.0028686523438
2016-04-04,736.8287353515625
2016-04-05,711.0407104492188
2016-04-06,704.8421630859375
2016-04-07,715.4885864257812
2016-04-08,704.4163208007812
2016-04-11,705.930419921875
2016-04-12,706.8768920898438
2016-04-13,717.38134765625
2016-04-18,723.248779296875
2016-04-20,740.6142578125
2016-04-21,742.885498046875
2016-04-22,736.8287353515625
2016-04-25,726.9867553710938
2016-04-26,725.188720703125
2016-04-27,734.8887939453125
2016-04-28,734.8887939453125
2016-04-29,730.5355834960938
2016-05-02,717.7125244140625
2016-05-03,713.0281372070312
2016-05-04,693.0601196289062
2016-05-05,704.1796875
2016-05-06,699.5899047851562
2016-05-09,712.8388671875
2016-05-10,719.2740478515625
2016-05-11,709.7632446289062
2016-05-12,726.89208984375
2016-05-13,716.766357421875
2016-05-16,710.4730834960938
2016-05-17,705.9779052734375
2016-05-18,691.4512939453125
2016-05-19,689.60595703125
2016-05-20,667.8872680664062
2016-05-23,667.4140625
2016-05-24,671.8618774414062
2016-05-25,672.4296875
2016-05-26,702.712890625
2016-05-27,711.5139770507812
2016-05-30,700.9147338867188
2016-05-31,692.3029174804688
2016-06-01,710.7568359375
2016-06-02,717.2867431640625
2016-06-03,720.598876953125
2016-06-06,721.8765258789062
2016-06-07,760.9134521484375
2016-06-08,753.6738891601562
2016-06-09,748.1849975585938
2016-06-10,756.8441772460938
2016-06-13,768.8154907226562
2016-06-14,757.4592895507812
2016-06-15,757.79052734375
2016-06-16,757.2700805664062
2016-06-17,763.3265991210938
2016-06-20,759.5413208007812
2016-06-21,763.2320556640625
2016-06-22,759.7305908203125
2016-06-23,764.8880615234375
2016-06-24,757.6958618164062
2016-06-27,753.5318603515625
2016-06-28,766.9700317382812
2016-06-29,777.0960693359375
2016-06-30,781.5438842773438
2016-07-01,808.4676513671875
2016-07-04,812.7736206054688
2016-07-05,805.72314453125
2016-07-07,845.7066040039062
2016-07-08,850.2962646484375
2016-07-11,854.27099609375
2016-07-12,846.7947998046875
2016-07-13,856.25830078125
2016-07-14,867.1414184570312
2016-07-15,860.7536010742188
2016-07-18,863.072021484375
2016-07-19,858.7662353515625
2016-07-20,869.5072631835938
2016-07-21,859.097412109375
2016-07-22,854.5548095703125
2016-07-25,859.3339233398438
2016-07-26,842.015869140625
2016-07-27,838.8455200195312
2016-07-28,841.7515258789062
2016-07-29,838.7501831054688
2016-08-01,829.7939453125
2016-08-02,815.2160034179688
2016-08-03,814.977783203125
2016-08-04,805.6403198242188
2016-08-05,823.7911376953125
