Date,LIN
2015-08-03,94.68592071533203
2015-08-04,94.48594665527344
2015-08-05,94.48594665527344
2015-08-06,94.44428253173828
2015-08-07,94.28594970703125
2015-08-10,96.21916198730469
2015-08-11,94.97758483886719
2015-08-12,94.53594970703125
2015-08-13,94.7192611694336
2015-08-14,94.98590087890625
2015-08-17,94.99421691894531
2015-08-18,94.58595275878906
2015-08-19,93.67766571044922
2015-08-20,93.0360336303711
2015-08-21,90.50282287597656
2015-08-24,87.79466247558594
2015-08-25,85.82811737060547
2015-08-26,86.70306396484375
2015-08-27,87.65302276611328
2015-08-28,88.48628997802734
2015-08-31,88.11965942382812
2015-09-01,85.3115005493164
2015-09-02,85.78644561767578
2015-09-03,86.436767578125
2015-09-04,85.11937713623047
2015-09-08,87.49404907226562
2015-09-09,87.51924133300781
2015-09-10,88.26604461669922
2015-09-11,87.9135971069336
2015-09-14,87.61150360107422
2015-09-15,88.69397735595703
2015-09-16,90.16242218017578
2015-09-17,89.82679748535156
2015-09-18,88.2156982421875
2015-09-21,88.31639862060547
2015-09-22,86.7892074584961
2015-09-23,84.44806671142578
2015-09-24,84.7501449584961
2015-09-25,84.68301391601562
2015-09-28,83.214599609375
2015-09-29,84.37255859375
2015-09-30,85.4718017578125
2015-10-01,85.09420013427734
2015-10-02,86.55426788330078
2015-10-05,89.23100280761719
2015-10-06,88.92054748535156
2015-10-07,89.98619842529297
2015-10-08,91.11900329589844
2015-10-09,91.16937255859375
2015-10-12,91.06864929199219
2015-10-13,90.93438720703125
2015-10-14,91.43785858154297
2015-10-15,91.87419891357422
2015-10-16,91.82386016845703
2015-10-19,91.5721206665039
2015-10-20,91.76512145996094
2015-10-21,90.52323150634766
2015-10-22,92.52032470703125
2015-10-23,93.77059173583984
2015-10-26,92.41963195800781
2015-10-27,91.68961334228516
2015-10-28,92.22663116455078
2015-10-29,94.60970306396484
2015-10-30,93.21674346923828
2015-11-02,94.29924774169922
2015-11-03,95.28938293457031
2015-11-04,94.83624267578125
2015-11-05,95.13835144042969
2015-11-06,95.3061752319336
2015-11-09,94.39994049072266
2015-11-10,93.64471435546875
2015-11-11,93.17484283447266
2015-11-12,92.43640899658203
2015-11-13,95.24746704101562
2015-11-16,97.3200454711914
2015-11-17,95.16351318359375
2015-11-18,96.9843978881836
2015-11-19,96.96761322021484
2015-11-20,96.53966522216797
2015-11-23,96.14527893066406
2015-11-24,95.68377685546875
2015-11-25,94.99566650390625
2015-11-27,95.58309173583984
2015-11-30,94.65165710449219
2015-12-01,94.00556182861328
2015-12-02,92.60424041748047
2015-12-03,92.11015319824219
2015-12-04,93.14053344726562
2015-12-07,92.5324478149414
2015-12-08,90.13384246826172
2015-12-09,90.42096710205078
2015-12-10,90.10005950927734
2015-12-11,88.93453979492188
2015-12-14,88.44466400146484
2015-12-15,89.36528015136719
2015-12-16,89.51728820800781
2015-12-17,86.92438507080078
2015-12-18,85.74201965332031
2015-12-21,86.24876403808594
2015-12-22,86.83148193359375
2015-12-23,88.46156311035156
2015-12-24,88.26729583740234
2015-12-28,87.6507797241211
2015-12-29,88.17440032958984
2015-12-30,87.1440200805664
2015-12-31,86.48523712158203
2016-01-04,85.86869812011719
2016-01-05,85.57308197021484
