Date,CUB.NS
2015-08-21,76.14582824707031
2015-08-24,70.90518951416016
2015-08-25,72.86066436767578
2015-08-26,74.93344116210938
2015-08-27,75.83295440673828
2015-08-28,75.55919647216797
2015-08-31,74.97254943847656
2015-09-01,73.56461334228516
2015-09-02,72.62600708007812
2015-09-03,73.17353057861328
2015-09-04,72.23490905761719
2015-09-07,72.62600708007812
2015-09-08,74.07304382324219
2015-09-09,74.77700805664062
2015-09-10,73.32996368408203
2015-09-11,73.25173950195312
2015-09-14,73.01708984375
2015-09-15,72.62600708007812
2015-09-16,72.23490905761719
2015-09-18,68.87150573730469
2015-09-21,71.88291931152344
2015-09-22,71.37449645996094
2015-09-23,71.92203521728516
2015-09-24,71.88291931152344
2015-09-28,71.92203521728516
2015-09-29,71.33539581298828
2015-09-30,71.92203521728516
2015-10-01,71.80470275878906
2015-10-05,71.88291931152344
2015-10-06,71.88291931152344
2015-10-07,70.59231567382812
2015-10-08,70.31855010986328
2015-10-09,71.21806335449219
2015-10-12,71.37449645996094
2015-10-13,70.74874877929688
2015-10-14,70.00567626953125
2015-10-15,69.34081268310547
2015-10-16,70.31855010986328
2015-10-19,70.20121002197266
2015-10-20,69.53636932373047
2015-10-21,67.26801300048828
2015-10-23,69.53636932373047
2015-10-26,69.02793884277344
2015-10-27,68.79329681396484
2015-10-28,68.63685607910156
2015-10-29,67.932861328125
2015-10-30,70.31855010986328
2015-11-02,70.2794418334961
2015-11-03,69.26258850097656
2015-11-04,68.01109313964844
2015-11-05,67.8155517578125
2015-11-06,66.6813735961914
2015-11-09,67.34622192382812
2015-11-10,67.65911102294922
2015-11-13,66.52494812011719
2015-11-16,66.6813735961914
2015-11-17,67.61998748779297
2015-11-18,67.42444610595703
2015-11-19,68.59774780273438
2015-11-20,70.357666015625
2015-11-23,70.357666015625
2015-11-24,70.2794418334961
2015-11-26,69.49725341796875
2015-11-27,69.92745208740234
2015-11-30,67.07247924804688
2015-12-01,67.03337097167969
2015-12-02,67.15070343017578
2015-12-03,66.83782196044922
2015-12-04,67.15070343017578
2015-12-07,68.32396697998047
2015-12-08,69.18437957763672
2015-12-09,69.34081268310547
2015-12-10,69.96656036376953
2015-12-11,70.162109375
2015-12-14,69.30168914794922
2015-12-15,71.21806335449219
2015-12-16,71.53093719482422
2015-12-17,71.17894744873047
2015-12-18,71.21806335449219
2015-12-21,72.03937530517578
2015-12-22,72.03937530517578
2015-12-23,71.57005310058594
2015-12-24,71.57005310058594
2015-12-28,70.94428253173828
2015-12-29,71.10071563720703
2015-12-30,71.4918441772461
2015-12-31,72.07846069335938
2016-01-01,72.27400970458984
2016-01-04,71.96114349365234
2016-01-05,71.10071563720703
2016-01-06,71.06160736083984
2016-01-07,70.357666015625
2016-01-08,70.162109375
2016-01-11,68.40218353271484
2016-01-12,66.56404876708984
2016-01-13,64.41304779052734
2016-01-14,65.42988586425781
2016-01-15,64.3348388671875
2016-01-18,62.65312957763672
2016-01-19,63.200653076171875
2016-01-20,62.18380355834961
2016-01-21,61.47984313964844
2016-01-22,62.02737808227539
2016-01-25,61.401615142822266
2016-01-27,62.14469909667969
2016-01-28,62.41847229003906
2016-01-29,62.574893951416016
2016-02-01,64.76502227783203
2016-02-02,63.826393127441406
2016-02-03,63.70907211303711
2016-02-04,63.70907211303711
2016-02-05,63.66998291015625
2016-02-08,66.01653289794922
2016-02-09,66.48582458496094
2016-02-10,65.23434448242188
2016-02-11,64.60858154296875
2016-02-12,65.58631134033203
2016-02-15,66.21208190917969
2016-02-16,65.31256866455078
2016-02-17,65.35166931152344
2016-02-18,65.31256866455078
2016-02-19,65.31256866455078
2016-02-22,65.9774169921875
2016-02-23,64.53036499023438
2016-02-24,65.23434448242188
2016-02-25,63.70907211303711
2016-02-26,64.8823471069336
2016-02-29,66.01653289794922
2016-03-01,68.08931732177734
2016-03-02,69.18437957763672
