Date,ELE.MC
2015-08-24,9.226905822753906
2015-08-25,9.249821662902832
2015-08-26,9.1785306930542
2015-08-27,9.336384773254395
2015-08-28,9.372030258178711
2015-08-31,9.420405387878418
2015-09-01,9.392398834228516
2015-09-02,9.445866584777832
2015-09-03,9.545162200927734
2015-09-04,9.458596229553223
2015-09-07,9.481512069702148
2015-09-08,9.601175308227539
2015-09-09,9.708108901977539
2015-09-10,9.692834854125977
2015-09-11,9.649550437927246
2015-09-14,9.588445663452148
2015-09-15,9.65718936920166
2015-09-16,9.891427040100098
2015-09-17,10.00345230102539
2015-09-18,9.932162284851074
2015-09-21,9.947437286376953
2015-09-22,9.756485939025879
2015-09-23,9.552800178527832
2015-09-24,9.481512069702148
2015-09-25,9.654642105102539
2015-09-28,9.68774127960205
2015-09-29,9.50697135925293
2015-09-30,9.593537330627441
2015-10-01,9.509517669677734
2015-10-02,9.590991020202637
2015-10-05,9.759031295776367
2015-10-06,9.924525260925293
2015-10-07,9.914340019226074
2015-10-08,9.919432640075684
2015-10-09,9.916886329650879
2015-10-12,9.87105941772461
2015-10-13,9.817590713500977
2015-10-14,9.725932121276855
2015-10-15,9.955076217651367
2015-10-16,10.049280166625977
2015-10-19,10.123117446899414
2015-10-20,10.110384941101074
2015-10-21,10.097654342651367
2015-10-22,10.105294227600098
2015-10-23,10.179128646850586
2015-10-26,10.240233421325684
2015-10-27,10.166401863098145
2015-10-28,10.237688064575195
2015-10-29,10.283516883850098
2015-10-30,10.3115234375
2015-11-02,10.362445831298828
2015-11-03,10.324256896972656
2015-11-04,10.296247482299805
2015-11-05,10.352261543273926
2015-11-06,10.280974388122559
2015-11-09,10.156214714050293
2015-11-10,10.181676864624023
2015-11-11,10.23005199432373
2015-11-12,10.258057594299316
2015-11-13,10.286066055297852
2015-11-16,10.306432723999023
2015-11-17,10.482110977172852
2015-11-18,10.377721786499023
2015-11-19,10.21731948852539
2015-11-20,10.26060676574707
2015-11-23,10.02127456665039
2015-11-24,9.83541488647461
2015-11-25,9.921977043151855
2015-11-26,9.891427040100098
2015-11-27,9.901610374450684
2015-11-30,9.970355033874512
2015-12-01,9.955076217651367
2015-12-02,10.064558029174805
2015-12-03,9.799768447875977
2015-12-04,9.654642105102539
2015-12-07,9.705565452575684
2015-12-08,9.611361503601074
2015-12-09,9.733570098876953
2015-12-10,9.797222137451172
2015-12-11,9.65718936920166
2015-12-14,9.529887199401855
2015-12-15,9.636820793151855
2015-12-16,9.458596229553223
2015-12-17,9.590991020202637
2015-12-18,9.468782424926758
2015-12-21,8.967208862304688
2015-12-22,9.048681259155273
2015-12-23,9.290556907653809
2015-12-24,9.288009643554688
2015-12-28,9.275280952453613
2015-12-29,9.550251960754395
2015-12-30,9.557892799377441
2015-12-31,9.433136940002441
2016-01-04,9.16250228881836
2016-01-05,9.391500473022461
2016-01-06,9.451351165771484
2016-01-07,9.547636032104492
2016-01-08,9.524215698242188
2016-01-11,9.495589256286621
2016-01-12,9.313433647155762
2016-01-13,9.370682716369629
2016-01-14,9.224954605102539
2016-01-15,8.975139617919922
2016-01-18,8.954323768615723
2016-01-19,9.092241287231445
2016-01-20,8.949117660522461
2016-01-21,9.001163482666016
2016-01-22,8.964733123779297
2016-01-25,8.753949165344238
2016-01-26,8.980344772338867
2016-01-27,9.126070022583008
2016-01-28,9.10004997253418
2016-01-29,9.245773315429688
2016-02-01,9.399307250976562
2016-02-02,9.26399040222168
2016-02-03,9.001163482666016
2016-02-04,8.949117660522461
2016-02-05,8.80599308013916
2016-02-08,8.543169021606445
2016-02-09,8.418259620666504
2016-02-10,8.441679954528809
2016-02-11,8.189263343811035
2016-02-12,8.197068214416504
2016-02-15,8.350601196289062
2016-02-16,8.34539794921875
2016-02-17,8.32718276977539
2016-02-18,8.379226684570312
2016-02-19,8.402647018432617
2016-02-22,8.571792602539062
2016-02-23,8.522351264953613
2016-02-24,8.522351264953613
2016-02-25,8.655065536499023
2016-02-26,8.626439094543457
2016-02-29,8.681086540222168
2016-03-01,8.733129501342773
2016-03-02,8.655065536499023
2016-03-03,8.59781551361084
2016-03-04,8.472907066345215
2016-03-07,8.514543533325195
2016-03-08,8.535361289978027
2016-03-09,8.704508781433105
2016-03-10,8.662870407104492
2016-03-11,8.933505058288574
2016-03-14,8.98294734954834
2016-03-15,9.019378662109375
2016-03-16,9.034994125366211
2016-03-17,9.063617706298828
2016-03-18,9.063617706298828
2016-03-21,9.105254173278809
2016-03-22,9.079229354858398
2016-03-23,9.0584135055542
2016-03-24,8.988153457641602
2016-03-29,9.0662202835083
2016-03-30,8.972539901733398
2016-03-31,8.779973030090332
2016-04-01,8.769561767578125
2016-04-04,8.764359474182129
2016-04-05,8.725322723388672
2016-04-06,8.720120429992676
2016-04-07,8.56919002532959
2016-04-08,8.727927207946777
2016-04-11,8.876255989074707
2016-04-12,8.993356704711914
2016-04-13,9.053208351135254
2016-04-14,9.154694557189941
2016-04-15,9.180716514587402
2016-04-18,9.201536178588867
2016-04-19,9.157297134399414
2016-04-20,9.266592025756836
2016-04-21,9.175515174865723
2016-04-22,9.26138687133789
2016-04-25,9.277002334594727
2016-04-26,9.292613983154297
2016-04-27,9.409716606140137
2016-04-28,9.524215698242188
2016-04-29,9.542428970336914
2016-05-02,9.573657035827637
2016-05-03,9.542428970336914
2016-05-04,9.477372169494629
2016-05-05,9.48778247833252
2016-05-06,9.519010543823242
2016-05-09,9.5580415725708
2016-05-10,9.5294189453125
2016-05-11,9.446146965026855
2016-05-12,9.46956729888916
2016-05-13,9.511202812194824
2016-05-16,9.446146965026855
2016-05-17,9.396702766418457
2016-05-18,9.38109302520752
2016-05-19,9.303024291992188
2016-05-20,9.362874984741211
2016-05-23,9.329046249389648
2016-05-24,9.446146965026855
2016-05-25,9.451351165771484
2016-05-26,9.485179901123047
2016-05-27,9.534624099731445
2016-05-30,9.571054458618164
2016-05-31,9.617895126342773
2016-06-01,9.453954696655273
2016-06-02,9.466964721679688
2016-06-03,9.399307250976562
2016-06-06,9.438342094421387
2016-06-07,9.599679946899414
2016-06-08,9.612689971923828
2016-06-09,9.401907920837402
2016-06-10,9.23536491394043
2016-06-13,9.13127613067627
2016-06-14,8.969935417175293
2016-06-15,8.946516036987305
2016-06-16,8.897072792053223
2016-06-17,8.98294734954834
2016-06-20,9.170308113098145
2016-06-21,9.167708396911621
2016-06-22,9.076628684997559
2016-06-23,9.175515174865723
2016-06-24,8.413057327270508
2016-06-27,8.8372220993042
2016-06-28,9.105246543884277
2016-06-29,9.464590072631836
2016-06-30,9.74288272857666
2016-07-01,9.667228698730469
2016-07-04,9.810430526733398
2016-07-05,9.772601127624512
2016-07-06,9.667228698730469
2016-07-07,9.715864181518555
2016-07-08,9.867167472839355
2016-07-11,9.85636043548584
2016-07-12,9.772601127624512
2016-07-13,9.834746360778809
2016-07-14,9.815834045410156
2016-07-15,9.826639175415039
2016-07-18,9.85636043548584
2016-07-19,9.87257194519043
2016-07-20,9.875274658203125
2016-07-21,9.959030151367188
2016-07-22,9.948224067687988
2016-07-25,10.03468132019043
2016-07-26,10.048192977905273
2016-07-27,10.053596496582031
2016-07-28,10.107633590698242
2016-07-29,10.156265258789062
2016-08-01,10.172477722167969
2016-08-02,10.113036155700684
2016-08-03,10.029278755187988
2016-08-04,10.14005184173584
2016-08-05,10.202198028564453
2016-08-08,10.169775009155273
2016-08-09,10.137354850769043
2016-08-10,10.131949424743652
2016-08-11,10.188689231872559
2016-08-12,10.158967018127441
2016-08-15,10.14005184173584
2016-08-16,10.091422080993652
2016-08-17,9.93471622467041
2016-08-18,10.004962921142578
2016-08-19,9.894185066223145
2016-08-22,9.902292251586914
2016-08-23,9.94282054901123
2016-08-24,9.913098335266113
2016-08-25,9.886080741882324
2016-08-26,9.964435577392578
2016-08-29,9.956328392028809
2016-08-30,9.92660903930664
2016-08-31,9.867167472839355
2016-09-01,9.807726860046387
2016-09-02,10.067105293273926
2016-09-05,10.102227210998535
2016-09-06,10.088720321655273
2016-09-07,10.10493278503418
2016-09-08,10.10493278503418
2016-09-09,10.072507858276367
2016-09-12,9.956328392028809
2016-09-13,10.053596496582031
2016-09-14,10.050894737243652
2016-09-15,10.086018562316895
2016-09-16,10.013068199157715
