Date,ITUB4.SA
2015-08-24,9.13253116607666
2015-08-25,9.114874839782715
2015-08-26,9.665793418884277
2015-08-27,10.008354187011719
2015-08-28,9.722299575805664
2015-08-31,9.376213073730469
2015-09-01,9.158897399902344
2015-09-02,9.374435424804688
2015-09-03,9.73132610321045
2015-09-04,9.33557415008545
2015-09-08,9.4380521774292
2015-09-09,9.544048309326172
2015-09-10,9.353238105773926
2015-09-11,9.3709077835083
2015-09-14,9.748992919921875
2015-09-15,9.989274978637695
2015-09-16,10.155352592468262
2015-09-17,10.24368667602539
2015-09-18,9.840865135192871
2015-09-21,9.62178897857666
2015-09-22,9.713656425476074
2015-09-23,9.328502655029297
2015-09-24,9.4345121383667
2015-09-25,9.204832077026367
2015-09-28,9.197771072387695
2015-09-29,9.158897399902344
2015-09-30,9.367379188537598
2015-10-01,9.503490447998047
2015-10-02,9.888864517211914
2015-10-05,10.09745979309082
2015-10-06,10.18938159942627
2015-10-07,10.479302406311035
2015-10-08,10.518193244934082
2015-10-09,10.447478294372559
2015-10-13,9.888864517211914
2015-10-14,9.796944618225098
2015-10-15,9.634308815002441
2015-10-16,9.489349365234375
2015-10-19,9.715620994567871
2015-10-20,9.517631530761719
2015-10-21,9.446924209594727
2015-10-22,9.644911766052246
2015-10-23,9.581271171569824
2015-10-26,9.439848899841309
2015-10-27,9.38681697845459
2015-10-28,9.450458526611328
2015-10-29,9.192363739013672
2015-10-30,9.358534812927246
2015-11-03,9.961682319641113
2015-11-04,9.986440658569336
2015-11-05,10.106720924377441
2015-11-06,9.954602241516113
2015-11-09,9.69990348815918
2015-11-10,9.760043144226074
2015-11-11,10.025360107421875
2015-11-12,10.053659439086914
2015-11-13,9.774195671081543
2015-11-16,10.050126075744629
2015-11-17,10.120877265930176
2015-11-18,10.096111297607422
2015-11-19,10.372035026550293
2015-11-23,10.368498802185059
2015-11-24,10.382647514343262
2015-11-25,9.873246192932129
2015-11-26,10.018288612365723
2015-11-27,9.752961158752441
2015-11-30,9.830788612365723
2015-12-01,9.906892776489258
