Date,BAP.LM
2015-08-24,49.31279373168945
2015-08-25,48.289329528808594
2015-08-26,47.91714859008789
2015-08-27,51.3132209777832
2015-08-28,51.3132209777832
2015-08-31,50.8480110168457
2015-09-01,49.708229064941406
2015-09-02,49.778018951416016
2015-09-03,50.82474136352539
2015-09-04,50.010623931884766
2015-09-08,50.38279342651367
2015-09-09,50.010623931884766
2015-09-10,50.568878173828125
2015-09-11,51.45278549194336
2015-09-14,51.12713623046875
2015-09-15,50.661922454833984
2015-09-16,51.196922302246094
2015-09-17,50.708438873291016
2015-09-18,50.475830078125
2015-09-21,50.475830078125
2015-09-22,49.31279373168945
2015-09-23,48.89410400390625
2015-09-24,47.91714859008789
2015-09-25,47.21932601928711
2015-09-28,46.754112243652344
2015-09-29,48.29863357543945
2015-09-30,49.31279373168945
2015-10-01,49.31279373168945
2015-10-02,48.38236618041992
2015-10-05,51.769134521484375
2015-10-06,52.615814208984375
2015-10-07,53.41600036621094
2015-10-08,53.41600036621094
2015-10-09,53.41600036621094
2015-10-12,53.22060775756836
2015-10-13,53.360172271728516
2015-10-14,53.96495056152344
2015-10-15,53.26712417602539
2015-10-16,53.22060775756836
2015-10-19,52.80657196044922
2015-10-20,53.29039001464844
2015-10-21,52.615814208984375
2015-10-22,53.05778503417969
2015-10-23,53.29039001464844
2015-10-26,53.499732971191406
2015-10-27,53.499732971191406
2015-10-28,53.03451919555664
2015-10-29,52.894954681396484
2015-10-30,53.03451919555664
2015-11-02,53.03451919555664
2015-11-03,53.03451919555664
2015-11-04,53.68115997314453
2015-11-05,53.12755584716797
2015-11-06,53.1740837097168
2015-11-09,52.336700439453125
2015-11-10,52.336700439453125
2015-11-11,51.77843475341797
2015-11-12,53.592777252197266
2015-11-13,52.75539016723633
2015-11-16,51.3132209777832
2015-11-17,51.3132209777832
2015-11-18,51.834266662597656
2015-11-19,51.70865249633789
2015-11-20,51.88078689575195
2015-11-23,51.89474105834961
2015-11-24,51.89474105834961
2015-11-25,52.10409164428711
2015-11-27,49.7547492980957
2015-11-30,49.31279373168945
2015-12-01,49.31279373168945
2015-12-02,50.243221282958984
2015-12-03,48.63823699951172
2015-12-04,48.19628143310547
2015-12-07,49.05691909790039
2015-12-08,49.05691909790039
2015-12-09,48.38236618041992
2015-12-10,48.38236618041992
2015-12-11,47.033241271972656
2015-12-14,45.846946716308594
2015-12-15,45.846946716308594
2015-12-16,46.335426330566406
2015-12-17,46.98672103881836
2015-12-18,47.59150314331055
2015-12-21,44.66064453125
2015-12-22,44.66064453125
2015-12-23,45.49803161621094
2015-12-24,46.35868835449219
2015-12-28,45.49803161621094
2015-12-29,45.49803161621094
2015-12-30,45.5445556640625
2015-12-31,45.5445556640625
2016-01-04,44.428043365478516
2016-01-05,44.428043365478516
2016-01-06,43.73021697998047
2016-01-07,43.73021697998047
2016-01-08,41.93913269042969
2016-01-11,40.938926696777344
2016-01-12,40.938926696777344
2016-01-13,41.7530517578125
2016-01-14,41.21806335449219
2016-01-15,41.68326950073242
2016-01-19,41.04127502441406
2016-01-20,41.04127502441406
2016-01-21,40.938926696777344
2016-01-22,40.427188873291016
2016-01-25,41.96240234375
2016-01-26,41.96240234375
2016-01-27,42.334571838378906
2016-01-28,43.9395637512207
2016-01-29,45.870208740234375
2016-02-01,46.6843376159668
2016-02-02,46.6843376159668
2016-02-03,45.35847091674805
2016-02-04,45.49803161621094
2016-02-05,46.754112243652344
2016-02-08,45.36311721801758
2016-02-09,45.36311721801758
2016-02-10,45.82368087768555
2016-02-11,48.521934509277344
2016-02-12,48.98714828491211
2016-02-16,51.220184326171875
2016-02-17,51.40626525878906
2016-02-18,52.47626495361328
2016-02-19,51.82495880126953
2016-02-22,53.73234176635742
2016-02-23,53.73234176635742
2016-02-24,53.77885437011719
2016-02-25,54.337127685546875
2016-02-26,55.12798309326172
2016-02-29,54.98841857910156
2016-03-01,54.98841857910156
2016-03-02,55.756019592285156
2016-03-03,58.76596450805664
2016-03-04,59.12882995605469
2016-03-07,59.17535400390625
2016-03-08,59.17535400390625
2016-03-09,58.384490966796875
2016-03-10,60.012752532958984
2016-03-11,60.105777740478516
2016-03-14,60.2453498840332
2016-03-15,60.2453498840332
2016-03-16,60.105777740478516
2016-03-17,58.9427490234375
2016-03-18,62.08294677734375
2016-03-21,61.175777435302734
2016-03-22,61.175777435302734
2016-03-23,59.84991455078125
2016-03-24,58.64036178588867
2016-03-28,57.5145378112793
2016-03-29,57.5145378112793
2016-03-30,58.5240592956543
2016-03-31,60.78034591674805
2016-04-01,60.80361557006836
2016-04-04,59.31492233276367
2016-04-05,59.31492233276367
2016-04-06,58.5612678527832
2016-04-07,58.10536193847656
2016-04-08,56.7562370300293
2016-04-11,64.6648941040039
2016-04-12,64.6648941040039
2016-04-13,67.22357940673828
2016-04-14,67.60939025878906
2016-04-15,66.14371490478516
2016-04-18,66.19098663330078
2016-04-19,66.19098663330078
2016-04-20,67.13658905029297
2016-04-21,67.98762512207031
2016-04-22,67.84577178955078
2016-04-25,66.90018463134766
2016-04-26,66.90018463134766
2016-04-27,67.42971801757812
2016-04-28,68.74407196044922
2016-04-29,68.49349975585938
2016-05-02,68.24765014648438
2016-05-03,68.24765014648438
2016-05-04,65.95932006835938
2016-05-05,64.01615142822266
2016-05-06,64.63077545166016
2016-05-09,64.92863464355469
2016-05-10,64.92863464355469
2016-05-11,67.75121307373047
2016-05-12,67.60939025878906
2016-05-13,67.70392608642578
2016-05-16,69.35871124267578
2016-05-17,69.35871124267578
2016-05-18,69.21687316894531
2016-05-19,68.55496215820312
2016-05-20,65.76548767089844
2016-05-23,65.76548767089844
2016-05-24,66.71107482910156
2016-05-25,67.94033813476562
2016-05-26,68.55496215820312
2016-05-27,68.55496215820312
2016-05-31,66.4510269165039
2016-06-01,66.4510269165039
2016-06-02,67.37297058105469
2016-06-03,68.36585235595703
2016-06-06,71.3917236328125
2016-06-07,71.3917236328125
2016-06-08,72.05363464355469
