Date,ALLE
2015-08-03,55.81370544433594
2015-08-04,55.76030349731445
2015-08-05,55.982872009277344
2015-08-06,55.45759201049805
2015-08-07,55.79589080810547
2015-08-10,56.42802047729492
2015-08-11,56.232147216796875
2015-08-12,56.15202713012695
2015-08-13,56.34789276123047
2015-08-14,56.62388610839844
2015-08-17,57.58542251586914
2015-08-18,57.487491607666016
2015-08-19,57.18478775024414
2015-08-20,55.73358917236328
2015-08-21,53.7570915222168
2015-08-24,52.136722564697266
2015-08-25,50.703311920166016
2015-08-26,52.546268463134766
2015-08-27,53.872825622558594
2015-08-28,53.65915298461914
2015-08-31,53.071537017822266
2015-09-01,52.136722564697266
2015-09-02,52.813350677490234
2015-09-03,53.231807708740234
2015-09-04,52.27916717529297
2015-09-08,53.739288330078125
2015-09-09,53.596839904785156
2015-09-10,53.68586730957031
2015-09-11,53.97966003417969
2015-09-14,54.14910888671875
2015-09-15,54.969547271728516
2015-09-16,55.12113571166992
2015-09-17,55.32625198364258
2015-09-18,54.505802154541016
2015-09-21,55.0408935546875
2015-09-22,53.83697509765625
2015-09-23,54.03316116333008
2015-09-24,53.667537689208984
2015-09-25,53.185970306396484
2015-09-28,51.06353759765625
2015-09-29,50.002315521240234
2015-09-30,51.42023849487305
2015-10-01,52.22285079956055
2015-10-02,51.794803619384766
2015-10-05,52.624149322509766
2015-10-06,52.30310821533203
2015-10-07,53.185970306396484
2015-10-08,53.27516174316406
2015-10-09,53.212730407714844
2015-10-12,52.740081787109375
2015-10-13,52.490394592285156
2015-10-14,52.46363830566406
2015-10-15,53.810211181640625
2015-10-16,53.79239273071289
2015-10-19,53.48918151855469
2015-10-20,55.28166961669922
2015-10-21,54.63958740234375
2015-10-22,57.07416534423828
2015-10-23,56.8333625793457
2015-10-26,57.1365852355957
2015-10-27,57.520042419433594
2015-10-28,58.1442985534668
2015-10-29,57.528961181640625
2015-10-30,58.117549896240234
2015-11-02,59.526554107666016
2015-11-03,58.260215759277344
2015-11-04,57.69841384887695
2015-11-05,57.21684646606445
2015-11-06,57.31493377685547
2015-11-09,56.788780212402344
2015-11-10,56.47666931152344
2015-11-11,57.9748649597168
2015-11-12,57.6805534362793
2015-11-13,56.79770278930664
2015-11-16,57.71623611450195
2015-11-17,57.600311279296875
2015-11-18,58.72395324707031
2015-11-19,59.46413040161133
2015-11-20,59.31254577636719
2015-11-23,58.581260681152344
2015-11-24,58.12644958496094
2015-11-25,59.214420318603516
2015-11-27,59.86543655395508
2015-11-30,59.93678665161133
2015-12-01,60.66802978515625
2015-12-02,60.02595901489258
2015-12-03,58.946903228759766
2015-12-04,59.85652542114258
2015-12-07,59.20551681518555
2015-12-08,58.72395324707031
2015-12-09,58.12644958496094
2015-12-10,58.31374740600586
2015-12-11,57.600311279296875
2015-12-14,57.975433349609375
2015-12-15,58.43988800048828
2015-12-16,59.359832763671875
2015-12-17,58.609588623046875
2015-12-18,57.74321365356445
2015-12-21,57.841468811035156
2015-12-22,58.20766830444336
2015-12-23,58.788211822509766
2015-12-24,58.60066223144531
2015-12-28,59.22585678100586
2015-12-29,59.80643081665039
2015-12-30,59.49381637573242
2015-12-31,58.877532958984375
2016-01-04,57.63603973388672
2016-01-05,57.57350158691406
2016-01-06,56.064056396484375
2016-01-07,54.44741439819336
2016-01-08,53.38456344604492
2016-01-11,53.13447952270508
2016-01-12,53.68824768066406
2016-01-13,52.52711486816406
2016-01-14,53.79542922973633
2016-01-15,52.411014556884766
2016-01-19,51.812591552734375
2016-01-20,51.27668762207031
