Date,SHELL.AS
2015-08-24,12.399113655090332
2015-08-25,12.825976371765137
2015-08-26,12.387656211853027
2015-08-27,13.072356224060059
2015-08-28,13.401810646057129
2015-08-31,13.338786125183105
2015-09-01,12.914787292480469
2015-09-02,12.854626655578613
2015-09-03,13.178352355957031
2015-09-04,12.714252471923828
2015-09-07,12.711384773254395
2015-09-08,12.931977272033691
2015-09-09,13.072356224060059
2015-09-10,12.803055763244629
2015-09-11,12.659817695617676
2015-09-14,12.636895179748535
2015-09-15,12.785873413085938
2015-09-16,13.109594345092773
2015-09-17,13.012194633483887
2015-09-18,12.525171279907227
2015-09-21,12.61970329284668
2015-09-22,12.244413375854492
2015-09-23,12.304569244384766
2015-09-24,11.917817115783691
2015-09-25,12.10689926147461
2015-09-28,11.791763305664062
2015-09-29,11.963653564453125
2015-09-30,12.138409614562988
2015-10-01,12.379060745239258
2015-10-02,12.528030395507812
2015-10-05,13.14970874786377
2015-10-06,13.562248229980469
2015-10-07,13.946137428283691
2015-10-08,14.075058937072754
2015-10-09,14.012027740478516
2015-10-12,13.906031608581543
2015-10-13,13.708353996276855
2015-10-14,13.731274604797363
2015-10-15,13.871651649475098
2015-10-16,14.123760223388672
2015-10-19,13.917490005493164
2015-10-20,13.868785858154297
2015-10-21,14.043540954589844
2015-10-22,14.181060791015625
2015-10-23,14.077923774719238
2015-10-26,13.903169631958008
2015-10-27,13.642464637756348
2015-10-28,13.84013843536377
2015-10-29,13.751328468322754
2015-10-30,13.653921127319336
2015-11-02,13.768516540527344
2015-11-03,14.252679824829102
2015-11-04,14.312841415405273
2015-11-05,13.917490005493164
2015-11-06,13.863057136535645
2015-11-09,13.774248123168945
2015-11-10,13.762788772583008
2015-11-11,13.536462783813477
2015-11-12,13.197921752929688
2015-11-13,13.08120059967041
2015-11-16,13.168745994567871
2015-11-17,13.609350204467773
2015-11-18,13.772760391235352
2015-11-19,13.950749397277832
2015-11-20,13.7114839553833
2015-11-23,13.626862525939941
2015-11-24,13.714398384094238
2015-11-25,13.790266990661621
2015-11-26,14.003281593322754
2015-11-27,13.842792510986328
2015-11-30,13.772760391235352
2015-12-01,13.731908798217773
2015-12-02,13.784431457519531
2015-12-03,13.238770484924316
2015-12-04,12.961565017700195
2015-12-07,12.433418273925781
2015-12-08,12.340042114257812
2015-12-09,12.50928020477295
2015-12-10,12.424664497375488
2015-12-11,11.879005432128906
2015-12-14,11.458820343017578
2015-12-15,11.887761116027832
2015-12-16,11.826478004455566
2015-12-17,11.791463851928711
2015-12-18,11.846905708312988
2015-12-21,11.590126037597656
2015-12-22,11.835235595703125
2015-12-23,12.48302173614502
2015-12-24,12.532623291015625
2015-12-28,12.18539047241211
2015-12-29,12.445089340209961
2015-12-30,12.363385200500488
2016-01-04,12.153295516967773
2016-01-05,12.278765678405762
2016-01-06,11.992802619934082
2016-01-07,11.543437004089355
2016-01-08,10.805193901062012
2016-01-11,10.688477516174316
2016-01-12,10.60677719116211
2016-01-13,10.60969066619873
2016-01-14,10.901488304138184
2016-01-15,10.428779602050781
2016-01-18,10.355830192565918
2016-01-19,10.463796615600586
2016-01-20,9.72846794128418
2016-01-21,10.172001838684082
2016-01-22,10.82562255859375
2016-01-25,10.802278518676758
2016-01-26,11.067811012268066
2016-01-27,11.289575576782227
2016-01-28,11.534687042236328
2016-01-29,11.668912887573242
2016-02-01,11.598878860473633
2016-02-02,11.134927749633789
2016-02-03,11.155350685119629
2016-02-04,11.683503150939941
2016-02-05,11.741865158081055
2016-02-08,11.549276351928711
2016-02-09,11.041549682617188
2016-02-10,11.029876708984375
2016-02-11,10.805193901062012
2016-02-12,11.531766891479492
2016-02-15,11.730192184448242
2016-02-16,11.794384002685547
2016-02-17,12.348796844482422
2016-02-18,12.275612831115723
2016-02-19,12.037424087524414
2016-02-22,12.403641700744629
2016-02-23,12.03146743774414
2016-02-24,11.692052841186523
2016-02-25,11.983831405639648
2016-02-26,12.439367294311523
2016-02-29,12.591211318969727
2016-03-01,12.629918098449707
2016-03-02,12.81451416015625
2016-03-03,12.850237846374512
2016-03-04,12.942536354064941
2016-03-07,12.942536354064941
2016-03-08,12.760916709899902
2016-03-09,13.03483772277832
2016-03-10,12.537618637084961
2016-03-11,12.832374572753906
2016-03-14,12.82641887664795
2016-03-15,12.632896423339844
2016-03-16,12.948490142822266
2016-03-17,13.207520484924316
2016-03-18,13.002084732055664
2016-03-21,12.981245994567871
2016-03-22,12.906808853149414
2016-03-23,12.784738540649414
2016-03-24,12.701373100280762
2016-03-29,12.579302787780762
2016-03-30,12.939559936523438
2016-03-31,12.707327842712402
2016-04-01,12.421503067016602
2016-04-04,12.549531936645508
2016-04-05,12.224996566772461
2016-04-06,12.341114044189453
2016-04-07,12.338135719299316
2016-04-08,12.838332176208496
2016-04-11,12.939559936523438
2016-04-12,13.168817520141602
2016-04-13,13.591605186462402
2016-04-14,13.68091869354248
2016-04-15,13.669014930725098
