Date,PAGEIND.NS
2016-03-16,10264.6494140625
2016-03-17,10514.6181640625
2016-03-18,10742.0078125
2016-03-21,10631.0625
2016-03-22,10584.5205078125
2016-03-23,10412.970703125
2016-03-28,10127.4990234375
2016-03-29,10172.9892578125
2016-03-30,10355.2998046875
2016-03-31,11100.8623046875
2016-04-01,11125.0029296875
2016-04-04,11063.5751953125
2016-04-05,11125.09375
2016-04-06,11274.4716796875
2016-04-07,11196.3232421875
2016-04-08,11737.583984375
2016-04-11,11852.1494140625
2016-04-12,11795.0712890625
2016-04-13,11818.0205078125
2016-04-18,11716.3740234375
2016-04-20,12411.962890625
2016-04-21,11872.1611328125
2016-04-22,11789.44140625
2016-04-25,11708.220703125
2016-04-26,11776.7939453125
2016-04-27,11890.943359375
2016-04-28,11885.3125
2016-04-29,11510.517578125
2016-05-02,11782.244140625
2016-05-03,11573.41015625
2016-05-04,11613.03515625
2016-05-05,11584.125
2016-05-06,11972.5751953125
2016-05-09,11987.138671875
2016-05-10,11884.44140625
2016-05-11,11979.265625
2016-05-12,11910.369140625
2016-05-13,11834.8798828125
2016-05-16,12204.314453125
2016-05-17,12155.6669921875
2016-05-18,12144.7158203125
2016-05-19,12157.0419921875
2016-05-20,11953.7958984375
2016-05-23,11874.087890625
2016-05-24,12054.939453125
2016-05-25,11853.935546875
2016-05-26,12203.1240234375
2016-05-27,12342.5615234375
2016-05-30,12848.50390625
2016-05-31,12658.01171875
2016-06-01,13140.1142578125
2016-06-02,13094.369140625
2016-06-03,12943.197265625
2016-06-06,12791.24609375
2016-06-07,12822.306640625
2016-06-08,12679.0244140625
2016-06-09,12832.583984375
2016-06-10,12559.6484375
2016-06-13,12473.6689453125
2016-06-14,12381.8203125
2016-06-15,12362.181640625
2016-06-16,12327.267578125
2016-06-17,12575.705078125
2016-06-20,12558.5458984375
2016-06-21,12463.0732421875
2016-06-22,12409.2109375
2016-06-23,12378.7001953125
2016-06-24,12465.2236328125
2016-06-27,12491.5166015625
2016-06-28,12661.8203125
2016-06-29,12819.189453125
2016-06-30,12861.8544921875
2016-07-01,12901.080078125
2016-07-04,12829.416015625
2016-07-05,12642.6416015625
2016-07-07,12404.9404296875
2016-07-08,12245.51171875
2016-07-11,12295.197265625
2016-07-12,12204.861328125
2016-07-13,12127.7392578125
2016-07-14,12377.82421875
2016-07-15,12338.09765625
2016-07-18,12243.8125
2016-07-19,12226.0595703125
2016-07-20,12424.3017578125
2016-07-21,12505.9697265625
2016-07-22,12499.1328125
2016-07-25,12514.6845703125
2016-07-26,12269.9189453125
2016-07-27,12385.490234375
2016-07-28,12454.35546875
2016-07-29,13160.2080078125
2016-08-01,13702.4541015625
2016-08-02,13527.4248046875
2016-08-03,12832.5546875
2016-08-04,12417.08203125
2016-08-05,12774.697265625
2016-08-08,13066.4580078125
2016-08-09,12965.451171875
2016-08-10,12871.1083984375
2016-08-11,13068.1162109375
2016-08-12,12944.0390625
2016-08-16,12923.818359375
2016-08-17,13172.474609375
2016-08-18,13030.0205078125
2016-08-19,13170.3173828125
2016-08-22,13129.0966796875
2016-08-23,13136.6328125
2016-08-24,13082.177734375
2016-08-25,13107.4501953125
2016-08-26,13569.0634765625
2016-08-29,13467.0419921875
2016-08-30,13647.96484375
2016-08-31,13652.4677734375
2016-09-01,13894.4130859375
2016-09-02,14002.54296875
2016-09-06,14066.7900390625
2016-09-07,13897.634765625
2016-09-08,13638.955078125
2016-09-09,13577.8818359375
2016-09-12,13269.53125
2016-09-14,13631.744140625
2016-09-15,13471.591796875
2016-09-16,13671.67578125
2016-09-19,13965.6884765625
2016-09-20,13883.205078125
2016-09-21,13952.7763671875
2016-09-22,13876.7216796875
2016-09-23,13774.61328125
2016-09-26,13680.8232421875
2016-09-27,13707.474609375
2016-09-28,14096.98046875
2016-09-29,13799.6591796875
2016-09-30,13894.3671875
2016-10-03,14243.8984375
2016-10-04,14311.1259765625
2016-10-05,14684.2294921875
2016-10-06,14536.806640625
2016-10-07,14137.7412109375
2016-10-10,14431.48046875
2016-10-13,14419.8095703125
2016-10-14,14337.4560546875
2016-10-17,14508.912109375
2016-10-18,15118.451171875
2016-10-19,14800.4931640625
2016-10-20,14828.154296875
2016-10-21,15183.978515625
2016-10-24,15483.83203125
2016-10-25,15366.32421875
2016-10-26,15430.2470703125
2016-10-27,15053.1015625
2016-10-28,15121.529296875
2016-11-01,15031.3193359375
2016-11-02,14803.6171875
2016-11-03,14415.3037109375
2016-11-04,14502.1123046875
2016-11-07,14624.671875
2016-11-08,14689.8349609375
2016-11-09,14816.85546875
2016-11-10,13764.82421875
2016-11-11,13030.662109375
2016-11-15,11998.9931640625
2016-11-16,12038.142578125
2016-11-17,11986.1611328125
2016-11-18,12015.814453125
2016-11-21,11734.7265625
2016-11-22,11731.59765625
2016-11-23,11730.1669921875
2016-11-24,11492.8671875
2016-11-25,11545.4033203125
2016-11-28,11775.380859375
2016-11-29,11698.8154296875
2016-11-30,12296.208984375
2016-12-01,11978.4267578125
2016-12-02,11944.7255859375
2016-12-05,12291.5126953125
2016-12-06,12293.26171875
2016-12-07,12020.2333984375
2016-12-08,12768.0009765625
2016-12-09,12601.376953125
2016-12-12,12523.427734375
2016-12-13,12546.7685546875
2016-12-14,12433.27734375
2016-12-15,12591.75390625
2016-12-16,12825.603515625
2016-12-19,12873.484375
2016-12-20,12332.0322265625
2016-12-21,12638.8076171875
2016-12-22,12379.544921875
2016-12-23,12491.8896484375
2016-12-26,11932.6162109375
2016-12-27,11917.09765625
2016-12-28,11933.9052734375
2016-12-29,12708.423828125
2016-12-30,12570.2060546875
2017-01-02,12835.0859375
2017-01-03,12699.078125
2017-01-04,12710.21875
2017-01-05,12743.0927734375
2017-01-06,12619.240234375
2017-01-09,12672.6943359375
2017-01-10,12875.87890625
2017-01-11,13119.6689453125
2017-01-12,12916.119140625
2017-01-13,12949.5
2017-01-16,12979.0146484375
2017-01-17,12959.9990234375
2017-01-18,13339.384765625
2017-01-19,13334.8271484375
2017-01-20,13084.080078125
2017-01-23,12934.2099609375
2017-01-24,13192.6015625
2017-01-25,13318.15625
2017-01-27,13349.5126953125
2017-01-30,13351.9990234375
2017-01-31,13347.02734375
2017-02-01,13259.5458984375
2017-02-02,13151.4853515625
2017-02-03,13110.73828125
2017-02-06,13322.2568359375
2017-02-07,13203.92578125
2017-02-08,13336.57421875
2017-02-09,13068.7490234375
2017-02-10,13340.48828125
2017-02-13,13210.3740234375
2017-02-14,13262.9521484375
2017-02-15,13135.2783203125
2017-02-16,13233.291015625
2017-02-17,13225.3125
2017-02-20,13344.7216796875
2017-02-21,13248.46484375
2017-02-22,12781.1953125
2017-02-23,12920.2080078125
2017-02-27,13065.9560546875
2017-02-28,13200.7734375
2017-03-01,13347.6318359375
2017-03-02,13274.109375
2017-03-03,13118.5810546875
2017-03-06,13180.708984375
2017-03-07,13247.958984375
2017-03-08,13324.013671875
2017-03-09,13357.501953125
2017-03-10,13181.03125
2017-03-14,13177.435546875
2017-03-15,13447.30078125
2017-03-16,13530.4609375
2017-03-17,13577.1796875
2017-03-20,13494.2529296875
2017-03-21,13507.259765625
2017-03-22,13415.798828125
2017-03-23,13635.11328125
2017-03-24,13564.21875
2017-03-27,13643.458984375
2017-03-28,13753.373046875
2017-03-29,13679.712890625
2017-03-30,13568.142578125
2017-03-31,13487.0556640625
2017-04-03,13448.728515625
2017-04-05,13480.5068359375
2017-04-06,13336.0537109375
2017-04-07,13203.7255859375
2017-04-10,13006.4091796875
2017-04-11,13138.6005859375
2017-04-12,13048.9853515625
2017-04-13,12962.91796875
2017-04-17,12770.72265625
2017-04-18,12704.259765625
2017-04-19,12971.3125
2017-04-20,12967.994140625
2017-04-21,12869.935546875
2017-04-24,12813.2490234375
2017-04-25,13044.646484375
2017-04-26,13169.4111328125
2017-04-27,13142.8916015625
2017-04-28,13408.0517578125
2017-05-02,13645.7177734375
2017-05-03,13683.125
2017-05-04,13366.0791015625
2017-05-05,13157.9697265625
2017-05-08,13350.8076171875
2017-05-09,13381.6669921875
2017-05-10,13643.3212890625
2017-05-11,13635.4814453125
2017-05-12,13772.787109375
2017-05-15,14229.265625
2017-05-16,13927.4384765625
2017-05-17,13907.931640625
2017-05-18,13532.0712890625
2017-05-19,13487.4287109375
2017-05-22,13148.8388671875
2017-05-23,13295.5576171875
2017-05-24,13034.6845703125
2017-05-25,13169.82421875
2017-05-26,13265.390625
2017-05-29,13200.9130859375
2017-05-30,13208.7548828125
2017-05-31,13255.0634765625
2017-06-01,13184.826171875
2017-06-02,13197.904296875
2017-06-05,13383.744140625
2017-06-06,13804.2236328125
2017-06-07,13793.271484375
2017-06-08,14425.1025390625
2017-06-09,15010.2109375
2017-06-12,15122.1240234375
2017-06-13,14795.2138671875
2017-06-14,15299.0966796875
2017-06-15,15529.8994140625
2017-06-16,15374.873046875
2017-06-19,15464.7451171875
2017-06-20,15126.4658203125
2017-06-21,15150.8662109375
2017-06-22,15304.5009765625
2017-06-23,15100.4541015625
2017-06-27,15079.107421875
2017-06-28,15422.9267578125
2017-06-29,15012.5244140625
2017-06-30,15466.91796875
2017-07-03,16124.6201171875
2017-07-04,16116.1572265625
2017-07-05,16433.001953125
2017-07-06,16108.4951171875
2017-07-07,15610.068359375
2017-07-10,15374.7822265625
2017-07-11,15175.35546875
2017-07-12,15370.6220703125
2017-07-13,15538.3974609375
2017-07-14,15666.85546875
2017-07-17,15690.26953125
2017-07-18,15533.826171875
2017-07-19,15586.5439453125
2017-07-20,15525.8759765625
2017-07-21,15518.1630859375
2017-07-24,15443.21484375
2017-07-25,15457.078125
2017-07-26,15501.3857421875
2017-07-27,15407.2607421875
2017-07-28,15248.8203125
2017-07-31,15135.802734375
2017-08-01,15832.91796875
2017-08-02,15674.6640625
2017-08-03,15159.998046875
2017-08-04,15154.912109375
2017-08-07,15202.2978515625
2017-08-08,15033.626953125
2017-08-09,15461.4306640625
2017-08-10,14996.5166015625
2017-08-11,14686.57421875
2017-08-14,15444.0791015625
2017-08-16,15799.181640625
2017-08-17,15627.9267578125
2017-08-18,15835.1435546875
2017-08-21,15747.2666015625
2017-08-22,15931.5771484375
2017-08-23,15921.1171875
2017-08-24,15915.2861328125
2017-08-28,16113.5244140625
2017-08-29,16028.8408203125
2017-08-30,16268.076171875
2017-08-31,16425.728515625
2017-09-01,16649.140625
2017-09-04,16782.689453125
2017-09-05,17000.412109375
2017-09-06,16882.599609375
2017-09-07,17019.798828125
2017-09-08,17242.052734375
2017-09-11,17238.583984375
2017-09-12,17276.52734375
2017-09-13,17220.62890625
2017-09-14,17441.8671875
2017-09-15,17469.908203125
2017-09-18,17941.341796875
2017-09-19,17999.326171875
2017-09-20,17573.044921875
2017-09-21,17792.25390625
2017-09-22,17665.04296875
2017-09-25,17123.5
2017-09-26,17471.892578125
2017-09-27,17143.48828125
2017-09-28,17037.984375
2017-09-29,17064.40625
2017-10-03,16975.83984375
2017-10-04,17235.205078125
2017-10-05,17151.775390625
2017-10-06,17606.87890625
2017-10-09,17447.279296875
2017-10-10,17280.271484375
2017-10-11,17178.1953125
2017-10-12,17287.125
2017-10-13,17315.95703125
2017-10-16,17470.462890625
2017-10-17,17698.681640625
2017-10-18,17686.978515625
2017-10-19,17584.943359375
2017-10-23,18185.720703125
2017-10-24,18600.1484375
2017-10-25,18917.44921875
2017-10-26,18426.109375
2017-10-27,18490.390625
2017-10-30,18535.26953125
2017-10-31,18469.1015625
2017-11-01,18419.90625
2017-11-02,19028.4140625
2017-11-03,19071.775390625
2017-11-06,18827.630859375
2017-11-07,19014.34765625
2017-11-08,19293.099609375
2017-11-09,20908.294921875
2017-11-10,20761.326171875
2017-11-13,20817.318359375
2017-11-14,20494.236328125
2017-11-15,21309.998046875
2017-11-16,22379.669921875
2017-11-17,21732.66015625
2017-11-20,21356.43359375
2017-11-21,21425.349609375
2017-11-22,20868.1015625
2017-11-23,20640.091796875
2017-11-24,20928.865234375
2017-11-27,21466.78125
2017-11-28,21367.044921875
2017-11-29,20935.76953125
2017-11-30,20715.400390625
2017-12-01,20268.22265625
2017-12-04,20002.0625
2017-12-05,19865.951171875
2017-12-06,20510.505859375
2017-12-07,20936.509765625
2017-12-08,20799.421875
2017-12-11,21378.962890625
2017-12-12,20990.125
2017-12-13,20741.310546875
2017-12-14,20464.068359375
2017-12-15,21008.578125
2017-12-18,22727.951171875
2017-12-19,23476.1796875
2017-12-20,22841.126953125
2017-12-21,22975.19921875
2017-12-22,22864.763671875
2017-12-26,22879.220703125
2017-12-27,22767.11328125
2017-12-28,23320.234375
2017-12-29,23674.1640625
2018-01-01,23369.595703125
2018-01-02,22626.685546875
2018-01-03,22876.021484375
2018-01-04,22797.470703125
2018-01-05,22666.9140625
2018-01-08,22687.822265625
2018-01-09,22387.92578125
2018-01-10,21247.576171875
2018-01-11,21315.87890625
2018-01-12,21087.54296875
2018-01-15,21134.9140625
2018-01-16,20846.462890625
2018-01-17,20597.916015625
2018-01-18,20573.447265625
2018-01-19,20438.62890625
2018-01-22,20409.478515625
2018-01-23,20408.0859375
2018-01-24,20478.578125
2018-01-25,20350.533203125
2018-01-29,20276.4296875
2018-01-30,20079.509765625
2018-01-31,19890.791015625
2018-02-01,19737.671875
2018-02-02,18586.705078125
2018-02-05,17756.76953125
2018-02-06,18325.419921875
2018-02-07,17935.478515625
2018-02-08,19189.13671875
2018-02-09,19834.4375
2018-02-12,20455.779296875
2018-02-14,21176.435546875
2018-02-15,20919.796875
2018-02-16,20609.978515625
2018-02-19,20503.224609375
2018-02-20,21133.037109375
2018-02-21,21174.01953125
2018-02-22,20661.63671875
2018-02-23,21170.310546875
2018-02-26,20722.208984375
2018-02-27,20824.326171875
2018-02-28,20318.583984375
2018-03-01,20381.37890625
2018-03-05,20072.208984375
2018-03-06,19484.7265625
2018-03-07,19258.21875
2018-03-08,19153.091796875
2018-03-09,19962.896484375
2018-03-12,20076.341796875
2018-03-13,20331.765625
2018-03-14,19906.779296875
2018-03-15,19664.912109375
2018-03-16,19061.556640625
2018-03-19,18828.091796875
2018-03-20,19391.4765625
2018-03-21,19319.119140625
2018-03-22,19161.91015625
2018-03-23,19088.384765625
2018-03-26,19783.138671875
2018-03-27,20688.7421875
2018-03-28,21058.306640625
2018-04-02,20623.859375
2018-04-03,20662.333984375
2018-04-04,21058.818359375
2018-04-05,22330.693359375
2018-04-06,22237.02734375
2018-04-09,23194.068359375
2018-04-10,23160.1328125
2018-04-11,23104.76953125
2018-04-12,22939.576171875
2018-04-13,23324.267578125
2018-04-16,23522.45703125
2018-04-17,23038.625
2018-04-18,23012.583984375
2018-04-19,22936.28125
2018-04-20,22578.3203125
2018-04-23,22238.373046875
2018-04-24,22708.060546875
2018-04-25,22283.86328125
2018-04-26,22225.88671875
2018-04-27,22344.94140625
2018-04-30,22464.419921875
2018-05-02,21942.05859375
2018-05-03,21645.412109375
2018-05-04,21941.779296875
2018-05-07,22465.861328125
2018-05-08,22508.60546875
2018-05-09,22175.666015625
2018-05-10,22149.255859375
2018-05-11,22351.580078125
2018-05-14,22305.8203125
2018-05-15,21587.068359375
2018-05-16,21915.41015625
2018-05-17,21846.3984375
2018-05-18,21443.046875
2018-05-21,21327.283203125
2018-05-22,21714.1640625
2018-05-23,21801.0
2018-05-24,21709.470703125
2018-05-25,22781.435546875
2018-05-28,22484.193359375
2018-05-29,22653.236328125
2018-05-30,22665.400390625
2018-05-31,23447.23046875
2018-06-01,23179.953125
2018-06-04,23080.578125
2018-06-05,22597.8984375
2018-06-06,23096.751953125
2018-06-07,23035.8125
2018-06-08,22964.6953125
2018-06-11,22582.70703125
2018-06-12,22955.955078125
2018-06-13,23849.62109375
2018-06-14,24605.982421875
2018-06-15,24741.427734375
2018-06-18,24946.689453125
2018-06-19,24477.591796875
2018-06-20,24524.501953125
2018-06-21,24578.5546875
2018-06-22,25096.693359375
2018-06-25,26242.853515625
2018-06-26,25660.98828125
2018-06-27,25866.298828125
2018-06-28,25228.607421875
2018-06-29,25857.326171875
2018-07-02,26340.4609375
2018-07-03,26209.478515625
2018-07-04,26056.17578125
2018-07-05,26036.751953125
2018-07-06,26438.544921875
2018-07-09,27413.96875
2018-07-10,26725.146484375
2018-07-11,26457.228515625
2018-07-12,26224.255859375
2018-07-13,26410.791015625
2018-07-16,26178.84375
2018-07-17,26682.619140625
2018-07-18,26524.90625
2018-07-19,26043.99609375
2018-07-20,26458.484375
2018-07-23,26507.517578125
2018-07-24,26507.28515625
2018-07-25,26364.541015625
2018-07-26,26724.685546875
2018-07-27,27076.3203125
2018-07-30,27161.2890625
2018-07-31,27009.201171875
2018-08-01,27843.5546875
2018-08-02,27705.45703125
2018-08-03,27864.66015625
2018-08-06,27301.57421875
2018-08-07,27793.822265625
2018-08-08,28101.111328125
2018-08-09,30124.296875
2018-08-10,29206.3203125
2018-08-13,30112.86328125
2018-08-14,30893.759765625
2018-08-16,30926.388671875
2018-08-17,31618.423828125
2018-08-20,32411.919921875
2018-08-21,31747.689453125
2018-08-23,32239.650390625
2018-08-24,32252.673828125
2018-08-27,33251.09375
2018-08-28,33512.91015625
2018-08-29,33482.671875
2018-08-30,32774.34765625
2018-08-31,32033.751953125
2018-09-03,31666.052734375
2018-09-04,31266.525390625
2018-09-05,30362.52734375
2018-09-06,29637.79296875
2018-09-07,30998.376953125
2018-09-10,30265.078125
2018-09-11,31197.052734375
2018-09-12,31586.15234375
2018-09-14,31519.373046875
2018-09-17,30698.94921875
2018-09-18,30500.60546875
2018-09-19,30087.765625
2018-09-21,31278.115234375
2018-09-24,30573.38671875
2018-09-25,30392.82421875
2018-09-26,30540.0234375
2018-09-27,30775.1796875
2018-09-28,30608.15625
2018-10-01,31024.904296875
2018-10-03,30233.98828125
2018-10-04,28516.732421875
2018-10-05,27499.791015625
2018-10-08,26904.421875
2018-10-09,27106.357421875
2018-10-10,28129.775390625
2018-10-11,26116.02734375
2018-10-12,27021.931640625
2018-10-15,26653.81640625
2018-10-16,26570.09375
2018-10-17,26123.005859375
2018-10-19,26941.65625
2018-10-22,26541.291015625
2018-10-23,26288.587890625
2018-10-24,26052.501953125
2018-10-25,26579.21875
2018-10-26,27390.326171875
2018-10-29,27697.5234375
2018-10-30,27037.48046875
2018-10-31,27414.25
2018-11-01,26659.44921875
2018-11-02,27266.7265625
2018-11-05,27747.744140625
2018-11-06,27582.806640625
2018-11-07,27490.0546875
2018-11-09,28106.408203125
2018-11-12,27544.6484375
2018-11-13,26885.06640625
2018-11-14,25964.029296875
2018-11-15,23828.123046875
2018-11-16,23733.001953125
2018-11-19,24695.3125
2018-11-20,25764.6875
2018-11-21,26017.68359375
2018-11-22,25114.01171875
2018-11-26,24969.052734375
2018-11-27,24619.10546875
2018-11-28,24316.1875
2018-11-29,23547.681640625
2018-11-30,25278.58984375
2018-12-03,24702.16015625
2018-12-04,24107.703125
2018-12-05,23432.5078125
2018-12-06,22572.091796875
2018-12-07,22612.541015625
2018-12-10,22491.12109375
2018-12-11,22487.064453125
2018-12-12,22788.125
2018-12-13,22587.185546875
2018-12-14,22459.150390625
2018-12-17,23165.57421875
2018-12-18,22785.83984375
2018-12-19,23342.642578125
2018-12-20,23240.98828125
2018-12-21,22569.1953125
2018-12-24,22185.5
2018-12-26,22008.572265625
2018-12-27,22231.408203125
2018-12-28,23280.23046875
2018-12-31,23527.685546875
2019-01-01,23162.583984375
2019-01-02,22923.896484375
2019-01-03,22013.091796875
2019-01-04,21126.4765625
2019-01-07,20422.2421875
2019-01-08,21460.759765625
2019-01-09,21685.609375
2019-01-10,21605.017578125
2019-01-11,21772.48828125
2019-01-14,22202.93359375
2019-01-15,22149.65625
2019-01-16,21777.3359375
2019-01-17,21688.35546875
2019-01-18,21412.3828125
2019-01-21,21397.931640625
2019-01-22,21058.935546875
2019-01-23,21262.431640625
2019-01-24,21601.845703125
2019-01-25,21215.216796875
2019-01-28,20854.087890625
2019-01-29,21279.123046875
2019-01-30,21587.634765625
2019-01-31,21785.53515625
2019-02-01,22409.232421875
2019-02-04,22560.62109375
2019-02-05,22591.474609375
2019-02-06,22537.91796875
2019-02-07,22262.455078125
2019-02-08,21972.072265625
2019-02-11,22008.939453125
2019-02-12,22105.70703125
2019-02-14,22363.501953125
2019-02-15,20481.486328125
2019-02-18,20480.744140625
2019-02-19,20161.3203125
2019-02-20,19171.748046875
2019-02-21,19878.873046875
2019-02-22,20121.267578125
2019-02-25,20545.748046875
2019-02-26,20706.78125
2019-02-27,21004.2734375
2019-02-28,20817.80078125
2019-03-01,20779.638671875
2019-03-05,21388.650390625
2019-03-06,21720.802734375
2019-03-07,21583.5390625
2019-03-08,21486.634765625
2019-03-11,22261.759765625
2019-03-12,22536.142578125
2019-03-13,22326.44921875
2019-03-14,22135.33203125
2019-03-15,22114.23046875
2019-03-18,21866.515625
2019-03-19,22091.52734375
2019-03-20,21993.734375
2019-03-22,22139.685546875
2019-03-25,22272.923828125
2019-03-26,23208.99609375
2019-03-27,22965.908203125
2019-03-28,22649.12109375
2019-04-01,23848.322265625
2019-04-02,23531.80859375
2019-04-03,23036.615234375
2019-04-04,22828.130859375
2019-04-05,22428.912109375
2019-04-08,22395.15234375
2019-04-09,22956.287109375
2019-04-10,22248.17578125
2019-04-11,21935.82421875
2019-04-12,21693.71484375
2019-04-15,22321.5
2019-04-16,22264.88671875
2019-04-18,22030.72265625
2019-04-22,21397.3359375
2019-04-23,21383.279296875
2019-04-24,22030.34765625
2019-04-25,21578.216796875
2019-04-26,21480.796875
2019-04-30,21569.25
2019-05-02,20958.04296875
2019-05-03,20722.28515625
2019-05-06,20411.380859375
2019-05-07,20361.9296875
2019-05-08,19947.296875
2019-05-09,20070.08203125
2019-05-10,19891.48046875
2019-05-13,19948.177734375
2019-05-14,19974.2421875
2019-05-15,19945.146484375
2019-05-16,20307.841796875
2019-05-17,21262.876953125
2019-05-20,20983.552734375
2019-05-21,20727.705078125
2019-05-22,21020.623046875
2019-05-23,20351.134765625
2019-05-24,20497.12890625
2019-05-27,18393.66796875
2019-05-28,18565.439453125
2019-05-29,18480.72265625
2019-05-30,18109.736328125
2019-05-31,18492.89453125
2019-06-03,19751.537109375
2019-06-04,18827.978515625
2019-06-06,18666.09765625
2019-06-07,18683.9765625
2019-06-10,18876.375
2019-06-11,18814.171875
2019-06-12,19027.208984375
2019-06-13,19161.66796875
2019-06-14,18921.30078125
2019-06-17,18732.0859375
2019-06-18,18935.671875
2019-06-19,19066.80078125
2019-06-20,19288.7734375
2019-06-21,19550.7109375
2019-06-24,19310.0703125
2019-06-25,19387.89453125
2019-06-26,19173.458984375
2019-06-27,19321.251953125
2019-06-28,19264.533203125
2019-07-01,19526.521484375
2019-07-02,19578.044921875
2019-07-03,19389.533203125
2019-07-04,19540.837890625
2019-07-05,19094.556640625
2019-07-08,18657.8125
2019-07-09,18609.896484375
2019-07-10,18878.666015625
2019-07-11,19508.171875
2019-07-12,19268.83984375
2019-07-15,19284.419921875
2019-07-16,19260.505859375
2019-07-17,18981.90625
2019-07-18,19312.6875
2019-07-19,18797.556640625
2019-07-22,18206.5703125
2019-07-23,18153.125
2019-07-24,17559.365234375
2019-07-25,17822.150390625
2019-07-26,17311.28125
2019-07-29,17408.763671875
2019-07-30,16896.11328125
2019-07-31,17010.076171875
2019-08-01,17255.728515625
2019-08-02,17431.79296875
2019-08-05,17008.3984375
2019-08-06,17402.9140625
2019-08-07,17224.744140625
2019-08-08,17298.6015625
2019-08-09,16550.40625
2019-08-13,16839.068359375
2019-08-14,16887.4140625
2019-08-16,16988.875
2019-08-19,17100.56640625
2019-08-20,17143.560546875
2019-08-21,16933.958984375
2019-08-22,16592.72265625
2019-08-23,16996.240234375
2019-08-26,17045.708984375
2019-08-27,17112.68359375
2019-08-28,16953.298828125
