Date,M&M.NS
2022-04-29,889.58154296875
2022-05-02,888.8580322265625
2022-05-04,864.4984741210938
2022-05-05,867.3444213867188
2022-05-06,862.3278198242188
2022-05-09,863.7267456054688
2022-05-10,857.0217895507812
2022-05-11,855.7676391601562
2022-05-12,834.7365112304688
2022-05-13,858.1312255859375
2022-05-16,871.4927978515625
2022-05-17,878.6799926757812
2022-05-18,881.0919799804688
2022-05-19,851.4263305664062
2022-05-20,871.9269409179688
2022-05-23,908.683349609375
2022-05-24,913.458740234375
2022-05-25,895.659423828125
2022-05-26,897.010009765625
2022-05-27,919.2471313476562
2022-05-30,963.142578125
2022-05-31,997.873046875
2022-06-01,1010.4146118164062
2022-06-02,1007.7134399414062
2022-06-03,992.3741455078125
2022-06-06,999.4165649414062
2022-06-07,1005.7839965820312
2022-06-08,1008.1473999023438
2022-06-09,1008.243896484375
2022-06-10,999.947265625
2022-06-13,968.8827514648438
2022-06-14,983.3054809570312
2022-06-15,989.3351440429688
2022-06-16,969.7992553710938
