Date,ALPHAETF.NS
2024-02-23,23.329999923706055
2024-02-26,23.229999542236328
2024-02-27,23.1299991607666
2024-02-28,22.729999542236328
2024-02-29,22.850000381469727
2024-03-01,23.209999084472656
2024-03-04,23.719999313354492
2024-03-05,23.729999542236328
2024-03-06,23.639999389648438
2024-03-07,23.889999389648438
2024-03-11,23.719999313354492
2024-03-12,23.389999389648438
2024-03-13,22.34000015258789
2024-03-14,22.729999542236328
2024-03-15,22.40999984741211
2024-03-18,22.399999618530273
2024-03-19,22.040000915527344
2024-03-20,22.059999465942383
2024-03-21,22.700000762939453
2024-03-22,22.90999984741211
2024-03-26,23.09000015258789
2024-03-27,23.1299991607666
2024-03-28,23.329999923706055
2024-04-01,23.649999618530273
2024-04-02,23.790000915527344
2024-04-03,23.889999389648438
2024-04-04,23.920000076293945
2024-04-05,23.989999771118164
2024-04-08,23.969999313354492
2024-04-09,23.809999465942383
2024-04-10,24.020000457763672
2024-04-12,23.989999771118164
2024-04-15,23.600000381469727
2024-04-16,23.549999237060547
2024-04-18,23.399999618530273
2024-04-19,23.34000015258789
2024-04-22,23.6299991607666
2024-04-23,23.6299991607666
2024-04-24,23.75
2024-04-25,23.899999618530273
2024-04-26,24.31999969482422
2024-04-29,24.399999618530273
2024-04-30,24.639999389648438
2024-05-02,25.270000457763672
2024-05-03,25.309999465942383
2024-05-06,24.8700008392334
2024-05-07,24.190000534057617
2024-05-08,24.520000457763672
2024-05-09,24.06999969482422
2024-05-10,24.270000457763672
2024-05-13,24.3799991607666
2024-05-14,24.6299991607666
2024-05-15,24.780000686645508
2024-05-16,24.979999542236328
2024-05-17,25.510000228881836
2024-05-21,26.040000915527344
2024-05-22,26.010000228881836
2024-05-23,26.139999389648438
2024-05-24,26.450000762939453
2024-05-27,26.459999084472656
2024-05-28,26.15999984741211
2024-05-29,26.200000762939453
2024-05-30,25.739999771118164
2024-05-31,26.139999389648438
2024-06-03,27.209999084472656
2024-06-04,24.790000915527344
2024-06-05,24.979999542236328
2024-06-06,25.809999465942383
2024-06-07,26.1200008392334
2024-06-10,26.399999618530273
2024-06-11,26.530000686645508
2024-06-12,26.700000762939453
2024-06-13,27.059999465942383
2024-06-14,27.81999969482422
2024-06-18,27.889999389648438
2024-06-19,27.59000015258789
2024-06-20,27.540000915527344
2024-06-21,27.40999984741211
2024-06-24,27.530000686645508
2024-06-25,27.420000076293945
2024-06-26,27.329999923706055
2024-06-27,27.34000015258789
2024-06-28,27.479999542236328
2024-07-01,27.6200008392334
2024-07-02,27.65999984741211
2024-07-03,27.920000076293945
2024-07-04,28.440000534057617
2024-07-05,28.540000915527344
2024-07-08,28.709999084472656
2024-07-09,28.719999313354492
2024-07-10,28.670000076293945
2024-07-11,28.829999923706055
2024-07-12,28.6200008392334
2024-07-15,28.93000030517578
2024-07-16,28.81999969482422
2024-07-18,28.270000457763672
2024-07-19,27.469999313354492
2024-07-22,27.799999237060547
2024-07-23,27.579999923706055
2024-07-24,27.700000762939453
2024-07-25,27.739999771118164
2024-07-26,28.260000228881836
2024-07-29,28.969999313354492
2024-07-30,29.010000228881836
2024-07-31,29.229999542236328
2024-08-01,28.940000534057617
2024-08-02,28.450000762939453
2024-08-05,27.469999313354492
2024-08-06,27.15999984741211
2024-08-07,28.09000015258789
2024-08-08,28.079999923706055
2024-08-09,28.440000534057617
2024-08-12,28.3700008392334
2024-08-13,28.1200008392334
2024-08-14,27.979999542236328
2024-08-16,28.479999542236328
2024-08-19,28.670000076293945
2024-08-20,28.950000762939453
2024-08-21,29.030000686645508
2024-08-22,29.170000076293945
2024-08-23,29.18000030517578
2024-08-26,29.25
2024-08-28,29.420000076293945
2024-08-29,29.3799991607666
2024-08-30,29.600000381469727
2024-09-02,29.299999237060547
2024-09-03,29.459999084472656
2024-09-04,29.31999969482422
2024-09-05,29.309999465942383
2024-09-06,28.65999984741211
2024-09-09,28.299999237060547
2024-09-10,28.489999771118164
2024-09-11,28.309999465942383
2024-09-12,28.860000610351562
2024-09-13,28.860000610351562
2024-09-16,28.950000762939453
2024-09-17,28.790000915527344
2024-09-18,28.639999389648438
2024-09-19,28.010000228881836
2024-09-20,28.260000228881836
2024-09-23,28.729999542236328
2024-09-24,28.829999923706055
2024-09-25,28.799999237060547
2024-09-26,28.8700008392334
2024-09-27,29.25
2024-09-30,28.93000030517578
2024-10-01,28.989999771118164
2024-10-03,28.270000457763672
2024-10-04,27.979999542236328
2024-10-07,27.549999237060547
2024-10-08,28.290000915527344
2024-10-09,28.6299991607666
2024-10-10,28.479999542236328
2024-10-11,28.639999389648438
2024-10-14,28.829999923706055
2024-10-15,28.8799991607666
2024-10-16,28.81999969482422
2024-10-17,28.190000534057617
2024-10-18,28.34000015258789
2024-10-21,27.8799991607666
2024-10-22,27.280000686645508
2024-10-23,27.270000457763672
2024-10-24,27.049999237060547
2024-10-25,26.489999771118164
2024-10-28,26.559999465942383
2024-10-29,26.719999313354492
2024-10-31,26.350000381469727
2024-11-01,26.530000686645508
2024-11-04,26.139999389648438
2024-11-06,26.760000228881836
2024-11-07,26.540000915527344
2024-11-08,26.190000534057617
2024-11-11,26.270000457763672
2024-11-12,25.760000228881836
2024-11-13,25.40999984741211
2024-11-14,25.34000015258789
2024-11-18,25.270000457763672
2024-11-19,25.360000610351562
2024-11-21,25.219999313354492
2024-11-22,25.6299991607666
2024-11-25,26.260000228881836
2024-11-26,26.1200008392334
2024-11-27,26.350000381469727
2024-11-28,26.190000534057617
2024-11-29,26.420000076293945
2024-12-02,26.68000030517578
2024-12-03,26.84000015258789
2024-12-04,26.920000076293945
2024-12-05,27.0
2024-12-06,27.1299991607666
2024-12-09,27.059999465942383
2024-12-10,27.139999389648438
2024-12-11,27.299999237060547
2024-12-12,27.1200008392334
2024-12-13,27.200000762939453
2024-12-16,27.329999923706055
2024-12-17,27.049999237060547
2024-12-18,26.90999984741211
2024-12-19,26.850000381469727
2024-12-20,26.190000534057617
2024-12-23,26.290000915527344
2024-12-24,26.299999237060547
2024-12-26,26.450000762939453
2024-12-27,26.440000534057617
2024-12-30,26.329999923706055
2024-12-31,26.40999984741211
2025-01-01,26.59000015258789
2025-01-02,26.979999542236328
2025-01-03,26.969999313354492
2025-01-06,26.06999969482422
2025-01-07,26.110000610351562
2025-01-08,25.670000076293945
2025-01-09,25.280000686645508
2025-01-10,24.780000686645508
2025-01-13,23.719999313354492
2025-01-14,24.170000076293945
2025-01-15,24.260000228881836
2025-01-16,24.489999771118164
2025-01-17,24.600000381469727
2025-01-20,24.68000030517578
2025-01-21,23.709999084472656
2025-01-22,23.389999389648438
2025-01-23,23.850000381469727
2025-01-24,23.440000534057617
2025-01-27,22.75
2025-01-28,22.56999969482422
2025-01-29,23.139999389648438
2025-01-30,23.0
2025-01-31,23.459999084472656
2025-02-01,23.43000030517578
2025-02-03,23.079999923706055
2025-02-04,23.459999084472656
2025-02-05,23.790000915527344
2025-02-06,23.459999084472656
2025-02-07,23.6200008392334
2025-02-10,23.149999618530273
2025-02-11,22.469999313354492
2025-02-12,22.420000076293945
2025-02-13,22.450000762939453
2025-02-14,21.760000228881836
2025-02-17,21.799999237060547
2025-02-18,21.75
2025-02-19,22.010000228881836
2025-02-20,22.34000015258789
2025-02-21,21.950000762939453
2025-02-24,21.739999771118164
2025-02-25,21.559999465942383
2025-02-27,21.34000015258789
2025-02-28,20.700000762939453
2025-03-03,20.84000015258789
2025-03-04,20.979999542236328
2025-03-05,21.43000030517578
2025-03-06,21.56999969482422
2025-03-07,21.360000610351562
2025-03-10,20.969999313354492
2025-03-11,21.110000610351562
2025-03-12,20.959999084472656
2025-03-13,20.90999984741211
2025-03-17,21.1200008392334
2025-03-18,21.6200008392334
2025-03-19,22.1200008392334
2025-03-20,22.3700008392334
2025-03-21,22.549999237060547
2025-03-24,22.790000915527344
2025-03-25,22.389999389648438
2025-03-26,22.34000015258789
2025-03-27,22.469999313354492
2025-03-28,22.329999923706055
2025-04-01,22.170000076293945
2025-04-02,22.520000457763672
2025-04-03,22.479999542236328
2025-04-04,21.920000076293945
2025-04-07,21.1299991607666
2025-04-08,21.6299991607666
2025-04-09,21.3700008392334
2025-04-11,21.8700008392334
2025-04-15,22.479999542236328
2025-04-16,22.639999389648438
2025-04-17,22.829999923706055
2025-04-21,23.31999969482422
2025-04-22,23.559999465942383
2025-04-23,23.690000534057617
2025-04-24,23.790000915527344
2025-04-25,23.079999923706055
2025-04-28,23.440000534057617
2025-04-29,23.440000534057617
2025-04-30,23.31999969482422
2025-05-02,23.1200008392334
2025-05-05,23.65999984741211
2025-05-06,23.200000762939453
2025-05-07,23.639999389648438
2025-05-08,23.18000030517578
2025-05-09,23.100000381469727
2025-05-12,23.8799991607666
2025-05-13,23.860000610351562
2025-05-14,24.100000381469727
2025-05-15,24.280000686645508
2025-05-16,24.360000610351562
2025-05-19,24.40999984741211
2025-05-20,24.0
2025-05-21,24.209999084472656
2025-05-22,24.0
2025-05-23,24.200000762939453
2025-05-26,24.290000915527344
2025-05-27,24.239999771118164
2025-05-28,24.1299991607666
2025-05-29,24.309999465942383
2025-05-30,24.3799991607666
2025-06-02,24.399999618530273
2025-06-03,24.459999084472656
2025-06-04,24.739999771118164
2025-06-05,25.06999969482422
2025-06-06,25.399999618530273
2025-06-09,25.690000534057617
2025-06-10,25.670000076293945
2025-06-11,25.510000228881836
2025-06-12,25.020000457763672
2025-06-13,24.920000076293945
2025-06-16,25.1200008392334
2025-06-17,24.969999313354492
2025-06-18,24.950000762939453
2025-06-19,24.690000534057617
2025-06-20,25.110000610351562
2025-06-23,25.360000610351562
2025-06-24,25.450000762939453
2025-06-25,25.520000457763672
2025-06-26,25.790000915527344
2025-06-27,25.860000610351562
2025-06-30,25.989999771118164
2025-07-01,25.950000762939453
2025-07-02,25.899999618530273
2025-07-03,25.829999923706055
2025-07-04,25.719999313354492
2025-07-07,25.670000076293945
2025-07-08,25.540000915527344
2025-07-09,25.559999465942383
2025-07-10,25.479999542236328
2025-07-11,25.239999771118164
2025-07-14,25.34000015258789
2025-07-15,25.540000915527344
2025-07-16,25.489999771118164
2025-07-17,25.360000610351562
2025-07-18,25.200000762939453
2025-07-21,25.360000610351562
2025-07-22,25.520000457763672
2025-07-23,25.579999923706055
2025-07-24,25.450000762939453
2025-07-25,25.110000610351562
2025-07-28,25.040000915527344
2025-07-29,25.079999923706055
2025-07-30,25.0
2025-07-31,24.959999084472656
2025-08-01,24.579999923706055
