Date,SAREGAMA.NS
2015-08-21,34.55999755859375
2015-08-24,31.107624053955078
2015-08-25,28.58403968811035
2015-08-26,29.05523109436035
2015-08-27,30.505050659179688
2015-08-28,31.039669036865234
2015-08-31,31.424772262573242
2015-09-01,30.14712142944336
2015-09-02,29.834508895874023
2015-09-03,31.325096130371094
2015-09-04,31.533504486083984
2015-09-07,29.956832885742188
2015-09-08,29.07335090637207
2015-09-09,30.523170471191406
2015-09-10,31.148405075073242
2015-09-11,31.841594696044922
2015-09-14,31.705678939819336
2015-09-15,31.918611526489258
2015-09-16,31.3975887298584
2015-09-18,32.59368896484375
2015-09-21,33.16908645629883
2015-09-22,32.50760269165039
2015-09-23,32.525726318359375
2015-09-24,32.16327667236328
2015-09-28,30.618314743041992
2015-09-29,29.100536346435547
2015-09-30,29.136781692504883
2015-10-01,28.52513885498047
2015-10-05,31.37493896484375
2015-10-06,31.932201385498047
2015-10-07,32.67976760864258
2015-10-08,31.98204803466797
2015-10-09,33.88492965698242
2015-10-12,32.71601104736328
2015-10-13,32.8066291809082
2015-10-14,36.08683776855469
2015-10-15,35.22147750854492
2015-10-16,34.682334899902344
2015-10-19,34.51016616821289
2015-10-20,34.43767547607422
2015-10-21,33.55419158935547
2015-10-23,33.309532165527344
2015-10-26,32.76585388183594
2015-10-27,32.2946662902832
2015-10-28,31.891429901123047
2015-10-29,31.96391487121582
2015-10-30,30.201492309570312
2015-11-02,29.549074172973633
2015-11-03,32.44871139526367
2015-11-04,32.07719039916992
2015-11-05,30.618314743041992
2015-11-06,33.37749481201172
2015-11-09,35.22600555419922
2015-11-10,35.334747314453125
2015-11-13,33.812442779541016
2015-11-16,32.57556915283203
2015-11-17,31.950326919555664
2015-11-18,31.86878204345703
2015-11-19,33.34125518798828
2015-11-20,32.81569290161133
2015-11-23,32.59821701049805
2015-11-24,32.53931427001953
2015-11-26,32.996925354003906
2015-11-27,32.88818359375
2015-11-30,34.646087646484375
2015-12-01,36.63505172729492
2015-12-02,35.81953048706055
2015-12-03,34.52828598022461
2015-12-04,33.916648864746094
2015-12-07,33.662925720214844
2015-12-08,32.9244270324707
2015-12-09,30.94451904296875
2015-12-10,32.55291748046875
2015-12-11,31.55615997314453
2015-12-14,31.678491592407227
2015-12-15,31.048728942871094
2015-12-16,30.28757667541504
2015-12-17,30.967178344726562
2015-12-18,35.74703598022461
2015-12-21,34.55999755859375
2015-12-22,33.58137893676758
2015-12-23,33.536067962646484
2015-12-24,32.57556915283203
2015-12-28,32.94255447387695
2015-12-29,32.8836555480957
2015-12-30,32.98332214355469
2015-12-31,32.62540054321289
2016-01-01,33.15096664428711
2016-01-04,32.18592834472656
2016-01-05,32.31278610229492
2016-01-06,31.692081451416016
2016-01-07,30.178836822509766
2016-01-08,31.991106033325195
2016-01-11,31.09856414794922
2016-01-12,30.831253051757812
2016-01-13,29.75748634338379
2016-01-14,28.46623992919922
2016-01-15,26.373069763183594
2016-01-18,24.279895782470703
2016-01-19,25.009334564208984
2016-01-20,23.42359733581543
2016-01-21,23.998994827270508
2016-01-22,25.104476928710938
2016-01-25,25.697999954223633
2016-01-27,26.06045150756836
2016-01-28,26.93487548828125
2016-01-29,26.77629852294922
2016-02-01,27.369815826416016
2016-02-02,26.364009857177734
2016-02-03,26.219024658203125
2016-02-04,25.44428062438965
2016-02-05,26.155595779418945
2016-02-08,25.71158790588379
2016-02-09,25.33101463317871
2016-02-10,24.298017501831055
2016-02-11,22.861793518066406
2016-02-12,21.697410583496094
2016-02-15,24.06242561340332
2016-02-16,23.197063446044922
2016-02-17,23.061145782470703
2016-02-18,23.509679794311523
2016-02-19,22.79383659362793
2016-02-22,23.18800163269043
2016-02-23,22.653383255004883
2016-02-24,21.652103424072266
2016-02-25,21.570554733276367
2016-02-26,20.850177764892578
2016-02-29,19.436599731445312
2016-03-01,21.189977645874023
2016-03-02,24.14397430419922
2016-03-03,23.758867263793945
2016-03-04,23.885725021362305
2016-03-08,23.54139518737793
2016-03-09,23.550457000732422
2016-03-10,23.654661178588867
2016-03-11,22.93428611755371
2016-03-14,22.96599769592285
2016-03-15,22.22296714782715
2016-03-16,22.39060401916504
2016-03-17,23.26955223083496
2016-03-18,23.740747451782227
2016-03-21,23.31485939025879
2016-03-22,23.80417823791504
2016-03-23,24.13944435119629
2016-03-28,24.633289337158203
2016-03-29,24.234586715698242
2016-03-30,24.66953468322754
2016-03-31,24.44753074645996
2016-04-01,24.7963924407959
2016-04-04,26.89409828186035
2016-04-05,26.350414276123047
2016-04-06,27.646190643310547
2016-04-07,27.025484085083008
2016-04-08,27.07532501220703
2016-04-11,27.841005325317383
2016-04-12,28.112850189208984
2016-04-13,27.786638259887695
2016-04-18,27.102508544921875
2016-04-20,26.749116897583008
2016-04-21,25.910938262939453
2016-04-22,25.915470123291016
2016-04-25,25.729711532592773
2016-04-26,25.797672271728516
2016-04-27,29.34972381591797
2016-04-28,28.597631454467773
2016-04-29,28.79245376586914
2016-05-02,28.425464630126953
2016-05-03,28.56591796875
2016-05-04,28.02676773071289
2016-05-05,28.411874771118164
2016-05-06,28.0947265625
2016-05-09,28.28501319885254
2016-05-10,27.777576446533203
2016-05-11,27.614471435546875
2016-05-12,28.03582763671875
2016-05-13,27.76851463317871
2016-05-16,27.75945472717285
2016-05-17,28.013174057006836
2016-05-18,27.918027877807617
2016-05-19,27.39699935913086
2016-05-20,27.501205444335938
2016-05-23,27.193119049072266
2016-05-24,26.984712600708008
2016-05-25,28.05847930908203
2016-05-26,26.51351547241211
2016-05-27,27.02095603942871
2016-05-30,26.590543746948242
2016-05-31,26.51805305480957
2016-06-01,26.454620361328125
2016-06-02,26.51351547241211
2016-06-03,26.404783248901367
2016-06-06,26.395721435546875
2016-06-07,28.552322387695312
2016-06-08,28.34844207763672
2016-06-09,27.143285751342773
2016-06-10,26.916751861572266
2016-06-13,26.78536033630371
2016-06-14,27.233898162841797
2016-06-15,27.338102340698242
2016-06-16,26.76723861694336
2016-06-17,26.58148193359375
2016-06-20,26.54523277282715
2016-06-21,26.459150314331055
2016-06-22,26.01514434814453
2016-06-23,26.164657592773438
2016-06-24,25.661752700805664
2016-06-27,25.81126594543457
2016-06-28,26.083106994628906
2016-06-29,26.626785278320312
2016-06-30,26.486337661743164
2016-07-01,26.563358306884766
2016-07-04,27.193119049072266
2016-07-05,26.9575252532959
2016-07-07,27.120628356933594
2016-07-08,26.703807830810547
2016-07-11,27.659780502319336
2016-07-12,26.72646141052246
2016-07-13,26.205432891845703
2016-07-14,26.109163284301758
2016-07-15,26.00895118713379
2016-07-18,26.182037353515625
2016-07-19,26.232147216796875
2016-07-20,26.53732681274414
2016-07-21,26.08182716369629
2016-07-22,26.145597457885742
2016-07-25,26.168376922607422
2016-07-26,25.65821647644043
2016-07-27,25.6126708984375
2016-07-28,25.621780395507812
2016-07-29,25.198162078857422
2016-08-01,24.902088165283203
2016-08-02,25.435022354125977
2016-08-03,23.91365623474121
2016-08-04,23.717796325683594
2016-08-05,23.362506866455078
2016-08-08,23.7451229095459
2016-08-09,23.526487350463867
2016-08-10,22.35129737854004
2016-08-11,21.207998275756836
2016-08-12,21.021244049072266
2016-08-16,21.326427459716797
2016-08-17,21.37653350830078
2016-08-18,22.966222763061523
2016-08-19,22.779468536376953
2016-08-22,22.2237606048584
2016-08-23,22.205543518066406
